pre,post,L1_0hr,L1_5hr,L1_8hr,L1_16hr,L2,L3,adult_sem,dauer_sem_1,dauer_sem_2,dauer_FIB
CEPDL,RMED,31080,32768,13920,0,0,0,0,0,0,14080
SAADL,SAADL,6120,4608,0,1440,10440,0,41040,0,0,0
AVDR,RICR,107160,74752,72840,101160,113400,332513,74880,896600,628400,192560
BWM-DL07,PVR,0,0,0,0,51480,0,0,37000,0,1240
ALNL,SMDDR,0,0,0,51120,1076640,1368576,1928640,919200,731200,1404640
RICL,RMDVR,43320,22528,0,0,129720,0,14160,0,0,0
PVWL,URBL,0,0,0,0,0,0,0,516100,12300,0
IL2L,RIR,0,0,0,0,0,0,0,1133200,732200,331920
PVWR,SAADR,0,0,0,0,0,0,0,0,0,333920
ADAR,PVQR,27720,43008,120480,95880,135600,264591,389040,108100,258600,206440
ALMR,AVAR,0,0,3840,0,0,0,0,0,0,0
ASEL,OLLL,0,0,0,0,0,0,12240,0,0,0
PVQL,SIAVL,0,0,0,0,0,1013,0,54000,65000,9080
ALNL,SMDVR,0,0,0,0,72240,247357,565680,536900,366400,530320
OLQDL,RMDDL,75960,206080,140280,22320,95520,190586,888960,279200,344800,303200
IL1VL,RMED,177120,122368,36360,286800,212400,316968,18480,255000,208000,257520
PVPR,SAAVR,0,29952,0,0,0,0,0,0,0,0
AINL,ALNL,0,0,0,0,0,13178,15360,0,28600,0
IL1DR,RIPR,253320,688384,976200,605640,1634280,1996431,2355360,1278700,1187200,1623600
RIFL,SMBVL,13560,61440,158520,23520,267720,207144,901920,481300,199700,392920
ADLL,RMFL,0,0,0,0,0,0,115200,0,0,0
RMED,SMDDL,263160,286464,434520,515520,1618800,1390540,2370240,3094200,3976800,2978200
AINL,AIYR,138000,48128,87240,163440,369120,504852,1292400,301600,136800,121440
BAGL,SMDVR,3240,0,21000,20640,44040,39536,75360,0,107300,111440
AVFR,SMDDR,0,0,0,0,15960,85831,92880,0,0,0
AWAL,RICL,0,0,0,0,0,0,62160,0,0,0
ASKR,AVDL,0,0,0,0,0,0,2640,0,28700,0
SMDDL,URAVL,0,0,0,0,0,0,0,924600,550200,699600
ADAR,AVBL,178080,327936,310320,453120,560280,907991,1222560,1948400,1117400,745920
BWM-VL07,RMEV,0,0,0,0,0,158146,64560,0,131100,88040
ASHR,AVAR,103200,73472,194280,430320,45360,567367,2452320,910600,2532600,1190160
FLPL,RIMR,0,0,9720,151080,0,23316,37680,0,183800,0
RIH,SIBVR,77520,47104,273480,0,7200,1351,93600,40700,8500,107800
FLPL,SMBVR,0,0,0,4680,0,0,29760,0,144100,119080
ADEL,RIGR,171120,271104,34080,0,865920,1104322,2388480,95300,1785700,981360
AVDL,PVWL,0,0,0,0,0,0,887520,17300,22100,177440
AVFR,SMDVR,0,0,0,0,219960,0,568320,0,0,63600
ALML,AVDR,0,179200,379320,202800,864480,1607147,795840,523500,651000,706720
AIML,URYDL,15600,23808,14520,16800,42600,24330,62640,74500,50200,59960
DVA,SAADR,8400,768,26040,36600,0,141926,393120,369800,106800,78240
ADAL,AVFR,0,0,0,67200,484800,52039,850080,0,383800,197040
AVDR,RIPL,0,0,0,0,0,0,0,145700,40000,8880
RIVR,SMBDR,0,54016,177360,92520,233520,43929,522960,378000,113600,29840
BAGR,IL1DR,29400,77056,26160,12720,52680,74342,119280,102600,65800,85840
AVKR,PVCL,0,0,0,0,166680,5068,14160,0,0,0
AIML,URXL,97560,124928,96960,489360,573840,682598,3723840,291500,153000,184200
IL1VL,SAADL,360,0,2760,0,0,33454,0,64400,0,3360
ALA,ASHL,1560,0,0,0,0,0,0,0,0,0
RICL,RMDVL,26760,0,102480,48000,0,160512,381600,105300,215600,0
AVKL,OLQVR,0,0,33720,0,6000,0,0,0,49200,2320
AIMR,ASER,0,25856,25560,0,840,6082,58560,255000,291200,640840
OLQDL,RICL,111720,305920,69720,208680,241440,185856,323760,207700,362000,289800
ADEL,SMBDL,0,0,28680,22560,36840,82790,8400,0,173400,0
AVJR,AWCR,0,0,0,0,0,0,1440,22400,40000,0
AUAL,AWCL,0,0,0,0,0,174366,0,0,0,43280
IL2VR,RMER,111720,268032,273120,194160,344880,289935,766800,366200,389400,384240
AVHR,URYDL,6120,0,0,0,0,0,0,0,0,0
CEPDL,CEPDR,0,0,0,4440,0,0,126960,254600,0,170720
BWM-DR03,BWM-DR05,479880,961792,622920,1327920,3147240,5028925,12805680,2737600,4515700,4274160
IL2VL,PVCL,0,0,0,0,0,0,0,0,122600,0
IL1VR,RIR,24000,0,0,0,0,0,0,0,0,0
ALA,IL2DR,9360,0,13920,0,0,0,0,169200,0,6280
RMFR,URBR,0,0,0,0,0,0,0,0,13800,2560
AVER,SAAVL,14760,57088,60600,40800,30360,68259,87360,56600,0,4880
AVKL,OLLL,0,0,5880,17040,188160,0,0,0,0,27840
IL1R,RMER,34200,94208,480,6240,172200,259860,268800,0,632800,8880
OLQVL,RMDR,0,23040,0,0,0,0,0,4600,0,0
AVBL,PVT,0,0,0,4200,0,0,3600,133900,0,10480
SIAVL,SMBVL,1184520,1481472,895440,2087640,3260520,2572584,4642080,944000,2140200,1342880
ADAR,SIADL,61920,54784,17880,27600,11760,61163,0,85200,220200,72640
AIZR,SAAVL,0,0,0,10320,0,0,0,0,0,153120
AIBL,SMDVL,0,6400,0,19320,16680,0,14160,9600,0,70640
AVDL,URBR,99480,69888,141000,7920,319920,87521,782160,135300,257600,369720
BWM-VL03,CEPVR,0,0,840,0,0,0,0,0,0,0
ADFL,AVJR,0,0,0,0,0,0,0,56700,327000,255920
RICR,RMDVL,0,33024,7200,0,0,34129,0,0,0,0
FLPR,PVWL,0,0,0,0,0,0,120480,0,0,0
AVKR,PLNL,0,0,0,0,0,0,0,206600,0,79200
ADAR,DVA,195240,753664,764760,721200,1016640,1214822,937200,1512500,1569900,1351640
ADFL,AWCL,21960,0,3360,31560,0,0,7440,0,42500,4920
FLPR,RMFR,0,0,0,0,473640,0,10320,0,10000,0
PVCL,RIGR,51000,67072,70800,0,386760,0,0,0,0,0
BWM-DR06,CEPVR,0,2560,0,0,0,0,0,0,0,0
SIBDL,SIBVR,169920,218368,119400,375600,375960,524451,1195920,144200,294900,229480
ADEL,AVKR,49800,133632,169680,974520,65400,0,549840,317800,525800,190480
HSNL,SMDVR,0,0,0,0,0,0,417600,0,0,0
FLPR,RIGL,0,0,0,0,0,0,0,10500,0,8000
AIBR,URXL,72480,121856,3480,21000,152040,85155,3120,2000,0,0
RIVL,RMEV,58440,0,0,66840,0,0,0,0,487800,175600
AUAR,URXR,1245360,2190336,2042280,848520,3919080,4451082,5011200,3409500,3455100,4405600
AVER,SMDDL,83040,65280,0,7920,26640,55418,0,400,0,100560
ADER,URXR,0,0,0,0,840,0,9360,321000,0,0
ADAR,AUAL,0,0,0,0,0,0,0,0,0,6000
AIZL,RMFL,0,0,0,0,0,0,0,0,13400,0
BWM-DR05,SIBVL,0,0,0,0,0,0,0,0,3400,0
PVQR,SIBDL,1200,0,0,0,6360,23992,2640,12300,0,0
BWM-DL01,BWM-VL02,0,0,5760,8640,0,0,0,0,0,0
RIS,SAADR,39240,646144,385080,437040,962280,918128,4173120,1868400,2907600,845840
AVJR,RID,257520,297728,177600,420840,1479480,541347,1121520,395800,710000,885880
RMFR,SAADL,0,0,0,0,0,2264064,2482800,1217600,2034900,2679680
AWBR,RIMR,108120,1792,2400,0,124080,156794,8400,0,0,0
AWBR,SMBVR,21960,312832,169080,264240,497880,747479,1480560,677000,1195100,1222480
SMDVR,URADR,0,0,0,0,0,24668,0,693600,561000,796240
CEPVR,SMDVL,379920,608512,602280,519360,1362960,855613,1077600,1019800,688300,819360
PVCL,SMBDL,26760,196864,111240,0,41280,151050,124560,800,171600,75240
ASER,IL2L,25440,9984,0,0,23280,18247,23760,1200,5600,210440
ADEL,ADER,664920,1245440,1239720,0,3081960,4401408,6899040,2483000,6228800,5669200
RIMR,URYDR,23040,93696,7560,27840,0,90562,89040,82600,0,165680
ASGR,CEPVR,39000,51968,67680,0,199200,167270,222000,242800,269500,103320
AINL,CEPDR,36480,20992,10200,480,0,13178,33120,0,39200,0
SIBVR,URYVR,81000,24064,34320,6720,118200,47646,35520,67800,41000,66640
AVDL,SAADL,23760,22528,48840,22800,31920,115568,0,146600,137600,41640
RICL,RICR,1878720,2459648,1714920,1616520,3239880,2923345,6523200,8213700,5635800,4784040
AIZR,AWAL,0,0,0,5640,19920,0,0,0,0,0
SAAVL,SIAVR,0,260352,102240,69960,392640,277432,468480,0,266800,673480
ASKL,RIFL,383040,904960,605400,143280,327480,215592,333360,75400,144800,0
AVAR,URYDR,29520,0,7680,47280,248880,153415,238320,261000,353600,357440
AFDL,CEPDL,0,0,240,4080,0,0,32160,0,0,64000
ASGR,AUAR,1680,0,0,0,0,3041,0,0,0,0
AVBR,IL1VL,0,28416,0,0,0,0,0,0,0,0
ASEL,AVJR,0,6656,0,0,0,0,0,0,0,73520
AWAR,AWCR,8400,0,107400,7080,85680,0,35520,322200,422100,95080
ALML,ALNL,0,0,0,78360,12000,0,8400,0,0,0
BWM-DR06,RMDL,61320,18688,16080,62760,118920,107120,396480,176500,73800,339600
RIBR,URYDR,239760,369152,234960,331200,586680,1336473,2447040,1408600,1000300,979680
ASEL,AWCL,559680,1202176,733920,845880,2159880,3330539,6293040,2842900,3277500,1960560
BWM-VR07,RMDVR,0,0,0,0,0,0,372720,0,15400,0
RIH,SIADL,0,768,0,0,0,0,0,209600,0,2400
RMDL,SIADL,109560,289280,235440,300840,458280,380160,1549200,655000,988800,902480
AINL,BAGR,42240,166656,0,0,186960,0,0,140000,3600,204040
AWBR,SIBDR,84840,0,0,0,186120,0,0,0,0,0
AFDL,SMBVL,0,0,0,0,0,13516,0,0,0,145520
AIMR,PVPR,0,0,0,0,0,0,0,0,93000,0
IL1DL,URAVL,0,0,0,0,120,0,0,389800,0,258640
IL2VR,SIBVR,19320,0,19080,4200,16680,33792,43680,51400,123700,41760
RIR,SIBVR,93000,46080,0,360,0,0,0,62400,0,0
FLPL,RICL,0,0,0,0,0,0,0,0,0,138720
SDQR,URBR,0,0,0,21840,44520,0,164400,0,0,0
AVER,PVPL,172680,204288,114960,183600,979800,450109,459120,160700,705300,1687680
AVBR,RIVL,4920,113152,61080,103200,120000,85493,717360,263300,216800,142600
AWCL,IL1L,48960,5632,0,95760,29400,2027,59040,0,0,1600
RIMR,RIVR,452520,565248,348240,238680,1052520,1005987,789120,865600,922600,988400
OLQDL,RMER,0,0,0,0,0,0,0,0,0,93480
OLQDL,RIBL,202080,336384,98760,236400,402600,217282,564240,501100,339400,182600
AIBR,OLQVL,5040,0,0,0,0,0,0,0,0,0
PVWL,URYVR,0,0,0,0,0,0,0,0,0,46800
AVAR,RIVR,316320,483328,279240,267480,532320,600145,1252320,448600,682400,531280
ADEL,RIFL,0,0,0,5640,142080,125706,211680,10100,0,0
AIAL,ASHL,488640,531968,382920,567600,1341120,2129909,1589760,2013600,1809400,1567840
AIBL,ASKL,366480,500224,232680,209040,974520,973209,1861680,673800,675500,752480
IL1R,SIBVR,29280,0,15360,0,20280,183828,0,0,25900,66000
RMFL,SAAVR,0,0,0,0,832920,0,5490480,3990400,3880600,3472440
RIBR,RIVR,45000,21248,25680,36240,43080,57108,186960,30900,85800,8840
ADAR,ASHR,955200,1575936,803400,982080,2444520,2685788,4174080,2328200,2448800,2806800
AIAR,URYDR,15720,17152,0,3240,4080,2365,240,124800,0,22720
AIBL,BDUL,0,0,0,0,0,0,0,0,37900,0
ALMR,SMDDL,0,61184,0,65160,2880,0,0,0,3600,81200
RICL,RIPL,0,0,0,0,54000,339947,18240,11800,1100,183360
SIBDR,SMBVR,446160,828928,836880,540840,1832280,2397542,3395280,797200,1163600,662680
AVHR,RIAL,0,0,0,0,0,0,156960,0,0,0
AQR,SDQR,0,0,0,85680,59760,0,15360,0,0,0
ASER,URXR,44640,0,1800,25320,3480,0,0,0,0,0
AVBR,RIMR,141600,199168,239640,503760,513960,1458124,2419200,1126000,1888800,1690040
AVBR,SMBVR,42000,173568,2040,91200,171240,23992,708720,15800,46400,0
RID,SAAVR,0,64512,4200,1800,0,206131,367440,361000,291800,53040
ASKR,RID,0,0,0,0,0,0,0,15000,0,0
BWM-VR07,RMDVL,600,74752,133080,121440,25800,759982,1837200,26300,483800,20600
AINR,SMBDL,0,0,0,0,0,0,3120,0,0,0
BAGL,RIBL,401880,373504,192480,246000,792600,989767,2113920,541500,1303600,1065360
PVWR,SIBVL,0,0,0,0,0,0,0,99800,0,565040
BWM-VR06,RMDR,165960,165120,225960,81720,30600,104079,1066320,58000,15800,344640
AVBR,RMGL,0,0,0,0,211200,0,92160,0,730000,0
AVER,AVHL,0,0,0,0,0,0,0,208100,0,0
PVQL,SAAVR,0,0,0,0,0,0,0,0,0,33400
AIYL,FLPR,0,0,0,0,0,0,0,9600,0,0
RMHR,SMBDR,0,0,0,116160,172920,134830,816000,26200,1200,293920
ASHR,SMDDL,3240,0,3360,0,0,0,0,0,13600,0
ASJL,BDUL,0,0,0,0,0,0,0,0,14900,0
RMDVL,SMDVL,489720,109056,116280,125280,592440,443688,920160,484400,632500,636080
ALML,RMHL,0,0,0,1800,0,0,0,0,0,0
BWM-VL03,BWM-VL05,735480,0,832800,1625280,3903480,5287096,14727360,4853000,5263800,4191080
AIZR,AVHL,182520,522752,272640,120000,429480,244654,92640,127400,55000,6800
BWM-VL07,PLNL,0,0,0,0,0,0,0,96100,88800,0
BWM-DL06,SMBDR,29640,0,0,29640,30240,0,298080,242300,169000,402480
RIGR,URYDR,101400,145664,147480,130440,266880,367994,486480,217200,199600,168040
ADAR,PVWR,0,0,0,0,0,0,0,0,0,18640
AVJR,URYDR,10680,15616,25680,34560,76440,65218,62160,181500,110200,48320
AVDL,RIH,0,0,0,0,0,0,0,25400,90600,21360
AUAL,AUAR,60360,79360,60360,100560,190320,33792,116880,157100,311500,415600
ASHR,AWAL,70560,0,13680,249960,117240,168960,22080,386700,0,0
ASHL,PVPR,0,32768,0,0,10680,0,0,0,0,0
AVBR,SIBDR,0,0,19800,4080,86760,0,62160,102600,185100,13360
PVCL,RIFL,153840,768,0,0,0,0,0,0,0,27760
URBR,URYDR,0,0,0,0,0,2703,80160,212600,0,0
ALNL,BWM-DL08,0,0,0,0,0,0,0,88200,0,0
RMDL,SIAVL,58320,76544,0,0,384360,0,166320,0,0,0
AVAR,RIFR,0,0,0,0,0,0,0,0,32600,0
AVDR,PVQL,0,106240,0,9840,359640,0,265440,0,334600,42720
BWM-VL06,RMHR,0,0,0,57960,0,0,0,0,0,0
AWBR,RICL,0,0,0,0,0,30074,0,0,2400,0
DVA,SIBVL,1735680,1654784,1662000,1767000,2609400,3596820,4760640,3269500,4330400,2977440
PVR,RMHL,0,0,0,4440,59280,0,0,0,0,0
RIBR,RIFR,0,0,0,0,0,0,0,0,0,38640
ALA,IL2DL,9000,22016,13080,45840,6360,21288,28800,154400,201800,14200
PLNL,RMHR,0,0,0,0,0,0,670560,1108000,975200,1469880
AVHR,URYVL,37440,72448,50160,100200,82560,70963,120720,95900,38100,83560
DVA,OLQVR,44160,43520,16320,47280,144240,91914,170160,31600,94800,28760
AVJR,RIVR,154080,0,65880,0,0,126382,128400,21500,78200,14600
IL1VR,RMFL,0,0,0,0,0,0,18480,0,65200,0
ASGL,ASKL,15600,0,19200,25440,282840,236206,330000,546100,601800,364280
AWAR,SIADR,9600,0,0,0,0,0,0,0,0,0
ADER,AQR,0,0,0,332160,223440,141250,230400,396700,994200,0
RIAR,URXR,558240,963328,812160,1374840,1803120,2948352,4327200,1945800,3544200,2845920
ASHR,PVPL,0,0,0,66720,0,18247,0,0,0,0
RMDDL,RMEL,13800,25856,39600,89400,24960,6758,479040,229100,144200,26880
CEPVR,PVWL,0,0,0,0,0,0,362160,160600,229900,76560
RICL,RIPR,0,0,20280,720,0,0,0,0,122400,113520
HSNR,SMBVR,0,0,0,0,0,0,115920,0,0,0
CEPVR,RMFR,0,0,0,0,0,50350,0,0,0,0
AVHL,SDQR,0,0,0,0,0,13516,0,0,0,0
IL1R,OLLR,417960,699648,1280400,599640,1340880,2827714,1998000,1659600,1195800,2330920
RMDDR,RMDVR,102720,214016,147600,193680,325560,306493,520800,347400,246400,295360
AVDR,RIR,30360,66048,48600,0,170880,0,113760,299600,0,61440
CEPDL,RMDVR,28200,44288,10560,0,223920,0,78240,0,0,17680
AVAR,IL1VL,0,0,1200,0,0,0,0,0,25100,105480
HSNR,RMGL,0,0,0,0,0,0,343680,0,0,0
AIMR,ASKR,246720,104960,268800,9960,798120,1261455,2514720,963600,2042600,1356760
AIYR,SIAVR,0,0,0,37080,164160,0,204960,0,290300,0
ALMR,AVHL,0,0,0,23520,0,0,0,0,0,0
AVJL,CEPDR,0,2304,0,0,0,0,0,0,0,0
AIBL,URBR,10320,0,97320,0,0,0,0,0,0,0
AIAR,RIFR,152280,823296,492720,487560,1389240,1132707,1813440,1448800,1650800,1340480
ALNL,SIBVR,0,0,0,0,0,0,0,0,77200,0
AVFL,AVKR,0,0,0,117120,0,0,0,0,15400,52680
SMBVR,URYVR,0,0,12960,0,1800,47984,0,0,0,98720
ADLL,URYDL,18960,17664,8520,28320,38040,9799,63120,99600,72300,0
BWM-VL01,SMDVL,0,0,0,0,0,10813,0,14800,0,0
RMDDL,RMDL,191760,343808,165960,244200,675840,737679,1058640,822200,653900,605600
RMER,URADR,99600,149504,114840,151680,182400,272701,627120,1221600,1043100,800480
ADLL,URXL,19080,0,0,6840,13200,4055,12240,29000,0,0
BAGL,SIBVR,113640,101888,0,158280,118680,64880,47280,81600,84400,86520
IL1VL,RMDVR,161280,123648,60000,49800,128280,15544,270000,392300,317000,519040
AVEL,RIH,0,0,0,865200,0,65556,242640,16800,49200,68840
BWM-DL05,URYDL,0,0,0,0,38760,0,30480,0,0,0
RIAL,RIAR,1960680,2853120,1877280,4249800,4464840,4297666,15303840,10026400,7970400,9162760
RMDR,SIAVL,125640,562432,514920,347040,1393320,1169879,1452480,1306200,1008800,1119840
DVC,URYDR,0,66560,37200,44160,83400,169635,171840,568600,583000,404400
PVQR,RMGR,558600,1004288,1043520,581400,2208720,2041374,1772400,1528300,3438000,2349000
RICR,RIPR,0,0,55080,70680,23880,0,23040,40000,17700,78880
ASHR,AVHL,674160,722688,672720,528000,2133480,1426022,1785120,111400,119500,742080
AVDL,PVCR,47640,521216,696000,220440,2162160,1774080,2011440,698500,1861900,1739880
ASKL,RMEV,0,0,0,6000,0,0,0,0,0,0
ALA,RIPL,0,0,0,0,0,0,0,0,0,19800
AVFR,SIBVR,0,0,0,155520,649920,222689,530640,224700,135200,0
CEPVR,URBR,298560,345600,433800,398280,836160,1977169,1824480,498000,613600,794240
RIS,SIBVL,0,99072,0,0,0,145643,38880,101300,0,320
AVBR,RICL,24480,0,32280,17040,0,0,71520,2111000,2694000,2694120
AVJR,CEPVL,54840,3584,0,0,0,15544,43920,400,0,0
AVJR,RIFR,35280,210176,75360,0,568440,357519,36720,752200,118700,0
AIBL,SAADL,354240,464640,413280,269280,345000,202076,420240,328400,28600,345680
CEPVL,RIVR,0,512,26880,39720,21600,0,203760,243800,82800,235600
IL2DL,SAAVL,0,0,0,0,0,0,0,200900,55200,119760
ASIL,RMEV,0,0,0,12000,0,0,0,0,0,0
RMDDR,RMDVL,2424600,4320768,4028160,4093440,7581600,10622515,14630400,10084100,10846000,10515680
AVAL,SMDVL,198120,164608,422640,660960,883560,1675745,1251360,1684000,1351600,2265680
ADLL,AIBL,313320,451584,228360,301680,928680,1441566,4931520,1598600,1768600,1328240
RMEV,SIADR,0,0,0,0,179880,0,183120,105900,30800,18800
CEPDL,RMDVL,409560,1100032,689880,977520,1480440,2245816,2832240,1951000,1420500,1563840
DVC,RIVR,406560,517632,291720,283920,642600,791408,1308240,0,579200,781000
RMDDL,RMDR,711480,1119488,654960,659280,797880,992133,1541520,1284700,954100,1133440
AWCR,RIAR,0,0,0,0,26160,675,0,3200,0,880
BWM-VL07,SIBDL,0,0,20040,0,0,0,0,17800,0,0
OLQDR,RIGR,80400,165376,122640,50880,186360,277094,201840,358600,394200,430480
AVHL,AWBL,76080,0,11880,150000,0,84480,0,0,0,0
AVM,PVQR,0,0,0,144000,111240,0,87840,0,0,0
ALNL,AVBL,0,0,0,0,5280,0,0,0,0,0
OLLR,SAAVL,0,0,1440,76920,0,51701,0,26800,140000,84160
RMDVR,SIADR,65520,169472,207600,149400,206760,274391,1247280,242000,382300,425720
IL2DR,RIFR,24960,52992,32880,10920,48240,62177,93600,22600,42300,31320
AVFL,RIFL,0,0,0,0,1694760,1468262,3252000,350500,197000,1143040
RMFL,SAADR,0,0,0,0,0,1898096,2886720,1934300,2128600,2221120
RMGR,SIADL,0,165888,98280,101040,69720,242964,564480,236300,172400,202960
AUAR,RIGR,25440,3584,31800,12360,0,24668,104160,16800,188600,390640
FLPL,SIBVR,0,0,23040,0,55560,0,34320,0,0,23560
RIMR,SMDDR,318480,591616,633480,350880,2139600,1726433,1962960,1638100,3182600,1877640
ADER,RIGR,131400,217600,111840,702840,124320,509583,1744080,553600,679400,684200
AVHR,IL1R,0,0,0,0,0,0,0,0,0,16560
IL2DL,SMDDL,0,0,4680,0,0,0,0,174600,300,800
AVAL,AVBR,248520,355584,114240,275520,931200,653875,1358400,713600,743200,734200
AVAR,SMDDR,85320,59648,112200,0,670440,377794,1127040,628500,453200,702640
OLQDR,SMBDL,327840,565248,294840,476280,1187880,939417,1753920,1689800,2849200,1807920
RIGL,RIR,332760,446976,444840,1059120,470880,1155686,2728320,1503000,1459500,1183520
HSNR,RMGR,0,0,0,0,0,0,991200,0,0,0
AUAL,AVDL,0,42496,0,13440,0,0,0,0,22700,43360
ADAR,SAAVR,0,66816,160680,34440,0,0,0,40400,0,0
RIMR,SMDVR,469320,991232,545640,1105800,1333200,1510840,4193760,2776300,2366100,1827560
ASKL,AVFL,0,0,0,0,475920,424765,316800,76800,85000,2640
BAGR,DVC,73200,0,28200,59760,135240,45619,1440,513000,169800,438800
BDUR,RIMR,0,0,0,0,38400,212551,343200,343000,215100,1133840
RMHR,URBL,0,0,0,36600,14880,1536860,2611200,1760600,1558600,1689440
AVAR,SMDVR,223920,504576,357240,568920,958320,1486848,3351360,1527600,2785100,2161840
BDUR,SMBVR,5880,0,0,0,3360,0,0,0,0,0
RID,SAADR,9960,0,0,8400,12000,30074,60480,0,85600,0
OLLR,SMDDL,135000,271872,302520,473040,530640,583587,1344960,1310300,893400,967440
RMEL,RMHL,0,0,0,0,4920,29399,83280,742200,769400,1820240
BWM-DL04,SIBVL,24480,35840,63840,50280,61800,56770,46560,71400,96100,62080
ADER,SMBDL,22080,88576,47280,0,48120,142264,177840,207200,985400,508040
AIZL,URYDL,39720,11264,0,480,720,16558,2400,144200,135200,85880
AVEL,IL1VR,0,1280,1200,0,7200,0,0,0,62400,0
RIBR,SMDVR,133800,46848,186840,89040,211080,438620,186480,53000,137400,161560
AVJL,FLPL,0,88576,0,148920,2280,114216,353520,0,79300,35120
PVPR,SIBVL,0,97536,70440,0,11880,0,6000,0,13700,0
URAVL,URBL,0,0,0,0,0,0,0,240200,264800,536080
CEPVL,CEPVL,0,0,0,0,0,0,2400,0,0,0
AIYL,AVBL,34440,69632,14280,24360,5520,3041,409440,291100,267200,176000
BAGL,OLLR,360,0,0,0,0,0,0,0,0,0
SAAVR,SMBDR,49080,34816,82800,145080,172560,152064,1083840,176000,150200,684640
AUAL,AVEL,223200,311552,143400,354480,197760,443688,2388720,563800,705400,757120
RMDVL,URBR,0,0,0,0,0,0,0,0,0,3840
ASGR,AWCR,257760,718592,382320,149040,909960,2162688,3033840,1414300,2171200,1970560
BAGL,SIADL,2760,0,0,0,0,0,0,0,0,1200
IL2DL,PVPL,0,0,0,0,0,0,0,0,0,720
BWM-VL02,PVWL,0,0,0,0,0,0,0,9000,0,0
URADL,URBL,0,0,0,0,0,0,0,433000,243600,389520
ASHL,SIBDL,0,1536,0,0,0,0,0,0,0,0
BDUR,SIBDR,0,0,4680,0,0,0,0,0,0,0
ADFR,RMFR,0,0,0,0,0,0,193440,0,0,0
AIBL,RIH,0,31744,38400,0,26400,0,0,0,0,52080
AIYR,IL1R,0,0,2400,0,0,0,0,0,58200,0
AVFR,OLLR,0,0,0,0,2040,0,67920,59600,0,110560
AVL,IL2VR,19200,45824,40080,0,33720,0,0,160600,8300,159160
BWM-VL02,RMFR,0,0,0,0,0,0,307920,765300,634800,582240
CEPDL,RICR,66240,216832,236880,133920,529320,672460,1316160,778000,702600,692800
RIVL,SIBDL,276000,508160,285240,181800,523680,1027276,720000,840200,725500,518680
AVJR,RIMR,0,1024,0,0,0,0,0,0,0,7200
SIADL,SMBVL,0,1536,3720,11880,5520,0,10080,619400,1000,0
ASJR,URYDR,37560,27392,9120,17280,3840,61839,21840,20000,68100,47520
ADER,AVKR,108960,215040,335040,0,140040,0,192000,89100,498000,265360
BAGL,DVA,167280,153600,84840,132480,307680,284190,549600,493300,375900,233400
AIMR,HSNR,0,0,0,0,0,0,385920,0,0,0
IL2R,IL2VR,51720,87552,88680,0,164880,528506,128400,438800,64000,246800
AVAL,BDUL,0,0,0,0,0,0,0,0,97500,0
RIVL,RMDDR,271080,317696,469200,307560,1057800,1404733,1218480,858400,1371400,1044640
BWM-DL05,RIAL,0,5888,0,0,0,5068,0,0,30800,120
AFDL,AINL,133080,174336,271320,748560,289560,605214,2293440,1033000,1081000,186800
AIMR,AVHR,27960,120064,13320,48480,88680,228096,149520,328200,186800,82000
AVBR,RIBL,144360,134400,195720,158280,407760,465991,568080,241400,529200,346080
AVFR,SIADL,0,0,0,0,0,17571,37440,15900,0,0
BWM-DR02,RMED,0,0,0,0,0,2703,11040,0,0,0
AVER,RIML,231120,349184,352440,373920,588480,566016,543840,903200,512400,869360
AVKR,URYVR,63360,0,0,36840,53880,294328,287520,135700,248300,266080
BWM-VL01,PVWL,0,0,0,0,0,0,0,5800,0,0
BWM-DL01,OLQDL,4680,0,0,11280,52680,0,0,0,0,0
IL1DL,RIFL,18480,0,0,0,26160,17909,27120,16900,43200,0
RIH,SAAVR,102600,108800,200400,0,4440,337,560640,0,0,4120
CEPVL,IL1VL,421680,1121280,566280,521400,1255320,1750763,1639680,1254100,1928500,1980560
BAGR,RMED,0,147968,0,33360,310080,0,26400,0,0,0
RMDL,SAAVR,98400,98560,360,6000,480,30074,1200,0,0,0
OLQDR,URAVR,0,0,0,0,20400,0,0,0,0,0
IL1VL,RICR,30120,16896,30960,24120,18480,103065,110880,104300,76300,80720
ASER,AWAL,0,0,158880,0,0,0,17280,105000,618800,127200
AIZR,RIML,0,0,0,0,0,0,0,0,5500,0
AVFR,DVA,0,0,0,156720,432960,161187,312720,32600,0,0
DVC,IL1VL,0,0,2880,0,73800,54405,44640,71800,111400,87840
RIGR,SMDDR,240,0,0,134880,0,0,0,7200,0,0
AVER,SDQR,0,0,0,0,9000,44943,0,142600,59400,20000
RIAL,SDQL,0,0,0,0,0,0,23040,0,0,119560
AVJR,SMDDR,10320,25600,10320,5160,61080,0,0,0,0,0
AWBL,RIFR,0,0,15120,0,16800,0,0,38600,40000,400
BWM-VR03,CEPVR,316800,265728,140880,295560,448320,472074,152640,425800,272200,475440
IL2L,URYDL,0,97280,0,0,0,0,0,3800,7900,272560
BWM-VL06,SIBDL,46200,8448,39480,49320,16920,63191,311040,36400,107100,32160
AWCR,IL1DR,26400,28160,14280,13800,21840,97996,59280,52700,70800,32840
ASHL,URBL,0,0,0,3840,0,0,0,0,0,0
AIYL,DVA,0,0,0,0,0,0,0,1103000,1338400,1047520
RIGR,SMDVR,0,28160,2160,5640,0,0,0,0,27200,4400
