neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AWAL,2172,0,2100,0,1098,0,0,0,0,0,0,3883,300,288,0,2197,9,720,0,865,0,1186,18,23,0,0,0,55,6754,0,370,203,0,1,0,0,0,147,0,105,0,0,0,14,0,72,0,0,0,0,0,0,0,0,74,0,0,11,0,1,0,112,0,0,0,86,0,1345,18,535,0,72,22,839,0,1080,0,3,0,92,0,2,31,0,0,64,236,283,0,0,0,0,0,0,0,3,0,34,0,1255,0,0,0,91,4,0,1181,0,159,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,116,0,0,0,0,0,50,0,0,0,0,0,528,0,363,290,281,0,102,0,0,0,0,0,0,0,0,0,0,16,1800,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,0,2172,0,1908,0,1508,0,0,0,0,0,45,2767,0,609,115,2375,0,499,0,770,45,629,0,2,0,55,0,168,6776,55,278,0,0,31,0,0,0,5,0,67,0,0,0,1,0,26,0,0,0,0,0,0,41,0,0,0,0,16,0,2,0,80,0,0,0,45,82,1421,1,461,31,0,0,945,3,1394,0,7,0,92,62,0,7,0,441,34,90,434,0,0,0,3,0,0,0,7,0,74,0,1229,0,0,0,0,1,0,1402,252,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,97,0,113,0,0,0,0,0,1,0,0,0,0,0,482,206,836,745,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1128,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,4666,279,2073,0,298,244,0,0,0,0,0,1287,314,7,0,1646,62,393,0,542,0,205,0,210,0,0,6754,168,0,727,200,0,0,0,48,0,0,0,0,40,0,0,0,7,0,6,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,31,0,0,0,772,0,857,78,320,128,0,0,623,39,1446,42,54,0,22,0,58,136,0,0,318,28,0,0,0,0,107,0,0,0,110,0,278,0,2103,152,0,0,33,54,0,766,0,287,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,48,47,0,224,0,1083,0,0,0,0,0,4,0,0,0,0,0,1495,0,15,625,931,1,626,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBR,0,3891,0,2224,5,526,0,0,0,0,0,101,1334,0,29,1,1622,0,495,0,476,0,131,41,124,0,0,6776,727,0,0,189,0,0,78,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,19,0,0,0,0,0,0,17,0,31,0,0,0,925,104,1036,99,308,45,0,47,344,58,1558,0,112,0,7,20,0,0,0,410,126,7,0,0,0,0,6,0,0,0,48,0,310,0,1527,0,0,0,0,15,0,558,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,8,0,2,0,635,0,932,0,0,0,0,0,0,0,0,0,0,0,1984,13,1688,603,406,0,0,0,0,0,0,0,0,0,0,0,0,0,236,6,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCL,51,15,1365,177,301,803,0,0,0,0,0,2093,456,1870,1100,36,0,1442,1441,8,0,449,15,28,126,0,370,55,200,0,0,3087,505,2,0,0,0,45,87,18,84,0,0,24,19,35,124,0,0,0,0,0,0,38,37,0,0,3,17,39,34,32,82,0,0,2,25,1402,895,1083,268,1160,48,732,1086,287,334,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,10,132,2,0,0,0,0,36,89,0,4,0,302,20,39,8,13,0,0,9,1,0,0,0,0,0,0,0,0,0,37,0,6,0,0,0,0,0,0,253,0,0,0,0,0,2,0,0,0,7,0,11,53,0,0,0,0,455,65,138,0,0,0,0,0,0,0,4,62,4,39,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWCR,18,44,101,1172,416,517,0,0,0,0,0,582,1734,1240,1621,0,1,1512,2219,0,68,0,250,0,74,0,203,278,0,189,3087,0,146,99,1,0,0,78,58,77,101,0,0,68,32,111,91,40,0,0,0,0,0,46,0,0,0,63,23,18,100,109,71,0,0,0,28,576,1364,324,922,437,236,963,835,214,406,4,0,0,0,1,0,0,0,0,64,0,0,0,0,0,0,0,0,19,0,0,116,0,0,0,0,69,0,46,0,2,212,65,44,96,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,168,0,0,0,0,0,1,0,0,10,0,60,81,0,0,0,0,74,72,225,0,0,0,0,0,0,0,34,63,64,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGL,0,3,0,0,13,491,0,0,0,0,720,295,0,0,24,0,0,0,33,0,0,0,0,414,915,0,0,0,0,0,505,146,0,1690,162,0,0,222,104,64,54,0,57,8,0,104,6,0,112,0,0,0,43,107,92,0,0,0,0,3,444,192,10,0,125,0,0,0,0,101,0,977,140,147,587,12,206,124,642,171,137,724,362,108,857,0,0,0,0,0,68,0,118,0,73,0,617,587,1637,0,0,13,856,59,73,51,0,0,477,54,17,34,0,0,0,96,123,0,0,0,0,4,0,0,0,0,0,60,589,0,0,2,15,0,43,108,143,140,93,14,11,0,0,0,0,76,60,19,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,314,267,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGR,0,0,0,0,311,0,0,0,0,0,917,17,131,0,0,0,0,0,0,0,0,0,0,1094,454,0,1,0,0,0,2,99,1690,0,225,0,0,89,146,55,149,212,0,0,0,41,126,88,0,0,0,0,0,29,132,0,0,0,2,928,68,61,253,270,0,0,0,29,0,11,328,46,803,509,102,274,6,498,215,0,437,560,849,1065,16,0,0,0,0,82,0,23,0,0,0,814,0,1777,650,0,0,910,9,169,22,19,0,0,577,8,82,4,32,0,0,70,91,0,0,0,0,0,0,0,0,0,1,563,0,0,0,48,0,30,0,219,96,135,115,17,11,0,0,0,0,28,95,0,43,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,269,0,275,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,136,99,0,17,1,0,10,0,19,0,1602,0,3,0,0,0,0,0,0,0,0,0,0,276,130,127,0,31,48,78,0,1,162,225,0,487,50,0,143,119,141,310,194,0,0,0,0,56,63,287,286,46,82,163,138,57,368,23,116,80,131,172,182,23,132,387,618,0,0,108,286,0,0,228,265,624,544,305,287,216,244,576,574,714,680,38,4,180,14,367,355,1182,1604,203,2,29,17,24,43,34,78,70,61,59,123,104,0,9,680,0,0,0,0,53,72,61,94,0,0,0,0,25,31,0,0,0,7,32,71,123,123,597,586,1118,936,309,316,1166,917,282,243,144,199,22,1,194,202,0,0,54,55,245,184,0,1,0,158,71,585,308,6,39,0,0,0,0,3,25,168,43,25,41,0,290,218,489,0,55,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPL,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,487,0,12092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2045,1239,0,0,0,0,0,0,0,0,259,558,0,62,21,350,0,0,3,133,0,77,1316,767,842,391,1085,0,1257,280,394,0,0,288,1051,1163,0,277,201,8,0,0,0,0,0,412,0,11,21,133,109,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,493,0,140,0,230,39,1138,0,8,1,143,0,368,0,162,0,0,58,4,0,0,0,0,1107,489,0,167,0,0,0,66,0,184,93,39,0,0,0,0,37,0,234,153,0,414,0,0,0,194,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPR,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,50,12092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,751,0,0,0,0,0,0,0,0,0,607,0,67,47,286,0,0,42,288,0,78,1317,606,483,221,989,0,780,829,143,5,0,32,2328,1799,0,98,431,1,0,41,0,0,0,234,8,19,112,0,65,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,155,0,6,19,130,134,219,0,6,137,237,175,195,6,193,0,0,0,0,0,0,0,0,1348,1895,0,43,0,0,0,22,0,12,16,10,0,0,0,0,109,62,101,20,0,2,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DL,0,0,90,0,30,0,0,0,0,0,18,0,2,0,0,0,0,68,0,52,0,39,0,456,0,0,147,0,0,0,45,78,222,89,0,0,0,0,0,283,0,0,0,0,0,3073,0,0,0,0,0,0,0,216,146,0,0,0,0,1361,0,4083,0,0,0,472,0,1,0,0,19,152,99,2,0,35,0,423,0,102,106,479,477,61,3,109,386,158,0,169,0,0,0,261,110,0,0,130,0,152,0,343,0,799,0,0,1426,0,0,5277,0,0,0,0,0,246,278,1,185,0,0,183,0,339,0,745,179,0,12,344,0,5,0,0,0,169,9,10,0,122,74,0,0,22,5,38,22,4422,0,0,0,0,0,69,0,206,76,61,427,44,44,84,88,2284,0,0,0,343,340,170,93,70,0,276,88,280,44,0,0,236,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DR,0,0,0,37,0,52,0,0,0,0,8,83,1,0,0,0,144,0,48,0,90,0,46,0,253,0,0,5,0,0,87,58,104,146,143,0,0,0,0,0,322,0,0,0,0,0,3172,0,0,0,0,0,0,147,358,0,0,0,0,0,1196,0,4451,0,0,0,400,0,0,8,1,66,54,0,69,0,51,81,226,192,2,365,392,0,64,165,166,0,223,0,35,0,0,185,116,0,0,0,136,0,74,0,480,619,0,10,0,1660,0,0,5064,0,0,0,0,296,247,78,2,0,0,0,87,482,0,801,337,3,0,6,227,0,127,0,0,194,167,196,129,229,282,0,0,31,56,15,79,0,4660,0,0,0,0,0,49,105,84,36,0,169,45,37,238,0,2310,0,0,407,245,101,67,0,92,163,164,0,56,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,1449,0,264,0,548,0,0,0,101,0,32,73,51,0,0,26,0,60,0,181,0,181,0,1660,0,0,105,0,40,0,18,77,64,55,119,0,0,283,0,0,0,538,0,1354,0,1136,0,1293,0,0,0,0,235,1,0,0,0,3198,0,3004,0,88,0,80,0,178,0,2,0,21,0,0,234,521,0,325,0,58,0,0,5,9,24,42,0,14,98,0,0,0,0,56,0,0,40,41,0,295,0,0,0,102,0,690,0,0,43,0,662,145,0,2150,0,262,0,178,0,0,27,7,12,0,0,278,429,1952,206,62,0,0,372,5,0,0,0,55,5,5,0,0,4,110,0,0,12,75,0,968,0,591,0,507,0,213,0,310,161,299,0,373,0,0,5,0,0,0,0,208,0,0,0,86,0,70,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2R,0,894,0,113,0,525,0,0,0,57,20,130,14,0,0,0,1,0,100,0,125,0,225,0,1159,0,0,67,0,0,84,101,54,149,141,0,0,0,322,0,0,0,667,0,1572,0,918,0,669,0,0,260,0,0,0,0,0,0,3214,0,2389,0,487,0,481,0,134,0,0,0,20,105,0,0,850,0,241,0,6,0,0,25,0,21,86,11,112,0,14,0,0,0,61,0,33,0,31,0,342,0,0,0,105,712,0,0,0,266,543,0,13,0,2505,0,342,0,192,13,0,9,35,0,0,313,1717,338,246,16,45,329,0,0,2,0,27,0,8,124,69,2,4,0,168,4,0,0,49,0,796,0,755,0,590,0,142,376,116,143,403,0,2,0,9,0,15,0,18,310,5,0,2,0,63,0,96,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VL,0,0,38,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,310,0,0,0,0,538,0,0,0,0,0,0,0,1810,0,234,0,293,0,0,0,0,0,0,0,376,0,0,0,2796,0,285,0,0,0,0,158,0,0,0,0,0,0,0,34,8,120,0,443,0,33,0,207,0,0,270,0,479,0,264,214,176,0,252,0,0,0,669,0,516,61,0,1847,0,67,0,0,0,0,4457,0,0,21,79,0,0,0,0,121,375,1000,1088,288,0,0,181,0,464,0,135,0,252,0,113,109,63,0,221,0,0,0,0,29,0,0,5594,0,0,0,0,0,0,0,0,0,249,13,61,146,0,0,1518,0,1126,0,0,0,0,0,47,68,110,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,40,0,1,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,194,0,0,0,0,0,667,0,0,0,18,0,0,0,2417,0,0,0,346,20,0,0,0,0,0,0,333,0,0,0,2832,0,230,0,0,80,0,0,0,0,0,0,0,143,51,130,24,426,0,0,0,181,0,0,0,0,223,0,220,188,344,0,117,0,185,0,0,0,552,355,0,38,0,2247,20,0,0,0,0,0,4178,26,0,0,121,0,0,136,0,494,2455,680,610,81,268,0,29,0,276,0,183,0,177,193,141,0,121,0,110,0,2,0,0,0,0,0,6632,0,0,0,30,0,0,0,195,0,12,12,57,0,0,0,502,684,0,0,0,0,0,152,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,13,1,2,0,0,0,0
OLLL,0,0,100,0,38,0,0,0,269,0,0,5,28,0,0,0,0,25,0,149,0,52,0,2,0,0,14,0,7,0,24,68,8,0,0,0,0,0,0,1354,0,0,0,0,217,661,0,725,0,0,0,0,374,0,65,0,0,2386,0,72,0,508,0,800,0,70,0,0,0,4,0,0,54,2,0,0,0,0,0,0,0,23,0,10,1729,28,0,0,0,0,0,0,0,0,105,147,10,664,85,0,0,474,0,29,30,2,0,0,0,1634,22,1579,0,1574,7,6,0,744,118,60,85,755,15,398,231,0,187,275,7,0,196,1,13,102,0,1,91,14,33,0,24,106,0,228,392,76,467,24,0,54,0,99,0,65,0,133,59,48,56,0,6,28,63,1197,0,1062,0,4,0,0,0,20,0,27,3,0,22,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
OLLR,0,0,0,159,0,110,0,18,0,163,0,23,14,0,0,0,0,0,45,0,39,0,145,0,0,0,0,1,0,0,19,32,0,0,0,0,0,0,0,0,1572,0,18,217,0,0,719,0,1092,0,0,698,6,108,0,0,0,0,2226,0,8,0,379,0,747,0,36,0,0,0,4,94,9,0,11,0,0,8,0,0,0,26,111,1436,8,0,110,0,0,0,0,0,0,0,88,14,129,0,664,0,0,0,437,11,20,40,0,0,0,51,1314,0,1189,53,1516,0,0,138,666,166,27,7,836,295,0,60,19,61,381,176,0,11,0,0,88,80,0,87,21,28,0,0,109,392,121,370,42,0,0,0,110,0,84,0,126,66,14,22,0,1,31,21,61,0,1176,0,1042,93,0,0,0,0,41,0,6,0,39,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
OLQDL,0,0,118,0,72,0,0,0,0,0,0,0,76,0,0,8,0,100,0,117,0,64,0,42,0,0,72,0,6,0,35,111,104,41,0,0,0,3073,0,1136,0,0,0,661,0,0,0,151,0,0,0,0,0,0,0,0,0,53,0,0,0,2753,0,0,0,9,0,120,0,19,4,141,147,0,0,0,0,9,0,0,0,0,251,0,396,74,0,54,0,0,0,0,0,154,105,2,26,270,0,35,0,221,0,316,0,0,793,0,0,3177,0,0,0,0,0,0,0,272,969,152,31,322,69,105,2,88,130,0,2,380,112,0,282,0,0,0,0,1375,6,0,1175,0,0,12,32,33,0,1487,0,0,0,0,0,95,0,33,94,145,356,1,4,88,131,1150,37,0,0,34,72,26,19,126,0,167,315,0,23,25,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDR,0,0,0,201,0,35,0,0,0,2,0,54,6,0,0,0,37,0,100,0,73,0,123,0,46,0,0,26,0,6,124,91,6,126,0,0,0,0,3172,0,918,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,3308,0,0,0,108,0,81,0,10,118,103,0,1,0,0,0,72,11,25,146,72,391,0,0,87,0,98,0,0,0,0,289,153,5,13,0,359,0,36,0,180,341,0,0,0,890,0,0,3854,0,0,0,0,0,0,1006,213,33,98,50,304,199,0,291,134,21,0,30,587,78,0,0,0,0,0,0,1365,1364,0,0,0,99,0,0,62,0,1095,0,0,0,0,0,136,85,224,115,0,138,42,34,110,0,889,0,0,62,189,48,75,0,105,149,144,67,112,0,1,0,0,0,0,0,0,0,0,2,0,0,3,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVL,178,0,0,0,100,0,0,0,0,0,10,0,132,22,0,0,0,54,0,0,0,0,0,466,0,0,0,0,0,0,0,40,0,88,56,0,0,0,0,1293,0,1810,0,725,0,151,0,0,0,483,0,77,0,0,0,0,0,574,0,177,0,0,0,2459,0,241,0,0,0,0,0,0,446,2,0,3,0,10,0,48,0,0,137,0,446,0,96,0,0,195,0,1,0,242,147,98,41,461,0,0,0,313,0,187,3,15,491,0,111,0,0,8,0,2917,0,0,75,379,0,124,92,0,901,358,1261,24,271,7,26,603,25,1,0,655,0,1602,0,118,111,4,0,694,0,0,0,0,0,30,0,1588,0,0,0,137,0,0,0,0,0,177,240,49,184,0,0,985,0,148,0,0,0,0,0,144,105,95,97,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,65,0,0,0,0,0,0,0,0,0
OLQVR,0,123,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,1,0,0,112,0,63,0,0,0,0,0,669,0,2417,0,1092,0,0,0,0,0,618,0,16,0,0,0,0,0,511,0,332,0,0,0,2812,0,386,0,0,0,0,26,0,0,0,0,0,0,35,7,119,400,0,112,0,193,0,0,0,0,85,0,8,101,173,26,82,0,354,0,0,0,279,334,0,0,0,694,25,0,0,0,5,0,3342,17,0,0,278,67,57,973,0,255,0,680,273,117,0,5,569,0,0,0,406,0,1717,169,49,0,0,0,734,0,18,1,0,0,0,0,1667,0,0,0,165,0,0,0,198,0,46,169,213,0,0,0,581,87,0,0,0,0,0,266,100,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,117,19,203,0,0,0,0
PLNL,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,234,0,0,0,0,0,483,0,0,0,1288,0,0,1189,2,231,38,0,0,0,0,0,0,0,142,0,0,0,0,5,0,0,0,0,5,0,0,20,0,0,0,18,0,0,0,0,25,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,80,0,0,0,0,0,1,0,0,0,0,772,0,0,149,443,0,862,0,0,0,0,408,667,616,847,5,0,3889,0,2135,0,127,396,67,0,3232,0,83,0,0,594,0,0,2,0,177,70,1,0,0,94,19,0,0,0,0,0,0,0,361,0,0,0,0,0,30,0,583,0,276,0,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,26,2393,1170,0,0,0,0,0,0,0,0
PLNR,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,1503,1122,0,0,215,0,12,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,0,0,0,0,0,505,0,166,0,0,0,0,0,0,0,64,0,0,489,0,0,0,399,105,622,0,0,0,0,0,547,506,881,873,0,0,0,3013,0,2030,380,191,0,199,0,2604,0,185,819,0,0,0,0,0,284,144,0,7,0,0,0,0,0,81,0,0,0,0,0,264,0,17,0,15,0,0,6,673,0,211,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,246,6,430,0,1548
SAADL,0,0,0,0,0,0,0,613,975,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,260,293,0,0,698,0,0,77,0,1288,0,0,1207,85,778,0,734,0,386,0,29,0,6,339,0,150,126,0,0,232,319,0,0,0,0,16,8,388,402,8,3,188,15,37,110,0,8,0,40,0,34,3,0,0,151,219,9,0,23,0,36,420,151,0,854,1048,0,0,4,0,0,0,130,71,0,200,1330,377,0,89,1,0,194,0,0,0,0,1111,1021,4,27,822,53,47,1,103,18,326,96,717,56,842,130,371,6,142,1392,0,0,73,0,2,554,0,0,0,0,63,0,42,128,330,12,0,0,0,1,305,10,3,6,0,0,97,131,0,0,157,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,87,473,0,0,0,0,0,0,0,0
SAADR,0,0,0,0,0,0,269,0,1143,562,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,82,0,0,0,0,235,0,0,346,374,6,0,0,0,16,0,1503,1207,0,471,83,922,132,383,0,55,0,1,0,0,416,121,175,0,0,214,295,18,0,0,0,37,46,528,338,11,0,0,95,181,5,0,7,3,0,15,0,0,0,0,234,17,206,83,9,5,0,99,860,0,933,979,0,0,18,0,0,77,0,0,7,1717,21,4,294,8,2,271,0,0,0,0,0,801,1060,27,5,127,829,53,94,29,199,119,200,22,531,89,846,1,386,1728,106,0,0,0,61,543,34,0,0,0,0,0,4,0,338,55,61,2,0,0,0,230,99,0,0,0,0,175,16,39,274,351,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,390,0
SAAVL,0,0,352,0,0,1,0,0,832,125,14,0,98,0,106,0,0,72,31,117,63,0,59,3,0,0,0,41,0,19,38,46,107,29,163,17,0,216,147,1,0,0,20,0,108,0,0,0,0,0,1122,85,471,0,1082,1,508,0,0,0,0,353,101,0,0,209,389,0,0,407,8,0,7,0,0,10,60,1806,788,8,102,62,5,14,33,0,1,0,0,13,0,0,16,0,3,143,156,0,3,0,0,0,365,0,593,1307,0,0,0,0,0,61,0,0,0,892,215,0,0,30,35,240,26,0,0,0,0,0,1338,94,677,301,93,43,412,118,381,88,108,225,342,1,412,237,1853,717,283,0,0,0,0,505,267,0,35,205,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,101,362,66,14,228,59,0,0,0,0,0,284,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAVR,28,0,0,146,56,10,0,0,299,1137,2,90,0,108,0,0,0,64,80,53,0,71,0,9,34,0,74,0,8,0,37,0,92,132,138,0,0,146,358,0,0,0,0,65,0,0,0,0,0,1189,0,778,83,1082,0,0,255,0,0,0,0,72,222,56,0,491,5,3,0,125,272,21,0,0,0,8,23,656,1710,4,99,4,27,11,14,0,0,0,0,0,3,0,0,0,40,124,164,39,27,0,0,210,1,0,1415,925,0,0,0,0,0,0,72,0,0,176,1145,1,0,0,37,2,185,0,0,0,38,1877,0,415,153,58,321,314,65,269,278,58,115,237,149,486,0,2380,276,269,923,0,0,0,0,425,269,34,0,1,5,7,0,0,29,44,0,0,0,0,0,0,0,0,0,1,0,305,105,163,0,54,129,0,0,0,0,0,0,0,0,0,0,0,29,0,110,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
