neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AVER,0,71,0,7,0,0,0,125,0,1,5,0,0,0,0,0,42,0,0,0,218,0,0,0,834,58,0,0,0,0,0,0,857,16,680,280,829,3,64,0,86,33,0,1729,8,396,0,446,0,0,0,110,5,33,14,725,43,0,46,0,160,812,341,1566,0,4,79,28,0,311,411,0,0,100,92,424,820,11,195,95,508,503,12,47,0,82,1,0,100,522,272,542,15,0,24,18,6,1082,191,2,71,473,467,90,114,348,0,0,205,1,0,297,248,13,0,30,103,252,0,4,151,203,94,3,52,0,30,8,40,0,33,259,39,784,35,77,52,231,15,155,64,35,190,9,373,6,424,0,0,5,0,85,161,60,157,73,0,98,0,187,189,782,72,782,0,801,53,96,5,2,21,0,0,0,58,4,436,3,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,275,319,19,668,0,6,1304,321,0,12,162,4,3,0,0,913,1783,0,0,211,0,4,15,0,0,2228,64,441,318,410,0,0,0,0,38,394,143,109,165,14,11,0,181,28,0,74,0,0,193,0,0,0,0,0,0,326,0,190,50,99,209,155,162,0,196,2,772,2,179,9,12,260,0,9,311,27,73,16,467,650,1391,2674,169,0,82,0,166,785,1336,836,2163,32,624,180,0,5,0,0,0,328,2255,0,1,8,0,147,355,1278,49,18,0,9,0,0,0,91,34,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,5,86,182,4,1,0,0,0,219,11,11,24,0,49,0,0,0,106,0,305,419,0,364,159,3301,625,0,0,0,16,0,0,0,0,369,1269,774,44,402,109,247,8,106,65,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,333,159,232,594,0,0,9,850,0,16,72,9,36,0,0,1315,343,0,189,0,147,12,571,0,0,2284,236,34,28,126,1,64,0,0,4,0,5,386,166,98,112,207,0,0,110,0,87,96,0,0,0,8,7,1,0,97,236,6,213,275,105,178,159,161,0,599,34,67,7,14,56,0,453,224,33,11,0,589,37,1462,375,141,2509,109,1,166,0,1843,421,2515,0,445,0,200,0,0,4,0,0,1749,134,0,0,47,49,0,764,406,46,0,16,0,8,0,0,21,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,183,14,69,0,190,44,2,76,4,0,131,0,25,20,0,33,97,103,0,0,0,189,485,144,379,413,315,453,3363,0,0,0,21,43,19,0,0,706,825,1493,143,14,112,67,519,55,606,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,9,0,0,0,0,0,1881,0,0,0,0,31,0,58,0,2134,393,0,0,101,0,818,57,0,0,650,283,90,0,7,0,0,0,0,180,0,0,158,0,0,0,0,0,0,0,54,0,0,0,25,0,0,3,0,0,1198,0,2,0,79,0,33,0,0,0,440,0,777,2,75,0,0,0,14,0,0,0,67,61,197,15,147,308,40,0,785,1843,0,949,35,0,21,0,0,0,0,0,0,0,4312,196,0,0,4,69,0,2241,222,0,63,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,74,0,3,9,0,0,0,0,40,170,0,0,0,41,0,329,2,0,2560,3622,583,285,0,0,0,55,0,227,0,0,573,3430,4809,2172,241,8,0,64,0,728,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,19,0,0,0,0,0,2543,0,0,0,0,8,0,16,37,1716,0,0,0,125,25,481,0,0,580,0,434,0,0,0,0,0,0,14,288,32,0,223,0,14,0,0,0,0,0,98,0,0,0,0,40,0,0,0,0,363,0,30,0,104,0,263,0,0,0,278,0,743,0,0,0,0,0,39,0,9,0,0,6,435,0,62,0,100,1336,421,949,0,8,12,0,0,139,0,0,0,0,0,0,4892,0,0,0,0,137,0,2641,0,0,127,0,132,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,71,0,0,79,0,1,0,0,52,0,2,0,0,0,160,0,0,0,75,0,477,0,1174,576,34,520,0,0,0,0,111,0,220,0,738,5358,4659,9,3392,0,77,0,0,0,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCL,79,0,1,0,0,0,870,0,9,0,1757,0,0,0,0,149,14,0,0,0,0,0,0,0,0,2639,0,0,0,0,0,0,0,82,367,1051,2328,169,0,0,0,270,0,0,0,0,0,195,0,0,0,0,15,13,0,2,0,2,0,61,0,37,0,129,0,33,0,0,66,0,0,0,0,13,119,0,4,738,0,2404,1841,209,1839,305,522,836,2515,35,8,0,853,3889,24,40,0,0,0,0,0,395,82,16,9,30,53,0,17,4,168,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,9,89,34,49,0,178,157,139,101,4,119,0,0,0,0,2,0,0,0,20,8,122,105,0,0,0,441,2406,7,28,0,0,0,0,0,0,147,230,11,0,16,50,489,1533,146,99,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,0,0,0,1,0,0,0,1301,0,0,2732,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2167,0,0,0,0,0,0,68,0,355,1163,1799,0,35,0,0,0,223,0,0,0,0,0,85,0,0,34,0,0,3,0,0,0,79,0,46,0,15,0,117,0,176,0,2,0,0,0,0,0,72,0,0,361,1092,2352,2486,2809,183,406,272,2163,0,0,12,853,0,0,3408,268,0,0,0,0,0,0,506,0,12,1,0,39,0,233,33,0,0,0,0,0,6,69,199,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,166,184,751,677,751,0,63,0,12,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1728,12,29,0,0,0,0,0,60,35,34,40,0,0,123,200,369,0,71,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,291,0,0,0,0,0,0,0,0,0,3235,0,0,0,0,52,0,0,0,0,0,0,0,0,0,381,0,0,107,0,0,0,0,23,1182,0,0,0,0,56,0,479,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1263,0,0,0,0,0,134,0,10,0,0,342,0,0,146,0,0,0,280,472,894,1633,113,550,46,542,32,445,21,0,3889,0,0,654,0,0,19,0,0,0,2321,61,1027,0,18,43,0,61,0,1064,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,76,0,326,0,24,0,18,56,0,0,94,0,0,0,0,3,0,0,91,0,96,301,128,0,0,51,148,0,4895,86,548,0,0,0,0,0,0,0,0,0,0,0,75,515,431,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,0,487,0,32,0,0,0,145,0,0,3577,0,1,0,0,0,83,0,0,0,0,0,0,8,67,287,0,3,0,6,0,0,118,0,1604,277,98,0,0,0,61,0,220,0,0,0,0,0,8,0,0,0,0,16,0,0,7,0,1,0,1103,0,0,0,75,16,1060,0,0,428,46,0,0,0,57,59,202,771,682,1163,945,1105,366,23,15,624,0,0,0,24,3408,654,0,162,112,0,23,0,0,206,2080,0,738,26,0,79,0,163,1340,0,0,0,0,0,21,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,250,0,220,2,78,356,131,0,22,0,61,0,0,124,0,0,0,0,13,21,306,0,259,0,0,0,4899,235,123,6,27,0,0,0,0,122,36,29,0,0,0,80,59,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,1279,1740,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,0,0,0,0,0,0,0,203,201,431,261,185,0,0,264,188,0,0,154,289,242,101,0,2,0,0,0,0,1,222,54,150,0,5,68,26,72,16,234,361,0,0,0,0,0,0,0,0,0,0,68,0,849,513,832,3,0,0,180,200,0,139,40,268,0,162,0,0,0,0,0,0,0,55,0,0,0,0,0,1286,843,0,393,401,0,0,688,419,230,364,1,2,101,139,2,12,0,0,0,0,0,28,16,8,0,0,5,92,11,19,162,12,22,37,18,55,0,19,12,0,333,375,464,195,162,233,0,0,0,0,0,285,1,0,0,0,1125,959,1685,1331,0,3294,271,192,0,22,268,545,95,65,4,12,88,0,29,99,142,138,425,323,52,14,56,68,162,263,589,1350,589,149,25,408,108,890,54,274,93,122,290,68,993,0,85
PVT,0,0,0,0,0,0,0,0,104,1,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,2,8,1,110,116,40,33,214,344,105,88,105,153,147,173,0,0,151,234,3,40,6,0,45,36,0,0,65,201,342,394,0,43,0,0,363,426,0,0,2,0,10,4,105,0,40,11,4,0,20,24,0,0,0,0,0,0,0,112,0,0,0,0,145,90,0,0,1028,792,53,49,111,0,0,67,26,77,1,0,110,108,187,271,0,0,109,19,0,0,0,0,0,2,1110,813,1,65,29,117,4,46,0,0,0,10,28,32,16,43,10,31,7,10,4,14,129,35,475,229,0,0,0,0,0,173,0,2174,2087,2833,0,2,33,76,2890,0,0,0,0,0,19,0,77,162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,297,0,100,0,46,0,0,0,0,1,82,3,86,0,0,0,0,39,0,0,0,0,0,653,0,0,3,0,110,0,24,19,0,814,29,0,0,0,0,41,0,176,0,147,14,2,5,98,26,7,1,219,17,143,124,4,49,0,0,1232,0,0,0,35,0,92,0,0,0,0,5,1,81,317,0,712,3,121,54,0,3,0,0,0,18,5,0,0,0,0,0,19,0,0,0,0,1051,369,0,7,0,180,0,217,137,50,0,0,246,36,0,306,155,34,0,349,119,812,515,528,576,768,482,4,0,0,7,86,11,21,0,454,258,78,410,28,29,58,19,143,0,118,9,595,541,638,652,0,0,0,0,38,0,0,0,0,0,0,13,5,0,1,0,463,183,565,78,53,0,0,0,0,0,0,5,0,5,48,103,2,0,7,0,67,0,140,0,0,0,0,43,4,31,36,0,0,0,0,0,12,0,39,0,14,0,0,11,0,1,0
RIAR,0,634,0,25,0,45,0,0,0,0,45,56,0,0,0,0,78,0,29,0,0,0,0,0,615,0,0,7,0,48,10,0,617,0,17,0,41,0,0,0,31,0,117,10,129,26,13,41,82,19,10,9,206,156,164,16,239,0,3,0,938,0,0,0,94,0,130,0,0,23,0,54,0,88,348,160,705,110,137,7,0,0,0,81,6,0,4,0,0,0,0,0,23,0,0,1051,0,4,267,0,89,0,130,322,38,156,0,0,155,0,99,175,267,0,101,244,363,567,782,587,648,546,796,1,0,0,10,10,91,0,6,195,477,346,136,58,105,33,115,45,145,32,140,492,489,598,449,0,0,0,0,0,5,0,0,0,0,0,10,14,24,4,0,68,443,31,385,50,0,0,0,0,0,0,0,0,30,94,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,123,0,59,94,0,0,3,0,0,0,0,0
RIBL,190,4,0,0,274,6,0,0,0,0,1,3,46,0,0,1,0,119,0,38,0,45,0,2100,133,0,34,0,278,0,132,0,587,1777,24,0,0,130,0,295,0,252,0,664,0,270,0,461,0,0,0,0,83,0,39,0,0,78,0,211,0,787,0,965,0,0,0,0,0,6,201,147,697,786,9,448,11,80,34,53,140,26,189,256,1082,0,0,0,0,0,0,0,0,0,145,369,4,0,79,0,0,155,35,118,229,95,0,0,19,74,0,83,0,56,0,39,0,16,0,3,83,36,0,311,233,0,19,34,20,0,5,66,0,0,0,272,0,133,86,12,0,27,0,47,256,44,367,22,0,91,0,0,0,0,0,0,0,0,0,0,47,6,162,223,0,318,0,592,0,0,0,0,0,0,0,211,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,0,210,0,0,0,395,0,0,0,0,15,0,41,0,0,0,0,0,88,0,57,0,0,0,2183,0,0,74,0,310,2,116,1637,650,43,0,0,0,136,0,342,0,185,85,664,0,359,0,354,0,0,23,9,3,27,0,0,0,53,0,69,0,702,0,922,0,0,0,0,113,10,754,330,1,919,0,388,0,174,98,49,188,0,895,191,0,0,0,0,0,0,0,0,0,90,0,267,79,0,0,0,0,119,192,100,317,0,0,64,0,134,0,166,0,55,0,56,0,14,141,3,0,35,157,0,91,90,21,16,0,0,68,188,0,89,4,297,137,169,0,11,0,10,245,78,215,66,0,47,0,337,0,0,0,0,0,0,0,0,0,23,80,161,0,260,0,495,459,0,0,0,0,0,0,0,237,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,951,17,0,0,44,0,326,0,0,0,80,123,2,55,0,3464,2,14,0,30,0,219,0,0,0,363,1255,0,2103,0,0,0,0,0,34,0,0,152,0,0,0,0,0,0,0,35,0,0,0,0,0,0,5,0,0,205,0,5,0,62,0,32,0,0,0,1520,0,1271,3,91,2,0,0,136,2,22,16,50,14,1110,53,0,409,52,2,328,1749,4312,0,395,0,2321,206,0,0,7,0,0,0,0,190,0,0,112,892,0,776,0,85,94,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,80,0,17,33,9,0,190,0,0,0,0,0,153,0,0,0,13,0,483,25,0,331,1225,399,1636,0,0,0,105,0,97,0,0,197,380,1694,721,13,3,63,35,0,590,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,11,1429,0,91,0,10,0,265,0,0,20,0,152,0,18,17,3402,0,6,0,6,0,145,0,0,412,0,1229,152,1527,0,0,0,0,78,412,234,0,74,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,131,0,13,0,29,0,87,0,2,0,1372,0,1183,98,179,0,0,0,242,73,254,0,23,58,1048,22,7,11,71,2255,134,196,4892,82,506,61,2080,55,0,0,89,0,0,190,0,0,0,0,0,843,0,917,100,0,68,0,83,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,62,0,71,2,52,5,24,0,361,0,0,0,0,0,147,0,0,0,53,0,404,0,605,206,416,366,0,0,0,0,46,0,132,0,134,1583,551,0,847,36,16,0,24,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,2,0,0,0,0,0,0,0,809,0,146,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,13,910,70,0,8,343,0,102,0,669,0,474,0,221,0,313,0,0,0,420,99,0,210,0,0,74,0,777,0,75,0,388,0,2,0,15,0,57,649,0,21,122,0,683,163,3,193,0,405,0,448,384,473,0,0,0,0,16,0,1027,0,0,1028,180,0,155,0,0,0,0,624,73,270,118,0,0,567,113,0,3,0,50,0,0,126,0,0,0,0,0,0,0,0,0,18,956,134,2,317,446,8,377,0,8,0,209,0,402,82,274,131,0,0,14,11,3,0,55,0,386,892,110,0,0,0,4,0,65,719,727,174,0,0,0,0,1092,0,0,0,0,0,0,0,279,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGR,0,0,0,0,0,0,0,0,0,750,96,0,0,0,0,0,0,0,0,0,0,0,0,3,187,1,0,0,0,0,0,0,856,9,61,11,19,0,480,0,105,0,552,0,437,0,180,0,279,0,505,151,860,365,1,0,0,0,36,0,628,0,262,0,441,0,10,0,0,794,54,0,0,62,74,69,875,58,8,229,0,542,120,305,467,1,0,0,0,9,12,0,738,0,792,0,130,35,119,0,0,624,0,75,123,177,0,0,395,0,54,0,0,0,20,236,0,0,0,0,0,0,0,0,0,0,0,84,1313,232,0,72,476,0,116,2,0,14,298,117,273,81,325,0,2,38,9,0,2,0,162,837,324,0,23,0,0,0,66,0,875,301,932,0,0,0,151,1165,0,0,0,0,0,0,0,256,166,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,106,85,0,0,81,16,0,0,0,0,3,40,36,7,0,224,60,41,0,2,0,0,0,80,36,10,91,0,33,0,36,69,59,169,59,21,112,799,619,690,712,516,355,29,11,316,341,187,334,0,0,0,0,0,0,0,0,0,0,601,381,709,930,832,583,0,0,130,39,3,4,4,96,345,411,357,459,0,1,52,59,42,19,39,90,8,47,4,0,30,1,18,26,0,53,217,322,118,192,112,0,73,75,0,39,33,454,506,537,84,121,0,0,348,291,1,0,14,38,0,0,1,13,366,686,667,708,15,0,0,0,0,0,15,0,52,92,11,8,2,0,88,62,4,20,4,7,351,169,362,274,0,0,67,53,0,28,25,69,10,20,36,103,385,226,255,2,308,0,0,18,89,0,0,0,121,185,71,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIML,107,0,0,0,5,0,0,0,16,476,14,1,0,0,0,121,0,11,0,0,0,12,0,95,2,30,4,0,54,0,89,0,73,22,123,133,0,0,0,0,0,61,0,30,20,0,0,3,0,0,166,854,933,593,1415,289,172,0,0,0,0,101,0,127,0,986,1,25,0,118,624,0,77,57,15,556,0,362,624,221,359,58,128,205,114,0,49,69,0,53,0,43,0,0,49,137,38,229,100,892,0,270,123,39,0,245,70,0,0,0,0,0,0,4,0,274,74,0,0,260,846,6,4,73,0,0,16,706,196,0,16,385,71,315,2,328,274,225,138,100,22,39,1,426,527,633,480,0,0,11,0,0,0,0,0,0,0,0,0,261,182,422,64,0,191,0,61,99,0,0,5,0,0,95,279,11,360,0,176,0,0,0,0,0,0,0,0,0,0,0,96,0,263,0,32,0,0,0,0,0,0,0,0,128,0,255,0,203,0,269
RIMR,0,63,0,0,7,61,0,0,314,20,5,0,1,0,0,1,79,0,29,0,0,0,9,64,148,39,0,1,0,15,0,46,51,19,104,109,65,0,10,0,0,0,38,2,40,0,0,15,0,80,0,1048,979,1307,925,217,235,0,0,0,0,1,29,14,34,63,773,0,28,838,148,137,0,10,78,4,564,484,233,162,282,139,52,380,348,147,0,0,137,0,39,0,79,0,111,50,156,95,317,0,843,118,177,33,245,0,0,0,0,0,0,0,0,0,0,143,400,0,1,731,127,5,0,128,0,0,40,448,515,5,12,69,328,1,137,182,495,86,150,0,97,0,37,499,516,491,508,0,0,3,0,0,0,0,0,0,0,0,129,0,501,410,60,125,0,68,0,66,0,55,124,0,0,102,7,0,273,88,4,0,0,0,49,0,336,0,11,0,0,0,0,0,0,0,0,0,0,0,185,0,250,0,0,0,0,0,0,0,0,0
RIPL,520,0,114,0,0,0,370,0,0,0,0,214,5,14,0,1959,0,0,0,327,0,2355,0,0,0,102,1181,0,766,0,4,0,0,0,0,0,0,1426,0,43,0,1847,0,0,0,793,0,491,0,0,0,0,0,0,0,282,0,44,0,0,0,21,0,74,0,398,0,949,0,185,0,0,0,3,0,4,0,17,0,544,0,42,147,0,0,355,764,2241,0,17,0,61,0,1286,0,0,0,0,0,776,0,0,0,454,70,0,0,0,0,1345,0,0,0,1461,0,0,0,37,89,0,0,93,61,173,688,339,116,0,0,22,0,0,0,0,0,22,0,0,4,11,35,84,0,0,0,0,0,2058,0,2016,0,0,0,182,0,0,1319,2640,403,296,0,0,0,316,0,757,0,0,170,499,521,2351,0,21,34,20,0,103,0,708,356,193,1,37,0,0,0,0,0,0,0,0,0,0,0,306,149,0,9,0,3,0,0,0,0,0,0,0,0,0
RIPR,0,208,0,520,0,36,0,668,0,0,81,0,116,0,136,7,2169,0,5,0,618,0,1862,0,0,3,0,1402,0,558,0,2,0,0,9,0,0,0,1660,0,266,0,2247,0,0,0,890,0,694,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,413,0,1090,0,72,0,0,0,1,0,17,0,33,149,653,135,246,0,0,1278,406,222,2641,4,233,0,163,843,0,0,0,0,0,0,917,0,0,506,0,0,0,0,12,0,1562,0,0,0,1842,0,2,59,85,0,0,81,61,279,618,1165,118,0,0,0,15,0,0,0,0,0,17,0,0,61,0,0,114,0,0,0,0,0,1712,0,2228,0,0,0,256,30,1084,310,951,291,0,0,0,0,241,0,629,0,136,243,47,0,2559,174,32,0,0,0,325,0,0,0,0,0,0,0,0,147,131,3,75,0,0,0,0,0,0,0,0,0,0,0,157,197,43,31,0,3,0,0
RIR,1021,1214,7,9,156,336,0,0,0,0,1363,312,208,5,20,38,2,0,0,0,0,0,0,277,229,0,159,252,287,19,302,212,477,577,680,0,0,0,0,662,543,67,20,0,0,0,0,111,25,0,0,4,18,0,0,266,187,0,0,1387,1204,0,0,171,76,0,0,87,115,84,93,0,0,616,525,724,687,223,197,25,39,36,0,276,205,49,46,0,0,168,33,1064,1340,0,67,246,155,19,64,85,100,567,395,537,0,0,0,12,0,0,0,0,0,3,0,287,442,26,39,0,0,0,0,0,0,0,44,8,0,0,0,0,0,0,0,0,3,0,4,0,0,61,17,3,10,0,34,0,0,0,0,1,89,130,117,0,0,0,1313,1427,49,1,122,0,0,0,6,259,0,0,0,0,0,0,0,33,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,0,0,70,0,63,0,3,0,0,0,0,0,11,0,0,0,0,73,0,65,0,59,0,204,0,0,148,0,6,0,20,65,54,8,0,0,0,5277,0,145,0,0,0,1634,51,3177,0,0,0,0,0,0,0,0,0,0,0,881,0,237,0,3869,0,0,0,0,0,12,0,4,0,79,167,0,0,0,0,0,0,0,0,0,121,1,1,18,0,63,0,0,0,0,0,393,26,36,0,74,0,94,0,113,0,84,0,0,1345,0,0,0,18,641,0,411,0,0,0,0,1023,6,0,2548,0,495,173,21,273,0,22,4,936,0,0,0,0,0,0,0,0,0,149,0,0,0,223,157,42,3320,0,2,0,130,0,68,0,72,102,29,196,0,10,51,93,1798,0,0,0,4,167,43,31,152,0,11,1,0,60,19,0,722,460,286,173,70,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,0,0,143,0,90,0,0,0,0,0,58,34,0,0,0,0,0,47,0,68,0,133,0,171,0,0,8,0,0,39,44,17,82,0,0,0,0,5064,0,13,0,0,22,1314,0,3854,0,0,0,0,0,0,0,0,0,0,0,546,0,257,0,4173,0,0,0,0,0,0,0,14,100,112,0,31,0,0,0,0,1,0,111,15,8,0,0,16,0,127,0,0,0,0,401,77,0,99,0,134,0,68,0,54,121,0,0,0,1562,0,18,0,0,574,0,486,0,0,903,0,0,0,0,2773,696,0,633,177,0,0,526,16,0,0,0,0,0,0,0,7,206,0,0,0,258,0,0,169,0,3559,0,106,0,3,0,77,79,29,20,0,59,8,18,156,0,1224,0,0,35,157,57,79,0,74,10,2,0,31,0,0,0,0,0,0,0,0,0,0,631,291,170,425,200,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,96,0,59,0,486,0,54,0,0,0,79,0,0,0,0,98,0,249,0,45,0,25,0,0,0,0,0,0,8,96,34,4,0,0,0,0,0,2150,0,0,0,1579,0,0,0,8,0,1,0,0,77,61,0,191,0,3097,0,172,0,0,0,0,0,87,0,0,0,2,0,0,66,6,0,0,0,14,0,0,0,61,0,203,297,9,0,87,0,0,0,0,0,0,1,306,175,83,0,108,0,3,0,0,0,0,0,0,0,641,0,0,0,856,0,295,0,1293,231,457,890,752,539,3,52,22,17,0,353,0,1677,0,0,180,0,174,3,9,0,0,15,177,0,0,24,71,0,0,0,459,0,1240,0,88,0,283,4,0,0,0,10,0,0,71,0,201,0,0,114,2,18,12,0,340,157,0,127,73,0,0,105,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,20,0,0,0,0,0,0,0,0,0,0,0
IL1R,0,0,0,206,0,109,0,74,0,242,0,78,0,0,0,0,0,0,125,0,25,0,108,0,43,0,0,0,0,0,13,9,0,32,0,0,0,0,0,0,2505,0,0,0,1189,0,0,0,5,0,64,130,0,0,72,0,8,0,2842,0,435,0,0,0,0,0,35,0,0,0,6,65,0,0,49,0,0,0,18,0,0,0,0,271,248,0,8,0,132,0,0,0,0,0,0,155,267,0,166,0,83,0,0,0,0,0,0,0,0,0,574,0,0,0,1050,0,311,351,1026,876,388,698,1023,1,0,45,77,205,1,1934,0,0,1,0,179,5,20,77,56,41,0,0,271,7,0,0,241,0,39,0,75,0,836,0,99,172,10,32,0,0,0,19,0,0,129,0,322,0,60,4,38,0,0,164,299,0,137,0,188,0,0,0,0,0,0,0,0,0,191,0,84,0,0,0,0,0,0,0,0,0,0,0,3,184,0,35,0,0,0,0
