neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RICRp,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
CEPVL,0,0,0,0,0,0,1172,0,0,0,0,1,35,394,0,17,0,169,0,171,0,47,0,68,0,150,0,0,0,0,14,43,0,335,0,0,0,0,0,2,0,800,0,663,0,0,0,706,0,263,0,14,0,0,0,1,218,1056,0,67,0,0,0,331,0,156,0,9,0,0,0,0,145,0,0,2,0,0,0,124,26,0,0,46,544,0,9,286,0,0,0,0,0,855,0,354,15,208,0,45,0,14,0,114,0,31,635,0,0,0,0,110,0,751,0,1,124,396,0,545,47,0,221,4,0,0,8,0,176,235,239,0,0,16,0,169,0,0,19,0,0,603,0,13,0,0,470,0,0,870,0,121,0,215,0,0,170,52,0,0,60,0,2,0,0,0,0,6,317,85,235,63,0,382,332,152,0,247,405,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,966,221,754,715,2023,959,2743,3219,0,0,0,0,0,0,0,0
CEPVR,0,0,0,0,0,27,0,1265,0,0,0,0,0,0,267,0,0,0,110,0,228,0,40,0,145,264,0,0,0,0,46,178,196,0,0,0,0,0,0,0,5,0,300,0,621,0,0,0,550,0,227,0,9,0,0,0,117,0,520,0,62,0,0,0,203,0,246,0,0,0,0,125,0,0,34,0,0,0,0,24,235,131,0,639,66,17,0,0,302,0,6,0,0,1487,0,25,340,0,203,0,40,0,0,158,59,0,0,485,9,0,0,0,122,0,756,145,0,0,453,57,463,234,0,0,4,0,4,187,0,169,213,0,0,0,286,0,24,96,0,0,0,0,814,0,0,366,0,0,0,0,522,0,142,0,87,0,132,170,0,0,0,100,0,0,0,0,0,37,110,75,116,0,273,45,470,363,0,217,0,383,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,2,0,0,0,0,0,861,79,773,592,2222,944,2747,3197
DVC,0,0,0,0,0,0,0,0,11,53,223,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,307,236,15,32,251,333,387,349,59,783,695,73,37,47,66,143,60,0,0,131,110,0,0,71,0,0,1,121,137,408,326,400,335,0,0,0,0,353,487,0,0,0,0,281,109,133,56,0,0,0,0,145,41,0,0,0,0,0,0,13,3,0,2039,31,39,526,385,0,0,1360,1089,299,11,21,0,0,41,27,26,0,0,85,33,80,8,0,0,14,0,0,0,115,0,0,67,289,383,0,9,466,41,0,16,0,0,0,0,3,39,39,3,0,0,3,6,0,8,219,224,0,45,0,0,0,0,0,1,15,988,892,711,2,3,6,37,0,0,0,0,0,0,4,6,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVWL_or_R_1,0,0,0,0,0,0,3058,1885,1,0,297,0,0,0,0,40,54,0,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,0,0,0,0,121,165,13,3,0,0,0,0,3,43,0,0,0,0,23,105,0,0,644,581,488,5,0,0,4,0,28,0,82,138,0,0,0,0,0,0,0,0,0,0,42,0,199,126,51,10,24,80,619,104,1439,1106,156,3,0,0,2804,0,0,0,0,0,515,174,0,0,0,0,6,483,405,0,179,135,135,185,0,0,1,0,0,0,64,2,0,0,0,0,0,0,19,4,0,37,0,0,0,0,0,0,225,3,0,19,0,3,0,67,0,0,70,129,7,0,990,263,0,120,25,0,120,75,24,0,0,0,193,128,317,110,0,0,3266,2694,0,5,0,41,142,0,0,0,100,2,0,34,39,131,244,561,454,7,0,143,533,593,213,114,16,79,80,0,342,0,319,0,59,33,1,0,283,0,49,0,0
PVWL_or_R_2,0,0,0,0,0,0,397,1368,0,0,529,0,0,0,0,1,148,0,0,0,0,0,1,0,0,1516,0,0,0,0,0,0,0,0,0,0,0,255,112,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,667,362,0,0,0,24,7,0,0,0,2,18,0,14,0,0,0,0,0,0,0,0,0,0,10,2,39,128,0,0,834,901,3190,4884,61,148,0,0,369,0,0,0,0,0,1060,493,0,0,0,0,111,109,366,0,147,76,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,67,92,0,0,0,0,0,0,0,0,127,125,0,0,0,0,0,138,0,185,724,326,188,0,0,0,65,239,85,75,0,3266,0,4904,0,54,0,0,18,0,0,393,309,0,0,0,0,5,0,136,0,0,0,0,53,6,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVWL_or_R_3,0,0,0,0,0,0,299,284,0,0,334,0,0,0,0,191,313,0,0,0,0,27,0,0,0,982,111,8,0,0,0,0,0,0,60,230,0,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,572,29,0,0,0,0,0,0,0,0,6,0,41,0,0,0,0,0,0,0,0,0,0,0,58,1,0,470,0,3,328,1092,3818,3891,74,0,2,0,70,0,0,0,0,0,918,1301,0,0,0,0,4,854,27,0,19,3,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,186,188,0,0,0,1,0,0,0,0,44,13,0,0,0,0,0,16,0,412,1428,0,257,0,0,0,7,22,235,116,0,2694,4904,0,84,130,0,2,19,23,0,496,455,0,0,0,0,0,0,0,44,0,0,0,241,8,14,0,0,2,23,0,50,0,0,0,0,0,0,0,0,0,0,0,0
PVQL,1,0,587,0,0,0,0,0,0,0,0,540,0,36,0,690,2,0,0,4941,146,4107,37,0,0,0,1309,0,167,0,0,0,0,0,0,0,0,0,0,113,0,0,0,39,0,90,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,87,0,0,250,0,1211,19,19,0,0,0,5,0,3,0,0,0,22,0,37,0,0,0,6,111,825,378,0,0,0,0,0,0,0,0,0,0,109,4,0,0,0,0,0,3480,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,0,0,21,0,57,0,0,18,0,0,0,0,0,4,0,0,0,0,0,819,0,883,4431,1312,0,6,0,0,0,0,0,63,0,0,0,0,84,0,0,34,0,0,465,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQR,0,14,0,242,0,0,0,0,0,6,0,0,435,0,25,0,205,0,0,0,4103,0,4375,0,0,0,33,775,0,112,0,0,0,0,0,0,0,0,24,0,131,0,0,0,13,0,48,0,0,0,0,0,0,0,0,0,0,0,26,0,23,64,0,0,0,0,165,1,1079,0,33,0,0,0,3,0,1,0,0,0,0,0,4,0,0,28,16,419,1913,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,7,0,2612,0,0,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,55,0,29,0,0,0,0,6,18,0,0,0,0,8,0,0,0,12,0,647,1179,1330,3431,0,4,0,0,0,0,0,0,273,0,5,54,130,0,0,0,4,23,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICL,0,0,0,0,0,0,9,0,29,34,180,0,0,0,0,131,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,2,164,0,0,69,0,6,0,33,0,6,0,140,281,198,1,846,85,14,75,47,182,163,786,128,147,115,39,0,0,4,81,76,500,20,0,27,43,0,0,2,0,11,0,88,170,293,385,95,23,3,0,73,10,1,0,43,112,74,549,157,6,3,12,0,0,3,38,0,0,39,57,141,101,0,0,20,0,267,205,63,0,409,372,16,83,137,65,81,2,0,0,0,0,13,43,957,469,377,165,1247,369,668,444,226,825,209,361,487,12,234,226,62,319,69,0,5,0,4,0,88,0,0,27,24,2,0,54,65,3,554,101,382,45,4,0,0,0,34,0,0,615,1156,884,44,164,88,0,0,27,0,244,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,32,0,0,0,0,0,0,0,0
RICR,58,0,21,0,0,0,153,7,48,54,0,39,0,0,0,117,189,0,0,0,0,0,0,0,0,17,27,0,267,0,0,0,0,0,98,0,0,146,184,6,0,105,61,0,2,185,147,76,222,3,862,15,24,229,133,0,459,569,340,256,101,98,191,229,22,1173,797,0,2,0,6,0,0,0,17,1,1,257,377,457,430,49,132,71,12,60,204,0,0,3,5,0,0,76,2,21,0,0,0,11,0,0,48,0,128,19,133,12,0,21,19,393,209,0,35,332,414,2,26,16,29,23,20,0,0,0,0,29,5,432,831,114,109,346,1189,187,276,714,70,133,145,10,529,384,176,196,21,41,42,70,7,0,0,0,19,0,0,8,0,26,71,60,0,120,118,332,470,6,41,0,2,0,4,615,0,1293,18,86,68,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICRp,0,0,0,0,0,0,0,201,99,4,0,0,0,0,136,0,223,0,0,0,0,0,0,0,0,146,0,8,0,47,0,0,0,0,40,0,0,73,71,0,5,221,68,0,29,233,285,272,224,0,318,26,74,293,54,0,358,291,239,95,279,0,2,162,117,241,619,0,41,105,14,0,0,0,11,0,88,189,93,610,416,704,264,35,54,222,108,0,0,321,307,0,0,363,6,1,4,0,0,0,6,0,0,0,90,115,4,72,0,0,14,138,234,90,40,426,168,108,7,53,51,1,27,0,0,0,0,9,25,366,796,191,552,314,501,75,327,915,286,136,261,31,205,226,339,292,134,0,61,48,39,1,3,9,124,0,0,19,0,2,138,111,20,126,298,152,363,6,142,18,19,0,23,1156,1293,0,124,95,204,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,21
RID,57,0,22,0,0,22,377,0,0,0,1219,5,4,655,0,511,0,0,0,0,0,0,0,1,105,249,18,0,0,0,0,0,109,209,968,0,0,146,0,0,0,14,0,0,0,0,80,67,0,393,0,0,3,216,300,286,39,0,0,11,0,16,176,46,0,94,0,51,0,57,82,113,103,0,0,363,5,282,0,108,708,648,2649,178,0,0,589,9,0,2875,0,1113,0,0,0,0,0,0,179,142,0,0,73,0,28,0,34,0,0,0,0,0,0,0,0,389,208,1,0,0,0,71,0,0,0,0,0,0,0,6,0,77,0,644,0,340,0,194,1309,140,0,170,0,9,0,74,10,0,0,6,0,0,0,431,0,0,103,130,0,524,0,0,0,0,0,0,0,0,0,0,23,465,0,884,18,124,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIS,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,45,217,0,0,0,0,0,0,0,2,0,163,119,25,64,0,0,13,28,24,31,0,9,74,93,0,122,10,153,2,0,136,7,0,0,0,0,83,188,380,207,0,0,0,2,48,109,6,5,106,165,0,3,0,0,24,50,0,3,405,399,34,58,0,0,22,0,0,0,38,296,9,6,475,546,4,1,116,78,130,195,227,0,0,47,43,52,113,96,13,0,139,91,4,65,235,253,25,9,26,16,67,111,151,202,0,0,30,10,0,14,2,17,49,0,1,3,4,126,295,398,576,476,0,5,0,9,0,70,0,0,0,0,0,0,0,857,860,2281,209,239,247,217,80,0,0,0,0,0,44,86,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMGL,65,0,170,0,0,0,340,0,2648,0,0,0,0,0,0,314,0,0,0,20,0,6,0,0,0,36,3,0,150,0,0,0,0,0,19,0,0,0,0,34,0,0,0,7,0,0,0,0,0,1184,0,156,429,76,74,1,0,61,0,713,0,0,0,0,0,382,0,38,0,0,71,0,0,0,0,0,0,55,8,116,0,0,244,257,0,0,155,429,0,139,0,18,0,0,0,11,45,0,0,537,0,31,0,5,7,68,200,0,0,0,0,208,0,0,0,0,84,17,401,383,714,173,177,0,0,12,0,0,1089,314,434,0,262,205,0,232,132,540,388,56,39,211,0,50,96,0,92,0,0,0,0,0,0,696,0,0,1282,1028,0,38,0,112,0,289,0,405,0,0,0,393,496,329,0,164,68,204,392,0,0,0,0,169,0,1347,0,3073,0,3714,0,0,0,0,0,0,0,0,0,234,0,1038,0,3406,0,4669,0,0,0,0,0,0,0,0
RMGR,0,1,0,125,0,0,0,125,0,2840,10,0,0,0,1,0,81,0,0,0,29,0,144,0,0,7,0,0,0,150,0,0,0,0,35,0,0,0,0,0,219,0,0,0,16,0,0,0,16,0,1403,461,171,103,79,0,1,0,56,0,699,0,0,0,0,0,328,0,38,80,0,0,0,0,0,0,0,9,62,37,64,157,0,0,345,174,0,0,512,0,274,0,0,7,1,36,15,0,0,0,383,0,59,0,83,0,0,163,0,0,0,0,289,0,0,134,0,321,6,557,350,150,208,0,0,0,0,1003,0,621,265,172,64,0,113,128,239,315,617,42,110,0,231,35,28,55,0,0,0,0,0,0,0,0,378,0,441,988,6,0,105,0,0,0,247,0,383,0,100,309,455,0,1235,88,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,1326,0,3964,1576,4246,0,0,0,0,0,0,0,0,0,286,0,1579,0,4247,0,5988
BWM-DL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,885,0,68,0,0,0,0,0,290,1335,0,0,202,0,722,81,0,840,0,0,0,4,0,0,0,0,0,0,0,0,0,496,0,0,57,217,83,35,3134,203,7,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4445,20850,929,4864,3,884,0,2424,0,2079,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,472,0,111,0,0,0,0,0,5,798,234,192,166,25,25,4,4023,0,0,351,0,490,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,1651,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,4445,0,542,13725,0,5787,0,1252,0,0,0,0,0,0,0,0,0,7231,0,2166,0,72,0,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,84,0,0,0,0,0,0,0,523,1763,0,0,56,0,634,4,0,951,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,239,339,43,60,778,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,7,0,0,0,34,0,0,0,0,27,0,0,0,0,0,0,20850,542,0,0,27938,0,13647,0,2763,0,5718,0,2159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,28,0,0,0,0,0,0,0,0,116,0,0,0,154,0,13,0,0,0,0,0,0,1664,183,846,93,31,0,0,903,0,0,420,0,294,0,48,0,0,0,0,129,0,0,343,0,0,0,102,0,0,211,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,873,0,120,0,0,39,0,0,0,0,0,0,0,0,0,1347,0,929,13725,0,0,0,30703,0,11885,0,0,0,0,0,0,0,0,0,1379,0,4722,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,304,1571,0,0,184,38,901,0,0,739,0,0,0,0,0,0,0,0,0,0,0,0,118,2693,0,0,155,528,5,6,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,355,0,0,0,131,5,0,0,0,244,0,0,0,0,0,0,4864,0,27938,0,0,0,64224,0,232,0,2154,0,6810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL06,0,0,0,0,0,0,8,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,20,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,14,932,312,304,0,48,0,0,206,0,0,335,0,14,0,13,0,0,0,0,328,0,0,621,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,0,0,0,0,244,0,0,0,0,0,0,0,0,0,3073,0,3,5787,0,30703,0,0,0,46119,0,0,0,0,0,0,0,0,0,216,0,420,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,0,0,0,0,0,1953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,864,0,0,295,0,1676,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,4523,0,0,47,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337,57,0,0,0,561,136,0,0,0,604,0,0,0,0,0,0,884,0,13647,0,64224,0,0,0,0,0,240,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,0,0,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,171,0,199,0,102,0,0,0,0,0,500,0,20,0,1,0,0,0,0,597,0,0,995,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3513,0,0,0,0,454,0,44,0,0,0,0,0,0,0,3714,0,0,1252,0,11885,0,46119,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,469,0,0,0,0,0,0,0,0,0,1,0,0,0,178,0,0,789,0,21,0,0,0,0,1005,180,0,0,0,175,419,17,101,433,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,118,0,14,81,174,4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2424,0,2763,0,232,0,0,0,0,4633,20290,197,5354,0,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,391,0,120,0,4,0,0,628,13,240,162,81,172,12,3915,10,0,407,0,366,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,1418,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,4633,0,620,9605,59,4248,1671,6363,0,0,0,0,0,0,0,0,7,9499,0,2554,0,23,0,0
BWM-DR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,495,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,1609,342,0,0,0,151,1084,0,19,503,0,0,0,0,0,0,0,0,0,0,0,0,1700,5,0,0,422,0,0,100,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,745,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,2079,0,5718,0,2154,0,240,0,20290,620,0,0,27720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,498,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,15,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,340,0,16,1,0,0,0,97,0,0,0,85,0,0,0,0,0,106,0,8,0,0,0,0,892,1,514,118,2,76,0,509,0,0,721,0,47,0,49,0,0,0,0,0,0,244,250,0,0,0,35,0,0,0,0,92,0,0,0,323,0,0,0,0,0,0,10,0,0,0,0,1559,0,240,0,533,53,241,0,0,0,0,0,0,0,0,1326,0,0,0,0,0,0,0,0,197,9605,0,0,0,21218,7409,25244,0,0,0,0,0,0,0,0,0,1230,0,6616,0,61,0,0
BWM-DR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,793,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,1227,101,0,0,28,417,1278,0,0,269,0,0,0,0,0,0,0,0,0,0,0,27,3742,24,0,0,1087,0,0,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,2559,0,0,0,593,6,8,0,0,0,0,0,0,0,0,0,31,0,2159,0,6810,0,412,0,5354,59,27720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,0,0,2148,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,536,0,1,12,0,0,0,0,0,0,0,460,0,0,0,0,0,14,0,0,0,0,0,0,928,2,606,260,28,32,0,0,0,0,293,0,0,0,70,0,0,0,0,0,0,532,750,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048,0,0,0,213,8,14,0,0,0,0,0,0,0,0,3964,0,0,0,0,0,0,0,0,0,4248,0,21218,0,0,20162,46773,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
