neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RICRp,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
PLNL,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,57,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,1344,0,0,931,0,239,0,0,0,0,0,0,0,0,84,0,0,0,0,49,0,0,0,0,0,0,0,316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,550,0,0,1,110,0,0,0,0,0,0,0,24,0,0,987,0,0,32,252,0,506,0,0,0,0,288,371,712,887,0,0,1282,0,1435,0,55,3,60,0,2399,0,152,0,0,664,0,0,0,0,49,13,0,0,0,0,0,0,0,0,162,0,0,0,263,0,0,0,0,0,0,0,846,3,0,393,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1866,614,0,0,0,0,0,0,0,0
PLNR,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,1492,523,0,0,150,0,14,0,0,0,0,0,0,0,16,0,0,121,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,383,0,316,3,0,0,0,0,0,0,0,0,0,694,0,0,0,243,36,552,0,0,0,0,0,291,21,827,607,0,36,0,2043,0,1067,32,1,0,50,0,2370,0,185,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,227,0,0,0,0,0,0,85,862,318,0,122,0,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,102,0,490
SAADL,0,0,0,0,0,0,0,1036,529,946,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,64,0,0,0,0,0,29,434,0,1,399,0,0,0,0,1344,0,0,735,134,856,0,473,0,277,0,147,0,0,297,0,214,103,0,0,349,180,0,2,0,0,47,16,440,495,0,0,185,20,84,56,0,10,0,0,0,19,0,0,0,12,140,0,0,111,0,0,203,264,10,900,1083,0,0,0,0,0,0,41,64,0,114,1365,340,0,36,0,0,194,0,0,0,0,622,458,22,28,631,14,161,7,316,3,186,186,361,24,489,0,256,34,90,1631,0,0,6,0,0,432,0,3,3,0,6,0,192,22,529,0,0,30,14,0,131,23,0,0,0,0,14,15,26,0,10,156,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1127,0,0,0,0,0,0,0,4,0
SAADR,0,0,0,0,0,0,482,0,657,538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115,0,109,0,0,0,132,147,1,0,257,277,0,0,134,0,0,0,1492,735,0,426,22,498,58,294,0,92,0,116,43,0,380,58,176,0,0,147,295,0,0,0,0,2,132,484,407,2,0,339,112,153,152,41,0,0,0,0,0,0,0,0,54,0,164,0,0,0,0,248,751,0,991,786,0,0,27,0,34,210,0,0,11,1124,7,0,222,9,60,118,0,0,0,0,0,667,495,45,1,123,364,0,28,6,197,209,172,74,451,27,608,0,366,1199,5,0,7,0,24,14,293,36,0,3,2,5,219,0,233,102,57,62,0,0,9,110,105,0,0,0,0,75,24,74,3,153,429,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,52,41,1457,26
SAAVL,0,0,100,0,0,0,0,0,1293,129,2,0,119,0,180,0,0,63,50,0,89,0,77,6,0,0,0,0,0,0,0,10,83,50,77,0,0,334,137,0,0,0,0,0,16,0,0,0,0,0,523,134,426,0,925,0,212,0,0,0,0,65,104,0,11,113,372,0,0,266,2,0,2,0,0,2,11,1396,718,59,20,126,62,178,65,0,0,0,0,0,0,0,0,0,123,135,114,2,19,0,0,19,183,0,759,1157,0,0,0,0,0,15,0,0,0,622,264,6,11,60,21,137,1,0,0,0,0,0,1292,54,160,428,55,54,111,125,143,264,106,112,162,0,558,211,1604,622,274,0,0,0,0,55,34,0,57,0,0,10,3,0,97,55,0,0,0,0,0,0,0,0,1,0,0,47,229,293,216,2,76,103,0,0,0,77,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAVR,0,0,0,69,0,0,0,0,130,1080,0,100,0,121,0,0,0,0,59,62,0,1,0,0,21,0,0,0,0,0,9,22,25,188,38,305,0,229,298,0,0,0,0,26,0,6,0,0,0,931,0,856,22,925,0,0,314,0,1,0,0,169,8,46,0,461,100,0,0,0,190,7,0,0,0,15,2,795,1551,61,10,0,74,21,24,1,4,0,0,0,95,0,0,0,0,57,116,0,0,0,0,242,0,0,1131,577,0,0,0,0,0,0,26,0,0,202,1211,1,0,4,28,47,161,0,0,0,0,1307,0,359,99,146,312,116,112,286,302,58,69,299,156,466,0,1619,129,231,666,0,0,0,0,188,6,1,0,0,0,0,169,0,22,36,0,0,0,0,0,0,0,0,0,0,0,182,133,54,300,0,74,79,0,0,0,0,0,0,0,0,0,0,0,15,0,338,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SDQL,0,0,0,0,0,0,2247,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,224,0,0,0,0,0,0,0,0,271,2537,2170,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,3436,92,0,23,0,0,0,0,0,12,0,0,0,0,1276,28,0,0,0,0,0,694,492,0,333,15,3,316,160,382,0,1075,0,0,0,0,0,1,190,18,41,0,0,426,0,37,61,0,21,0,0,0,289,0,0,95,0,0,0,286,725,0,0,3,0,0,3,0,0,0,1,0,91,59,11,122,288,12,47,0,0,0,86,0,414,2,0,189,238,40,281,0,0,0,0,245,0,0,0,45,0,0,647,13,314,441,724,0,0,1,0,71,644,667,572,0,0,163,0,0,286,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0
SDQR,0,0,0,0,0,0,543,411,0,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,336,1178,461,0,0,0,7,0,0,0,4,0,0,0,0,239,150,473,58,212,314,3436,0,0,13,0,0,0,0,0,0,204,639,0,0,0,8,0,0,0,0,0,0,54,240,271,710,1,38,5,90,0,11,0,386,0,0,0,0,170,0,60,96,0,0,0,333,0,0,0,47,72,50,0,72,0,0,0,136,0,0,847,1645,4,15,0,69,195,262,0,0,0,0,319,228,529,328,147,0,442,406,72,0,13,163,152,0,2,1,227,109,88,260,0,0,0,0,28,157,0,110,4,0,38,0,94,0,13,3,0,0,218,117,0,581,362,29,0,0,786,459,358,39,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
URBL,0,0,96,0,2,0,750,0,565,0,0,0,0,0,0,0,0,40,0,33,0,0,0,0,0,0,10,0,52,0,0,1,0,0,0,0,0,341,0,2442,0,0,0,1497,0,132,0,262,0,0,0,0,294,0,0,92,0,0,0,838,0,0,271,257,0,275,0,0,0,0,18,0,40,2,0,0,0,7,0,317,42,229,3,63,0,31,69,0,0,7,0,0,0,78,8,0,0,2,0,0,0,0,0,0,0,0,6,0,0,598,0,2469,0,1099,0,1,0,0,155,440,320,0,8,15,202,442,15,0,383,0,1143,0,62,57,0,0,268,2,5,0,195,148,0,0,253,0,0,816,0,629,0,3120,0,379,0,28,91,83,0,0,0,0,0,1011,0,1056,0,0,488,0,0,4,0,128,569,291,0,0,61,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,224,0,0,0,0,0,0,0,0
URBR,0,0,0,166,0,60,0,302,0,356,9,0,0,0,0,0,0,0,43,0,93,0,14,0,0,0,0,12,0,5,21,2,0,0,37,0,0,0,0,0,2120,0,361,0,1511,0,142,0,786,0,14,277,0,0,1,0,13,0,0,0,1034,238,0,0,403,0,801,0,0,0,0,32,0,0,23,0,0,0,30,38,213,331,152,0,2,134,23,0,0,0,74,0,0,24,0,0,40,0,9,0,0,0,7,0,0,0,0,86,0,0,857,0,2068,0,531,0,130,220,0,287,399,7,0,0,343,143,0,420,6,1111,17,55,0,0,303,110,427,92,236,404,31,0,233,154,0,0,46,0,657,0,850,0,1962,0,410,123,55,231,0,0,0,0,0,0,1165,0,520,1,5,0,0,0,26,147,340,239,0,0,0,56,0,0,0,0,0,0,0,0,0,7,0,36,0,0,0,188,0,0,0,0,0,0,0,0,0,4,0,47,0,0,0,0
URXL,771,0,53,0,910,0,348,0,66,0,441,0,26,0,0,658,0,141,0,28,0,0,0,1770,0,0,0,0,13,0,0,0,0,137,26,0,0,398,0,2142,0,19,0,421,0,11,0,301,0,0,0,0,92,0,0,23,0,838,0,0,0,0,224,215,0,648,0,24,0,0,27,109,170,302,0,79,0,44,0,26,40,139,35,217,0,309,207,0,0,88,0,1314,0,0,0,471,0,199,0,19,0,473,0,272,0,0,0,0,625,124,0,526,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,153,37,0,4,5,9,17,9,34,116,0,0,13,0,0,214,0,1,0,0,0,529,0,122,198,55,188,924,0,0,0,703,0,67,0,121,0,0,0,0,0,115,256,95,11,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,706,0,148,0,737,0,159,0,168,618,58,10,0,0,0,403,0,26,0,191,0,41,0,1795,0,0,14,0,255,5,4,269,41,150,0,0,0,839,0,2102,0,170,0,459,0,0,0,230,0,0,147,0,0,0,0,0,0,1034,0,0,336,0,0,181,0,1088,0,12,8,4,227,23,0,314,0,93,20,26,17,11,204,219,0,222,182,203,0,1,0,129,0,1567,0,0,0,485,0,225,0,2,0,425,354,0,32,0,90,707,0,51,0,741,0,5,0,76,34,0,15,0,0,0,0,13,0,0,1,2,59,0,89,5,0,51,137,0,0,5,39,0,0,82,108,0,0,30,0,58,0,119,0,316,0,556,144,50,286,379,171,0,0,0,0,832,0,62,137,0,24,0,0,23,39,101,279,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,0,245,0,5,0,0,0,0,0,36,0,0,0,0,56,0,104,0,101,0,76,0,133,0,0,0,0,0,22,45,3,147,197,0,0,0,2591,0,0,0,0,0,239,0,2020,0,0,0,0,0,116,65,169,0,0,0,238,0,336,0,0,0,0,0,349,0,131,116,5,126,103,0,0,0,89,0,162,110,266,773,386,577,563,76,154,0,12,0,15,0,0,12,47,0,0,0,709,0,4,0,148,609,0,106,0,10,0,0,2188,0,0,0,0,113,16,79,0,0,0,0,548,97,0,8,0,2,18,7,0,0,177,0,15,0,15,6,0,0,60,0,0,344,27,13,37,0,2065,0,0,0,0,0,402,86,97,171,329,180,0,68,141,0,435,0,0,408,4,7,0,0,64,0,98,0,16,83,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,241,0,34,0,0,0,0,0,16,0,0,0,0,170,0,109,0,118,0,67,0,101,0,0,25,0,1,0,20,136,14,0,133,0,0,3750,0,13,0,0,0,303,0,2362,0,0,0,0,0,0,43,104,8,0,0,271,0,224,0,0,0,0,0,308,0,12,0,0,94,126,154,23,0,145,0,178,119,189,122,540,51,154,527,76,246,3,0,43,0,0,0,0,119,0,0,412,0,8,0,137,0,772,83,0,0,0,0,2623,0,0,0,0,0,115,93,0,195,0,0,683,0,100,19,0,0,0,60,0,0,72,0,0,0,75,182,41,156,108,0,0,0,1,374,20,3,2134,0,0,0,0,0,184,0,106,231,36,148,0,56,8,131,422,0,0,0,326,0,0,0,87,0,0,191,2,176,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,156,0,76,0,52,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,99,93,0,0,0,0,181,0,2773,0,302,0,0,0,2161,0,0,0,297,0,0,46,0,0,257,0,215,0,0,0,0,0,297,0,0,0,0,53,0,264,0,0,0,0,185,232,202,156,0,545,0,716,0,266,0,0,53,0,183,0,1,272,86,0,786,0,0,0,449,0,538,56,0,139,0,128,0,0,0,0,2770,0,0,11,1041,0,0,0,0,154,0,92,0,63,96,48,0,0,59,0,244,0,274,0,161,77,198,0,3,0,14,0,0,179,0,0,1375,0,0,0,322,0,0,0,0,0,165,185,2,262,0,0,331,0,400,28,0,0,0,0,4,229,162,46,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,175,0,159,0,10,0,0,0,0,21,0,0,0,0,0,26,0,0,0,0,0,0,0,263,0,0,14,0,55,0,0,47,0,301,0,0,0,0,0,122,0,3651,0,349,0,0,0,2237,0,0,0,380,11,0,0,0,0,403,0,181,0,0,0,0,0,255,0,0,2,0,176,0,0,0,0,17,254,149,70,160,646,0,1085,0,106,0,0,0,0,69,0,119,1,468,0,42,0,853,0,0,0,571,799,1,32,0,65,166,0,0,0,0,0,2861,13,0,0,765,0,0,116,0,0,0,107,46,81,63,0,4,0,272,0,65,0,191,308,106,0,137,0,36,0,11,129,0,0,0,0,1302,0,0,0,119,0,0,0,146,0,9,183,462,0,0,0,203,335,0,0,0,0,0,81,22,117,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,84,0,1032,0,0,0,925,0,77,0,92,393,0,0,0,2578,0,6,0,2,0,203,0,0,0,12,164,0,763,0,69,3,0,0,349,1507,12,161,0,81,0,251,0,3,0,8,0,148,0,84,0,214,58,113,461,12,204,275,0,648,0,0,308,297,0,0,92,587,0,195,39,0,0,6,0,26,36,487,722,728,625,309,245,48,144,0,645,208,0,66,0,1035,0,20,0,0,0,0,0,1114,1,0,0,0,860,23,0,0,1,0,0,2,0,92,0,136,235,0,11,2,0,0,0,0,0,0,0,146,0,5,1,26,113,598,0,161,122,293,160,174,23,147,0,20,26,0,185,0,0,93,0,243,0,155,0,6,113,74,0,547,0,8,0,179,0,156,0,0,82,2,6,250,0,76,1173,241,94,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,1,317,0,1017,0,1,0,680,0,73,439,0,63,0,4,0,1546,0,0,0,0,0,79,1,3,58,0,53,0,936,14,19,0,0,325,0,0,0,352,0,121,0,129,0,71,0,0,0,351,0,16,103,176,372,100,0,639,0,801,0,1088,349,0,0,255,92,0,0,653,21,117,0,0,0,2,9,108,260,723,713,932,592,429,3,56,575,0,0,61,4,68,0,349,391,0,0,57,0,0,0,1006,0,0,0,1,316,0,25,38,0,0,0,25,0,47,98,195,26,3,0,0,4,0,0,0,0,0,0,1,9,94,140,89,0,512,258,348,73,122,31,391,0,198,55,193,9,0,0,0,0,128,0,0,0,420,0,276,0,492,0,0,0,0,0,61,0,246,0,138,18,0,0,165,500,797,619,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,456,24,875,47,33,0,0,0,0,0,0,1179,329,1187,0,1182,9,557,0,643,83,3045,69,39,0,0,1186,49,959,119,1533,435,0,4,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,12,0,0,587,0,0,241,1961,100,27,78,95,0,584,0,12,0,3,0,0,134,0,0,0,91,1059,115,0,0,0,0,0,0,0,0,0,0,907,12,0,0,6,16,0,928,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,57,0,0,0,0,0,0,0,0,0,0,0,2583,0,337,165,97,0,0,0,0,0,0,0,9,0,0,0,0,41,1211,1,20,0,0,51,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,4,348,63,1191,0,80,0,0,0,0,0,313,942,0,1262,0,1290,8,694,4,596,20,3259,0,0,3,23,834,22,452,870,1102,0,0,0,0,0,0,3,0,10,0,0,0,2,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,12,131,0,0,0,0,653,241,0,3,1603,156,78,0,96,0,562,0,1,0,0,249,0,0,0,106,14,30,811,0,0,0,40,0,0,0,0,0,0,0,576,0,0,0,0,17,0,995,110,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,7,0,0,0,0,0,2950,377,100,69,13,0,0,0,0,0,0,0,0,0,0,14,0,19,1079,0,2,41,0,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,50,4,966,0,402,0,0,0,0,27,132,1492,103,373,0,500,26,188,0,1,0,718,0,172,135,0,336,0,243,25,916,223,361,0,134,0,0,0,110,0,0,0,0,0,79,1,21,0,16,0,121,349,147,266,0,0,0,0,0,0,8,116,0,0,2,195,21,1961,3,0,53,231,165,373,0,185,528,423,45,457,0,466,245,21,184,2,13,0,0,0,0,0,768,0,262,0,1,0,282,175,29,39,512,0,166,528,90,0,5,0,11,0,0,0,0,83,0,0,0,1,1,0,2,82,0,0,0,155,581,36,144,0,414,0,128,0,58,163,49,0,115,3,0,6,170,87,317,0,0,0,0,0,0,420,0,38,0,0,43,0,181,297,34,0,0,0,0,353,0,0,0,19,0,27,0,105,57,48,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,41,2,0,1149,3,335,0,0,13,0,57,60,1035,0,156,0,383,0,125,0,0,0,500,50,167,0,6,159,109,0,166,632,0,271,107,579,118,22,0,94,4,223,0,79,1,4,0,1,0,49,0,180,295,2,190,1276,8,18,0,27,4,5,94,53,0,39,117,100,1603,53,0,137,176,0,224,596,115,12,416,0,229,227,171,154,367,3,113,0,1,0,0,377,2,0,289,23,0,161,39,0,109,571,73,7,542,109,2,195,99,2,0,29,0,35,0,84,443,0,0,0,0,0,0,31,0,0,23,291,121,178,0,701,0,38,0,111,89,52,145,235,0,19,19,463,20,111,86,0,0,123,0,0,0,0,398,3,0,0,0,32,366,585,197,0,0,0,0,487,0,0,0,0,33,43,6,14,82,109,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,1,213,0,1,787,2254,169,0,0,0,0,1251,42,48,35,0,0,219,859,6,0,190,0,348,2926,0,0,1,0,0,491,155,940,285,0,0,0,57,86,0,259,0,0,0,43,31,186,0,15,0,0,0,0,0,7,28,0,0,32,109,227,126,126,0,176,0,0,27,156,231,137,0,1060,114,203,0,62,0,81,1,0,42,0,9,0,200,4,0,0,0,0,0,0,0,0,1,63,330,498,0,0,0,31,78,0,41,0,0,19,51,55,0,80,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,61,0,0,0,16,0,0,0,0,0,0,0,0,0,6,18,39,0,0,0,0,0,0,165,0,0,49,0,0,0,0,22,0,0,125,0,0,0,0,0,0,0,0,0,113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,0,0,0,0,2013,246,0,188,0,0,0,348,1428,45,43,0,0,891,280,0,49,4,248,2168,465,0,8,0,0,0,70,550,114,1100,0,0,0,26,46,110,0,0,0,65,11,80,235,138,0,0,0,2,0,2,0,0,0,40,0,170,23,103,154,264,0,0,0,78,78,165,176,1060,0,264,69,0,0,99,0,0,0,0,111,0,65,0,204,0,0,0,0,0,0,0,0,126,0,609,144,0,0,6,0,55,31,0,0,0,0,55,66,91,0,0,0,67,1,0,0,0,0,0,0,0,0,0,2,198,0,0,0,21,0,0,0,64,0,0,0,0,0,0,0,1,0,8,0,9,12,0,0,0,8,0,0,3,0,0,0,187,0,0,0,1,13,145,0,0,0,0,0,0,0,0,0,0,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,564,0,6,0,3105,0,0,0,0,0,103,834,1115,137,0,28,0,123,0,0,0,0,0,1257,3,58,1355,0,699,0,814,1185,79,399,178,115,70,0,0,591,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,302,0,0,23,0,0,6,0,95,0,373,0,114,264,0,450,1304,78,0,0,98,0,0,0,0,0,22,147,11,0,0,0,0,0,0,0,325,78,733,0,78,0,22,25,376,147,29,11,0,345,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,240,4,0,1,105,0,62,0,0,0,0,0,0,0,0,0,0,2,68,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,3,532,0,17,64,3345,0,0,0,0,72,992,839,0,211,0,87,1,115,0,0,0,0,0,1183,39,0,1121,0,819,964,1104,550,134,128,0,60,0,16,0,659,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,314,0,0,0,0,0,2,0,96,0,224,203,69,450,0,14,1224,0,9,0,80,71,0,0,162,128,0,0,3,0,18,0,0,0,0,0,294,0,722,0,56,18,47,300,2,147,0,20,558,0,1,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,17,1,1,79,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,18,0,2,0,0,0,1,0,34,0,0,0,0,0,3,0,17,11,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,1663,0,18,0,487,0,0,0,0,0,0,282,280,191,0,221,18,23,0,0,0,3,0,153,16,0,972,0,750,0,284,228,5,137,454,0,0,67,0,155,0,9,0,0,0,8,0,0,0,0,0,47,2,2,15,0,0,0,0,79,0,0,145,0,0,26,9,584,0,185,596,0,0,1304,14,0,143,17,6,115,0,51,17,672,626,0,5,0,0,0,0,93,0,0,41,538,83,350,18,98,45,632,120,314,483,0,10,0,585,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,427,0,25,0,224,108,0,1,984,53,716,25,90,0,18,0,0,0,0,0,0,0,475,0,0,0,0,0,63,35,128,0,0,0,2,0,281,0,0,0,3,0,11,1,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,17,1787,0,15,0,691,0,0,0,0,0,341,370,0,268,0,400,0,5,0,0,0,3,15,279,0,0,913,1,1003,341,180,180,0,394,0,119,0,219,0,325,0,0,0,0,0,16,0,25,0,0,16,132,11,2,0,0,0,0,0,93,89,0,0,17,36,108,0,562,528,115,62,0,78,1224,143,0,55,22,0,128,197,140,162,685,69,4,0,0,0,2,10,0,0,30,6,534,0,400,1,123,140,846,326,2,416,1,0,674,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,7,1,0,0,8,0,0,0,0,111,0,1,130,556,170,994,0,0,0,58,0,0,0,0,0,1,0,417,0,0,0,93,0,52,6,25,0,0,0,0,109,0,0,0,0,1,0,1,88,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,110,0,209,0,0,0,25,0,4,384,607,0,21,0,0,500,0,0,0,0,0,0,0,432,0,0,6,0,109,0,0,0,69,559,219,244,1425,264,0,0,1,0,108,0,0,55,0,0,0,0,138,440,484,1396,795,694,54,7,0,44,20,0,178,185,254,487,260,12,0,423,12,0,99,0,0,17,55,0,308,467,153,59,285,451,14,1,364,38,0,511,0,137,233,0,0,147,74,202,1,31,0,0,22,8,308,622,68,0,36,0,0,0,0,0,12,437,143,3,8,0,0,118,0,0,0,0,0,0,210,119,102,29,436,290,127,193,99,93,5,50,87,22,0,155,417,323,164,0,0,0,56,219,340,544,0,0,0,0,134,367,175,43,0,0,0,0,0,133,42,0,0,0,0,88,257,189,282,0,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
