neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
AVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,438,0,0,7,0,0,78,84,0,0,0,60,72,84,3,17,0,0,0,0,12,1,135,198,419,466,0,0,0,0,144,153,0,0,0,0,0,8,2,0,12,0,0,0,74,13,0,0,0,4,0,15,0,1,0,3404,0,0,239,239,0,0,368,687,34,169,108,0,0,143,6,33,0,0,17,57,488,494,0,0,41,3,0,0,0,0,86,21,0,268,0,79,0,62,0,131,0,376,0,12,4,47,182,224,0,0,22,164,77,104,0,0,0,6,0,2116,1690,0,24,0,0,0,523,0,0,6,0,0,1715,63,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,0,0,33,0,1365,0,0,3,0,0,13,0,9,0,33,0,0,0,38,0,0,0,0,0,3,9,0,0,0,0,0,789,0,0,0,0,0,873,0,639,0,0,0,0,0,0,0,1539,0,1008,0,1284,0,0,0,49,0,0,0,0,0,89,100,0,0,0,0,0,0,0,0,157,0,0,632,40,0,72,0,0,0,0,0,622,20,603,237,295,0,23,0,2,0,168,0,6,0,0,0,770,0,266,0,0,0,0,0,11,476,931,230,787,110,90,4,1,16,0,0,0,0,0,0,93,0,0,140,0,0,0,547,0,0,665,0,0,0,0,0,145,0,3,59,0,87,4,24,0,0,0,0,89,0,0,174,126,0,152,9,0,0,864,353,4055,4462,6088,5636,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CEPDR,0,0,0,0,0,14,0,645,0,0,0,0,0,83,0,0,0,67,0,0,0,129,0,0,0,0,12,0,0,33,0,0,0,0,1208,0,0,0,0,0,737,0,607,0,0,0,0,0,0,0,1764,0,1025,0,1012,0,0,0,71,0,0,0,0,28,43,0,2,0,0,0,0,0,0,52,231,539,0,0,73,0,65,0,0,0,0,469,6,110,459,0,48,0,90,0,0,168,0,0,0,0,0,0,1737,0,129,0,0,0,0,598,3,290,505,9,1032,23,0,0,0,0,0,0,0,0,0,0,293,268,0,0,0,658,54,0,0,0,1325,0,0,0,0,0,27,14,0,115,0,18,0,0,0,0,0,0,0,0,117,329,0,153,0,22,3,0,30,0,0,0,0,83,885,935,4230,2741,3680,3380,6726,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
CEPVL,0,0,0,0,24,0,510,0,7,0,114,0,14,0,136,0,145,0,89,0,101,0,0,0,0,0,71,0,0,209,0,0,0,0,0,0,0,715,0,937,0,0,0,996,0,0,0,0,0,251,0,0,0,0,0,733,0,60,0,75,0,7,0,0,167,0,0,0,0,0,0,20,0,0,161,0,520,0,329,107,0,0,153,0,0,1068,16,502,140,156,0,121,0,0,0,22,0,141,0,0,0,0,0,0,0,853,0,0,0,1016,0,350,143,0,255,0,0,0,51,0,0,47,0,10,0,0,13,0,0,637,0,6,0,0,959,0,0,585,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,381,0,563,319,406,152,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,56,1565,1665,5166,4251,2014,8797,0,0,0,0,0,0,0,0
CEPVR,0,0,0,0,0,116,0,483,0,0,0,153,0,2,0,237,0,182,0,65,0,57,0,0,0,0,51,91,304,0,1,0,0,0,0,0,0,0,228,0,874,0,0,0,711,0,0,0,0,0,991,0,0,0,0,0,837,0,9,0,40,22,44,39,0,0,15,0,0,0,0,28,81,153,0,667,0,134,0,0,17,0,0,0,27,624,0,102,697,0,200,0,123,0,0,54,67,0,0,369,0,0,0,0,4,0,1002,124,0,0,995,493,997,170,4,0,0,2,35,0,3,0,345,0,448,112,154,0,51,0,588,0,9,670,0,0,0,0,326,0,0,0,352,0,19,0,19,108,0,0,0,0,0,0,0,32,622,626,0,304,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,183,1792,732,4325,1528,1385,5793
DVC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,2,79,84,0,0,0,0,21,0,0,0,5,0,367,0,164,0,0,0,0,0,184,0,107,0,237,0,1,21,0,0,358,729,0,0,0,0,234,0,680,613,9,0,7,70,89,214,0,0,0,0,0,0,6,117,0,3331,0,0,441,0,0,0,3094,138,0,0,66,0,0,0,88,0,0,0,0,0,173,780,0,0,0,0,0,0,0,0,0,0,0,49,0,11,0,0,0,0,3,3,3,0,3,0,13,0,0,0,27,0,2369,1816,0,0,0,42,0,1585,1797,523,89,0,0,0,0,0,0,1,0,0,61,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQL,0,0,1459,0,0,0,109,0,643,0,51,0,1213,0,0,0,4075,0,3700,0,0,0,1805,0,250,0,0,0,0,0,28,0,0,7,0,105,0,0,0,60,0,40,0,0,0,0,0,0,0,160,0,97,0,30,0,0,0,224,0,1192,0,218,0,0,0,102,0,0,0,0,0,16,0,28,0,0,0,0,32,350,0,0,4,0,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,1,79,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,64,0,0,0,1,89,0,0,25,0,0,7,0,0,0,0,0,937,0,1847,5,54,0,0,0,0,0,381,0,0,0,175,0,0,116,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQR,31,27,0,1558,0,0,0,0,137,382,0,381,502,1578,0,0,95,3329,53,3765,0,0,727,2103,488,340,3,0,0,0,3,0,160,0,8,0,66,0,0,0,30,0,91,0,0,0,0,0,0,0,3,0,166,0,57,0,0,0,310,21,1112,3,135,0,0,0,44,0,47,0,90,4,306,23,18,0,39,124,60,98,673,160,0,203,355,107,0,0,0,0,0,457,2115,0,0,0,0,0,0,0,161,0,12,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,48,13,0,76,0,0,0,0,291,10,0,0,0,0,22,0,0,0,0,246,2123,2330,325,32,0,0,0,0,0,0,32,0,175,0,0,95,0,0,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICL,0,0,0,0,0,0,120,212,0,0,523,0,59,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,295,0,0,8,0,125,13,272,88,2,0,340,312,528,226,51,11,33,243,876,822,141,2,158,16,0,153,969,1462,12,0,32,31,0,0,0,0,65,0,522,705,113,47,555,345,4,110,94,66,93,4,17,254,28,45,179,3,0,141,2,0,1,0,0,0,0,68,27,1,9,0,0,0,32,15,104,70,456,219,76,297,215,47,90,43,0,0,0,0,292,4,1226,564,1267,479,685,1094,482,149,637,125,228,104,22,177,213,31,305,88,0,0,197,0,0,1,0,10,11,6,174,117,563,622,1,0,0,0,2684,873,20,230,163,134,0,125,0,9,0,0,0,0,40,0,727,0,686,0,0,0,37,0,749,45,4322,0,0,0,150,0,390,0,139,0
RICR,0,5,0,0,0,0,0,508,0,0,0,121,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,70,35,10,86,184,286,0,8,620,608,178,572,88,29,153,157,293,880,0,253,75,38,70,86,1060,1133,0,8,58,0,0,0,0,0,0,77,796,416,19,103,79,448,1,49,39,27,0,50,64,2,0,17,348,0,2,84,0,0,0,0,0,0,0,2,6,51,41,0,0,1,0,82,88,187,352,640,293,18,301,118,11,86,0,0,0,0,112,498,451,1080,347,934,1366,556,245,435,91,484,240,159,73,74,315,255,64,95,0,0,0,137,0,0,0,0,0,0,126,329,319,626,0,0,95,2684,0,290,10,20,233,240,0,559,0,373,234,0,12,0,7,0,464,0,3597,0,0,0,0,0,46,0,0,0,0,58,42,197,174,494,91,0
RID,308,53,0,0,0,0,9,0,0,0,431,0,652,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,39,939,0,0,0,0,0,0,0,0,0,0,81,0,195,0,5,157,320,74,111,0,56,0,302,0,472,0,470,8,261,0,0,94,0,0,0,0,361,0,1483,0,798,1670,1157,1804,146,0,1,3155,1384,0,757,4400,1377,0,1338,0,0,0,9,0,478,0,4,0,0,156,27,0,0,246,0,0,0,0,0,0,621,211,0,0,0,0,5,0,0,0,0,67,56,21,502,0,735,186,383,1940,127,0,214,0,18,30,2,28,283,0,0,0,0,0,694,0,0,0,1309,0,0,0,0,0,406,0,0,116,0,873,290,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RIS,0,0,0,0,0,0,0,0,0,0,0,0,12,39,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,129,48,5,25,68,107,23,68,53,19,0,0,1,0,17,188,98,129,0,0,0,10,4,5,25,0,121,323,0,0,41,1,19,36,0,0,228,316,223,244,0,64,188,20,0,0,0,325,20,6,716,754,0,2,31,10,76,254,246,0,0,15,0,9,0,0,0,0,221,136,0,63,235,278,31,0,2,0,68,0,37,137,0,29,18,0,0,0,0,0,1,116,351,398,498,517,0,1,0,2,100,226,0,0,0,0,0,1164,841,1715,152,153,152,304,61,0,0,20,10,0,0,96,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMGL,0,0,55,0,0,0,0,0,0,0,1,0,600,0,0,0,110,0,324,0,0,0,168,0,269,0,0,0,0,0,71,0,0,0,0,364,0,0,0,73,0,0,0,0,0,504,294,467,155,0,0,569,0,0,0,0,0,691,0,133,0,0,74,0,0,21,0,0,0,47,32,175,0,0,107,191,99,0,257,543,0,4,327,0,0,0,69,60,30,65,0,1226,0,148,0,0,0,310,0,0,0,0,0,368,0,0,0,0,344,3,14,456,1794,371,0,0,0,0,0,0,36,236,0,566,199,53,104,177,0,263,0,434,184,0,506,0,0,0,0,0,0,1379,0,0,0,7,274,508,63,9,0,213,0,38,1317,0,230,20,811,96,0,0,0,0,0,557,0,1461,0,0,0,0,0,0,0,0,0,0,0,0,48,0,300,0,0,0,0,0,0,0,0,0,0
RMGR,0,0,0,115,0,0,0,180,0,0,0,3,0,204,0,0,0,1329,0,277,0,0,0,402,0,220,0,0,0,0,5,0,15,0,0,0,274,0,0,0,33,0,0,0,0,180,632,98,209,0,211,0,631,0,0,0,0,0,498,0,25,211,0,0,0,0,13,0,0,29,94,0,274,207,0,213,281,237,0,0,517,0,0,0,36,67,24,13,30,0,50,0,1329,0,231,0,143,0,0,0,0,0,0,0,444,0,0,449,0,0,41,1804,498,0,460,0,0,0,0,37,37,0,316,247,86,183,199,0,473,0,499,74,514,472,0,0,0,0,0,0,0,0,1625,34,7,0,291,220,40,0,22,0,462,0,0,1325,163,233,0,142,0,0,0,0,0,0,0,0,0,0,0,0,491,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,2086,0,0
BWM-DL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,387,0,0,0,0,0,0,0,511,762,0,0,153,0,415,66,77,670,0,0,0,0,0,0,0,0,0,817,0,0,140,229,137,60,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,134,240,0,0,0,0,0,52,11391,0,969,0,0,1947,0,3480,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,102,0,0,0,51,0,47,0,0,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,153,0,524,0,0,0,0,0,0,742,182,221,118,1,1,6,1494,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,7736,0,151,332,0,0,0,0,0,0,0,0,0,3975,0,155,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,134,1461,0,0,187,0,548,0,0,260,0,0,0,0,0,0,5,0,0,813,0,0,7,512,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,353,30,0,0,0,0,0,125,559,0,0,0,0,11391,0,0,0,25361,0,0,3,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,9,1772,1674,1169,1,28,0,0,0,0,0,43,0,0,0,6,324,0,0,635,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055,0,0,0,0,0,0,0,0,0,0,557,0,0,7736,0,0,0,30028,946,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,238,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,37,51,1320,0,0,1105,23,775,0,0,182,0,0,0,0,0,0,367,0,2,612,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4462,0,0,0,0,0,0,9,373,0,0,0,0,969,0,25361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,119,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,170,0,1018,3104,0,708,0,0,0,0,0,484,0,0,0,69,920,0,0,590,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6088,0,0,0,0,0,0,0,234,0,0,1461,0,0,151,0,30028,0,0,25949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5636,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,946,0,25949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,74,0,0,506,0,7,0,0,0,0,1001,477,0,0,0,107,399,58,96,305,0,0,0,0,0,0,0,0,731,0,0,0,12,0,0,0,0,3955,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,12,0,0,0,0,1947,0,3,0,0,0,0,0,830,10036,0,305,0,15282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,58,0,0,0,79,0,9,0,0,0,0,0,0,0,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,245,0,596,0,0,0,0,663,0,66,181,1,169,0,2037,18,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,10473,0,14,0,0,0,0,0,0,0,0,0,0,0,3405,0,0,0,0,0,0
BWM-DR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,1031,108,0,0,0,131,641,171,16,286,0,0,0,0,0,0,1,67,835,0,0,0,397,185,0,22,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,0,0,0,0,40,7,0,0,0,0,3480,0,1052,0,0,0,0,10036,0,0,0,29662,0,7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,39,0,0,0,0,0,187,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,23,0,0,0,0,0,0,0,0,151,0,0,0,0,0,91,0,0,0,0,236,0,935,11,831,886,118,92,0,0,0,0,365,0,0,0,219,0,0,419,1032,0,0,0,293,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,10473,0,0,0,35442,0,5104,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0
BWM-DR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,881,124,0,0,8,744,882,0,0,0,0,0,0,0,0,0,1,361,1608,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741,0,0,0,0,0,727,464,0,0,0,0,12,0,0,0,0,0,0,305,0,29662,0,0,0,17599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,88,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,107,0,700,53,1755,3972,647,0,0,0,0,0,175,0,0,0,67,0,0,1361,987,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,14,0,35442,0,0,0,33097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,3697,0,0,0,0,0,0,0,0,0,0,0,0,0,3380,0,0,0,0,0,686,3597,0,0,0,0,0,0,0,0,0,0,0,15282,0,7428,0,17599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5104,0,33097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,736,0,0,0,0,0,0,216,0,0,0,114,0,0,0,328,830,581,21,58,151,0,0,0,0,0,0,0,0,0,0,291,0,53,0,0,64,0,0,2946,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,11693,0,318,0,0,67,1174,0,544,0,0,0,0,0
BWM-VL02,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,665,0,111,0,0,0,197,0,325,173,0,825,0,55,1029,2,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,1944,0,0,0,0,0,0,0,0,0,0,0,21,0,56,0,0,0,0,0,0,0,0,0,0,0,3975,0,162,0,0,0,0,0,0,0,0,0,0,0,531,0,0,12802,0,138,0,0,0,0,0,0,0,0,0,0
BWM-VL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,42,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,68,118,0,0,0,227,1312,74,0,0,499,0,0,0,0,0,0,0,0,0,0,450,0,30,0,1,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11693,0,0,0,25787,0,374,0,272,0,879,0,0,0,0,0
