neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
URXR,0,1848,0,29,0,301,0,438,0,139,0,0,0,1113,0,0,0,235,0,27,0,1699,0,826,0,1203,18,0,133,1,55,0,0,0,817,0,534,0,239,0,49,0,15,0,182,3,17,0,0,0,422,0,0,0,1166,0,155,0,436,0,59,39,3,78,42,0,267,0,392,0,183,139,318,50,70,9,229,10,110,0,0,0,0,0,377,0,17,0,779,0,180,0,0,0,771,65,0,1,0,0,564,0,47,0,194,0,186,0,0,26,0,2,0,0,0,0,0,0,0,333,0,0,13,267,0,0,0,0,0,0,163,36,0,0,0,0,259,0,327,0,0,0,671,284,551,119,0,0,1,0,1025,0,0,0,0,166,2,253,0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,54,0,18,0,17,0,11,0,0,0,122,0,96,0,79,0,49,0,81,0,65,0,6,0,29,79,125,54,108,0,0,1330,0,0,0,0,0,201,0,1723,0,0,0,11,18,168,107,0,0,394,0,0,0,0,0,239,0,63,0,29,104,56,29,2,0,110,0,101,81,84,84,386,304,244,740,109,150,10,0,0,0,69,0,42,160,0,0,477,0,7,0,282,0,135,74,0,0,0,0,3025,0,0,0,0,0,92,87,0,156,0,0,624,0,366,404,137,159,154,0,0,0,128,88,101,159,86,0,0,0,28,253,44,67,2048,0,0,0,0,0,49,0,59,93,58,6,36,135,1284,0,0,0,107,30,0,158,75,302,17,0,0,105,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,50,0,59,0,0,35,9,0,0,0,66,0,48,0,166,0,79,0,93,0,30,0,11,37,29,0,58,108,0,0,0,1164,0,2,0,0,0,94,0,2560,0,0,107,42,101,118,0,0,0,1166,0,0,0,0,0,148,0,79,72,37,60,26,0,98,0,1,90,145,62,95,60,363,1313,172,225,98,0,0,0,0,0,13,1,178,0,0,0,554,0,2,0,245,149,1,48,0,0,0,0,2472,0,0,0,0,148,69,27,0,0,0,0,376,14,0,195,4,0,275,0,0,88,90,10,12,0,149,0,0,306,14,0,61,0,2273,0,0,0,0,0,174,158,0,147,16,6,198,0,1012,0,0,0,0,57,16,38,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,97,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,84,0,7,0,104,0,0,0,0,273,66,0,0,0,0,0,0,1378,0,454,0,0,0,967,0,218,0,0,0,0,0,213,0,0,0,0,0,300,0,0,0,0,206,0,0,0,0,123,0,0,0,38,16,0,300,0,1283,0,234,0,0,0,240,69,0,110,479,29,0,521,0,6,0,346,0,548,20,1,0,0,290,0,0,0,0,4429,0,0,7,438,0,0,0,0,203,88,158,105,61,355,0,89,0,55,0,88,180,61,0,48,0,0,0,0,277,0,0,1730,0,0,0,0,0,0,0,137,28,5,419,0,0,733,0,237,0,0,0,70,472,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,45,0,3,0,0,0,496,0,0,0,0,0,56,0,0,0,0,0,0,0,103,0,48,0,144,0,0,361,0,172,0,0,0,0,0,0,0,877,0,520,0,0,0,1186,0,377,7,0,0,0,0,155,0,0,0,0,0,332,0,0,154,0,0,0,0,0,0,80,106,0,108,50,446,0,1093,0,81,0,0,0,0,0,0,83,261,240,0,14,0,575,0,13,0,419,188,1,38,0,59,195,0,0,0,0,0,3956,7,0,0,772,0,0,311,5,174,0,282,175,0,548,0,131,0,154,300,212,0,177,0,3,0,47,338,0,0,0,0,769,0,0,0,0,0,64,0,21,123,466,0,0,0,837,0,0,0,153,86,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,0,6,0,0,0
ADAL,0,22,108,0,0,0,1806,0,34,0,0,0,1721,0,0,0,22,0,468,0,0,13,49,0,201,0,0,0,0,0,640,113,191,0,0,138,0,322,0,2,0,191,0,434,0,525,167,296,929,1097,0,605,0,239,0,300,0,0,371,7,0,11,97,0,0,0,0,72,2,1337,1412,888,318,323,1640,108,1,466,1300,270,0,8,350,1003,0,162,0,71,1,0,0,836,0,0,0,0,437,6,0,0,31,0,0,4,0,106,0,79,631,23,14,2,23,4,59,0,0,0,0,15,120,498,0,597,86,908,117,193,25,238,0,75,39,0,310,23,0,69,0,971,0,125,0,0,2,550,0,3,0,49,0,60,0,1,224,0,969,1060,470,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,0,117,0,430,0,0,0,1301,0,4,0,0,0,1912,0,0,0,66,0,242,0,3,0,243,0,259,0,0,0,0,424,709,92,0,0,0,95,0,59,0,15,0,291,0,864,94,511,1257,48,0,172,0,436,0,148,0,332,371,0,0,7,158,16,0,0,0,0,207,131,1477,733,363,684,1258,423,10,83,473,0,0,524,1,6,0,994,412,0,0,7,0,0,0,686,0,0,11,11,430,0,1,36,0,0,0,0,0,46,700,154,28,13,22,0,108,0,0,0,0,0,374,83,0,589,126,714,238,639,26,515,0,430,59,18,273,0,0,14,0,69,194,1041,0,6,0,435,0,26,0,0,0,71,0,9,21,0,310,1462,1133,8,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,775,0,1336,0,149,0,0,0,633,979,2814,0,907,0,999,98,1394,0,3678,0,6,0,925,0,812,0,1128,503,0,0,0,0,0,0,0,0,0,0,0,3,0,47,0,0,0,0,0,11,0,0,0,6,0,63,0,0,0,7,0,0,12,1864,0,184,74,137,0,705,0,0,0,3,0,0,0,0,0,0,28,7,0,1,0,29,0,0,0,8,0,0,0,425,0,0,0,0,0,0,0,0,78,83,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,19,0,0,0,0,0,1936,15,0,0,2,0,0,0,0,0,75,0,0,1192,21,12,0,261,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,727,31,1200,0,3,0,0,437,621,0,3663,0,774,0,691,0,1331,24,4016,0,2,167,718,66,433,633,1784,39,0,5,0,0,0,40,0,0,0,0,0,1,0,60,0,0,0,0,1,0,0,0,0,59,0,79,0,0,0,7,12,0,0,2050,0,184,0,109,0,720,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,8,0,498,0,0,0,0,0,0,0,60,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,354,0,0,0,0,0,49,0,0,0,0,0,2129,0,67,0,0,0,0,0,0,0,40,0,0,1112,0,8,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,133,68,661,0,516,0,19,0,1353,243,644,0,254,0,386,0,31,0,1195,0,36,57,306,0,434,119,709,141,69,60,332,24,0,0,45,21,46,0,93,13,32,30,0,0,0,472,588,233,65,23,21,57,39,29,72,0,154,11,158,1864,0,0,103,400,215,592,2,127,686,857,42,340,0,302,95,327,383,17,0,0,0,0,0,0,198,0,201,5,41,0,153,51,0,20,559,0,286,537,0,0,44,44,2,32,4,0,13,767,99,0,4,11,0,0,2,0,0,0,16,0,761,0,141,98,118,180,139,0,361,3,31,9,517,72,45,4,0,0,222,0,0,136,0,35,0,3,399,486,144,0,0,7,22,358,218,3,32,58,0,4,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,100,94,0,960,1,362,0,24,158,1284,0,811,37,323,0,432,0,17,0,1163,4,45,1,403,102,298,284,835,16,489,146,0,0,0,0,0,21,127,0,0,20,0,59,9,0,353,479,102,260,0,19,183,3,104,37,206,0,97,16,0,2050,103,0,99,286,23,440,576,86,14,569,13,368,70,234,314,348,0,0,0,0,0,0,365,1,0,172,96,0,226,0,0,85,702,26,0,614,239,0,0,163,0,21,0,5,69,0,15,537,2,0,0,0,0,0,0,0,0,48,664,0,90,0,89,34,69,92,217,0,3,39,476,0,122,20,0,10,274,0,50,0,0,124,55,6,1,237,447,153,0,0,0,44,729,0,135,31,0,94,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,0,58,0,0,549,3592,67,0,256,18,866,0,0,0,377,345,243,0,523,0,835,1797,0,0,0,118,1218,53,1055,353,0,0,0,87,55,9,90,0,0,73,52,141,105,0,0,0,13,0,96,0,59,57,78,56,60,0,0,0,0,184,0,400,99,0,1718,255,433,0,8,0,0,0,0,135,46,4,0,73,28,0,0,0,0,0,0,0,0,0,58,313,441,0,0,0,0,40,0,0,0,0,0,13,44,0,151,0,0,0,108,0,0,0,0,0,0,0,0,0,131,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,6,25,0,0,0,0,21,0,0,32,0,0,0,0,89,28,0,39,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,25,0,0,0,3410,605,0,82,0,895,0,415,0,0,1465,38,0,170,0,336,2333,456,0,0,0,0,179,649,295,791,0,0,0,73,40,197,0,0,0,30,14,121,92,0,0,52,0,186,0,30,0,67,42,29,26,0,0,0,0,74,184,215,286,1718,0,306,163,0,0,23,0,0,0,79,160,0,1,0,175,0,0,0,0,0,0,0,0,36,2,435,59,0,0,0,2,35,0,0,0,0,0,26,39,40,0,0,0,46,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,0,14,14,0,0,0,0,0,33,0,0,13,0,0,0,100,43,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,2438,10,0,0,3858,0,0,0,1385,790,210,0,97,0,246,0,0,0,0,0,1818,2,530,0,995,9,659,289,198,632,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,2,0,0,0,0,0,137,0,592,23,255,306,0,94,1300,1,28,0,79,0,0,0,2,0,50,972,20,0,145,11,0,0,0,0,420,24,837,0,178,0,77,0,194,194,0,0,0,163,6,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,328,0,11,1,4,0,224,4,0,0,3,0,0,0,0,0,0,0,153,0,0,0,162,0,0,0,0,0,0,0,0,102,0,0,0,0,121,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,66,1012,0,28,231,3724,0,0,1024,1229,0,125,0,34,0,1049,0,0,0,8,78,2395,0,687,42,1188,624,730,456,121,2,0,126,0,17,0,66,0,0,0,9,0,66,0,17,0,0,0,0,0,0,0,267,0,98,0,0,0,0,0,109,2,440,433,163,94,0,44,1295,0,52,0,34,13,0,0,5,820,6,0,3,200,0,0,0,0,0,0,285,25,1019,0,116,2,51,84,0,48,0,0,62,0,46,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,9,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,15,0,0,44,0,0,0,323,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,2724,126,11,0,359,0,0,0,591,329,473,0,310,0,0,0,0,0,8,0,320,45,482,0,1479,44,95,79,8,507,538,0,0,0,0,0,0,0,0,0,0,0,0,51,0,24,43,104,0,0,0,370,0,110,0,123,0,72,207,705,0,127,576,0,0,1300,44,0,234,0,163,265,0,87,90,1017,444,16,0,0,0,0,10,103,9,0,1,585,60,384,0,0,0,453,4,159,518,3,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,356,0,1,0,174,201,48,75,615,16,1047,10,1,0,106,0,0,0,0,0,0,0,0,0,0,0,878,1,48,0,0,0,0,0,234,0,0,65,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,33,2832,0,28,0,298,0,0,316,473,0,319,0,262,0,79,0,0,0,2,0,550,0,338,0,729,74,144,613,5,399,0,0,0,0,0,0,0,0,0,0,0,1,0,137,62,167,30,0,0,0,0,392,0,1,0,80,2,131,0,720,686,86,8,0,1,1295,234,0,0,64,28,103,71,205,427,1013,15,0,0,0,0,0,0,38,0,25,0,509,7,486,0,0,76,724,161,6,549,0,0,840,0,11,0,0,0,2,20,4,0,0,0,0,0,0,0,0,0,2,0,378,0,36,0,223,4,4,140,730,33,1137,0,16,0,16,0,0,0,0,0,0,0,37,0,455,0,151,113,8,0,0,0,0,0,0,47,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,5,0,0,0,9,0,0,0,0,3,0,0,299,0,22,0,0,0,0,0,180,0,0,0,0,0,0,17,226,309,423,989,384,0,0,3,0,0,0,0,0,74,0,0,0,365,623,2045,1269,94,0,24,0,101,90,0,106,1337,1477,0,0,857,14,0,23,28,0,0,0,0,560,525,597,224,614,238,4,0,1299,0,43,1,1130,748,448,35,27,129,79,116,0,41,0,0,45,0,543,688,0,0,144,0,0,0,0,0,0,719,139,235,23,272,119,134,105,0,0,0,0,201,609,477,14,485,259,219,167,78,234,31,0,221,802,430,270,0,0,0,0,844,1063,0,0,0,103,193,256,43,2,0,0,0,0,680,0,0,522,796,1483,41,47,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAR,0,0,0,0,0,6,0,0,0,23,0,0,0,258,0,0,0,22,0,33,0,278,0,147,0,127,0,0,239,69,79,1580,1120,0,0,0,0,10,0,0,0,0,274,0,0,441,523,1069,2503,0,0,0,183,81,145,0,0,1412,733,0,0,42,569,0,0,0,52,163,64,560,0,300,200,6,1179,1,74,610,0,0,0,0,0,676,381,0,0,52,142,0,246,0,0,24,0,0,1030,380,0,0,8,0,0,0,0,0,0,161,859,75,182,317,286,265,240,0,0,0,0,1023,108,0,543,315,521,45,280,254,86,0,0,780,290,383,472,0,0,0,0,1859,756,0,10,0,220,55,0,90,0,0,0,0,0,613,0,90,705,416,0,1,32,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBL,210,7,0,1,0,0,102,129,0,0,35,0,2057,322,0,0,0,0,0,1,98,0,273,4,79,225,0,0,258,0,760,0,446,36,0,0,0,0,0,0,0,78,0,61,170,0,59,28,32,159,0,186,139,84,62,38,108,888,363,3,0,340,13,0,0,79,0,265,28,525,300,0,870,992,468,331,1,1488,3026,399,275,1067,2291,1457,3341,420,0,0,14,98,115,1045,109,0,357,4,291,257,32,0,682,0,0,0,0,0,0,107,332,0,0,0,0,1,2,0,0,0,41,0,492,11,712,244,651,102,418,0,133,168,21,0,23,5,1,258,0,0,1,0,0,0,0,0,2279,1478,43,50,12,0,0,20,28,9,16,4,113,19,798,19,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,48,201,0,1,0,0,0,753,0,1,0,0,71,2557,0,0,0,4,0,48,0,144,0,70,63,173,0,0,6,356,926,40,0,0,0,0,0,0,0,0,0,0,5,0,34,24,0,155,0,0,8,37,318,84,95,16,50,318,684,0,4,0,368,0,0,0,34,0,103,597,200,870,0,1333,1232,20,221,3020,927,371,731,1286,1231,3182,2453,291,0,47,2,112,131,94,1997,25,30,0,154,225,0,0,382,0,0,0,0,0,0,135,142,0,0,0,0,0,2,0,0,0,0,507,0,307,20,616,44,386,278,84,1,1,95,3,0,22,0,4,45,0,0,0,0,0,0,0,1383,2075,0,71,0,0,0,0,81,0,0,306,47,103,1670,36,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,84,58,317,0,0,0,3002,1703,3,0,0,0,233,467,19,0,92,0,28,0,23,412,0,0,0,14,47,0,747,1213,1283,0,778,51,131,0,0,0,0,243,0,392,258,0,318,295,279,179,66,88,811,274,50,386,60,0,446,323,1258,0,0,302,70,135,79,0,13,87,71,224,6,992,1333,0,458,81,1014,2958,500,0,790,662,284,83,1807,932,0,0,0,157,132,0,171,37,628,0,70,131,6,0,129,10,133,0,0,0,0,281,23,0,0,0,0,0,103,25,0,0,0,0,80,0,84,212,289,925,429,41,155,0,14,0,62,98,11,283,101,0,0,0,189,124,0,524,1662,259,31,0,0,157,52,0,153,7,28,23,555,79,1157,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,13,243,0,176,0,0,0,1409,41,0,0,0,109,374,0,110,0,262,0,51,4,425,0,0,0,0,21,34,649,725,753,1944,1850,41,124,0,2,0,0,0,226,312,349,253,0,482,416,266,270,495,316,17,70,304,363,300,0,1640,423,0,0,95,234,46,160,0,0,90,205,614,1179,468,1232,458,0,654,87,391,1768,54,0,289,994,1685,313,156,0,0,0,283,0,70,46,254,0,46,129,285,0,0,98,200,191,0,0,2,0,259,419,0,0,0,0,66,0,0,0,0,0,253,0,60,0,239,207,188,745,58,4,0,0,7,0,11,137,29,256,0,0,1254,386,0,309,98,5,1972,16,175,0,0,231,161,0,70,0,18,345,448,1804,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVEL,11,54,16,0,0,0,220,0,0,0,0,0,57,0,0,0,179,0,0,0,923,0,8,0,0,6,0,0,133,963,265,0,0,26,0,454,0,0,0,6,1483,7,186,0,508,212,289,113,87,63,0,257,9,244,1313,0,1093,108,10,0,0,327,314,4,0,2,0,1017,427,238,1,331,20,81,654,0,99,61,112,0,38,154,300,12,345,0,45,0,51,327,708,287,0,231,92,0,259,194,0,0,115,7,11,230,241,0,1,152,13,0,232,348,6,70,177,0,0,55,0,281,803,143,412,3,94,1,110,31,129,55,0,460,48,470,38,0,0,0,2,1,1,202,0,531,195,0,808,471,74,0,539,0,667,89,0,0,4,1,146,228,191,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVER,61,59,0,24,0,0,0,314,0,0,0,0,0,0,0,0,0,79,0,0,0,702,0,0,0,0,0,0,915,158,241,163,0,0,13,0,299,0,0,1695,1,405,0,366,0,287,19,75,168,0,122,1,229,740,172,1283,0,1,83,0,0,383,348,0,1,0,5,444,1013,4,74,1,221,1014,87,99,0,339,0,0,42,551,107,455,18,0,23,50,0,878,167,0,55,180,90,40,186,332,0,0,85,7,0,181,319,18,0,0,134,114,0,1,318,188,62,0,0,0,0,847,201,465,93,151,15,81,23,137,24,23,37,114,432,12,419,0,0,0,0,0,32,0,365,529,0,42,434,712,13,632,0,520,0,214,0,39,110,49,0,316,99,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJL,0,0,218,0,0,0,4120,726,0,0,0,0,205,710,176,0,1,0,0,0,0,0,0,0,0,69,12,3,0,0,404,0,619,72,0,5,15,0,0,174,0,232,0,0,82,106,45,31,8,102,275,254,10,109,225,0,81,466,473,0,1,17,0,73,0,50,820,16,15,0,610,1488,3020,2958,391,61,339,0,1056,2499,1411,3398,636,206,2330,1428,0,0,0,0,0,1261,1746,63,283,47,0,81,0,0,88,8,0,137,0,0,0,60,535,0,0,0,0,0,31,0,0,0,0,0,10,0,140,114,213,465,63,0,35,0,127,0,0,0,0,260,7,0,0,0,0,146,0,230,2047,479,0,0,0,40,0,0,134,0,0,124,94,39,1,223,0,237,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVJR,0,0,0,248,0,0,0,715,6,0,0,0,805,113,0,82,0,162,0,27,0,0,0,0,0,0,0,2,0,0,74,0,0,0,71,18,0,0,0,0,173,31,62,140,0,369,43,0,0,156,0,171,110,150,98,234,0,1300,0,28,0,0,0,28,175,972,6,0,0,1299,0,3026,927,500,1768,112,0,1056,0,1149,483,3940,5404,1146,67,1330,0,0,0,0,0,2182,400,134,0,0,205,0,0,0,70,0,106,0,0,0,0,212,671,0,0,0,0,0,0,0,0,0,0,81,146,189,0,605,382,123,242,81,9,394,0,0,24,0,0,40,224,0,0,0,27,14,192,203,134,3009,0,0,0,0,73,329,0,0,32,60,66,27,3155,244,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUL,0,0,0,0,0,0,1716,0,0,0,0,0,470,404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,466,0,0,193,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,62,0,0,0,10,0,0,0,270,0,7,0,0,0,0,0,20,0,0,0,0,0,399,371,0,54,0,0,2499,1149,0,1716,849,397,0,0,3567,0,0,0,0,0,5283,417,0,0,0,0,0,0,0,84,54,0,109,0,0,0,34,154,0,0,0,0,0,0,0,0,0,0,0,0,268,0,28,29,0,630,0,10,1,0,0,0,0,30,278,0,0,0,0,0,208,230,0,478,595,0,0,0,72,0,107,0,0,350,98,93,0,1384,0,543,0,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDUR,0,0,0,0,0,0,0,4918,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,1417,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,524,0,2,0,0,0,0,0,3,0,0,43,0,275,731,790,0,38,42,1411,483,1716,0,1257,358,0,166,3354,0,0,0,0,0,0,4542,0,0,11,0,0,0,0,0,0,6,0,46,0,0,59,70,0,0,0,62,0,0,0,0,0,0,0,25,0,342,3,0,467,61,0,10,0,62,0,0,16,0,0,91,0,0,0,77,0,323,0,370,158,3,2,4,0,65,0,17,0,0,673,4,50,0,64,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,9,0,0,0,0
PVCL,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1007,5979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,145,200,0,0,1,0,1067,1286,662,289,154,551,3398,3940,849,1257,0,4811,174,419,470,0,0,0,0,0,921,1087,188,233,247,34,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,36,983,598,0,0,501,375,138,113,481,5,0,0,0,1,0,0,0,0,0,949,0,0,0,790,1109,31,58,0,0,0,0,0,0,0,160,17,64,757,188,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCR,1,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,0,0,0,0,0,0,0,49,0,367,0,0,0,0,0,684,1160,5469,0,0,0,0,0,0,0,0,0,0,289,0,0,152,5,0,32,0,20,0,0,0,240,0,350,6,0,0,0,0,0,0,11,0,10,0,1130,0,2291,1231,284,994,300,107,636,5404,397,358,4811,0,4043,36,290,0,0,0,0,0,404,50,275,229,86,309,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,101,50,462,298,0,113,107,473,103,272,565,0,0,49,0,9,0,0,0,0,0,1570,0,0,0,143,3017,13,26,15,0,0,153,0,0,4,0,254,2,4400,20,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPL,600,0,0,0,0,0,0,0,0,8,0,0,979,0,0,0,0,0,0,0,0,0,135,0,846,4,0,0,0,187,1229,507,15,0,0,0,0,0,0,0,0,11,0,188,0,0,0,14,82,0,0,630,0,69,0,69,0,1003,0,29,0,0,365,0,0,0,0,103,0,748,676,1457,3182,83,1685,12,455,206,1146,0,0,174,4043,0,151,35,0,21,0,0,0,111,0,267,0,0,233,0,0,0,1802,0,0,0,0,0,0,191,201,0,0,0,0,0,6,0,0,0,0,119,0,331,0,265,20,185,60,0,0,403,0,0,0,0,74,0,0,0,0,459,174,0,0,0,564,5356,110,619,0,0,0,0,0,6,0,203,28,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
