neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
PLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,1247,482,0,0,84,0,0,0,0,0,0,0,0,0,2,0,0,110,0,0,0,0,0,0,0,310,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,71,132,0,3,0,0,0,0,0,332,0,137,8,0,0,0,0,0,0,0,0,0,341,0,0,0,343,14,407,0,0,0,0,0,900,158,1417,598,0,18,0,3171,0,1898,248,0,0,58,0,2096,0,280,531,0,0,0,0,0,6,43,0,0,0,0,0,92,0,153,18,0,0,0,0,224,0,0,0,123,0,1,3,851,0,37,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,668,0,2762
SAADL,0,0,0,0,0,0,0,349,474,261,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,73,0,0,0,0,0,94,205,0,0,297,0,0,0,0,773,0,0,883,95,335,96,1004,0,284,0,0,0,16,303,0,129,47,0,0,193,216,0,0,0,0,17,39,376,291,15,19,74,52,43,200,25,74,0,1,30,218,0,0,0,154,145,0,0,22,0,0,401,122,3,829,1189,0,0,0,0,0,0,96,17,0,29,1237,204,0,100,2,0,129,0,0,0,0,611,941,6,9,468,224,24,15,200,17,82,89,689,10,595,42,106,4,30,1478,0,0,24,0,27,381,0,0,0,0,5,0,129,46,206,12,0,0,13,0,147,0,0,0,0,0,103,13,0,0,116,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,38,841,0,0,0,0,0,1,0,0,0
SAADR,0,0,0,0,0,0,730,0,83,290,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,77,0,2,0,123,0,0,222,400,0,0,0,0,0,0,1247,883,0,603,26,1004,18,288,0,37,0,0,9,0,279,108,110,0,0,165,208,13,0,0,0,6,24,388,414,29,0,10,138,193,10,45,36,0,0,103,4,0,0,0,26,0,133,4,1,0,0,107,502,2,1060,765,0,0,8,0,0,40,0,0,21,1225,13,0,208,24,55,155,0,0,0,0,0,753,1096,35,5,221,450,13,40,9,156,148,153,32,544,30,875,2,318,1404,73,0,0,0,28,231,0,17,0,3,21,0,128,0,326,60,1,9,0,0,0,158,0,0,134,0,0,81,38,0,116,302,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,21,913,0
SAAVL,0,0,97,0,0,0,0,0,1364,134,115,0,84,0,0,0,0,30,8,0,17,0,1,56,0,0,0,0,0,1,1,23,26,79,124,0,1,196,262,0,0,0,6,0,38,0,0,0,0,0,482,95,603,0,807,0,140,0,0,0,0,88,26,0,0,160,466,0,0,101,0,0,21,0,0,4,0,1358,564,172,72,1,7,85,26,0,14,0,0,3,437,9,0,0,0,224,80,0,7,0,0,3,326,0,736,1277,0,0,0,0,0,45,0,0,0,919,350,0,0,15,0,146,0,0,0,0,0,0,1170,52,203,451,67,56,350,104,273,6,44,410,288,0,294,164,1952,574,217,0,0,0,7,271,253,0,0,93,0,0,0,0,27,71,0,0,0,0,0,2,0,0,0,0,0,4,131,328,1,78,46,0,0,0,28,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,81,0,59
SAAVR,0,0,0,204,83,0,0,0,7,1145,4,39,0,53,0,0,0,41,31,44,0,73,0,0,12,0,9,0,2,0,19,2,61,48,74,9,0,131,253,0,10,0,0,0,0,0,0,0,0,323,0,335,26,807,0,169,130,0,0,0,0,17,92,0,0,311,29,0,0,40,182,12,0,0,0,0,1,632,1047,20,158,1,69,50,1,0,67,0,0,0,247,10,0,0,0,69,129,0,12,0,0,356,7,0,1141,630,0,0,0,0,0,0,2,3,0,229,699,1,0,0,35,0,106,0,0,0,0,1297,0,128,163,146,386,221,95,392,128,76,25,284,310,400,0,1606,149,188,627,0,0,0,0,282,311,1,0,60,46,114,0,54,26,2,0,0,0,0,0,0,0,0,0,23,0,207,37,39,0,14,68,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,44,0,0,0,0,0,49,0,8,0,0,0,0,0,0,0,0
SDQL,0,0,0,0,0,0,3033,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,377,2379,0,0,314,0,0,0,0,0,0,0,0,0,0,0,96,1004,0,169,0,3246,76,0,0,0,0,0,0,0,15,0,0,0,560,922,44,0,0,0,5,0,158,516,35,123,3,4,132,14,1,0,1281,0,0,0,80,0,0,258,64,0,0,0,152,0,129,258,0,260,0,0,0,121,0,0,319,0,0,0,379,84,0,0,0,0,0,0,0,0,0,0,53,0,28,0,0,76,3,0,0,0,0,206,0,453,1,7,199,203,177,99,0,0,0,0,167,0,0,0,0,0,0,294,0,11,8,263,0,0,259,0,29,1007,416,1531,0,0,108,0,484,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDQR,0,0,0,0,0,0,36,2355,0,10,10,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,276,1250,1150,0,7,0,64,0,0,0,0,0,0,0,0,17,84,1004,18,140,130,3246,0,0,34,0,0,0,0,0,0,395,152,0,0,79,3,0,139,0,0,0,0,220,341,584,457,89,44,0,5,0,469,0,692,0,12,0,0,477,0,84,86,0,0,0,223,0,0,0,139,110,0,68,36,0,0,0,57,0,0,1059,687,11,1,0,0,148,84,0,0,0,0,318,167,468,460,379,0,101,131,2,0,288,37,246,0,1,0,76,62,104,74,0,0,0,0,0,173,0,0,7,0,0,0,392,0,0,96,0,0,58,123,0,424,224,558,0,0,546,535,273,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBL,0,0,110,0,0,0,625,0,106,0,0,2,28,0,0,0,0,39,0,80,0,11,0,3,0,0,0,0,0,0,8,67,0,0,0,0,0,0,0,1722,0,235,0,1664,0,0,0,554,0,0,0,0,288,0,0,76,0,0,0,528,0,0,0,665,0,323,0,0,0,0,3,0,31,0,0,0,0,0,0,239,29,399,131,66,0,114,0,0,0,0,0,0,0,81,18,0,0,14,0,0,0,2,0,0,0,0,104,0,0,703,0,2064,0,1208,0,10,0,0,161,414,284,0,0,34,242,175,5,15,209,0,1511,0,181,221,0,553,224,221,187,21,240,58,0,0,127,0,0,528,0,1303,0,1644,0,158,0,99,126,0,0,0,0,0,23,917,0,523,0,1,0,0,171,15,0,460,532,3,0,11,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
URBR,0,0,0,369,0,69,0,486,0,106,0,23,120,0,0,0,67,0,55,0,61,0,47,0,13,0,0,0,0,32,16,25,0,0,17,0,0,0,0,0,1871,0,131,0,1595,0,0,0,553,0,0,284,0,0,0,0,34,0,0,0,214,0,0,0,383,0,565,0,0,34,20,71,0,0,3,0,0,0,0,0,190,356,149,0,67,45,104,0,17,0,202,0,0,34,2,0,0,0,101,0,0,0,15,0,0,0,0,91,0,0,876,0,2369,0,673,0,35,105,7,370,548,44,0,1,396,33,35,474,23,1265,127,97,4,0,260,127,467,240,283,292,18,0,208,92,0,0,1,0,1161,0,1363,0,1464,0,193,80,22,150,0,3,0,0,2,0,432,0,1176,0,262,0,0,0,41,482,248,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
URXL,1486,0,3,0,669,0,510,0,3,0,726,0,22,0,0,499,0,4,0,186,0,0,0,1877,0,0,28,0,54,0,0,13,2,188,81,0,0,685,0,2336,0,133,0,82,0,4,0,152,0,0,0,0,37,0,0,0,0,528,0,0,0,644,0,119,0,874,0,2,0,0,49,48,113,263,0,92,0,92,0,31,161,60,7,120,0,12,166,1,0,123,0,2166,0,0,0,666,0,196,0,13,0,668,0,303,0,0,0,0,1077,41,0,338,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,7,0,0,3,0,216,42,0,3,125,11,21,0,5,35,0,0,4,0,0,34,0,2,0,27,0,719,0,67,51,43,94,811,0,0,0,714,0,86,0,100,0,4,0,1,0,268,147,3,0,354,0,6,0,0,52,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,1196,0,3,0,862,0,500,0,4,393,242,7,0,0,0,488,0,0,0,166,0,7,0,2411,0,0,0,0,50,1,0,314,1,0,0,0,0,708,0,1893,0,39,0,5,0,15,0,230,0,0,0,0,0,0,0,0,0,214,0,0,0,265,0,203,0,825,0,13,1,0,12,8,0,267,0,148,0,24,95,14,0,62,0,156,185,33,0,7,1,0,0,2117,0,0,0,827,0,225,0,38,0,784,206,0,0,0,0,1291,0,37,0,153,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,8,0,0,36,0,0,0,132,0,0,0,0,0,0,76,24,0,0,0,0,202,0,0,0,0,0,365,136,167,83,862,145,0,0,0,0,831,0,139,50,0,0,0,0,37,166,38,0,1,0,491,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,8,0,66,0,0,0,0,0,0,49,0,0,0,25,0,67,0,79,0,30,0,66,0,0,29,0,2,0,22,73,5,9,139,0,0,3007,0,202,0,0,0,359,0,1920,0,0,0,0,0,0,0,88,17,0,0,0,0,644,0,0,0,0,0,354,0,0,0,4,69,62,43,22,0,48,0,202,239,28,89,467,89,123,676,157,149,20,0,0,7,0,0,39,51,0,0,438,0,0,0,146,0,1075,13,5,23,0,0,3206,0,0,0,0,0,20,19,0,170,0,0,1436,0,241,130,0,0,0,52,33,9,126,0,0,0,1,103,0,30,17,0,0,0,7,336,1,4,1804,0,0,0,0,0,47,0,45,41,119,136,0,69,4,133,824,0,0,0,349,1,38,13,62,0,115,27,0,208,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,65,0,121,0,7,0,0,0,7,24,0,0,0,135,0,14,0,18,0,31,0,107,0,0,33,0,9,57,65,8,70,177,0,0,0,3060,0,30,0,0,0,282,0,1664,0,0,0,0,16,9,26,92,0,0,0,0,0,265,0,0,0,0,0,183,0,36,128,15,74,372,0,0,0,39,1,232,28,170,336,466,671,313,1,57,0,35,4,196,0,0,91,82,0,0,0,392,0,17,0,241,794,0,74,0,6,0,0,2861,0,0,0,0,14,54,155,0,0,0,0,1341,269,0,75,0,85,52,0,3,0,0,0,0,141,23,57,21,0,20,0,0,404,0,0,118,0,1889,0,0,0,0,0,0,34,47,6,0,85,72,132,106,0,659,0,0,365,161,25,200,0,39,0,104,38,147,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,62,0,150,0,0,0,478,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,42,326,0,0,0,0,79,0,3234,0,279,37,0,0,1871,0,0,0,303,0,0,0,0,0,665,0,119,0,0,0,0,0,27,0,0,0,0,44,0,127,0,0,0,0,157,234,222,209,0,518,0,770,0,144,0,0,26,0,0,0,0,187,44,0,473,0,0,0,391,0,627,12,0,4,0,197,0,0,0,0,2885,0,0,52,1059,0,67,0,0,259,0,56,0,75,2,130,0,0,215,0,85,0,74,0,71,222,58,0,38,0,4,0,0,182,0,0,981,0,0,0,321,0,0,0,0,0,116,187,6,215,0,0,374,0,373,0,0,16,0,0,5,117,353,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,311,0,124,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,47,0,0,133,0,321,0,0,0,0,0,399,0,2337,0,474,0,0,0,1787,0,0,0,279,0,0,0,0,0,383,0,203,0,0,0,0,0,123,0,0,135,0,157,0,0,2,0,20,370,0,106,246,434,0,1023,0,116,0,0,0,0,43,0,20,0,225,0,23,0,760,0,0,0,377,542,4,63,0,0,269,0,0,0,0,0,2770,55,0,0,1046,0,3,135,0,0,0,102,24,0,73,0,0,0,221,0,158,0,201,221,140,0,91,0,88,0,0,232,0,0,0,0,1149,0,0,0,184,0,0,0,79,0,57,150,234,0,0,0,295,368,171,0,0,0,0,50,7,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,164,0,934,0,0,0,1366,0,23,0,96,94,0,0,0,2222,0,0,0,4,0,298,0,0,0,24,17,0,340,0,0,0,0,0,290,437,0,339,0,86,0,226,0,3,0,16,0,110,0,11,0,129,108,160,311,15,395,323,0,874,0,354,0,27,0,0,88,1061,0,205,3,0,0,1,0,7,0,737,343,735,244,454,747,67,16,33,777,445,0,80,43,327,0,3,0,1,0,0,0,1074,0,3,0,0,607,38,17,0,0,0,0,5,0,3,0,98,168,0,6,0,0,0,0,0,0,0,0,18,0,119,25,25,175,498,0,493,237,377,84,405,10,140,0,24,25,0,96,18,0,107,0,490,29,332,0,0,228,246,1,557,0,10,0,273,0,126,0,0,1,0,54,489,0,943,704,12,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,0,327,0,844,0,0,0,1334,0,20,253,0,100,0,0,0,2423,0,0,0,26,0,191,1,0,0,0,210,0,489,0,20,0,0,359,5,434,0,138,0,85,0,54,0,10,0,3,0,239,0,2,47,110,466,29,0,152,0,565,0,825,0,183,0,123,88,0,0,976,47,89,0,0,0,0,10,2,483,602,410,1002,583,238,64,33,516,6,0,121,0,15,0,334,40,3,0,84,0,0,0,1300,0,0,0,0,847,0,176,3,0,0,0,4,0,42,235,125,9,0,0,0,0,0,0,0,0,0,0,19,16,71,182,91,0,359,54,596,84,282,0,366,0,210,9,151,91,0,0,0,0,59,43,462,0,239,0,10,161,377,0,123,0,0,0,476,0,65,46,18,0,10,0,523,942,476,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,622,0,924,119,95,0,0,0,0,0,0,1034,327,814,0,973,14,584,0,732,41,3934,157,11,0,0,706,189,586,0,775,652,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1061,0,0,227,2135,0,47,45,115,0,548,0,0,0,0,22,0,338,0,4,8,22,819,33,0,0,4,0,0,0,0,0,0,0,610,0,0,0,40,4,0,1302,6,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,0,0,102,0,0,0,0,6,0,0,0,0,0,0,2359,0,301,137,156,0,13,0,1,0,0,0,1,0,0,0,2,0,1272,41,18,0,79,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,542,0,1068,0,134,0,0,0,0,0,296,1070,0,1084,1,1851,0,650,0,761,42,3812,0,11,0,0,921,38,1239,174,948,0,0,0,0,0,0,17,0,21,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,36,0,0,0,976,227,0,134,2012,88,66,0,154,0,595,0,22,0,0,364,35,0,0,47,2,2,363,0,0,0,2,0,0,0,0,0,0,0,658,0,0,0,0,42,63,887,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,142,0,0,0,0,0,42,0,0,0,0,0,3037,220,51,144,79,0,0,0,0,0,0,0,2,0,0,13,0,0,1451,0,85,10,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,11,68,1039,0,328,0,0,0,0,46,217,1503,78,107,0,275,4,127,0,0,0,677,0,90,40,0,211,86,249,99,822,229,127,5,253,15,368,28,1,6,117,0,112,3,65,11,0,0,0,0,110,193,165,101,40,560,79,0,34,0,1,4,128,0,135,205,47,2135,134,0,38,231,89,414,0,180,566,632,10,367,0,173,195,250,259,1,0,0,0,53,142,0,628,0,149,0,32,0,246,72,17,10,423,9,102,541,182,0,53,18,0,0,36,0,19,349,0,0,0,5,0,0,5,30,0,0,42,49,366,15,211,0,455,0,59,195,37,88,41,0,185,0,0,0,294,37,41,7,0,0,76,0,0,461,0,6,0,0,45,0,422,257,136,0,0,0,0,299,0,0,0,14,0,0,40,0,127,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,83,97,0,1301,0,374,0,0,8,0,89,253,1101,0,12,0,303,0,158,0,5,0,518,59,103,0,0,293,117,167,96,715,5,121,338,149,84,21,14,10,7,213,0,51,2,10,20,0,0,206,0,216,208,0,182,922,3,3,20,49,0,69,15,44,0,3,89,0,2012,38,0,182,227,8,287,489,161,71,511,0,290,294,295,163,189,15,16,0,0,0,0,867,0,0,231,51,0,157,0,25,25,405,11,10,546,126,0,140,95,7,8,0,0,55,0,33,311,0,0,0,4,3,0,0,0,0,25,409,105,214,0,422,0,113,0,118,94,48,202,78,0,1,0,364,0,63,58,0,0,91,0,0,0,0,457,5,0,0,0,0,64,309,184,0,0,0,0,383,0,0,0,0,1,57,4,92,82,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,0,2,129,0,165,2038,281,0,1,0,0,900,6,110,0,0,0,115,618,97,0,326,0,394,2310,0,0,0,0,0,796,297,1201,111,0,197,0,43,30,0,57,0,0,0,60,193,95,0,34,0,0,0,13,0,12,44,0,0,71,48,12,62,74,0,157,0,0,47,88,231,182,0,1218,97,220,0,18,0,101,0,0,175,173,0,0,457,191,0,0,0,0,0,0,0,0,0,59,95,553,0,0,19,42,26,0,27,0,0,2,59,33,0,19,0,0,12,29,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,153,0,0,0,79,0,0,0,17,0,0,0,10,0,11,33,7,0,0,54,0,1,0,0,0,0,373,0,0,0,0,28,5,0,115,0,0,0,0,0,0,0,0,616,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,21,1,0,0,2505,750,0,278,0,110,0,202,917,0,66,0,0,533,247,0,56,0,245,2079,525,0,0,0,0,0,121,338,7,871,0,0,203,29,27,397,0,0,0,76,0,46,177,59,0,0,0,0,0,21,0,0,139,31,0,113,8,43,372,127,0,0,0,45,66,89,227,1218,0,245,70,4,0,110,0,0,0,0,43,0,6,0,375,0,0,0,0,0,0,0,0,44,0,996,283,0,0,1,0,3,48,0,0,0,0,21,68,11,0,0,0,27,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,49,0,0,0,0,0,0,0,1,0,2,0,22,15,0,0,0,163,0,0,0,0,0,0,222,0,0,0,7,12,48,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,719,0,0,0,3323,232,0,0,0,0,102,797,866,170,0,8,0,199,0,0,0,0,0,1237,0,40,1001,0,491,0,1331,744,179,681,182,4,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,22,0,0,0,1,0,115,0,414,8,97,245,0,402,1099,5,4,3,71,41,0,55,23,13,0,153,4,0,1,0,12,0,0,0,271,0,613,0,43,0,21,25,171,114,32,3,0,435,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,20,0,315,3,0,0,2,0,83,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,0,0,20,2,14,0,0,0,0,0,0,0,0,0,11,0,0,0,0,101,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,0,658,0,4,0,3306,0,0,0,0,133,1051,942,0,305,0,54,0,57,0,0,0,0,0,1449,141,0,725,0,388,949,941,404,189,247,83,0,0,0,0,297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,267,0,0,0,2,0,0,0,154,0,287,220,70,402,0,68,1161,0,0,2,49,0,0,0,42,227,5,0,2,14,0,0,0,0,0,0,371,0,844,0,91,9,14,197,3,115,0,0,583,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,11,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,4,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,1730,13,16,0,337,0,0,0,0,0,0,299,149,335,0,368,11,0,0,0,0,11,0,185,6,0,1154,85,842,9,188,305,11,185,478,0,0,186,0,193,0,16,0,0,0,16,0,0,0,0,0,17,6,4,0,5,0,0,0,92,0,48,0,0,0,7,10,548,0,180,489,0,4,1099,68,0,114,0,0,91,0,93,38,720,575,22,6,0,0,0,0,439,1,0,74,648,34,234,0,149,81,634,68,340,396,2,3,0,687,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,2,0,0,102,0,10,0,117,28,35,1,652,73,1028,60,18,0,22,0,0,0,0,0,0,0,377,0,0,0,0,12,34,74,73,0,0,0,0,0,274,0,0,0,10,0,94,0,244,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,0,2108,0,34,0,433,0,0,0,0,1,301,307,0,429,0,388,0,25,0,0,0,0,0,190,0,0,1174,0,1040,195,332,217,50,518,0,0,0,34,0,262,0,2,0,0,0,0,0,0,0,0,39,24,0,1,0,0,0,0,0,148,0,39,0,20,0,2,0,595,566,161,18,0,5,1161,114,0,13,10,0,21,43,63,600,940,67,4,0,0,0,0,0,2,0,29,0,555,0,308,0,138,22,610,405,3,493,0,0,762,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,119,0,0,7,112,0,0,97,641,95,803,0,11,0,36,0,0,0,0,0,0,0,567,0,0,13,63,0,209,128,8,0,0,0,0,137,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,16,0,452,0,2,0,5,0,5,159,1044,0,35,0,0,636,0,33,0,36,0,0,0,648,0,0,46,0,163,0,0,4,68,547,273,318,996,193,66,11,0,9,27,0,0,14,0,0,0,0,310,376,388,1358,632,158,220,0,0,92,0,202,1,157,370,737,483,0,0,632,71,0,110,4,0,0,13,0,301,545,298,59,132,105,5,22,513,0,0,321,193,472,72,0,88,197,36,64,27,0,0,26,93,0,259,410,5,0,32,0,0,5,0,0,12,330,39,1,0,10,8,148,9,0,0,0,0,1,109,322,282,21,489,171,52,232,68,1,6,27,137,108,0,36,400,368,130,4,0,0,13,228,409,481,0,151,0,0,6,355,29,13,36,0,0,0,0,171,0,0,0,64,0,302,199,454,6,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,59
AVAR,0,85,0,505,0,1,0,10,308,8,788,3,0,0,0,0,553,0,10,0,0,0,0,8,534,0,0,19,0,110,2,0,627,109,247,1152,535,135,108,0,0,54,0,0,0,0,0,0,0,213,0,291,414,564,1047,516,341,0,0,0,24,239,232,234,0,343,602,0,22,10,511,101,0,3,0,0,10,301,0,214,445,284,130,47,70,493,34,0,0,409,741,302,430,0,1,30,131,7,215,25,0,101,0,2,400,292,0,0,28,0,0,0,0,36,0,41,379,0,3,43,60,7,87,0,0,0,0,138,0,224,262,417,23,48,290,59,254,13,1,129,17,0,12,480,146,176,293,0,0,6,0,397,209,21,596,61,68,0,354,46,21,131,0,0,53,0,0,172,0,0,0,1,0,192,194,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
