neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
BAGR,178,55,0,0,843,20,0,0,25,312,21,0,5,0,1222,0,0,0,0,0,732,359,31,0,0,0,221,188,1079,0,189,0,0,0,48,0,51,341,0,0,1,31,119,34,0,276,0,107,267,0,28,385,0,0,16,136,0,0,0,21,0,112,296,17,1849,904,206,645,390,208,16,19,416,1024,1081,982,528,0,0,0,0,49,0,237,0,0,81,789,0,1500,488,0,0,875,74,94,198,3,0,0,611,22,56,0,24,60,0,88,105,0,0,0,0,5,21,0,0,0,0,59,6,46,0,212,79,210,45,27,16,0,0,0,0,70,109,0,2,127,0,0,0,0,0,0,0,70,0,0,36,0,0,333,0,111,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVA,140,351,3,1,0,0,166,0,0,0,0,0,0,75,0,0,0,0,0,0,13,139,0,0,67,50,0,0,114,189,0,582,159,0,1,0,0,65,59,0,0,0,0,55,85,197,120,101,209,4,102,192,189,82,62,278,165,956,1006,0,1,207,344,0,0,46,7,349,407,417,452,842,1161,934,924,302,503,220,107,160,244,1009,1390,2102,1996,254,0,5,0,49,13,12,6,4,116,14,189,336,0,0,1358,0,0,0,0,114,86,135,143,0,0,0,0,57,29,0,0,0,42,1009,884,1679,1948,454,549,1644,1619,353,395,88,168,0,0,276,296,0,0,124,66,220,231,60,0,0,1111,980,42,4,0,0,0,0,0,9,11,28,348,266,1782,1,108,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,195,1,0,0,0,0,0,0,0,0,0,320,177,0,0,446,90,0,0,0,0,0,0,3532,1202,0,0,3,0,3,0,0,0,0,0,0,0,0,66,0,169,0,57,0,0,0,0,0,782,252,179,24,0,0,0,0,0,0,0,0,0,427,316,0,0,0,0,0,0,0,0,0,0,0,345,0,2,0,0,0,231,0,0,0,0,0,0,321,0,0,0,0,0,8018,4131,0,0,0,18,0,64,825,549,0,0,0,0,612,0,0,17,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,9112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,522,0,122,23,21,0,0,0,180,0,0,543,1910,547,192,1094,0,445,27,1071,169,0,885,4160,3354,0,28,502,5,0,41,0,0,0,781,0,160,229,5,0,0,0,0,0,0,0,0,0,0,439,80,0,0,0,0,0,0,0,0,0,0,0,269,13,933,0,0,8,335,117,382,0,287,0,0,12,0,0,0,0,0,3510,2960,0,1,0,182,0,37,40,142,0,0,0,0,325,0,805,9,0,0,295,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DL,26,0,107,0,87,0,0,0,5,27,0,0,11,0,49,0,56,0,134,0,179,0,1,0,2,0,30,21,79,0,0,0,0,0,0,353,0,0,0,0,0,2682,0,0,0,10,0,0,0,0,0,965,0,1945,0,0,0,54,0,74,0,10,0,104,23,40,0,20,0,10,0,39,0,112,377,0,0,44,24,191,0,0,0,0,0,219,11,0,0,122,0,0,0,5,0,678,0,0,4382,984,0,3519,0,0,0,0,0,0,1,59,70,0,3,57,21,536,545,796,663,0,0,0,0,0,0,243,0,0,231,0,0,0,0,0,0,6459,0,0,0,0,0,14,0,114,35,0,0,0,0,2396,0,0,0,1,57,0,107,175,1,0,0,0,402,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2DR,0,32,0,53,0,30,0,0,25,23,0,0,0,3,0,108,0,51,0,39,0,308,0,81,0,0,63,93,25,48,1,0,0,0,0,0,584,0,0,0,0,0,2007,0,0,0,0,1,0,0,0,0,785,0,1654,0,0,0,106,0,84,2,33,43,31,0,24,0,11,0,96,0,12,170,75,0,118,10,158,0,392,0,0,0,0,317,6,0,0,0,45,0,130,0,39,869,0,0,930,4833,0,0,3438,0,0,0,0,0,0,204,23,0,0,0,82,436,682,475,556,0,0,0,0,0,0,0,129,142,0,0,0,24,0,0,0,0,5790,0,0,0,0,0,80,39,0,47,6,1,18,0,1590,0,0,7,0,32,66,149,0,6,0,0,0,0,0,0,0,0,0,0,703,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2L,0,0,142,0,100,0,85,0,20,48,0,0,0,0,56,0,155,0,71,0,79,0,172,0,59,0,61,40,13,0,0,0,0,353,0,0,0,284,0,1987,0,2145,0,1611,0,0,343,9,0,2001,0,409,0,0,0,0,0,19,0,0,0,27,0,17,38,11,0,0,0,0,0,0,0,0,0,190,0,0,0,2,0,0,0,0,0,0,3,0,0,50,0,0,0,0,0,564,0,0,1,0,0,24,0,2440,0,15,0,133,0,0,21,58,372,1,0,731,0,3602,680,0,0,40,0,48,31,152,66,0,0,355,0,0,37,70,0,1523,0,1849,0,0,0,233,0,125,0,0,0,0,4,0,0,0,0,0,144,0,125,0,0,0,262,0,0,160,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2R,0,0,0,133,0,16,0,90,30,34,0,0,0,1,0,39,0,208,0,119,0,32,0,0,0,11,15,26,0,51,0,0,0,0,584,0,0,0,348,0,1242,0,2238,0,859,197,0,0,99,0,2542,0,253,0,0,0,0,0,7,0,47,12,36,32,0,0,0,0,25,0,2,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,4,0,10,667,0,0,0,175,0,0,108,0,2312,0,2,0,98,18,0,217,26,0,25,1063,3502,5,937,0,0,0,341,0,94,2,17,14,0,0,299,9,0,0,78,0,1524,0,1537,0,0,0,126,551,0,0,0,0,0,0,0,0,0,0,0,136,0,99,0,0,0,338,0,0,0,0,0,0,0,0,0,77,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,11,0,0,0,0
IL2VL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,65,0,0,0,0,284,0,0,0,0,0,0,0,1253,0,54,0,0,17,0,0,252,0,0,0,891,0,65,0,0,0,0,97,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,135,226,134,0,50,0,0,0,186,0,668,8,20,3275,0,0,0,0,0,0,3159,0,0,3,98,0,0,0,0,59,529,365,992,322,45,0,30,0,100,0,29,4,8,0,75,0,6,0,0,0,0,0,4123,0,0,0,0,0,0,0,0,25,31,26,0,0,245,0,148,0,0,98,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,59,0,0,0,0,0,348,0,0,0,0,0,0,0,1090,0,22,0,0,0,0,0,182,0,0,0,722,0,66,0,0,61,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,197,0,94,0,52,0,0,0,96,552,1,7,0,2941,3,0,0,0,0,0,2284,15,0,0,78,0,0,116,0,624,881,937,417,0,52,0,66,0,124,71,91,0,53,0,113,0,0,0,0,0,0,0,3061,0,0,0,0,0,0,0,10,66,126,0,0,0,183,116,0,0,44,230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,33,10,0,0,0,0,0
OLLL,0,0,178,0,22,0,32,0,3,12,0,0,0,0,103,0,111,0,26,0,23,0,0,0,0,0,21,65,0,0,0,0,0,0,0,1987,0,0,0,0,255,279,0,215,0,12,452,0,89,1680,0,128,0,413,0,422,0,0,0,0,0,3,0,90,14,1,0,0,0,0,0,0,0,143,0,3,2329,160,0,6,0,0,0,0,0,0,184,189,13,854,7,0,0,272,0,0,130,19,0,0,0,1100,0,1939,0,933,0,38,0,770,49,60,317,711,8,411,238,352,209,0,24,49,0,0,109,5,35,0,45,134,0,57,503,182,378,193,0,93,0,0,0,49,0,107,0,0,63,0,47,1153,0,900,0,95,17,0,37,0,0,54,16,0,0,138,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLLR,0,0,0,96,0,0,0,11,10,8,0,0,0,0,0,19,0,92,0,3,0,2,0,21,0,2,38,13,0,1,0,0,0,0,0,0,1242,0,0,255,0,0,350,0,639,449,10,5,0,0,1507,0,10,0,561,0,384,0,2,0,15,50,7,32,52,0,0,0,0,0,0,0,0,0,88,2523,60,1,121,0,0,0,0,0,0,0,43,0,81,20,848,0,3,0,301,0,14,11,0,0,0,112,1066,0,2482,0,1097,0,101,86,637,308,90,21,502,312,330,21,228,9,0,0,113,97,56,2,4,74,0,0,172,502,133,337,121,0,0,0,62,0,0,0,25,124,0,0,0,3,38,0,893,0,920,11,0,37,1,74,0,66,0,54,0,0,0,0,0,0,0,0,0,39,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0
OLQDL,12,0,108,0,55,0,0,0,51,57,0,0,105,0,116,0,73,0,92,0,84,0,88,0,43,0,109,57,76,31,0,0,0,2682,0,2145,0,0,0,279,0,0,0,0,0,170,0,0,68,310,0,628,0,1861,0,0,0,81,0,167,0,28,0,84,54,92,0,73,0,20,0,164,0,172,388,1,218,216,120,15,0,21,0,0,0,42,117,38,0,312,0,0,10,137,0,424,0,0,822,0,0,2939,0,0,0,0,0,0,0,262,605,6,63,271,129,410,207,34,191,0,166,0,0,0,0,777,0,0,1026,0,0,0,16,0,0,1271,0,3,0,0,0,115,0,238,113,2,4,10,14,1365,0,0,0,96,110,0,407,605,35,30,0,0,5,40,0,3,0,0,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQDR,0,4,0,35,0,15,0,0,37,56,0,0,0,23,0,157,0,69,0,81,0,40,0,84,0,32,56,47,135,119,0,0,0,0,2007,0,2238,0,0,0,350,0,0,0,0,0,1,0,0,0,276,0,230,0,1755,0,0,0,98,0,92,0,40,75,37,0,33,0,14,0,128,11,58,299,82,144,24,34,288,0,179,0,0,0,36,78,63,4,2,0,121,0,75,0,251,817,1,0,0,587,0,0,3191,0,0,0,0,0,1,448,169,26,0,57,237,438,10,242,344,20,0,0,0,0,0,0,770,968,0,0,0,19,26,0,4,0,1073,0,0,0,0,0,130,59,5,192,21,19,171,0,1245,0,0,69,0,64,440,435,0,52,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVL,161,0,88,0,0,0,443,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,11,0,139,0,0,0,9,34,55,0,0,0,0,1611,0,1253,0,215,0,0,0,0,0,0,0,0,0,641,0,247,0,0,0,1719,0,421,0,0,0,0,0,0,0,0,0,5,0,51,0,191,1,0,145,0,208,0,92,0,0,221,0,160,0,667,101,70,0,373,0,0,0,354,0,711,0,0,655,0,166,0,0,0,0,2043,0,0,47,247,0,0,16,0,473,245,144,17,142,0,0,112,0,1463,0,94,139,0,0,993,0,0,0,0,0,0,0,1428,0,0,0,0,0,0,0,141,0,46,94,0,0,733,0,211,0,0,555,412,99,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLQVR,0,83,0,73,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,66,0,0,0,40,0,0,106,0,85,0,0,0,0,0,859,0,1090,0,639,0,0,0,0,0,0,0,0,0,239,0,164,0,0,0,1334,0,166,0,0,0,0,3,0,0,0,0,19,0,67,4,155,168,0,384,0,84,0,0,0,0,87,0,3,165,204,3,26,0,287,0,0,0,386,423,0,0,0,767,102,0,0,0,0,0,3008,4,0,0,123,0,0,616,0,408,0,433,338,0,0,0,76,0,698,97,63,0,0,0,752,0,0,0,0,0,0,0,1062,0,0,0,0,0,193,0,118,0,173,0,0,0,1026,197,0,0,130,374,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,0,0,0,0,0,79
SAADL,0,0,0,87,0,0,0,1018,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0,0,248,276,197,0,0,10,0,0,197,54,0,12,449,170,0,0,0,0,1986,93,839,0,590,0,1,221,51,241,0,459,88,0,0,683,213,0,4,0,0,192,8,505,768,0,2,420,1124,254,426,17,166,0,3,0,49,0,0,3,36,91,3,28,86,0,34,1447,724,0,1057,1310,0,0,0,125,0,0,185,21,0,22,1623,403,0,12,20,0,229,0,0,0,0,1134,110,276,61,393,53,191,280,919,66,577,147,437,2,2,1760,0,0,18,0,0,0,0,4,153,0,308,472,344,0,0,0,0,0,352,0,2,176,91,31,12,619,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,130,276,0,0,0,0,0,0,0,0,0
SAADR,0,0,0,0,0,0,1154,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,120,195,0,0,0,343,0,0,22,452,10,0,1,0,0,1986,0,940,173,520,0,71,11,221,3,0,98,56,427,0,0,257,470,5,0,0,0,58,10,783,329,1,0,67,578,357,139,4,13,28,0,3,0,0,0,0,95,6,150,18,0,0,0,759,1332,1,1598,1240,0,0,0,0,0,183,0,0,23,1320,16,0,241,0,0,220,0,0,0,0,0,213,771,2,171,10,297,274,278,71,911,157,306,25,443,1858,559,0,0,0,90,110,1,1,0,4,56,0,307,968,7,0,0,0,0,344,0,0,88,101,29,104,130,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0
SAAVL,0,0,22,0,11,0,0,0,0,45,0,242,0,0,35,27,0,86,0,51,71,0,0,1,0,5,29,36,103,107,101,1,0,0,1,9,0,0,0,0,5,0,0,0,0,93,940,0,1986,6,0,0,0,104,85,0,31,124,714,0,0,214,98,0,34,3,0,0,0,2524,1247,243,168,15,28,0,132,29,9,0,0,115,0,36,8,25,4,103,88,17,4,0,0,18,916,12,1016,1434,0,0,3,0,0,35,0,0,3,896,534,0,43,246,76,154,75,0,0,0,0,910,670,108,449,312,454,137,153,282,370,0,512,526,1667,901,582,0,11,0,15,963,1065,0,23,0,0,0,80,30,0,0,0,0,0,15,0,0,123,469,339,5,295,105,0,0,0,110,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAVR,0,0,0,78,0,38,0,0,79,0,260,0,0,0,24,22,87,0,81,3,0,98,0,0,4,0,6,28,84,267,209,0,0,0,0,0,99,17,0,89,0,68,0,0,0,839,173,1986,0,0,66,0,0,100,69,31,0,1264,401,2,17,10,260,27,0,0,10,0,5,1341,1647,226,73,69,14,23,159,75,2,39,0,2,160,4,43,0,0,114,151,0,5,0,0,1065,116,3,1493,940,0,0,6,0,0,0,2,14,0,686,1149,0,11,35,39,15,277,0,0,0,0,130,572,261,94,583,455,221,448,330,422,591,0,1650,309,366,743,0,0,16,0,999,123,101,0,0,0,0,73,32,0,0,2,0,0,1,2,0,494,570,261,1,111,617,0,0,0,0,0,0,0,0,0,0,0,101,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBL,0,0,135,0,1,0,2481,0,0,2,0,0,19,0,24,0,203,0,20,0,18,0,0,0,0,0,20,5,12,0,4,0,0,0,0,2001,0,0,0,1680,0,310,0,641,0,0,520,6,0,0,0,1430,0,0,0,13,0,1658,0,0,0,5,0,170,8,0,0,0,0,9,0,101,0,226,940,26,0,32,222,219,0,16,0,0,0,141,191,93,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3184,0,0,0,386,0,33,291,118,694,0,6,0,0,32,0,0,95,156,0,685,320,825,589,0,869,394,0,0,324,201,0,0,0,0,0,0,0,44,0,244,0,0,0,0,10,1448,0,1361,0,2,41,0,1087,889,358,0,5,0,0,1110,0,2313,0,154,0,1372,0,0,0,0,0,0,0,0,0,45,0,1633,0,74,0,742,0,0,0,0,0,0,0,0
URBR,0,0,0,150,0,1,0,2845,15,31,0,0,0,0,0,31,0,115,0,53,0,12,0,16,0,0,9,28,0,28,102,0,0,0,0,0,2542,0,0,0,1507,0,276,0,239,590,0,0,66,0,0,0,557,0,0,0,0,0,579,0,26,134,23,23,0,0,0,0,4,178,0,5,12,765,156,0,91,317,2,0,42,0,319,0,0,20,25,0,50,0,4,0,126,0,19,0,0,74,0,0,0,0,0,0,2562,0,0,0,250,195,8,775,67,5,33,0,7,0,0,30,162,0,2251,335,1211,539,1539,1023,133,0,962,212,1,4,142,0,0,0,0,0,0,0,8,791,0,0,0,0,9,0,1382,0,1422,0,0,98,912,1787,0,0,0,144,0,0,0,0,0,0,0,0,0,460,0,2874,0,19,0,217,0,0,0,0,0,0,0,0,0,239,0,1578,0,0,0,237
URXL,2418,0,0,0,471,0,798,0,243,33,0,0,1052,0,0,0,228,0,23,0,2525,0,250,0,1275,0,0,0,27,385,192,0,0,965,0,409,0,252,0,128,0,628,0,247,0,0,71,0,0,1430,0,0,0,737,0,357,0,1054,0,223,0,16,118,26,149,352,0,341,0,189,0,257,202,58,398,220,6,148,155,16,0,70,0,1167,0,3,47,951,0,450,0,124,0,661,0,96,14,0,67,0,1397,47,0,440,0,180,0,0,0,0,15,0,2,5,0,0,0,0,0,19,146,16,0,0,159,0,1,0,50,237,0,0,42,0,0,313,0,276,0,0,0,897,0,317,147,1163,28,7,68,1376,0,19,0,77,64,0,304,77,14,92,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,2133,0,0,0,647,0,224,0,204,0,0,0,813,0,32,0,227,0,33,0,2767,0,427,0,1298,2,15,306,0,189,0,0,0,785,0,253,0,182,0,10,0,230,0,164,1,11,0,0,0,557,0,0,0,740,0,361,0,496,0,166,75,6,60,71,0,482,0,407,0,172,499,255,30,130,20,129,223,110,0,10,0,264,0,1539,18,8,0,888,0,481,0,34,0,738,138,0,7,0,33,1303,0,86,0,147,0,243,1,0,0,0,0,0,0,0,0,0,0,0,21,29,0,7,27,0,0,0,0,0,0,3,19,0,0,0,0,363,0,223,0,0,0,558,394,976,147,0,0,3,0,1190,0,3,25,0,326,170,183,0,1,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,27,0,28,0,18,0,0,0,6,19,0,0,172,0,37,0,62,0,18,0,56,0,36,0,26,0,49,27,10,0,82,0,0,1945,0,0,0,0,0,413,0,1861,0,0,0,221,221,104,100,0,0,737,0,0,0,0,0,133,0,66,0,15,154,39,23,33,0,16,0,69,41,109,24,223,528,186,1441,103,97,16,0,68,0,12,0,24,85,5,0,712,0,0,0,233,0,106,31,24,11,0,0,3650,0,0,0,0,0,23,33,0,283,0,0,1238,0,138,311,0,60,155,0,0,0,19,60,22,88,52,0,0,0,3,746,19,15,1692,0,0,0,0,0,55,0,63,88,0,47,41,64,1606,0,0,0,77,75,0,55,10,236,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,1,0,18,0,13,0,7,20,29,0,0,0,84,0,94,0,24,0,29,0,53,0,109,0,6,24,22,23,16,62,0,0,0,1654,0,0,0,0,0,561,0,1755,0,0,51,3,85,69,0,0,0,740,0,0,0,0,0,249,0,24,55,22,37,18,0,15,0,12,64,122,112,83,170,186,996,220,132,212,0,9,0,3,0,113,9,25,0,0,0,410,0,12,0,340,497,0,21,136,127,0,0,4052,0,0,0,0,110,70,261,0,0,0,0,890,245,75,336,8,0,121,0,0,63,81,1,72,0,87,0,0,881,13,45,24,0,2140,0,0,0,0,0,48,19,9,74,47,19,89,0,1269,0,0,66,0,35,20,12,0,66,0,0,0,0,0,0,0,0,0,0,39,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,122,0,106,0,0,0,387,0,0,0,0,0,14,0,0,0,0,0,0,0,96,0,15,0,167,0,0,0,12,136,278,0,0,0,0,0,0,891,0,422,0,0,0,1719,0,241,0,0,31,13,0,357,0,0,0,0,0,118,0,0,0,0,273,0,0,0,0,43,0,19,163,140,8,0,377,0,1968,0,98,2,0,125,0,150,0,81,358,80,0,688,0,0,0,401,0,566,53,6,0,0,289,0,0,0,0,3211,0,0,134,1220,0,0,7,0,451,378,319,0,332,368,0,39,0,223,0,169,176,68,0,11,0,65,0,0,436,0,0,1416,0,0,0,0,0,0,0,157,5,46,242,0,0,1331,0,108,0,0,95,78,162,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,38,0,69,0,0,0,68,0,0,0,0,0,27,0,0,0,0,0,0,0,85,0,0,0,20,0,0,177,0,165,0,0,0,0,0,0,0,722,0,384,0,0,0,1334,0,98,31,0,0,0,0,361,0,0,0,0,0,99,0,0,101,0,0,0,0,0,0,16,60,49,7,85,322,0,1997,0,72,0,0,0,0,79,0,6,77,345,0,56,0,678,0,0,0,526,101,11,23,0,117,199,0,0,0,0,0,4092,96,0,0,724,0,0,259,0,356,188,360,155,0,180,0,39,0,123,247,68,0,43,0,62,0,68,625,0,0,0,0,925,0,0,0,0,0,152,0,83,40,305,0,0,0,740,395,0,0,67,9,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,6,0,1,0,0,0
ADAL,106,2,717,0,0,0,1120,0,119,0,0,0,2366,0,0,0,4,0,642,0,0,0,20,0,304,0,0,0,0,0,956,320,307,54,0,19,0,65,0,0,0,81,0,421,0,459,56,124,1264,1658,0,1054,0,133,0,118,0,0,299,83,0,122,111,0,0,0,0,5,4,1115,1262,916,635,612,1440,99,2,1,1378,717,0,254,0,503,0,111,0,53,0,0,0,1194,0,0,0,15,546,3,6,0,172,10,0,3,0,63,0,184,819,1,49,0,10,0,120,0,0,0,0,51,108,829,0,964,345,828,367,412,9,572,0,170,34,0,385,88,0,97,0,1865,221,30,0,0,0,745,9,22,0,294,0,83,0,24,894,0,1246,1325,826,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,2,169,0,545,0,0,0,3028,0,30,0,0,0,2096,0,0,0,44,0,565,0,7,0,0,0,323,0,0,0,0,1006,177,522,0,106,0,7,0,66,0,2,0,98,0,166,88,427,714,401,0,579,0,496,0,249,0,99,299,0,0,189,58,50,0,0,0,0,2,21,1741,950,652,1274,1649,614,97,154,1413,4,0,689,30,699,0,537,633,0,0,145,0,0,0,846,0,0,0,35,651,0,267,146,0,125,0,0,0,66,479,189,13,41,25,1,57,2,0,0,0,0,122,93,0,847,165,630,348,800,174,416,0,294,8,254,252,0,0,274,0,153,144,1984,0,22,0,694,0,8,9,29,0,285,0,78,14,0,1075,1438,926,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,1101,0,1680,1,81,0,0,0,1294,245,4558,0,1041,0,929,0,2377,0,5474,181,11,0,972,0,794,0,1996,540,0,21,0,0,0,74,0,0,0,0,0,0,0,167,0,0,0,0,0,0,2,0,0,223,0,66,0,0,0,83,0,0,205,2636,2,90,92,383,0,918,0,0,0,3,53,0,110,0,9,0,165,64,0,51,0,70,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,0,112,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,0,299,0,0,0,0,0,45,0,0,0,0,0,3043,0,151,0,448,0,0,0,0,0,87,0,0,1727,0,12,0,63,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,895,53,1883,0,414,0,0,353,868,0,3438,0,1192,0,870,55,2307,4,4347,0,42,519,1198,43,500,844,1409,3,0,1,0,122,0,84,0,47,0,0,0,15,0,92,0,0,0,0,0,17,0,26,0,166,0,24,0,0,0,189,205,0,29,2421,132,255,0,354,0,894,0,0,0,37,8,0,0,0,80,0,0,133,5,1,0,19,11,0,0,2,0,7,0,1118,0,0,0,0,0,0,0,102,0,62,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,20,0,0,0,0,215,0,0,0,0,0,31,0,0,0,0,0,2932,169,143,0,0,0,0,0,0,0,45,0,89,1484,0,10,0,20,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
