neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
PVPL,1068,0,171,0,0,0,563,0,0,0,4673,43,0,0,0,1100,13,0,0,0,0,0,0,405,0,370,58,0,2330,0,0,0,8,357,1648,54,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,294,0,0,26,0,53,0,0,1893,0,12,0,64,0,747,0,19,0,0,884,0,0,187,0,221,21,799,987,1497,2606,199,1113,6,1087,143,1057,638,0,5002,29,0,271,0,0,104,0,13,0,3064,3,1140,0,0,382,0,0,0,2796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,157,0,3,0,506,0,487,0,27,0,109,35,211,0,465,0,0,0,0,35,0,0,23,0,155,119,73,0,0,13,269,124,6508,803,751,0,0,0,0,0,124,0,179,37,0,148,0,299,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVPR,489,1180,0,1325,0,5,0,135,0,0,5608,0,2,0,0,89,1111,0,0,0,0,0,5,0,123,79,0,268,50,982,0,0,361,3,1716,326,135,0,0,0,0,0,14,0,0,0,0,0,18,0,0,0,0,7,39,0,53,0,5,0,2288,0,5,0,13,0,1302,0,47,1106,9,0,0,0,89,80,259,301,1183,2633,2148,827,122,493,10,1034,18,0,45,1822,6408,271,0,105,214,0,281,0,0,268,2993,0,788,0,0,405,0,0,3258,0,0,0,0,0,30,0,76,0,7,0,0,0,0,0,0,0,0,0,400,0,0,0,463,0,612,13,277,95,433,0,73,0,532,0,0,56,6,0,0,0,70,55,52,0,38,0,30,26,8515,428,442,489,193,0,0,0,0,623,1,119,0,0,395,125,0,48,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVR,0,0,0,0,0,0,1868,2447,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1974,0,0,0,0,0,0,0,0,308,1218,232,556,443,0,0,198,150,0,0,151,213,161,175,8,516,0,0,57,9,1141,1254,418,379,180,33,57,77,477,529,1190,447,0,1,0,0,0,0,0,25,0,0,111,71,1360,1216,1260,112,5,0,611,1894,717,452,76,986,0,105,0,0,0,0,0,0,0,69,0,0,0,0,0,4356,3996,0,633,798,100,6,662,471,884,787,3,0,137,42,0,17,0,0,0,0,0,34,110,133,0,0,0,965,318,178,1225,227,45,85,2,265,0,1,153,0,342,319,109,120,443,308,5,112,0,0,0,286,24,0,3,0,634,995,1530,2452,26,1816,1284,0,22,352,1006,153,30,13,196,188,12,90,203,186,150,407,202,453,9,23,306,13,851,0,537,593,153,331,1269,415,1126,0,1227,647,67,148,593,667,2184,4,286
PVT,0,0,0,0,0,0,0,0,1,0,287,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,12,2,32,122,108,33,29,386,427,103,108,51,99,108,85,1,0,68,110,22,0,542,250,29,53,14,16,161,149,318,322,0,88,0,0,769,634,0,0,0,0,80,195,392,26,94,1,62,0,364,198,0,0,0,0,0,0,0,214,0,0,0,0,158,194,0,0,1158,1646,48,90,154,0,0,158,94,75,5,3,178,217,146,200,0,0,128,179,0,0,24,0,28,0,1351,1378,70,74,88,274,3,62,2,0,0,56,486,115,104,96,16,41,77,98,43,31,285,407,298,398,0,0,0,0,0,210,0,2886,3468,3616,17,16,33,45,4041,0,0,0,0,59,12,35,243,72,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIAL,1183,0,16,0,158,0,0,0,158,0,407,0,46,0,0,51,0,119,0,0,0,0,0,1116,0,0,67,0,269,0,16,31,0,1435,146,0,0,9,0,19,2,327,2,394,55,42,133,261,133,1,45,251,4,238,60,46,20,0,0,1758,0,0,0,224,0,39,0,0,0,1,122,0,190,140,0,1179,0,389,87,0,28,0,0,0,156,0,0,0,0,3,0,104,0,0,0,0,2095,519,0,1,0,404,0,283,261,118,0,0,656,61,0,553,502,205,0,570,239,1507,1300,1554,1489,1579,1117,0,2,0,21,258,55,125,31,905,140,146,578,105,137,143,97,506,14,497,42,929,1158,798,1019,0,0,63,0,155,12,11,0,0,0,0,0,109,24,10,0,755,101,1066,290,15,0,0,0,0,25,27,0,19,96,328,0,0,3,18,2,1,241,0,0,4,0,49,0,53,99,47,0,0,0,58,2,37,92,0,0,9,15,122,143,45,466,1
RIAR,0,1235,0,7,0,139,0,0,0,129,286,119,15,0,0,0,59,0,31,0,0,0,0,0,1331,0,0,113,0,512,19,3,1127,0,111,3,174,0,2,12,17,0,315,105,356,39,65,95,225,58,29,0,329,184,176,38,255,0,32,0,1351,0,4,0,172,0,388,0,0,98,1,284,33,305,746,265,1274,243,256,125,28,0,12,245,1,0,4,0,0,0,17,0,281,0,0,2095,0,19,785,0,84,0,433,679,49,407,0,0,369,0,66,438,649,0,294,403,586,1010,1509,1134,1291,1009,1870,3,0,1,29,28,343,22,41,95,581,562,190,138,190,88,136,99,402,115,437,1097,1150,1130,820,0,0,0,42,0,114,0,0,0,0,0,49,3,90,24,15,131,659,380,881,31,0,0,0,0,3,4,0,60,188,71,0,2,7,89,142,95,955,9,0,0,3,3,135,0,515,0,0,1,1,188,55,141,276,5,0,0,15,9,15,0,38,0
RIBL,804,0,0,0,474,0,0,0,0,0,165,50,1,19,0,5,0,90,0,18,0,4,0,3512,93,0,225,0,894,0,254,0,659,1837,179,0,0,45,0,93,0,437,0,1626,14,412,0,798,0,0,0,18,181,6,30,0,0,41,0,708,0,1356,0,1770,0,0,0,0,0,28,492,459,1515,1548,0,1063,1,249,39,122,125,3,31,661,1496,0,0,0,0,0,0,13,0,0,158,519,19,0,114,0,0,317,0,280,487,166,0,0,114,97,0,231,0,112,0,59,10,66,0,6,296,74,0,353,0,0,383,60,71,0,0,243,31,136,0,490,0,251,100,125,0,139,0,213,439,145,565,27,0,363,0,0,0,0,0,0,0,0,0,0,112,25,282,295,0,664,0,380,0,0,0,0,13,0,241,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBR,120,725,0,0,22,685,0,0,0,0,134,25,88,0,0,0,26,0,502,0,54,0,36,53,3416,0,0,372,26,1409,0,214,2240,559,112,0,0,0,85,0,42,0,73,10,1519,0,451,0,414,0,0,259,22,8,3,0,0,0,37,0,592,0,1830,0,1522,0,0,0,3,585,64,1693,709,46,1826,33,986,0,223,126,116,114,0,1405,479,0,0,0,0,0,0,0,0,0,194,0,785,114,0,0,0,0,400,330,108,428,0,0,73,0,169,0,89,0,58,23,56,0,69,390,9,0,13,366,0,26,1,123,105,0,0,0,171,0,158,0,679,104,248,0,149,0,84,490,278,546,75,0,34,0,265,0,0,0,1,0,0,0,0,0,15,160,413,0,334,0,329,756,0,0,0,0,2,0,334,994,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFL,1054,0,660,0,0,0,2393,0,0,0,9,152,0,19,0,5169,88,6,0,265,0,1466,0,3,0,604,723,0,1815,0,0,0,0,0,45,0,0,90,0,0,0,0,0,0,0,92,0,0,0,0,0,4,4,0,0,466,0,0,0,109,0,35,0,0,0,931,0,1423,0,298,0,0,0,186,0,214,27,303,269,1323,243,121,472,282,175,904,2326,6427,438,102,90,3064,268,0,0,1,0,0,0,0,49,80,0,0,1554,0,0,0,142,59,0,29,0,0,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,0,0,0,56,2,0,192,0,0,170,1,42,576,0,0,0,0,22,146,0,0,0,317,1,2050,0,23,3003,1937,736,1332,0,95,0,68,0,76,0,0,1829,2700,1316,0,0,0,38,39,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIFR,50,1188,0,691,0,0,0,1160,0,0,116,0,563,0,90,63,5436,0,46,0,937,0,2327,0,0,878,0,2265,18,1039,0,37,0,0,13,585,1281,0,234,0,0,0,0,0,0,0,37,0,0,0,0,11,0,0,0,0,241,0,0,0,348,0,39,0,0,0,1604,0,2176,0,407,0,12,0,241,17,113,0,0,78,1841,76,116,4,181,3174,186,0,8464,53,1037,3,2993,69,0,0,84,0,0,49,0,0,0,0,0,1361,0,0,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,82,13,1,0,0,0,591,0,0,0,0,0,187,0,0,0,317,0,2294,0,1718,2562,1810,742,0,0,0,0,87,0,77,0,1297,1150,0,1791,50,1,0,37,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGL,223,0,16,0,9,0,0,0,497,0,232,0,2,0,0,9,0,0,0,0,0,0,0,111,0,1,5,0,57,0,0,0,45,1417,22,149,0,195,0,75,0,185,0,625,0,258,0,665,0,377,0,2227,349,0,408,0,0,37,0,1023,0,413,0,631,0,84,0,0,0,101,1138,0,52,35,0,986,132,33,545,0,590,130,871,682,641,0,2,97,0,5,0,1140,0,0,1158,404,0,317,0,80,0,0,839,71,355,389,0,0,842,240,0,29,0,134,0,0,825,0,0,50,0,0,0,14,0,0,0,2306,849,10,806,834,0,241,0,0,0,288,0,733,87,272,204,7,0,0,71,122,0,45,0,635,1038,66,0,0,1,54,0,469,616,1725,44,103,0,0,0,2465,0,7,0,0,0,0,656,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
RIGR,0,273,0,41,0,7,0,0,0,289,439,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,0,8,0,142,0,0,1773,149,73,35,5,0,236,0,74,0,221,0,738,0,336,0,712,0,78,713,1548,1050,0,0,0,0,177,0,1431,0,475,0,950,0,93,0,0,1559,0,0,13,0,0,154,1364,370,58,121,0,749,34,377,546,0,0,0,0,0,9,0,788,0,1646,0,433,0,400,0,0,839,0,340,339,247,0,0,1079,0,190,0,8,0,100,782,0,0,0,2,15,0,0,0,0,31,4,1218,2561,985,3,1,540,0,32,8,0,0,218,143,557,79,332,0,6,42,0,0,76,0,99,1128,917,0,0,0,0,0,399,0,1426,736,963,0,86,0,0,2950,0,0,0,0,17,0,243,176,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIH,413,131,0,0,5,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,208,105,71,1,17,0,66,0,0,147,40,3,61,42,1475,1871,1821,1471,1361,1405,0,20,1219,1626,1345,1420,0,1,0,2,9,5,0,0,0,0,158,118,1063,1160,351,1181,0,24,0,0,1,0,61,44,384,471,779,596,3,0,0,15,0,0,139,26,0,13,0,0,10,0,0,0,0,48,283,679,280,330,0,0,71,340,0,0,2,1283,806,967,383,419,0,15,328,906,14,0,20,29,0,0,23,72,993,720,757,1027,40,0,8,0,0,1,17,0,0,14,0,8,146,145,164,41,0,0,29,0,510,739,778,477,43,19,0,0,0,0,0,1,0,32,28,48,131,363,22,240,102,0,0,0,0,0,0,0,211,0,0,5,0,0,0,0,0,0,0,17,2,17,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,3,0,3,0,0,0
RIML,494,0,204,0,15,0,39,0,90,446,80,59,0,0,0,672,0,7,0,0,0,109,0,217,0,275,112,0,74,0,64,0,15,36,280,17,0,0,4,3,0,52,16,75,0,0,0,0,0,1,220,1878,2108,1758,2163,351,336,0,0,4,1,109,8,89,33,1691,0,69,0,342,1205,0,0,261,34,1117,31,418,1182,754,524,131,299,639,444,0,660,520,0,175,7,382,0,0,90,261,49,487,108,1554,0,355,339,0,0,548,0,0,1,0,0,0,0,29,22,781,170,3,7,506,1262,1,0,21,0,0,76,1128,493,150,82,1206,131,610,36,967,304,490,220,517,10,171,0,803,1010,918,718,0,0,16,4,0,73,0,0,0,20,156,0,246,877,783,137,0,58,0,102,197,252,131,0,0,350,36,91,354,133,128,0,0,0,0,0,0,0,0,0,0,0,173,0,373,0,500,0,0,0,0,0,0,0,0,0,0,0,151,0,604,0,393
RIMR,0,475,0,0,0,15,0,0,426,142,109,0,43,0,6,0,399,0,98,0,45,0,112,0,156,273,0,86,0,125,0,29,41,0,304,87,206,17,0,0,0,32,20,48,23,4,0,41,0,111,1,2369,1618,2049,1420,9,278,0,119,0,17,13,115,30,94,89,2225,0,82,1273,347,59,0,0,75,25,1180,1168,605,447,525,253,108,508,572,299,0,0,542,1,102,0,405,0,154,118,407,166,428,0,1361,389,247,2,548,0,0,0,35,17,0,0,0,36,31,190,678,11,2,1303,404,0,1,77,0,0,24,862,1674,108,89,86,1277,9,368,387,860,261,445,0,366,0,118,1113,857,822,936,0,0,1,13,0,1,0,0,0,0,96,145,0,909,1028,179,87,0,65,0,164,1,15,0,3,500,305,0,436,124,37,0,0,0,256,0,355,0,275,0,0,0,0,0,0,0,0,0,0,0,205,0,630,0,458,0,0,0,0,0,0,0,0
RIPL,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,5600,0,354,0,12647,0,0,0,2135,0,3304,0,56,0,0,0,0,89,9,0,388,0,0,0,57,0,719,0,2500,0,0,0,0,0,0,0,0,0,0,0,203,0,788,169,157,49,0,0,0,201,3,0,21,0,0,0,4356,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,0,4647,0,0,0,6651,0,72,8,105,60,0,0,153,44,615,1052,1392,567,0,0,430,49,0,0,45,0,172,0,273,581,0,27,7,0,7,0,0,0,7365,0,11225,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,1055,0,0,0,0,0,0,355,166,122,0,23,0,1961,396,936,30,13,15,31,58,0,0,0,0,0,0,0,0,2529,2352,80,661,0,458,0,229,0,0,0,0,0,0,0,0
RIPR,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,5898,0,715,0,14308,0,0,0,1559,0,4345,0,0,0,0,0,0,0,0,0,339,0,54,0,1,0,1008,734,1784,0,0,0,0,0,0,0,0,0,0,0,178,110,965,50,44,0,0,82,19,0,0,4,8,0,0,3996,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,5591,0,0,0,8100,3,64,138,80,0,0,77,153,864,1408,1646,761,0,0,1,416,0,0,0,9,0,70,112,49,32,6,0,43,0,5,0,0,0,8655,0,14953,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,1438,0,0,0,0,0,156,329,0,0,0,0,0,0,0,0,0,0,0,0,2047,696,846,60,18,1,0,49,0,0,0,0,0,0,0,0,2422,1203,1095,16,49,816,0,72
RIR,2262,2526,178,144,180,305,0,0,0,0,3603,169,102,0,0,697,441,0,0,0,0,0,0,1443,1613,0,237,161,1182,1056,11,2,730,1059,1255,0,0,0,0,7,1,0,11,1,0,0,0,178,90,0,0,19,102,0,7,25,181,0,0,3359,2584,0,0,203,210,4,28,118,61,349,227,22,15,611,492,1191,1339,702,388,337,216,29,93,278,339,18,83,0,0,909,483,2796,3258,0,158,656,369,114,73,142,8,842,1079,967,1,35,0,0,0,0,0,0,0,0,28,385,308,0,0,0,0,15,44,0,0,0,101,94,97,0,0,70,87,1,34,2,33,23,53,162,47,574,83,0,53,16,0,0,0,0,44,0,0,52,16,0,0,0,2887,2740,15,23,331,0,0,11,0,202,0,0,0,0,0,0,53,143,132,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DL,10,0,72,0,132,0,9,0,0,0,3,60,76,0,0,5,0,97,0,148,0,84,0,254,0,0,51,0,52,0,100,96,165,262,0,0,0,9151,0,902,0,0,0,2288,0,6528,0,0,0,0,0,9,0,0,0,0,0,204,0,156,0,8471,0,0,0,51,0,155,0,47,67,72,55,138,0,80,0,4,0,82,0,51,206,300,78,98,0,223,0,0,0,0,0,633,94,61,0,97,0,59,0,240,0,383,0,17,4647,0,0,0,0,1757,0,215,0,0,0,4030,0,0,0,0,1266,1154,1509,836,665,25,110,12,0,0,0,0,0,0,0,0,0,0,38,0,0,0,143,112,0,12497,0,8,0,0,0,94,0,144,51,48,169,0,46,55,160,2508,0,0,0,69,173,84,63,0,7,0,0,34,0,0,3829,1299,1281,535,31,254,0,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1DR,0,7,0,244,0,61,0,3,0,0,0,72,145,0,0,0,11,0,66,0,126,0,168,0,215,0,0,52,0,4,78,81,110,191,0,0,0,0,9049,0,1592,0,0,47,3241,0,7481,0,0,0,0,0,0,0,0,0,0,0,46,0,120,0,8553,0,0,4,153,0,144,71,78,135,120,0,63,0,59,0,8,0,103,129,90,168,0,11,135,0,99,16,0,0,0,798,75,0,66,0,169,0,60,0,190,419,0,0,0,5591,0,0,0,0,2479,0,29,0,0,0,3871,0,0,1082,0,1337,399,1214,553,96,24,0,48,0,0,0,0,0,0,0,3,48,0,0,0,136,0,0,110,0,10091,0,9,0,148,0,200,187,70,68,0,123,21,44,151,0,2700,0,0,100,161,108,0,114,0,37,0,62,0,3,0,0,0,0,0,0,0,0,3584,1337,1326,402,81,303,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,0,73,0,54,0,328,0,3,0,0,59,55,0,0,0,0,346,0,192,0,80,0,85,0,0,71,0,2,0,189,67,129,10,0,0,0,0,0,4778,0,0,0,3579,0,0,0,423,0,1,0,2,265,35,0,498,0,3023,0,521,0,0,0,0,0,4,0,2,0,22,0,0,118,7,0,2,0,116,0,0,1,19,0,220,596,0,4,329,0,0,0,0,0,100,5,553,438,231,0,29,0,29,0,0,0,0,0,0,0,1757,0,0,0,2068,0,244,0,1407,1038,946,1062,1386,708,254,200,6065,304,36,494,0,1079,0,0,22,0,153,0,28,85,28,9,115,0,0,0,397,0,1281,0,1225,0,1190,0,0,0,122,211,59,0,0,0,1,23,161,0,0,0,9,158,23,56,0,30,31,78,23,259,0,2,3219,0,784,0,68,0,0,0,0,0,0,0,0,0,0,25,3803,0,1059,0,435,0,0,0,0,0,0,0,0,0,0
IL1R,0,9,0,157,0,122,0,67,0,124,0,199,55,0,0,0,0,0,294,0,148,0,209,0,60,0,0,39,0,0,89,70,20,162,0,0,0,0,0,0,6344,0,1,0,3327,0,42,0,1129,0,0,37,0,0,80,0,10,0,2664,0,357,0,0,0,0,0,0,0,22,0,54,97,0,0,57,0,54,0,123,0,0,0,24,529,289,3,0,0,1,0,0,0,0,6,3,502,649,0,89,0,0,0,8,15,0,0,0,0,0,0,2479,0,0,0,2307,0,186,902,1341,985,871,951,1464,627,5586,721,598,120,11,835,0,0,1,0,41,30,206,0,9,0,15,0,232,42,0,0,262,0,1880,0,2860,0,2891,0,0,354,105,292,0,0,0,8,0,0,107,0,56,1,0,51,0,109,57,20,0,5,0,423,0,0,0,0,0,0,0,0,210,2809,0,1329,0,263,0,0,0,0,0,0,0,0,0,0,653,3059,0,1119,0,349,0,0
IL1VL,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,891,0,8379,0,2260,0,0,0,6404,0,142,0,119,0,0,71,0,33,0,0,0,0,0,0,8277,0,309,0,0,0,0,86,0,0,0,0,0,0,0,73,0,0,0,0,0,489,0,0,0,0,2,0,0,0,662,178,205,0,112,0,0,0,134,0,328,29,36,6651,0,0,215,0,2068,0,0,0,0,81,0,1274,0,0,4502,0,571,2689,768,1149,175,96,314,0,127,0,124,0,203,0,144,112,93,0,47,0,30,0,0,19,22,0,5403,0,0,0,0,0,0,0,0,0,0,46,37,123,0,0,1501,0,64,0,0,0,0,249,86,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,2201,80,486,4,140,0,93,0,0,0,0,0,0,0,0
IL1VR,0,0,0,6,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,0,0,0,0,0,649,0,9437,60,2748,0,0,0,6572,0,7,0,106,4,0,0,0,0,0,0,515,0,0,0,8399,0,180,0,0,213,0,0,0,0,0,0,0,107,0,23,29,11,0,140,0,14,0,0,0,0,34,0,30,471,217,0,294,0,58,0,0,0,100,906,22,31,0,8100,28,0,29,0,2307,0,0,84,0,1457,0,0,0,0,4428,344,57,3072,1181,56,105,0,203,0,193,0,180,0,190,115,208,0,114,0,87,0,6,27,0,0,0,0,5896,0,1,0,0,0,0,0,2,0,47,114,82,0,0,0,2066,70,0,0,0,0,288,271,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,1596,1294,189,242,40,0,18
RIVL,0,0,0,0,84,0,25,0,253,691,126,0,29,0,0,0,0,30,0,0,0,0,0,229,0,0,0,0,0,0,0,1,143,168,63,189,0,12,0,264,0,0,172,113,0,0,0,0,47,0,2281,210,1998,2066,518,464,2072,255,1,0,18,58,132,0,150,464,121,0,0,653,0,317,97,72,0,5,27,864,273,224,274,789,81,124,166,305,58,0,0,141,119,1,0,884,146,570,403,59,23,0,0,0,782,14,781,190,72,3,385,0,0,244,0,0,84,0,3052,578,0,610,58,10,862,19,0,0,0,629,838,377,1890,61,182,0,2185,461,1212,218,137,347,533,20,826,99,2773,2037,443,14,3,0,67,1021,0,0,0,0,0,0,613,0,614,187,192,41,37,2,188,493,0,0,0,0,1075,811,164,272,10,542,0,0,11,0,220,0,789,0,0,0,4,0,53,0,46,0,0,0,28,0,26,0,727,0,2,0,308,263,386,755,2490,1382
RIVR,0,7,0,0,0,140,0,30,619,1528,193,67,0,0,0,0,0,0,1,0,0,0,0,0,220,0,0,0,0,0,15,0,325,153,101,256,1,2,15,0,133,188,0,3,44,0,0,164,0,1767,0,2037,199,739,1527,1308,2572,0,179,16,8,82,99,81,0,529,83,0,0,43,853,183,414,0,104,43,0,217,878,441,206,116,333,102,214,37,388,0,0,100,368,0,76,787,200,239,586,10,56,0,0,825,0,0,170,678,8,64,308,0,0,0,186,81,0,3052,0,0,534,68,573,777,9,103,0,0,0,607,399,1786,279,216,54,2147,0,1397,738,174,337,741,331,668,0,2874,14,211,2048,5,13,31,0,365,493,0,0,0,0,0,9,610,253,523,557,17,8,489,0,567,0,0,0,0,1180,650,157,295,698,0,0,0,0,0,25,0,207,0,0,0,0,0,1,0,0,0,0,0,3,97,559,1127,2996,4083,0,0,8,0,4,0,109,0
RMDDL,0,0,0,0,0,0,0,0,352,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,13,0,0,293,0,0,8,0,323,1409,82,429,242,0,1906,0,1376,2,424,304,76,0,558,22,10,17,0,2402,0,0,1373,0,97,0,0,0,16,0,0,0,0,0,0,193,22,78,6,0,63,81,662,0,18,0,0,0,0,0,0,3,0,1507,1010,66,0,0,0,0,0,20,3,11,105,138,0,4030,0,1407,902,0,1457,578,0,0,513,784,815,178,3441,1057,116,136,83,102,254,591,522,709,273,136,1246,44,1007,209,645,143,32,0,694,55,412,312,64,268,0,0,115,0,39,0,0,0,0,0,0,0,1,0,0,1409,204,0,455,0,0,0,0,0,260,63,43,46,396,315,469,385,389,178,573,55,3372,0,0,102,0,5,2,126,175,300,144,85,348,0,559,0,11,0,1039,1082,1930,1501,2974,1849,4251,549
RMDDR,0,0,0,0,0,0,0,0,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,0,0,0,381,44,0,168,0,230,1501,331,467,1422,0,1332,0,255,0,0,293,124,259,27,0,0,8,0,2155,1114,0,11,0,0,0,7,0,0,0,0,0,0,0,8,190,17,13,8,0,556,141,58,0,0,0,68,147,0,7,0,0,1300,1509,0,69,0,0,0,0,29,7,2,60,80,0,0,3871,1038,1341,1274,0,0,534,513,0,870,712,3597,162,1394,130,168,118,157,95,423,435,186,721,1091,174,608,95,756,160,50,151,810,0,246,54,58,177,9,125,111,0,0,21,0,0,0,0,0,0,0,0,0,0,204,1374,765,0,0,0,0,0,0,107,349,0,8,141,545,0,53,6,0,80,183,1999,342,401,315,189,238,493,40,2653,0,938,888,1880,1958,3187,3027,1228,0,145,18,440,0,970,0,707,0
RMDL,0,0,0,0,0,0,50,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,253,247,0,0,186,858,58,183,0,20,329,677,93,2,74,54,127,0,307,221,53,1,0,0,0,69,20,0,0,0,7,0,0,0,0,0,0,0,161,67,0,0,0,0,538,1,0,0,110,0,0,0,0,0,137,128,1554,1134,6,390,22,0,50,2,0,506,1303,0,0,0,0,0,946,985,0,0,610,68,784,870,0,2065,575,609,0,127,212,0,734,1275,1589,999,937,442,76,914,136,708,304,979,91,139,25,265,312,301,570,98,0,0,0,0,135,305,0,0,0,0,0,0,0,1129,545,425,711,171,1312,245,51,88,36,0,0,274,72,0,797,784,1786,0,117,0,281,0,190,5,22,0,121,0,772,0,1077,0,1053,0,112,0,893,0,533,0,536,0,112,0,669,0,677,0,430
