neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVWL_or_R_1,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
ADFL,0,774,1278,0,3325,0,0,0,0,0,179,1358,246,659,0,2142,64,276,0,59,0,27,0,5109,261,0,6246,0,9093,419,113,158,0,420,189,0,0,0,0,0,0,0,0,2,0,13,0,282,0,0,0,0,0,0,20,0,0,0,0,2534,0,18,0,132,0,866,0,1662,1,333,255,1,734,2023,0,4762,163,57,0,272,6,0,1,0,0,0,28,0,0,77,0,1068,489,0,0,1183,0,804,120,1054,50,223,0,413,494,0,0,0,2262,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,40,0,77,0,1009,0,703,0,442,0,2081,0,0,5,0,0,0,0,0,0,0,0,834,0,2,45,66,36,1816,0,0,0,0,0,14,0,0,16,0,86,0,19,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADFR,774,0,0,1484,0,2977,0,0,0,8,224,337,970,0,177,0,2252,0,403,0,109,0,36,0,5226,4,0,6351,50,10809,146,86,474,0,283,0,0,0,0,0,17,0,0,0,0,0,0,0,364,0,0,0,0,10,0,0,0,0,0,0,1855,0,7,0,163,0,439,0,1199,82,124,456,42,6,1546,100,4915,0,165,8,320,0,0,17,135,238,0,0,46,51,20,0,1180,0,0,0,1235,0,725,0,1188,0,273,131,0,475,0,0,2526,0,7,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,61,0,302,0,251,0,494,0,846,0,2513,0,0,0,0,0,0,0,0,0,0,0,762,12,38,8,3914,19,0,0,0,0,0,0,0,0,0,0,0,78,347,1,0,25,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLL,1278,0,0,305,212,0,304,0,8,0,38,3426,38,788,0,4191,0,289,0,441,0,4125,48,18,0,0,4392,0,3933,0,2093,570,0,86,45,0,0,187,0,221,0,0,0,188,0,182,0,322,0,0,0,0,0,0,0,0,0,132,0,136,0,66,0,103,0,1277,0,2215,0,2012,0,107,0,653,0,594,0,945,0,267,14,348,985,64,0,507,655,3,0,228,0,171,0,0,0,16,0,0,0,660,0,16,0,0,204,0,0,0,178,72,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,25,0,89,124,279,0,9,4,1200,0,0,17,0,0,77,0,0,0,1,0,27,0,2226,463,225,83,1577,0,0,0,9,0,13,0,0,0,0,1971,0,0,0,76,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADLR,0,1484,305,0,0,680,0,79,0,0,268,18,3903,0,438,0,3689,244,622,0,528,481,4715,0,70,0,0,4718,0,3517,189,2396,12,0,148,0,0,0,279,0,158,0,0,0,94,0,189,0,393,0,0,0,0,0,0,0,0,0,174,0,170,0,87,0,178,0,1026,74,2579,0,2050,0,12,0,520,0,465,0,678,74,117,1448,265,0,0,751,429,0,0,0,586,0,1325,0,0,0,7,0,0,0,691,0,41,0,0,0,0,14,144,0,244,0,157,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,71,0,0,1,114,2,47,61,0,18,0,1713,2,0,0,0,0,105,0,1,0,16,0,46,2640,502,73,2513,341,0,0,0,0,0,0,0,0,0,0,0,2636,15,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDL,3325,0,212,0,0,313,0,0,0,0,2,1848,3326,64,0,1,0,1321,0,0,0,67,0,6561,406,0,4168,0,787,0,1397,1214,7,2485,3,0,0,135,0,259,0,0,0,93,0,110,0,0,0,0,0,0,0,16,2,0,0,37,0,1022,0,107,0,0,0,0,0,291,1,946,5,1670,6124,7432,35,1650,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,474,22,0,0,9,0,5,15,0,0,0,180,132,0,54,0,0,0,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,158,0,0,0,0,0,11,0,0,0,18,0,63,0,0,0,0,0,160,0,0,0,0,0,1,0,0,0,112,0,186,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDR,0,2977,0,680,313,0,0,0,0,0,38,3295,2253,0,110,0,4,0,2700,0,10,0,215,0,7615,0,0,3947,0,2914,1233,1496,2547,66,0,0,0,0,10,0,270,0,0,0,115,0,45,0,1,0,0,0,0,0,8,0,0,0,171,0,480,0,62,0,0,0,0,0,424,6,806,5832,1447,116,7638,0,2048,0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,139,0,685,0,0,0,7,8,0,15,0,0,305,0,61,0,122,0,0,0,140,0,0,0,0,0,0,0,0,0,0,180,18,0,0,0,0,0,0,0,232,0,0,0,0,0,7,0,0,0,30,0,11,0,0,0,0,0,21,0,0,0,110,0,0,0,0,0,0,0,141,0,0,0,0,3,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALML,0,0,304,0,0,0,0,0,646,0,507,0,0,0,0,245,0,0,0,795,0,129,0,0,0,3838,0,0,64,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,126,0,3188,13,957,0,1562,0,1,0,57,0,2122,0,0,0,0,0,364,0,0,0,0,0,66,0,1090,214,2275,2018,18,0,941,1244,7652,0,2914,0,563,0,1868,0,0,0,0,0,2393,0,0,0,0,39,0,28,0,0,9,0,328,0,0,0,25,0,0,0,50,0,0,267,0,0,0,0,0,85,14,0,0,2464,0,0,0,1511,0,295,0,904,85,0,0,330,0,0,0,0,0,0,763,0,2291,0,368,278,494,784,116,0,0,0,725,0,899,0,0,2213,1784,120,0,17,113,1045,0,1044,0,0,12,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ALMR,0,0,0,79,0,0,0,0,0,1824,187,0,0,0,0,0,235,0,0,0,149,0,53,0,0,1545,0,0,0,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,931,0,0,96,0,3904,0,2146,0,2088,0,0,0,0,0,1625,0,0,0,0,0,314,0,0,0,0,0,0,751,702,1884,2714,0,260,1408,629,0,5343,0,2580,0,135,2447,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,3,0,67,0,0,0,30,0,0,0,42,255,0,0,0,0,0,0,0,134,14,2026,0,0,17,1348,7,553,57,1076,0,0,71,50,0,0,0,0,0,0,0,0,2078,0,1279,211,88,1267,0,485,0,0,0,0,1090,0,2059,0,3645,3599,0,95,108,431,0,0,0,843,0,0,0,0,0,0,0,0,0,10,0,476,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,117,0,0
ALNL,0,0,8,0,0,0,646,0,0,0,0,13,0,0,0,29,0,0,0,28,0,56,0,0,0,0,39,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,64,0,0,0,0,0,0,0,750,2457,2156,238,454,0,259,0,281,0,0,0,0,0,195,0,0,0,0,97,289,0,0,0,0,0,21,337,11,0,204,0,39,0,259,24,2,0,0,0,0,0,0,1,158,0,0,0,0,0,497,0,0,90,426,0,0,0,0,0,3,0,0,0,253,619,352,47,0,372,83,349,0,0,0,0,95,2243,1084,2299,0,4666,248,0,0,1772,110,0,0,2043,58,0,289,2298,0,692,0,0,0,0,2190,0,26,0,83,117,38,487,0,63,526,1,0,0,0,0,66,0,0,37,0,318,71,0,0,3431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALNR,0,8,0,0,0,0,0,1824,0,0,0,0,10,0,0,0,63,0,0,0,268,0,16,0,0,0,0,69,0,42,0,0,0,0,0,0,0,0,0,0,49,0,0,0,385,0,27,0,0,0,0,2504,502,331,3333,0,336,0,1145,0,166,0,0,0,0,0,43,0,0,129,0,0,585,0,0,0,0,738,11,0,36,41,72,0,27,125,664,0,0,120,19,0,0,0,0,0,129,0,0,0,0,0,289,0,446,142,0,0,0,0,0,0,124,0,0,691,1528,230,37,882,42,724,146,0,0,0,0,683,13,2723,789,4226,0,0,198,3055,0,0,199,3073,0,0,175,2795,460,713,3,0,0,0,0,0,4254,0,330,221,127,221,0,1365,241,0,0,0,942,0,0,0,0,0,0,77,138,90,0,0,0,4722,0,0,0,0,0,0,0,0,0,0,0,220,0,1168,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQR,179,224,38,268,2,38,507,187,0,0,0,0,0,0,0,69,125,0,0,0,0,0,0,298,261,66,0,27,78,224,0,0,1540,1500,3398,230,535,4,0,1,2,367,38,0,0,0,0,30,17,0,8,0,65,78,69,0,219,13,7,478,596,17,13,304,37,158,1312,0,0,417,540,4,0,206,207,247,115,1731,964,1777,1778,952,799,44,16,291,536,0,0,4114,3728,4673,5608,100,287,407,286,165,134,9,116,232,439,4,80,109,0,0,3603,3,0,0,0,226,42,126,193,0,0,0,0,0,0,0,0,0,0,77,36,81,0,643,348,290,463,264,295,639,768,276,132,159,296,0,0,129,41,0,0,171,92,661,312,0,0,0,0,0,2940,1554,188,162,92,0,0,5,0,578,8,44,0,0,341,79,628,35,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASEL,1358,337,3426,18,1848,3295,0,0,13,0,0,0,637,1676,1,1956,0,2356,664,917,0,1818,15,523,734,0,7634,27,3296,108,4219,969,500,981,15,0,0,74,66,187,164,0,0,64,54,79,105,0,0,0,0,0,0,0,105,0,0,53,153,18,46,45,102,0,0,302,0,2539,557,2696,298,1535,560,4098,2108,833,704,0,47,3,0,11,12,0,0,2,0,0,0,0,0,43,0,0,0,0,119,50,25,152,0,0,0,0,59,0,0,0,169,60,72,59,199,0,0,0,67,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,35,0,0,0,3,71,0,0,14,0,39,24,69,0,0,5,2,108,5,457,104,46,10,65,0,0,0,0,0,128,0,0,0,0,884,1,9,0,95,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASER,246,970,38,3903,3326,2253,0,0,0,10,0,637,0,601,1828,0,2587,2025,1963,0,891,7,1793,567,569,0,160,7959,142,3323,1491,3538,418,329,2,0,0,84,69,204,130,0,0,188,40,101,56,0,0,0,4,0,0,130,0,0,0,56,56,33,4,69,57,0,0,0,205,460,2227,673,2809,172,1420,2348,4050,696,1277,32,11,0,12,13,50,0,0,0,19,0,0,0,0,0,2,0,5,46,15,1,88,0,563,2,0,0,0,43,0,0,102,76,145,55,55,0,0,29,0,0,0,0,0,14,0,0,0,0,0,101,1,0,0,52,0,0,0,36,3,0,4,3,0,0,78,9,0,4,0,18,22,0,0,0,3,23,174,530,258,115,357,9,0,0,0,13,0,0,20,7,0,0,0,1232,6,3,42,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASGL,659,0,788,0,64,0,0,0,0,0,0,1676,601,0,0,589,0,6647,0,2623,0,2067,0,0,0,0,1176,0,348,0,3267,883,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,2,0,7394,0,1472,0,644,16,360,0,832,0,0,0,66,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,0,0,221,0,0,0,0,0,0,0,0,0,0,0,6281,0,0,14,0,0,0,0,0,0,0,0,442,0,0,0,0,1115,0,571,0,96,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASGR,0,177,0,438,0,110,0,0,0,0,0,1,1828,0,0,0,1433,0,6241,0,2458,0,2307,0,11,0,0,2382,0,105,275,3802,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8922,0,1522,0,872,0,407,0,567,0,0,0,188,21,0,0,0,34,0,0,136,0,0,0,0,1,0,0,0,0,0,0,90,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,125,0,0,0,0,430,0,0,1,0,0,0,0,0,0,0,0,9537,0,0,0,0,0,0,0,0,0,0,0,442,0,62,0,0,805,0,920,0,15,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHL,2142,0,4191,0,1,0,245,0,29,0,69,1956,0,589,0,0,334,562,0,630,0,1696,0,36,0,0,3881,10,4087,87,189,0,0,7,2,0,0,11,0,87,0,0,0,0,0,29,0,0,0,1,0,0,16,0,0,0,0,101,0,1779,0,93,0,1,0,3910,0,3044,58,1129,1,6,0,262,0,575,43,1232,0,2099,42,308,877,228,0,181,882,84,0,713,0,1100,89,0,0,51,0,5,0,5169,63,9,0,0,672,0,0,0,697,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,18,0,30,68,57,36,1,0,778,0,0,11,0,0,34,0,0,0,0,0,799,0,3,1634,318,374,3127,0,0,0,11,0,11,0,0,143,83,2199,0,212,0,400,24,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHR,64,2252,0,3689,0,4,0,235,0,63,125,0,2587,0,1433,334,0,0,182,0,375,0,2782,2,35,26,83,3584,223,2589,0,344,16,0,3,0,0,0,21,0,68,0,0,0,3,0,48,0,29,0,125,2,0,0,0,0,0,0,61,0,2133,0,76,0,12,0,5345,23,3251,0,1650,0,74,0,333,20,599,0,994,24,1996,1587,250,0,224,1029,184,0,659,520,165,13,1111,0,0,0,59,0,26,88,5436,0,0,0,0,399,0,45,441,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,51,4,151,47,0,6,0,1101,16,0,0,0,0,21,0,0,0,0,0,1053,6,1315,1014,2569,536,0,0,0,0,13,0,11,0,80,13,0,1787,138,389,0,205,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIL,276,0,289,244,1321,0,0,0,0,0,0,2356,2025,6647,0,562,0,0,96,865,0,1799,128,194,0,0,1528,0,1057,0,6751,4376,0,493,0,0,0,293,0,554,0,0,0,70,0,95,0,0,0,0,0,0,0,20,58,0,0,210,0,23,0,105,0,0,0,20,0,2155,512,1730,92,293,542,948,15,257,0,76,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,90,0,6,0,0,0,0,7,0,0,0,0,97,0,346,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,96,0,78,0,0,0,5,0,281,0,6,0,0,0,0,0,0,0,19,0,259,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIR,0,403,0,622,0,2700,0,0,0,0,0,664,1963,0,6241,0,182,96,0,0,669,0,1585,0,473,0,0,1920,0,1855,3818,6994,289,0,0,0,0,0,403,0,150,0,0,0,132,0,155,0,0,0,0,0,0,0,65,0,0,0,79,0,16,0,48,0,0,0,0,0,3846,0,1692,174,761,0,2345,0,810,0,3,0,6,0,39,0,0,0,345,0,0,0,0,0,0,0,0,0,31,0,502,0,46,0,0,0,0,98,0,0,0,0,66,0,294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,10,378,0,0,0,0,0,30,0,0,0,0,0,163,0,0,0,11,0,556,40,0,0,0,44,0,0,0,0,0,0,297,0,0,0,0,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASJL,59,0,441,0,0,0,795,0,28,0,0,917,0,2623,0,630,0,865,0,0,986,7040,541,0,0,0,625,0,458,0,103,0,0,0,0,0,0,95,0,280,0,0,0,39,0,217,0,0,0,0,0,0,13,0,32,15,0,112,0,407,0,85,0,0,0,12,0,2658,0,180,0,103,0,0,0,4,0,1,0,53,0,425,0,174,0,184,0,36,0,0,0,0,0,0,0,0,0,18,0,265,0,0,0,0,0,0,0,0,0,148,0,192,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,25,0,0,0,144,0,0,0,17,389,0,0,26,0,0,92,0,0,0,229,0,6060,1,3840,1826,3492,305,0,0,0,0,92,0,83,0,0,0,2,8784,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASJR,0,109,0,528,0,10,0,149,0,268,0,0,891,0,2458,0,375,0,669,986,0,0,8154,0,23,29,0,926,0,354,0,75,0,0,0,0,0,0,90,0,200,0,0,0,73,0,183,0,0,0,0,31,0,6,0,0,0,0,222,0,190,0,116,0,0,0,33,0,2473,0,171,0,217,0,0,0,27,0,0,0,5,0,168,0,127,13,175,0,265,0,0,0,0,0,0,0,0,0,54,0,937,0,0,0,0,45,0,0,0,0,126,0,148,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,120,0,0,0,36,141,0,0,74,0,0,496,55,0,0,0,0,109,0,0,0,266,432,7347,3640,1440,1995,0,187,0,0,0,0,26,0,288,0,70,57,0,9501,0,0,0,0,0,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKL,27,0,4125,481,67,0,129,0,56,0,0,1818,7,2067,0,1696,0,1799,0,7040,0,0,1008,0,0,0,1091,0,312,0,842,290,0,0,0,0,0,96,0,286,0,0,0,171,0,160,0,0,0,0,0,0,19,0,28,0,0,203,0,39,0,78,0,0,0,333,0,7650,136,1590,0,343,0,12,0,44,0,1,0,14,0,305,5,44,0,335,0,14,0,0,0,0,0,0,0,0,0,4,0,1466,0,0,0,0,109,0,0,0,0,84,0,80,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,75,0,0,0,488,0,0,0,30,17,0,0,126,0,0,65,0,0,0,34,0,2532,0,3487,729,1271,276,0,0,0,0,3,0,255,0,0,424,43,8151,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASKR,0,36,48,4715,0,215,0,53,0,16,0,15,1793,0,2307,0,2782,128,1585,541,8154,1008,0,0,3,11,59,1458,0,327,128,693,0,0,0,0,0,0,37,0,204,0,0,0,63,0,90,0,0,0,0,0,0,0,0,0,0,0,132,0,7,0,80,0,0,0,850,202,8106,0,1815,0,610,0,61,0,94,0,0,0,66,100,169,0,12,25,240,0,725,0,0,0,5,0,0,0,0,0,36,0,2327,0,0,0,0,112,0,0,0,0,168,0,209,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,109,0,0,0,63,105,0,0,1,0,0,95,17,0,0,0,0,51,0,0,0,50,0,4181,2830,1090,1381,0,246,0,0,0,0,5,0,212,0,4,9,3,8112,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAL,5109,0,18,0,6561,0,0,0,0,0,298,523,567,0,0,36,2,194,0,0,0,0,0,0,144,0,706,0,996,17,60,81,347,1898,604,0,0,497,0,221,0,0,0,120,0,116,0,60,0,0,0,0,1,14,0,0,0,41,0,4852,0,214,0,31,0,0,0,107,31,252,123,878,4589,3887,0,1198,0,539,0,164,17,0,192,1076,0,0,0,0,0,23,0,405,0,0,0,1116,0,3512,53,3,0,111,0,208,217,0,0,0,1443,254,0,85,0,0,0,229,0,0,0,0,0,0,0,0,0,0,285,34,0,0,0,0,0,0,0,230,0,0,3,0,0,1,0,0,0,99,0,212,0,0,0,0,0,133,0,0,0,0,0,154,0,0,0,383,0,205,0,0,0,0,0,0,0,0,153,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUAR,261,5226,0,70,406,7615,0,0,0,0,261,734,569,0,11,0,35,0,473,0,23,0,3,144,0,0,0,807,44,3081,124,374,1926,273,586,0,0,0,266,0,164,0,0,0,24,0,82,0,111,0,0,0,0,0,4,0,0,0,44,0,4768,0,108,0,71,0,0,0,68,162,366,4767,1007,324,3542,45,1430,0,525,2,114,42,1,0,1146,0,0,0,0,0,0,0,123,0,0,0,1331,93,3416,0,0,0,163,105,0,156,0,0,1613,0,215,0,60,0,0,0,220,0,0,0,0,0,0,0,0,0,0,15,98,0,0,0,0,0,0,0,354,6,1,0,0,0,0,0,0,0,72,0,99,0,0,0,0,0,111,0,0,0,550,0,0,0,0,0,175,0,81,0,0,0,0,0,0,0,130,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVM,0,4,0,0,0,0,3838,1545,0,0,66,0,0,0,0,0,26,0,0,0,29,0,11,0,0,0,0,0,0,0,0,0,0,0,141,3725,845,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,957,62,0,0,6,0,0,0,0,0,85,257,0,77,0,0,0,0,33,175,0,0,2,65,1784,1188,2277,1903,92,232,4631,3468,4844,3943,3221,3726,370,79,1974,0,0,0,0,0,604,878,1,1,71,275,273,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,6,2,46,536,0,39,1477,183,9,228,2,75,0,0,9,0,0,0,0,0,15,160,71,107,0,18,440,175,970,40,22,0,0,0,226,19,6,4176,5430,0,234,111,368,1775,615,185,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,25,35,27,0,0,0,0,0,0,0,0,0,0
AWAL,6246,0,4392,0,4168,0,0,0,39,0,0,7634,160,1176,0,3881,83,1528,0,625,0,1091,59,706,0,0,0,9,10482,21,837,321,0,466,39,0,0,32,0,206,0,0,0,61,0,74,0,7,0,0,0,0,4,0,84,0,0,91,0,245,0,49,0,0,0,561,0,3622,178,981,1,0,265,4058,0,3282,0,80,0,105,0,0,1,0,0,2,36,0,0,0,0,58,0,0,0,67,0,225,0,723,0,5,0,1,112,0,0,0,237,51,0,71,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,97,1,74,0,15,11,664,0,0,23,0,0,23,0,0,0,23,0,587,0,429,652,398,0,811,0,0,0,0,0,0,0,0,0,0,1795,0,120,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,0,6351,0,4718,0,3947,0,0,0,69,27,27,7959,0,2382,10,3584,0,1920,0,926,0,1458,0,807,0,9,0,4,11092,175,744,398,0,156,0,0,0,1,0,153,0,0,0,59,0,31,0,12,0,12,0,0,175,0,0,0,0,62,0,163,0,58,0,6,0,441,6,2188,0,944,219,17,0,3468,0,4031,0,130,0,249,36,3,0,0,46,0,0,95,0,2,0,268,0,0,0,113,0,372,0,2265,0,8,17,0,86,0,0,161,0,52,0,39,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,27,0,0,0,33,22,0,0,1,31,0,788,48,0,0,0,0,8,0,0,0,0,0,988,408,832,386,2239,33,0,0,0,0,0,0,5,0,2,0,0,1870,75,41,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWBL,9093,50,3933,0,787,0,64,0,10,0,78,3296,142,348,0,4087,223,1057,0,458,0,312,0,996,44,0,10482,4,0,335,764,34,0,112,131,0,0,2,0,46,0,0,0,20,0,9,0,167,0,0,0,0,4,0,3,0,0,6,0,769,0,26,0,101,0,484,0,1723,175,513,207,0,7,2284,0,3726,74,257,0,134,11,0,4,0,0,44,185,0,0,99,0,2330,50,0,0,269,0,894,26,1815,18,57,0,0,74,0,0,0,1182,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,459,11,5,0,159,0,2366,0,0,40,0,0,2,0,0,0,2,0,1167,0,74,512,466,30,4748,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
