neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
SMBVL,1481,0,1149,0,52,0,0,0,256,0,26,15,0,74,0,601,0,0,0,28,0,30,0,0,0,0,632,0,1846,0,6,0,0,0,339,3,0,0,0,397,0,2,0,174,0,0,0,1491,0,679,99,0,911,1,5,519,0,44,0,0,0,95,0,256,0,229,0,0,6,0,0,185,0,1813,7,147,1,59,98,0,83,29,94,0,270,10,0,125,0,208,0,0,76,214,35,3,0,271,0,346,69,46,88,0,0,0,387,0,0,44,0,96,0,0,489,163,89,1,199,0,698,0,0,0,221,0,154,319,219,40,6,3149,0,1520,0,78,229,3110,171,0,543,110,8,0,540,0,0,0,0,99,0,363,0,0,240,225,0,1261,192,43,0,0,0,730,0,100,45,0,845,27,276,24,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,153,999,582,1926,821,2090,1573,0,0,0,0,0,0,0,0
SMBVR,0,1511,0,1454,0,0,0,52,0,327,86,0,16,0,92,0,613,0,0,0,62,0,0,0,13,89,0,492,0,958,0,0,0,0,153,204,88,0,0,0,146,0,13,0,46,0,0,0,725,112,1015,860,0,0,249,0,442,0,41,0,0,0,162,0,353,0,226,51,0,0,0,5,161,275,1741,38,0,83,96,334,0,0,130,443,0,0,89,60,249,0,361,3,50,22,254,0,22,0,980,76,504,3,0,62,0,38,214,0,0,0,68,0,22,333,0,124,70,313,49,488,3,0,0,0,168,36,0,31,196,110,37,0,2759,0,1910,210,564,274,3405,543,0,43,108,468,0,0,0,0,0,6,93,0,780,0,144,270,735,0,99,122,207,0,0,0,672,4,0,144,88,683,0,315,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,184,404,370,1283,415,1304,1705
SMDDL,0,18,0,12,0,0,73,163,238,2463,0,0,22,0,0,0,26,0,0,0,96,0,29,0,0,10,0,42,0,18,0,0,0,0,0,0,0,0,0,0,26,0,0,207,461,0,114,0,0,460,5,402,3637,40,70,0,150,2,269,13,518,47,0,121,15,0,1,0,561,0,43,0,0,111,0,239,1109,0,8,0,247,505,73,19,97,0,0,0,23,0,4,0,16,809,894,69,392,0,0,11,0,0,577,563,0,0,5,0,74,0,11,107,0,26,2346,461,8,210,321,74,226,717,0,0,228,121,400,707,343,1543,5,519,75,634,56,29,83,333,0,110,43,0,184,168,2165,0,31,0,0,0,427,0,139,85,14,11,152,340,182,294,113,0,620,25,0,18,0,22,670,645,52,393,242,194,8,0,0,0,158,0,7,0,50,0,302,12,619,3,77,9,152,0,118,11,4,49,0,62,17,0,6,0,0,0,0,0
SMDDR,0,0,3,0,0,0,102,0,2735,1138,0,3,0,0,0,2,0,0,0,63,0,18,0,0,0,0,30,0,3,0,0,0,0,0,1,0,89,0,0,19,0,0,0,607,164,0,7,0,0,34,595,2631,578,30,87,123,0,21,0,370,6,0,74,22,85,0,0,736,0,12,0,0,0,0,112,1248,195,0,0,44,0,64,421,7,13,0,24,0,82,0,0,0,46,563,762,239,146,0,0,0,6,0,713,586,0,0,17,122,0,22,0,0,17,2563,0,9,454,205,161,337,26,573,0,0,155,293,117,366,591,18,1176,55,283,123,839,1,84,0,447,8,108,184,0,2470,304,0,0,0,0,405,0,65,0,106,48,144,52,0,342,100,24,532,0,0,5,5,32,0,235,370,0,749,286,494,19,0,244,22,520,71,1296,0,0,0,6,0,0,0,0,0,20,0,50,0,0,0,0,0,76,0,145,0,75,7,0,0
SMDVL,0,0,0,0,0,0,0,0,0,1064,152,0,5,0,0,0,0,0,0,0,0,0,0,47,0,45,0,0,0,0,0,0,138,34,306,377,0,0,0,130,0,0,0,103,336,44,10,0,0,244,1988,1274,284,0,213,37,0,0,0,135,11,0,376,0,286,0,0,56,155,2,12,0,0,33,0,661,315,5,23,60,146,543,54,58,0,0,0,2,75,0,121,266,12,580,805,83,408,0,0,20,55,13,760,446,0,0,4,182,0,231,0,0,6,1317,93,0,388,229,115,178,12,193,0,0,859,96,9,161,370,657,1492,5,973,209,181,97,18,63,13,0,468,168,2470,0,805,26,0,0,11,37,204,0,0,0,0,0,62,0,286,293,398,0,0,0,665,0,0,0,109,303,0,724,0,215,84,0,202,0,14,0,0,0,0,0,10,0,0,0,0,0,18,0,59,0,0,0,0,0,125,0,457,46,560,350,83,60
SMDVR,0,0,0,0,0,4,0,0,558,97,35,0,0,0,0,4,0,0,20,0,0,0,0,0,99,0,0,0,0,0,0,0,91,115,398,0,0,0,1,0,56,0,0,447,153,0,41,0,0,2052,295,331,1647,234,303,0,74,0,2,14,158,453,0,137,0,0,0,229,25,5,0,0,3,21,104,245,516,18,22,21,25,78,460,0,0,29,0,0,43,0,6,0,6,850,582,334,194,12,0,10,0,0,382,732,0,0,0,0,174,0,246,8,0,116,1378,413,1,206,275,9,165,254,0,0,651,52,121,271,186,939,1270,938,8,97,247,42,69,1,127,540,0,2165,304,805,0,0,59,82,0,276,265,0,0,0,7,20,0,46,131,243,298,0,18,796,0,0,0,0,609,163,71,572,96,1,10,0,0,0,19,0,0,0,84,0,130,0,5,0,0,0,221,0,466,100,680,633,46,135,1,0,17,0,0,0,0,0
URADL,0,0,204,0,45,0,0,0,0,0,4,10,28,0,0,2,0,29,0,87,0,16,0,90,0,0,0,0,0,0,12,35,47,0,0,0,0,7381,0,4403,0,0,0,31,0,2611,0,0,0,0,0,0,0,0,0,0,0,560,0,4165,0,0,0,52,0,0,0,20,0,51,24,5,0,0,0,1,0,79,0,76,123,0,0,125,150,209,0,9,231,1,0,401,36,0,0,15,0,292,0,96,0,131,0,0,7142,0,0,4916,0,1307,0,0,0,8,0,0,355,0,0,73,0,489,516,2341,1233,2,0,60,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,26,0,0,0,35,0,0,0,139,0,88,6,31,145,0,7,0,72,2927,0,0,0,30,7,0,102,37,12,4,0,0,7221,2290,989,364,0,35,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADR,0,0,0,73,0,31,0,0,0,0,0,2,1,0,0,0,44,0,33,0,266,0,37,0,75,0,0,11,0,0,51,47,9,64,0,0,0,0,7731,0,4546,0,42,0,92,0,2501,0,0,0,0,0,0,0,0,0,0,0,63,0,2714,0,0,0,95,0,19,0,8,73,69,0,0,0,4,0,6,21,59,42,98,0,21,105,196,392,98,0,0,0,0,406,113,0,0,0,68,0,220,0,119,216,0,0,0,7082,0,0,6170,0,803,0,0,0,27,147,0,0,0,0,150,737,2296,479,1193,8,14,2,46,0,0,0,0,0,0,0,0,6,0,0,0,31,0,0,59,0,0,0,0,0,0,0,120,209,32,79,0,91,109,69,101,0,1801,0,0,22,0,10,42,183,3,26,0,0,0,0,0,0,0,0,0,0,7177,888,718,605,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
URAVL,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,86,0,0,0,0,2779,0,8197,0,30,0,0,0,2177,0,58,0,0,0,0,0,16,0,252,0,0,0,2338,0,229,0,0,0,0,187,0,0,0,0,0,0,0,0,0,14,0,0,0,26,0,0,0,0,0,0,0,0,0,133,126,0,274,0,0,0,47,0,382,0,0,8392,0,9,0,0,1436,0,5493,0,0,2,184,0,0,0,0,118,1349,1021,3206,650,193,0,61,0,96,0,189,0,203,0,140,203,11,0,0,0,0,0,0,82,35,0,0,0,0,0,0,0,0,0,0,0,0,52,0,143,0,0,799,0,79,0,0,62,106,18,25,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8059,4991,109,419,0,0,0,0,0,0,0,0,0,0,0,0
URAVR,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,119,0,0,0,0,0,2986,0,10108,0,147,0,0,0,2902,0,15,0,0,0,0,0,48,0,179,0,0,0,1402,0,257,0,0,171,0,0,0,0,0,0,0,39,0,44,0,0,0,11,0,0,0,0,0,2,0,0,0,0,275,0,62,0,160,0,0,0,228,278,0,18,0,8528,25,0,10,0,1770,0,4759,9,0,0,142,0,0,111,0,1878,3041,1451,873,0,94,0,168,0,390,0,167,0,161,98,158,0,100,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0,0,0,1094,18,0,0,130,98,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9625,2475,2102,222,0,0,0,0
ADEL,0,0,0,0,0,0,1216,0,3196,0,1024,0,0,0,0,0,0,0,0,104,0,31,0,0,0,775,0,0,1,0,0,0,0,0,286,926,1702,0,0,1697,0,0,0,889,0,0,0,0,0,0,423,95,347,388,0,2047,0,9,0,0,0,0,0,973,91,0,0,0,0,361,0,0,0,0,0,633,820,0,139,446,50,0,153,464,2,480,0,198,0,185,105,325,402,82,0,0,0,133,0,729,819,0,0,0,0,0,0,11,0,1938,0,0,0,328,0,3,65,166,362,0,42,0,0,1693,0,0,0,0,1040,283,203,213,9,0,773,297,158,145,251,99,6,0,405,37,276,0,0,0,0,0,6569,0,0,238,51,305,567,88,443,37,156,81,0,269,0,86,126,0,0,0,0,69,155,0,0,232,0,1042,0,685,0,0,0,0,0,0,0,0,0,0,0,34,0,1246,0,0,0,0,0,0,0,0,0,0,0,0
ADER,0,0,0,7,0,0,0,832,0,3499,371,0,8,0,0,0,0,0,1,0,107,0,24,0,0,970,0,14,0,0,0,0,0,0,261,1474,2578,0,0,0,1400,0,0,0,658,0,0,0,0,466,0,184,59,96,425,0,2581,0,243,0,0,0,0,293,397,0,0,0,0,0,127,0,0,0,0,653,540,0,44,6,184,31,29,0,214,0,683,191,620,133,4,498,230,0,101,0,0,0,127,568,606,0,0,65,0,0,0,0,0,0,1310,0,0,0,452,320,3,385,120,2,0,0,1284,0,0,0,0,787,0,231,127,58,521,208,0,123,399,306,517,0,93,427,0,204,265,0,0,0,0,6569,0,0,1,189,54,47,0,603,358,72,148,0,85,0,373,27,0,20,0,0,0,24,0,57,0,0,0,0,0,0,0,0,0,56,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,997,0,0,0,0
AIML,234,0,24,0,0,0,1250,0,21,0,0,109,0,6189,0,808,0,353,0,5334,108,2428,0,0,0,0,562,0,1323,0,87,0,0,0,0,0,0,47,0,19,0,0,0,0,0,169,0,0,0,0,0,0,5,1,0,0,0,1278,0,45,0,0,0,228,0,3327,0,218,0,0,0,157,0,70,0,80,0,14,8,278,1,184,0,415,161,96,0,0,0,0,0,154,0,0,0,0,0,1509,0,0,0,0,0,0,0,0,0,96,0,1,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,292,52,0,0,279,0,125,0,15,363,0,0,65,0,0,139,0,0,0,0,0,0,196,361,1423,2598,451,5,0,0,0,120,0,221,0,0,1784,8,254,0,280,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,154,0,2,0,0,0,1684,0,138,0,0,168,0,5249,5,924,0,256,2,5184,0,2104,0,28,71,0,758,0,799,0,228,0,0,0,0,0,0,277,0,103,0,0,0,68,0,94,0,0,6,0,28,0,0,3,0,101,0,1464,0,125,0,0,0,166,0,3512,0,187,0,0,0,99,0,253,0,26,0,69,2,299,0,311,375,430,23,1012,0,0,0,0,231,0,0,0,0,0,6,1553,0,0,0,0,0,0,0,12,0,185,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,20,238,0,111,0,110,0,0,780,139,0,0,0,0,120,0,0,0,1,196,0,566,1787,2476,39,1124,0,0,0,0,165,0,279,0,0,1912,0,368,0,173,0,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,4,2767,1633,0,0,215,491,603,110,0,332,515,0,0,40,0,0,0,2886,3379,1434,2291,0,0,0,677,264,89,46,0,104,0,0,0,0,0,167,95,208,80,0,0,60,74,196,532,0,0,24,13,0,0,53,0,140,80,454,405,101,284,0,0,0,0,135,31,71,295,0,0,0,0,0,25,0,0,0,0,382,530,1033,600,333,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,361,252,43,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,470,444,0,0,561,171,0,0,179,101,0,0,85,106,0,0,88,209,0,0,238,189,361,566,0,1927,652,733,217,0,0,0,49,37,0,0,0,4169,2686,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFL,0,8,506,572,0,0,147,29,54,19,0,197,720,0,0,1746,2132,0,0,1882,1790,1134,1862,0,0,330,1692,990,781,138,0,0,0,0,138,0,0,8,58,209,48,0,0,26,28,29,26,0,0,1,0,0,2,0,0,35,40,42,98,17,50,0,0,212,343,407,588,24,119,0,0,32,0,0,39,0,0,144,358,151,321,24,1,570,268,1232,1408,1,1,0,40,0,0,0,0,0,0,2065,2480,0,0,0,38,146,0,0,0,36,95,22,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,104,0,97,64,109,68,3,1,240,144,14,48,0,7,6,32,0,0,51,54,1423,1787,1927,0,9344,83,572,0,0,0,0,20,71,6,0,3766,5094,157,0,140,0,1460,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFR,5,17,169,110,0,0,269,488,533,9,0,72,185,0,0,1612,1276,0,0,1878,1785,332,279,0,0,496,917,1194,586,466,0,0,0,0,197,2,0,19,45,121,64,0,0,140,12,92,72,0,0,0,2,0,16,17,0,54,33,72,160,68,30,2,0,117,54,120,29,0,6,0,0,8,0,0,40,0,26,310,316,340,643,104,95,1397,737,2550,1438,59,123,0,62,0,0,0,0,0,0,3128,2877,0,0,0,53,0,0,0,0,45,24,32,52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,19,125,0,66,123,0,254,1,0,225,270,11,144,0,20,31,79,0,0,305,47,2598,2476,652,9344,0,569,1302,0,0,0,0,30,193,282,0,3203,3661,170,0,415,0,1904,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHL,2,1992,212,1396,0,0,651,29,673,102,1745,24,23,0,0,442,2728,0,0,359,0,236,0,0,1,292,198,957,324,4369,0,0,57,0,956,535,2,154,0,0,0,0,0,12,0,126,0,0,83,0,269,0,0,552,90,22,0,99,1133,120,0,0,132,0,684,0,25,39,0,331,0,0,114,0,545,0,805,1088,1597,1089,16,252,1,2747,405,794,0,998,1482,140,7967,8,80,5,0,0,0,1168,1320,0,162,0,0,119,0,0,2326,107,0,0,0,0,0,270,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26,562,0,365,42,295,0,271,0,86,0,735,152,52,62,0,145,0,0,0,567,0,451,39,733,83,569,0,733,263,378,96,41,0,0,0,146,57,32,621,1,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHR,3197,0,1136,523,14,0,125,639,0,556,1245,39,5,0,0,2132,248,0,0,0,180,0,130,28,0,416,1512,96,3993,17,0,0,0,53,1189,1024,0,0,170,0,0,0,0,0,0,0,98,117,0,169,0,0,14,196,392,0,0,588,144,0,74,101,0,1463,0,176,0,0,0,0,117,56,0,469,0,344,141,877,599,0,1452,3,20,6,2157,1446,116,1456,5,7734,41,0,0,0,0,0,0,887,607,68,0,0,251,0,0,0,2033,0,92,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,249,0,378,0,210,90,181,0,1261,0,340,0,0,46,0,91,0,0,88,603,5,1124,217,572,1302,733,0,13,33,0,0,128,0,0,0,7,285,275,0,728,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,0,220,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,32,0,58,35,1,26,0,0,33,0,0,88,21,18,155,6,244,253,12,31,27,0,0,2,6,17,176,272,126,18,47,0,0,0,563,525,0,0,0,0,167,273,2,346,106,162,9,0,799,487,0,0,0,0,26,5,374,166,0,2781,0,9,62,2,0,0,619,943,0,692,396,0,0,0,18,55,0,0,27,8,296,114,0,0,1184,306,0,0,0,0,0,0,2631,2280,259,26,676,534,193,142,14,137,171,113,340,411,192,99,182,342,286,131,7,109,52,0,443,358,0,0,0,0,0,263,13,0,3724,3575,10,79,12,0,1847,0,0,63,114,0,889,200,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
AVKR,0,0,0,0,0,0,0,0,572,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,19,20,128,290,8,2,0,14,36,7,41,55,1,40,125,82,1210,208,127,38,52,0,2,9,0,2,98,39,3,263,20,12,0,0,827,460,0,0,0,0,196,34,59,185,210,161,1,2,983,922,0,0,0,0,25,151,447,216,0,1701,19,18,4,92,0,0,849,243,1,774,849,0,0,0,3,147,1,0,0,45,42,704,0,0,304,1048,0,0,0,0,0,7,2764,2520,0,279,897,381,438,340,153,0,109,67,283,385,43,122,294,100,293,243,0,69,0,23,37,72,0,0,0,0,0,378,33,3724,0,3072,9,9,0,70,1806,0,0,50,112,0,1023,142,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVL,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,22,20,0,46,51,0,0,81,170,137,100,242,0,8,0,0,0,166,0,75,10,32,268,226,245,280,0,0,0,0,298,225,0,0,0,0,16,0,7,0,23,0,0,0,91,84,0,0,0,0,0,0,0,34,0,2299,0,0,207,269,0,0,27,670,41,93,246,0,0,434,89,133,0,11,105,23,275,835,1,0,193,226,0,0,0,0,0,39,1345,746,0,0,3,418,0,143,0,6,0,239,0,410,0,207,113,24,398,298,72,101,143,32,156,148,0,0,0,0,0,96,0,3575,3072,0,19,38,0,24,790,0,0,40,16,0,2368,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,0,0,5,0,820,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,46,0,0,0,0,0,0,0,0,3,0,0,0,0,2586,0,0,0,0,0,1069,0,1643,0,0,0,0,0,0,0,0,0,2830,0,1391,0,3038,0,0,0,392,0,0,0,0,0,14,5,0,0,0,0,35,0,9,0,78,8,1,701,28,0,53,0,0,0,0,0,506,35,335,83,355,0,18,0,57,0,505,0,43,1095,0,0,2051,0,11,0,0,0,52,0,198,633,842,59,1081,79,16,0,0,0,0,0,263,1023,0,298,0,0,0,10,445,0,21,826,0,0,0,532,0,0,2927,0,0,0,81,0,120,0,49,0,0,41,0,10,9,19,0,0,0,0,39,0,0,510,618,9,248,724,0,784,473,454,1224,1805,3566,6378,9817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDR,0,0,0,0,0,53,0,704,0,0,0,0,1,0,0,0,20,0,0,0,58,0,0,0,84,0,0,0,0,0,0,0,4,49,0,0,0,0,2430,0,0,0,0,0,1140,0,2186,0,0,0,0,0,0,0,0,0,3574,0,1231,0,2165,0,0,0,157,0,0,37,0,25,121,0,5,0,2,5,130,0,5,85,140,885,34,0,84,38,271,0,16,0,0,699,158,38,431,0,229,0,57,0,30,225,85,0,0,14,0,0,1700,0,109,0,0,9,2,524,193,22,572,60,853,14,0,0,0,3,35,861,363,216,0,0,0,1,0,0,256,861,29,0,0,620,0,0,18,0,1801,0,0,0,85,0,165,37,20,30,0,128,79,9,38,0,0,0,0,92,0,9,455,888,0,283,0,403,0,0,0,0,0,0,0,0,342,1283,1243,1953,1980,6349,4837,11913,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0
CEPVL,13,0,0,0,302,0,1943,0,0,0,0,0,0,195,0,17,0,232,0,144,0,169,0,348,0,0,0,0,0,0,39,127,0,400,3,0,0,0,0,0,0,673,0,984,0,0,0,1733,0,0,0,0,0,1027,0,2359,0,436,0,0,0,1014,0,396,0,57,0,2,0,0,238,18,0,0,0,0,3,0,66,0,131,25,582,0,115,297,0,15,0,0,0,506,0,588,104,273,0,55,0,0,0,35,0,106,10,0,0,0,0,67,0,1356,0,0,85,778,0,1188,78,0,229,21,0,0,14,0,0,389,725,0,0,106,0,305,0,0,159,0,0,730,0,25,0,0,796,0,0,799,0,269,0,221,0,0,71,193,0,0,12,0,0,0,0,0,0,0,226,0,841,1071,455,265,760,0,0,0,0,784,0,19,0,0,0,0,0,0,0,0,0,0,1610,37,1144,932,3488,3035,2637,5954,0,0,5,0,0,0,0,0
CEPVR,0,0,0,0,0,7,0,1330,0,0,0,0,0,0,114,0,1,0,212,0,305,0,166,0,147,29,0,0,0,0,315,79,446,0,0,0,0,0,0,0,0,0,1212,0,1183,0,0,0,1883,0,0,0,0,0,366,0,2611,0,429,0,0,0,1052,0,37,0,14,0,0,116,55,0,20,0,0,0,0,47,8,133,0,700,10,50,0,0,104,165,90,0,0,398,22,63,586,0,287,0,162,0,0,243,44,0,0,1053,0,0,0,0,79,0,1264,103,0,0,771,90,809,310,0,0,19,4,35,0,52,471,599,0,0,0,251,0,839,125,65,0,0,0,672,0,5,665,0,0,0,0,1094,0,373,0,279,0,6,282,0,0,0,70,24,0,0,0,0,3,0,265,764,743,0,366,0,398,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,1904,135,801,3044,2566,3397,2160,4389
DVC,0,0,0,0,0,0,0,0,10,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,92,26,103,405,49,21,0,25,391,79,43,71,73,64,141,195,159,9,0,69,8,7,103,27,28,45,185,170,310,169,0,12,0,0,529,968,0,0,0,0,363,30,376,505,77,35,35,56,69,298,0,0,0,0,0,6,72,328,0,3618,10,0,260,116,0,0,2206,1425,63,80,19,0,0,69,61,26,26,6,41,146,55,444,0,0,1,14,0,0,3,0,0,0,2054,1667,22,11,55,123,0,2,0,0,0,16,91,21,100,4,18,5,0,0,30,22,79,18,86,27,0,0,0,0,0,146,0,1847,1806,790,39,92,0,3,0,0,0,0,9,6,31,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQL,0,0,1515,0,0,0,272,0,62,0,0,579,0,187,0,1794,0,0,0,7481,0,6270,48,0,0,0,1410,0,282,0,0,0,0,0,0,0,0,8,0,150,0,0,0,33,0,33,0,0,0,0,0,0,0,22,0,140,0,16,0,17,0,0,0,445,0,1964,0,87,0,0,0,105,0,0,0,0,0,35,0,146,215,300,0,48,400,478,0,3,0,0,0,0,0,0,0,0,0,1865,0,0,0,0,2,0,0,0,0,18,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,72,0,0,38,0,31,0,5,45,0,0,32,0,0,7,0,0,0,126,0,1784,0,4169,3766,3203,57,7,0,0,0,0,0,226,0,0,0,0,147,0,207,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQR,0,12,0,1321,0,0,0,100,0,34,0,0,674,0,196,10,1688,0,0,351,6943,362,6489,0,0,171,220,1237,0,203,0,9,0,0,0,5,0,0,19,0,23,0,0,0,12,0,38,0,0,8,0,0,0,0,6,0,13,0,70,0,61,0,0,0,709,51,2203,0,296,0,0,0,32,0,8,0,0,0,39,22,113,0,177,337,265,0,1140,0,0,0,0,80,0,0,0,0,0,0,1531,0,0,0,0,79,0,0,0,0,127,0,20,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,139,0,123,0,42,0,0,144,22,0,0,0,0,10,0,0,0,20,8,1912,2686,5094,3661,32,285,0,0,0,0,9,0,265,0,0,0,0,50,0,27,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICL,0,216,0,0,0,0,0,39,86,392,93,0,0,16,0,117,81,0,0,0,0,0,0,0,0,0,0,114,0,23,0,0,0,0,577,158,0,56,76,284,72,257,197,12,23,250,363,488,156,135,196,81,591,1240,1253,1687,2329,663,621,81,13,14,523,777,1564,29,0,0,1,0,0,7,0,5,2,977,693,336,80,283,475,32,0,392,405,158,0,621,306,0,24,2,6,0,0,0,1,105,47,0,0,0,163,179,268,51,0,45,14,31,16,179,153,665,564,36,181,82,141,76,63,0,0,0,67,74,29,2157,1182,742,259,1398,717,882,655,455,1997,488,270,845,88,670,235,109,609,102,42,62,130,0,0,254,0,0,157,170,621,275,63,50,40,510,455,841,764,0,147,0,0,2350,549,70,383,226,0,0,7,0,37,45,0,0,0,0,10,0,62,0,472,0,0,0,1,0,0,84,110,490,0,4,0,88,0,4,0,399
