neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
RMGR,0,6,0,374,0,0,0,330,0,0,28,0,0,0,34,0,472,0,0,0,885,0,719,0,0,18,0,68,0,261,0,0,1,0,91,179,0,0,1,0,592,0,0,0,28,0,122,0,19,288,214,43,242,4,0,15,0,956,0,51,0,0,0,749,0,315,97,0,0,0,0,11,0,2,0,375,50,130,122,0,8,346,338,0,0,810,87,262,0,28,2,30,215,31,0,26,0,2228,0,361,0,106,1,0,0,0,0,0,0,17,0,0,254,27,27,20,2193,701,146,467,0,0,0,0,4127,1740,222,116,0,459,233,875,263,452,2,236,0,487,145,6,27,19,0,0,0,0,0,0,0,1434,5,0,0,30,0,486,469,139,0,15,0,1,149,0,1980,210,356,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,217,0,150,0,0,0,0,0,0,0,0,0,16,0,852,0,3182,0,8010
BWM-DL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,5,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,16,0,8,0,0,252,0,0,0,0,0,71,0,0,0,10,0,0,363,0,0,480,0,5,0,0,0,57,0,146,760,0,0,159,0,312,0,111,583,0,0,0,0,0,0,0,0,1,0,0,921,0,0,24,165,122,37,6998,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,418,316,0,0,0,0,0,19,0,0,0,0,0,0,3521,20621,0,8725,0,4854,0,3969,0,2534,0,774,0,158,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,120,0,0,0,107,0,34,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,895,0,1607,0,0,0,0,0,30,980,187,105,169,4,0,41,3355,0,0,0,0,0,0,0,0,0,4,0,0,44,0,0,0,0,0,0,3928,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,3521,0,5,14644,0,8503,0,3457,0,0,0,0,0,0,0,0,26,8119,0,908,0,30,0,0,0,0,0,0,0,0,0,0
BWM-DL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,394,8,0,144,0,0,948,0,57,0,0,0,0,0,0,0,0,0,0,7,0,0,54,0,0,0,0,0,314,0,461,2010,0,0,108,0,651,0,0,399,0,0,0,0,0,0,0,0,27,0,0,1108,0,0,107,651,92,33,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1138,661,0,0,0,0,0,184,26,0,0,0,0,20621,5,0,0,36557,0,18323,0,2878,0,4962,0,576,0,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,4,0,3,0,0,0,0,0,205,0,0,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,290,0,0,52,0,0,130,0,0,0,0,0,283,0,0,0,99,0,324,0,0,0,0,0,11,1794,747,816,66,0,0,0,103,0,0,55,0,6,0,0,0,1,172,0,0,235,2,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2401,0,126,0,0,0,0,0,0,0,0,686,0,0,14644,0,0,0,26597,0,3272,0,0,0,0,0,0,0,0,0,693,0,2747,0,4372,0,6,0,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,93,197,0,0,0,0,326,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,347,2859,0,0,603,33,947,0,0,9,0,0,0,0,0,0,0,0,174,3,0,1170,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,1337,3048,0,0,0,0,0,11,1,0,0,0,0,8725,0,36557,0,0,0,76248,0,382,0,787,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,57,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,211,931,946,732,0,65,0,0,0,0,0,1,0,25,0,0,0,0,398,0,0,393,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8542,0,0,0,0,0,0,0,0,0,0,803,0,0,8503,0,26597,0,0,0,65244,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
BWM-DL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,2298,11,5,3573,449,577,0,0,43,0,10,0,0,0,0,0,0,1237,0,0,2537,0,0,8,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779,4782,0,0,0,0,0,476,150,0,0,0,0,4854,0,18323,0,76248,0,0,0,0,0,481,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,168,830,116,0,134,0,0,0,0,0,0,0,0,0,0,0,0,841,0,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12501,0,0,0,0,0,0,0,0,0,0,982,0,0,3457,0,3272,0,65244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1074,0,0,1480,0,6,0,0,2,0,1178,200,0,0,0,334,481,135,14,724,0,0,0,0,0,0,0,0,0,22,622,0,0,0,191,3,16,150,0,8493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,41,0,0,0,0,3969,0,2878,0,382,0,0,0,0,6305,23870,380,14398,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,78,0,0,0,10,0,18,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,0,466,0,1731,0,0,0,0,1107,21,295,303,16,233,0,3180,18,0,0,0,0,0,0,0,0,0,0,3,104,0,0,0,0,0,0,0,0,4943,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305,0,68,22072,0,1095,0,277,0,0,0,0,0,0,0,0,0,5914,0,1580,0,0,0,0
BWM-DR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,28,1,2055,380,0,0,2,160,672,11,0,821,0,0,0,0,0,0,0,0,0,36,904,0,0,0,735,88,9,138,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,864,0,0,0,0,0,34,157,0,0,0,0,2534,0,4962,0,787,0,481,0,23870,68,0,0,43444,0,23440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,10,0,1,0,0,0,0,0,9,0,0,4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,345,0,18,0,0,0,0,26,0,0,0,69,0,0,3,0,0,3,0,487,0,0,0,0,1341,5,851,772,32,94,0,280,0,0,182,0,0,0,0,0,0,0,0,225,528,0,0,0,52,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030,0,1521,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,380,22072,0,0,0,3868,0,7865,0,0,0,0,0,0,0,0,0,982,0,8433,0,0,0,114
BWM-DR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,23,0,0,0,0,0,0,107,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,2,3060,277,0,0,0,639,816,0,0,615,0,8,0,0,0,0,0,0,0,397,1704,0,0,0,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,0,0,0,0,0,187,491,0,0,0,0,774,0,576,0,0,0,0,0,14398,0,43444,0,0,0,66892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,59,21,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,29,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,218,2,146,289,13,0,0,0,0,0,107,0,0,0,0,0,0,0,0,111,57,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,955,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,1095,0,3868,0,0,0,4588,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
BWM-DR07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,95,0,303,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1193,170,0,0,3,2525,769,0,0,199,0,0,0,0,0,0,0,0,0,1336,2308,0,0,0,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290,0,0,0,0,0,439,650,0,0,0,0,158,0,3497,0,480,0,181,0,709,0,23440,0,66892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DR08,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,70,29,245,0,0,0,0,0,177,0,0,0,0,0,0,0,0,1687,1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14019,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,277,0,7865,0,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VL01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,57,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,540,0,0,0,0,90,0,801,0,0,0,194,0,0,0,138,938,649,44,278,293,0,0,0,0,0,0,0,0,0,0,0,0,421,0,75,5,24,63,0,0,7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4722,20177,1838,7843,693,0,749,3868,0,2355,0,329,0,0,0
BWM-VL02,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,6,0,16,0,0,0,18,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,1662,0,458,0,0,0,252,9,147,176,8,1126,3,4,2383,25,0,3,0,0,0,0,5,0,0,0,0,0,90,0,0,0,0,0,18,0,5076,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,375,0,0,0,0,0,0,0,0,86,0,38,8119,0,693,0,0,0,0,0,0,0,0,0,0,0,0,4722,0,67,14408,0,4574,0,2823,0,0,0,0,0,0,0,0
BWM-VL03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,177,0,0,0,155,2159,512,63,270,629,0,0,0,0,9,0,29,0,0,27,0,0,801,0,66,27,26,505,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1574,0,0,0,0,113,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20177,67,0,2013,31571,782,220,250,1271,0,2297,0,0,0,0,0
BWM-VL04,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,0,0,0,132,0,0,0,5,0,2,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,206,0,0,148,0,0,0,0,0,0,0,0,310,2,0,0,0,0,278,0,7,0,0,2,42,0,820,757,0,1608,0,0,374,0,0,351,0,0,0,0,25,0,0,0,0,0,382,0,0,0,0,95,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2042,0,0,0,0,8,0,0,0,807,0,0,908,0,2747,0,0,0,0,0,0,0,0,0,0,0,0,1838,14408,2013,0,189,25538,0,16191,0,0,0,0,0,0,0,0
BWM-VL05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,376,0,0,0,92,2602,5,0,23,620,219,0,0,0,616,0,125,0,0,209,0,0,1733,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,0,0,896,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7843,0,31571,189,0,265,5587,0,14,0,49,0,0,0,0,0
BWM-VL06,0,0,0,0,0,0,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,235,0,0,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,556,0,0,8,0,0,1056,0,0,42,0,0,0,0,0,0,0,0,565,4,0,0,0,0,5,0,0,0,0,0,1,0,796,351,0,372,0,0,0,0,1,483,0,0,9,0,208,0,0,121,0,0,475,0,0,0,0,75,0,0,64,0,80,0,0,0,0,0,0,0,0,0,2,0,532,0,3729,0,0,0,0,10,0,66,0,2487,0,0,30,0,4372,0,24,0,0,0,0,0,0,0,0,0,0,693,4574,782,25538,265,0,0,37121,0,0,0,0,0,0,0,0
BWM-VL07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5172,0,0,0,1248,0,403,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,3577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,5587,0,0,0,0,0,0,0,0,0,0,0
BWM-VL08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,4,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,7,0,0,0,0,0,239,87,0,47,0,0,0,0,0,1213,0,0,92,0,553,0,0,0,0,0,1777,0,0,0,0,3,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,0,7547,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,749,2823,250,16191,0,37121,0,0,0,0,0,0,0,0,0,0
BWM-VR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,101,0,991,0,0,0,184,0,0,1004,406,913,637,39,199,0,0,0,0,0,0,0,2,0,0,0,0,0,366,21,63,148,9,0,0,0,8661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868,0,1271,0,14,0,0,0,0,3293,20489,260,9576,158,2259,0
BWM-VR02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,54,0,11,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,1965,0,322,0,0,7,393,363,627,1340,2,75,3450,0,1,2,0,0,0,0,0,0,31,0,0,0,0,0,92,0,0,0,0,0,0,0,4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5914,0,982,0,0,0,0,0,0,0,0,0,0,0,0,3293,0,0,20385,0,4218,0,7407
BWM-VR03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,0,0,78,0,0,2316,750,808,283,281,314,0,1,0,0,0,6,0,10,0,0,0,0,0,567,61,68,582,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2355,0,2297,0,49,0,0,0,20489,0,0,0,33956,67,13631,0
BWM-VR04,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,301,0,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,201,1,0,0,0,0,0,0,0,215,0,0,15,0,0,0,0,679,0,22,2,0,0,113,943,1751,1532,0,0,420,0,0,872,2,0,0,0,4,0,149,0,0,0,0,0,213,0,0,98,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,1354,0,0,0,0,12,0,0,0,852,0,0,0,0,0,0,0,0,0,1580,0,8433,0,71,0,0,0,0,0,0,0,0,0,0,260,20385,0,0,0,21866,0,22291
BWM-VR05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,340,0,0,1994,518,35,25,2,613,0,0,0,0,0,73,0,20,0,0,0,0,0,1029,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,9576,0,33956,0,0,0,66002,0
