neuron,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,SAADL,SAADR,SAAVL,SAAVR,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DL02,BWM-DL03,BWM-DL04,BWM-DL05,BWM-DL06,BWM-DL07,BWM-DL08,BWM-DR01,BWM-DR02,BWM-DR03,BWM-DR04,BWM-DR05,BWM-DR06,BWM-DR07,BWM-DR08,BWM-VL01,BWM-VL02,BWM-VL03,BWM-VL04,BWM-VL05,BWM-VL06,BWM-VL07,BWM-VL08,BWM-VR01,BWM-VR02,BWM-VR03,BWM-VR04,BWM-VR05,BWM-VR06,BWM-VR07,BWM-VR08
SAADR,0,0,0,0,0,0,1117,0,2004,0,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,326,0,0,26,578,88,0,0,0,0,1640,0,854,52,226,623,1,16,12,38,35,0,269,36,236,0,0,361,735,0,0,0,0,68,54,313,216,87,0,6,98,233,63,90,82,0,0,0,26,0,14,5,83,7,104,34,3,0,0,541,1116,0,1199,1062,0,0,0,0,1,295,0,0,22,1627,31,0,243,2,10,286,0,0,0,0,0,415,75,164,622,24,82,1,304,111,192,35,609,161,911,0,233,1288,121,0,0,0,54,162,722,20,0,1,0,0,84,0,393,132,0,0,0,0,8,167,0,0,161,77,60,211,449,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,82,945,0
SAAVL,0,0,158,0,3,0,0,0,72,0,75,0,0,0,30,0,13,29,0,0,0,0,0,9,0,0,0,0,0,0,19,11,136,90,350,15,105,0,0,0,0,0,0,0,72,0,0,0,0,116,854,0,1300,1273,0,0,0,0,97,31,0,11,258,724,0,0,274,9,0,34,0,0,53,46,1526,630,121,121,92,30,105,76,0,0,0,0,0,10,0,1,91,10,141,116,18,1,0,0,38,861,12,1467,1610,0,0,0,0,0,56,0,0,0,1466,437,0,2,24,7,214,1,0,0,0,0,524,949,621,122,120,685,305,630,164,179,292,505,0,594,555,2270,1375,492,0,0,0,0,1,1761,0,0,0,0,0,0,0,49,72,0,0,0,0,0,2,0,0,32,250,0,24,466,43,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAVR,0,0,0,0,3,18,0,0,0,1534,3,80,25,393,0,0,0,35,14,93,0,79,0,0,66,0,8,0,34,0,35,15,116,86,172,0,0,0,0,0,0,0,0,29,0,0,0,0,0,988,52,1300,0,0,0,29,0,0,64,37,1,0,460,104,0,7,35,366,31,0,0,9,2,5,611,1387,107,3,13,26,7,1,0,0,24,0,0,7,0,0,0,0,94,121,2,0,0,0,1063,0,0,1360,709,0,0,0,0,0,0,30,0,0,253,989,0,7,31,121,3,260,0,0,0,6,1172,630,58,353,254,91,408,200,85,136,412,247,702,0,1684,326,110,621,0,0,0,0,1376,0,0,0,14,282,0,0,0,117,8,0,0,0,0,0,0,0,0,148,48,22,0,122,242,0,0,0,0,0,0,0,0,0,0,0,9,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDQR,0,0,0,3,0,0,0,4521,0,29,238,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,950,271,684,0,0,0,13,0,0,0,6,0,0,0,16,1090,226,1273,0,0,0,325,0,0,0,0,0,8,0,652,0,0,16,0,0,131,0,0,0,0,154,0,660,3,626,137,0,40,12,33,0,1609,248,27,0,21,2316,0,0,103,0,0,0,438,0,4,0,25,107,0,0,0,0,0,0,213,0,0,2217,0,44,0,272,21,166,0,0,0,0,0,24,1332,657,0,0,1918,136,326,1187,27,242,1,0,229,11,337,459,0,0,0,0,0,0,1276,0,42,67,0,0,1,511,0,0,0,0,0,0,387,0,0,0,1517,2033,0,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0
URBL,0,0,129,0,7,0,1500,0,0,0,0,0,0,0,0,24,0,125,0,45,0,4,0,70,0,0,0,0,0,0,80,0,3,0,85,0,0,0,0,2903,0,0,0,1758,0,672,0,362,0,0,623,0,0,0,0,0,1999,0,103,0,0,0,1869,0,0,0,0,0,0,17,0,0,0,0,80,0,154,0,149,980,19,0,2,352,122,0,0,40,0,0,603,0,0,0,29,0,44,0,2,0,0,0,0,3,0,0,67,0,3479,0,0,0,187,0,12,413,210,628,0,13,0,0,0,0,20,154,0,201,742,0,528,302,721,404,0,1364,555,0,0,304,24,0,0,0,0,0,939,0,92,0,279,0,0,0,0,0,0,0,3549,0,2014,0,0,20,0,1224,1243,473,0,36,0,0,15,0,3609,0,1164,0,4200,0,0,0,0,0,0,0,0,0,157,0,96,0,1742,0,262,0,0,0,0,0,0,0,0
URBR,0,0,0,124,0,2,0,1376,0,134,3,42,45,0,0,0,6,0,38,0,52,0,0,0,3,0,0,0,0,0,47,4,0,0,398,0,0,0,2,0,3041,0,7,0,1239,0,685,0,606,869,1,0,29,325,0,0,0,1519,0,0,0,0,0,1985,0,0,7,0,23,0,0,0,0,0,0,12,0,81,1207,1,0,146,1125,0,0,29,279,77,0,0,51,27,0,52,0,71,0,78,0,117,0,0,0,0,3,0,0,27,0,3198,0,0,0,275,310,19,698,186,2,21,0,34,0,0,7,59,25,0,0,1158,72,1349,741,1308,810,8,0,553,253,0,0,134,0,0,0,57,0,539,0,32,120,0,0,0,0,2,8,15,0,2066,0,1635,95,0,14,795,1849,0,23,0,15,0,0,0,0,0,0,0,0,0,211,0,4150,0,98,0,1271,0,0,0,0,0,0,0,0,0,123,0,1314,0,59,0,84
URXL,2023,0,72,0,460,0,1340,0,0,0,0,0,5,0,0,1084,0,0,0,262,0,107,0,2347,0,0,267,0,920,0,6,0,45,363,53,0,0,1008,0,821,0,355,0,76,0,0,0,368,0,0,16,0,0,0,1999,0,0,0,966,0,165,0,1090,0,257,0,0,66,22,139,202,0,402,0,5,0,170,93,38,182,133,0,30,107,48,0,0,9,925,0,95,9,1110,0,360,0,0,0,1062,0,12,20,0,0,0,2000,74,0,483,0,101,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,216,39,0,3,307,6,0,0,83,466,0,0,180,0,0,310,0,112,0,0,0,1223,0,300,0,0,87,586,0,1,13,1257,0,387,0,81,128,0,207,84,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,2318,0,231,0,450,0,818,0,0,166,3,206,0,0,0,913,0,21,0,179,0,37,0,2312,0,0,247,0,1177,33,17,292,0,44,0,0,0,899,0,696,0,238,0,194,0,2,0,309,87,12,0,0,0,0,1519,0,0,0,821,0,395,0,652,0,51,44,8,62,53,0,296,0,524,0,70,60,177,31,55,32,259,164,83,0,0,82,47,0,1805,0,12,0,959,0,620,0,8,0,955,138,0,13,0,0,1787,0,108,0,403,0,51,0,0,146,0,5,0,0,3,19,0,0,0,0,0,75,0,0,103,113,0,0,0,9,0,0,277,174,0,0,0,0,290,0,25,0,0,0,818,324,0,0,1092,83,0,0,0,0,1371,0,341,43,0,253,104,549,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,97,0,103,0,0,0,0,0,3,3,22,0,0,69,0,72,0,21,0,29,0,177,0,0,22,0,5,0,69,53,122,82,61,0,0,2259,0,0,0,0,0,396,0,1302,0,0,0,44,38,97,64,0,103,0,966,0,0,0,0,0,210,0,60,0,8,149,79,73,5,0,31,0,65,14,107,63,233,327,172,831,124,172,55,0,23,28,0,0,84,65,0,0,447,0,73,0,278,0,860,105,6,0,0,2,4256,0,0,0,0,0,75,70,24,407,0,0,1259,0,856,348,188,282,19,34,135,0,0,0,72,143,36,45,74,0,0,0,19,463,132,14,2671,0,0,0,0,0,37,0,60,0,0,45,0,46,48,217,1508,0,0,0,153,33,0,40,0,305,96,0,0,44,0,188,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,38,0,31,0,67,0,0,0,13,71,0,0,0,60,0,51,0,50,0,64,0,118,0,0,23,0,4,48,25,5,30,81,0,0,0,2798,0,0,0,0,0,372,0,2379,0,0,21,35,31,37,0,0,0,0,821,0,0,0,0,0,252,0,83,115,28,28,44,0,0,0,13,27,50,54,113,249,300,606,173,270,174,0,85,90,19,0,13,37,89,0,0,0,626,0,7,0,357,352,0,51,0,0,0,0,4156,0,0,0,0,57,67,381,0,0,0,0,1578,703,12,470,234,17,21,0,95,0,0,78,46,29,5,0,46,0,0,510,12,7,133,0,2365,0,0,0,0,0,49,70,0,0,1,75,20,27,63,0,1495,0,0,104,0,69,7,8,0,97,0,51,0,0,0,0,0,0,0,0,52,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,127,0,41,0,0,0,145,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,87,0,0,0,0,9,0,0,0,0,224,206,0,0,0,0,0,0,1483,0,621,0,0,0,1166,0,104,0,0,1,0,0,0,165,0,0,0,0,0,398,0,0,0,0,197,0,32,0,0,1,0,0,144,105,32,0,189,0,1263,0,165,0,0,0,144,86,0,182,316,33,0,1188,0,0,0,674,0,200,13,0,275,0,330,0,0,0,0,5288,0,0,20,1841,0,0,0,0,444,451,515,5,479,0,0,269,0,126,0,185,0,157,113,99,0,72,0,39,0,0,495,0,0,1560,0,0,0,0,0,0,0,0,0,270,342,55,726,0,0,1499,0,158,0,0,21,169,178,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,84,0,0,0,0,0,2,0,0,0,0,0,0,0
URYVR,0,184,0,237,0,0,0,147,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,40,0,183,0,0,227,0,296,0,0,0,0,0,0,0,1556,0,703,0,0,0,2254,0,269,11,0,8,0,0,0,395,0,0,0,0,0,361,0,0,164,0,76,0,0,0,0,75,160,0,11,77,346,0,1025,0,85,0,0,0,67,81,0,94,58,361,0,65,0,973,0,0,0,518,0,0,62,0,139,267,0,0,0,0,1,5461,106,0,0,1546,0,0,613,0,388,10,400,346,0,0,0,307,0,178,0,225,200,147,0,149,0,2,0,84,486,0,0,0,0,1070,0,0,0,0,0,0,0,335,0,3,103,261,0,0,0,1747,463,0,0,250,32,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,80,0,10,0,0,0
ADAL,542,0,842,0,0,0,3022,0,0,0,11,0,0,0,0,2484,41,0,0,79,0,386,0,0,0,0,59,0,638,0,0,0,0,2,876,0,0,23,0,100,0,201,0,18,0,223,0,483,0,517,36,258,460,0,1869,0,1090,0,210,0,398,0,0,247,148,0,64,179,0,0,1,0,171,1,420,993,1224,1136,302,2145,3,112,6,1290,1082,0,0,651,723,0,486,0,83,0,0,0,521,0,29,0,0,840,65,637,0,9,12,0,0,0,39,0,140,231,0,40,10,0,0,1,0,0,0,0,358,220,481,212,849,0,892,354,711,277,399,359,196,0,96,37,1,284,0,0,279,0,1579,0,48,0,0,427,598,0,930,30,16,0,365,0,307,0,14,1296,0,844,806,2101,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,6,317,0,839,0,0,0,2371,0,0,800,0,0,0,0,0,2348,0,0,0,56,0,585,0,0,0,0,93,0,421,0,0,4,0,901,675,1827,0,95,0,1,0,62,0,0,0,388,0,427,29,236,724,104,652,0,1985,0,652,0,252,0,361,247,0,0,29,252,3,0,0,0,0,11,2,865,556,1083,1122,1325,458,72,41,1733,0,0,3,374,288,0,595,766,0,0,144,0,0,0,564,0,9,0,4,877,0,847,6,0,82,0,0,0,44,429,258,0,0,0,0,2,0,0,0,0,0,39,92,91,68,0,868,205,812,189,623,103,283,0,443,33,171,259,0,0,346,0,186,0,2408,0,78,0,0,0,789,0,12,0,0,0,269,0,155,44,0,287,1404,1340,1,0,0,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,531,1,1748,0,84,0,0,0,0,0,0,1492,240,4030,0,1150,1,1287,0,1719,0,6445,342,0,0,0,3246,61,1440,91,2060,817,0,32,0,0,0,77,0,8,0,0,0,3,0,114,0,0,0,0,0,0,0,0,0,0,257,0,60,0,0,0,148,0,0,240,2304,5,142,105,304,0,370,1,68,0,0,17,0,56,0,1,0,53,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,0,7,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,36,0,0,0,0,0,3123,17,177,0,782,0,55,0,0,0,0,0,61,0,0,1893,64,12,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,5,839,12,2104,0,100,0,0,0,0,0,361,1416,0,5029,0,1507,424,1458,0,2037,1,6318,0,11,0,76,1674,173,629,734,2411,0,0,0,0,0,0,213,0,26,0,0,0,1,0,187,0,0,0,0,0,7,0,0,0,0,51,0,83,0,0,0,29,240,0,21,2797,59,125,8,439,0,861,0,0,0,5,0,0,0,0,203,0,0,18,2,2,0,1,0,0,0,7,0,1,0,1693,0,0,0,0,15,0,0,18,0,53,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,3248,167,0,0,187,0,0,0,0,0,0,0,0,0,0,1875,0,60,0,110,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,267,160,585,0,987,0,0,0,0,0,471,2159,213,882,0,372,64,718,0,18,0,514,0,223,47,0,662,0,373,133,1463,787,327,79,222,25,336,2,0,17,0,0,210,0,26,0,0,0,0,745,361,274,35,16,0,7,0,44,8,115,0,164,64,252,2304,21,0,34,250,581,712,0,130,776,428,71,796,0,134,75,445,457,0,0,0,0,2,26,0,399,0,461,0,157,11,448,166,0,7,1000,0,307,907,0,0,12,13,0,2,0,0,141,567,0,0,5,0,0,0,7,0,0,0,65,206,590,0,1263,0,295,25,115,84,134,0,380,0,1,0,801,125,157,2,0,0,106,0,0,21,0,9,0,0,23,44,482,388,14,0,0,11,0,617,115,0,3,92,0,61,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,40,468,0,670,3,731,0,0,0,0,3,350,1793,0,1518,0,724,1,466,0,4,0,871,79,93,275,4,447,26,494,390,756,103,144,307,0,0,5,50,108,1,186,0,107,0,0,31,2,0,628,735,9,366,0,0,0,66,8,149,28,197,0,179,3,5,2797,34,0,344,368,62,490,834,283,45,563,0,854,150,633,301,479,0,6,0,0,0,6,668,10,0,201,40,26,476,35,0,371,1011,28,0,994,344,0,0,56,0,17,1,21,60,0,18,465,11,0,0,0,6,0,0,0,0,5,287,100,833,0,136,0,129,4,220,168,317,0,4,3,668,0,203,9,0,17,128,0,296,0,0,249,14,0,0,118,0,249,396,219,0,0,0,0,420,0,40,59,0,246,45,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,1,81,211,0,1695,5014,127,0,287,0,0,1295,673,117,0,0,0,482,154,57,0,391,0,572,3769,2,0,0,0,2,166,573,1426,89,0,0,0,58,46,0,118,0,0,18,23,100,64,0,0,0,0,0,31,0,0,23,22,62,79,28,0,76,0,0,142,59,250,344,0,2079,314,862,34,24,0,75,0,0,376,0,0,0,731,0,0,0,0,0,0,0,0,0,0,79,78,671,0,0,0,0,9,0,0,0,0,0,53,66,0,73,0,0,35,40,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,13,29,70,0,0,247,0,0,0,0,0,0,126,0,0,0,0,19,16,0,13,0,0,0,0,0,177,90,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,67,0,0,0,4055,339,0,262,0,275,0,201,249,134,271,0,0,455,208,0,5,0,398,3239,729,467,0,0,0,0,517,1629,549,1968,0,0,166,54,98,72,0,0,0,7,25,95,75,70,0,13,0,34,0,131,17,0,139,53,73,44,32,0,0,0,105,125,581,368,2079,0,500,227,30,4,24,32,0,0,21,378,6,0,0,519,0,0,0,0,0,0,0,0,90,0,679,477,0,0,0,1,13,1,50,0,0,0,71,75,33,0,0,0,36,24,0,0,0,0,0,0,0,0,0,77,0,0,49,0,0,0,135,179,0,0,0,0,0,0,41,0,0,0,47,162,0,0,0,364,0,9,0,0,0,0,302,0,0,0,82,86,145,0,0,0,0,0,0,312,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,1415,32,2,0,5510,1,0,0,0,0,0,2756,734,253,0,134,0,268,0,0,0,9,0,2559,147,0,1090,0,1319,122,681,815,130,1003,3,0,0,7,0,58,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,202,0,5,0,0,0,1,0,304,8,712,62,314,500,0,8,2345,0,5,16,34,111,0,164,12,76,0,677,1,0,0,0,14,0,0,0,309,0,1568,0,220,0,1,0,0,104,0,0,0,119,9,0,54,0,0,0,93,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,92,0,229,0,14,0,0,0,164,0,0,0,12,0,0,0,0,0,3,0,687,0,0,0,78,0,58,0,0,0,8,0,0,0,0,162,0,0,0,7,119,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYR,0,1352,0,24,30,5325,0,0,0,0,69,1031,2702,0,105,0,67,0,302,0,0,0,75,0,2744,0,0,1225,0,1345,859,543,1352,189,26,244,246,0,14,0,4,0,0,0,0,0,43,0,0,0,0,0,9,0,0,0,0,296,0,0,0,0,0,0,0,439,0,490,862,227,8,0,0,1918,0,22,3,9,0,0,0,9,822,0,0,6,164,70,0,33,0,0,0,541,0,1572,0,142,0,0,308,0,58,0,0,273,0,39,0,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,185,36,33,0,5,0,80,0,0,0,12,0,0,0,0,0,1,0,345,0,0,0,30,0,0,90,1,0,16,0,0,0,0,103,0,0,0,363,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZL,3765,221,33,0,1079,0,0,0,0,0,122,759,106,440,0,520,109,86,0,6,0,21,0,807,2,0,1478,0,2235,89,170,149,43,870,491,0,0,9,0,0,0,0,0,0,0,0,0,2,0,25,68,53,2,0,0,0,402,0,31,0,1,0,171,11,370,0,130,834,34,30,2345,0,0,162,216,2,138,45,179,131,916,333,0,0,0,0,0,1,93,0,0,27,995,0,1099,71,9,0,682,0,0,533,2,0,0,1313,50,0,18,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,44,0,317,75,0,76,988,0,1540,0,0,0,88,31,2,0,0,0,52,0,82,0,0,1,386,0,897,0,19,0,0,0,0,0,170,0,0,151,0,346,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIZR,267,3893,0,41,0,1362,0,0,0,0,54,242,847,0,290,24,1005,0,385,0,0,0,18,42,459,144,36,1512,12,2039,319,170,713,0,456,0,92,0,97,0,20,0,0,0,0,0,8,0,45,163,54,46,5,0,0,0,0,524,0,13,0,75,1,2,1,861,776,283,24,4,0,1918,162,0,0,1,0,233,101,172,294,1373,0,0,0,0,0,0,1,132,0,42,0,721,0,926,0,130,0,837,345,13,637,0,0,860,0,41,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,34,79,234,24,6,0,848,0,1543,0,26,16,70,0,7,0,0,0,0,0,39,0,0,0,752,0,32,0,10,0,0,0,75,181,0,159,0,153,31,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAL,25,0,220,0,3,0,0,0,0,0,913,0,0,0,0,220,0,150,0,0,0,1,0,226,0,0,8,0,49,0,52,7,91,176,340,170,1473,0,0,1,0,0,2,1,42,38,0,1,0,220,313,1526,611,154,80,0,5,0,65,27,0,160,420,865,68,0,428,45,0,24,5,0,216,0,0,132,346,312,650,270,57,55,0,155,0,0,3,774,641,167,12,155,146,77,123,0,0,0,0,77,3,283,490,0,0,97,0,0,38,0,0,1,582,155,25,48,74,90,134,37,0,0,0,0,742,559,102,441,352,95,239,94,19,96,150,119,43,22,172,763,369,156,0,0,0,8,0,1600,0,0,0,0,0,610,433,191,38,93,0,0,0,0,328,0,0,318,276,642,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVAR,0,0,0,619,0,21,0,0,0,112,400,116,159,0,0,16,323,0,454,0,0,0,2,0,254,0,0,0,0,47,154,69,281,34,309,0,0,0,3,0,5,22,0,11,3,0,80,0,0,418,216,630,1387,0,0,12,0,70,14,50,144,0,993,556,0,0,71,563,75,32,16,22,2,1,132,0,418,458,173,546,10,274,218,314,13,0,509,393,515,59,6,0,75,275,0,72,103,0,171,0,0,612,339,0,8,1,0,0,0,29,4,0,96,457,6,4,0,5,0,106,0,0,0,0,431,449,394,77,158,153,247,255,65,176,162,88,16,0,578,3,125,364,0,23,36,0,1230,296,12,0,0,0,253,170,603,297,232,0,0,15,0,0,98,77,206,204,510,467,0,54,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBL,351,0,23,0,0,3,733,152,0,0,1876,12,0,14,0,1958,0,41,0,8,0,0,0,235,1,0,147,0,189,0,46,0,473,15,540,1199,1259,39,0,5,0,0,45,0,0,92,0,190,0,0,87,121,107,660,154,0,170,60,107,54,105,11,1224,1083,0,0,796,0,0,0,34,3,138,0,346,418,0,726,2302,1366,450,11,1424,3694,318,26,3111,2814,1748,2030,696,58,0,43,140,233,1305,0,0,286,0,515,429,121,90,113,43,0,0,0,0,9,219,548,0,8,0,0,0,5,0,0,0,1,0,1,0,318,3,216,295,761,134,248,5,130,77,0,0,43,4,14,60,14,0,101,0,0,2,0,0,0,0,1449,1416,299,69,56,14,0,10,1,2,0,0,322,30,1462,152,199,50,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVBR,1,277,1,171,0,0,89,1228,0,0,1424,0,13,0,34,49,2008,0,0,0,0,0,0,0,205,723,6,276,0,61,0,0,3,501,822,1141,0,0,154,0,0,0,0,0,0,2,91,85,139,3,0,121,3,3,0,81,93,177,63,113,32,77,1136,1122,17,5,0,854,0,0,111,9,45,233,312,458,726,0,605,885,2,886,2899,2164,326,1556,2946,3758,3347,1587,483,0,46,0,262,184,162,2129,75,0,1,396,447,0,176,239,0,8,0,0,0,0,314,355,1,0,0,0,4,2,0,0,0,0,45,3,229,0,254,13,604,11,249,62,107,0,0,91,8,0,7,0,0,117,6,0,56,0,85,87,0,0,65,667,1494,72,128,0,0,12,1,93,20,0,25,70,156,1866,155,11,130,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDL,0,0,392,55,0,0,882,1271,0,0,1174,0,0,0,0,159,173,0,0,164,0,3,0,105,260,0,0,0,0,0,0,0,1327,606,1134,5058,3911,163,273,0,0,0,7,125,0,330,406,0,71,162,6,92,13,626,149,1207,38,31,233,249,0,346,302,1325,0,0,134,150,376,21,0,0,179,101,650,173,2302,605,0,396,83,781,2667,294,12,582,3746,1464,29,338,1005,27,0,0,1,133,14,0,15,909,0,63,242,0,0,115,259,288,0,0,0,35,459,265,0,0,0,0,0,114,0,0,0,0,18,247,0,372,0,236,395,337,1233,251,73,66,0,10,0,13,23,37,248,32,0,0,270,86,225,0,351,0,0,2860,15,101,5,46,130,0,0,164,264,35,0,75,359,1336,2,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVDR,339,40,602,272,0,0,1383,1325,0,4,439,0,0,0,0,998,289,0,7,0,43,0,0,230,2,0,0,3,0,0,0,0,986,1351,834,0,77,353,233,0,0,0,0,0,135,260,229,446,0,33,98,30,26,137,980,1,182,55,327,300,189,0,2145,458,56,0,75,633,0,378,164,0,131,172,270,546,1366,885,396,0,693,17,247,5683,2030,186,494,1576,259,138,152,0,0,0,267,96,1163,21,700,12,0,202,185,175,72,13,82,147,0,0,0,0,67,305,0,0,0,0,24,0,0,0,0,0,21,35,180,0,189,0,572,300,258,1084,64,179,265,0,1,0,21,20,108,150,0,0,248,566,385,324,218,0,388,5,1734,2,6,0,7,184,157,0,18,123,7,429,288,4719,1,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0
