pre,post,connectivity_with_daf2,connectivity_2_dauer,neighborhood_2_dauer,neighborhood_3_dauer
ASH,SMBD,variable,variable,maintained,maintained
ASH,SMBV,variable,variable,maintained,maintained
ASH,URX,variable,variable,maintained,maintained
ASH,URYD,variable,variable,maintained,maintained
ASI,ADL,variable,variable,maintained,maintained
ASI,AFD,dauer_decreased,maintained,maintained,maintained
ASI,AIA,maintained,maintained,maintained,maintained
ASI,AIB,dauer_decreased,dauer_decreased,maintained,maintained
ASI,AIN,dauer_increased,dauer_increased,maintained,maintained
ASI,AIY,dauer_decreased,maintained,maintained,maintained
ASI,ALA,variable,variable,dauer_increased,dauer_increased
ASI,ASE,dauer_increased,dauer_increased,maintained,maintained
ASI,ASG,dauer_increased,dauer_increased,maintained,maintained
ASI,ASH,variable,variable,dauer_decreased,dauer_decreased
ASI,ASK,maintained,variable,maintained,maintained
ASI,AVA,variable,variable,maintained,maintained
ASI,AVF,variable,no_synapse,NA,NA
ASI,AVJ,variable,variable,maintained,maintained
ASI,AWA,variable,variable,maintained,maintained
ASI,AWB,variable,variable,maintained,maintained
ASI,AWC,maintained,dauer_decreased,maintained,maintained
ASI,BAG,variable,variable,dauer_decreased,maintained
ASI,CEPV,variable,variable,maintained,maintained
ASI,IL1L/R,variable,variable,maintained,maintained
ASI,RIA,maintained,maintained,maintained,maintained
ASI,RIH,variable,variable,dauer_increased,variable
ASI,SAAV,variable,variable,maintained,maintained
ASI,SMDV,variable,no_synapse,variable,variable
ASJ,ADL,variable,no_synapse,maintained,maintained
ASJ,AIA,dauer_decreased,variable,maintained,maintained
ASJ,AIM,dauer_increased,dauer_increased,maintained,maintained
ASJ,AIN,variable,variable,maintained,maintained
ASJ,ALA,variable,variable,maintained,maintained
ASJ,ASG,maintained,dauer_increased,maintained,maintained
ASJ,ASH,variable,no_synapse,maintained,dauer_decreased
ASJ,ASJ,variable,variable,maintained,maintained
ASJ,ASK,maintained,maintained,maintained,maintained
ASJ,AVA,variable,no_synapse,variable,variable
ASJ,AVF,dauer_increased,dauer_increased,maintained,maintained
ASJ,AWA,variable,variable,maintained,maintained
ASJ,BDU,variable,no_synapse,maintained,maintained
ASJ,CEPV,variable,no_synapse,maintained,maintained
ASJ,HSN,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
ASJ,PVQ,maintained,maintained,maintained,maintained
ASJ,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
ASJ,RIP,variable,dauer_increased,dauer_increased,dauer_increased
ASJ,SMBV,variable,variable,maintained,maintained
ASK,ADA,maintained,maintained,maintained,maintained
ASK,ADL,maintained,variable,maintained,maintained
ASK,AIA,dauer_decreased,maintained,maintained,maintained
ASK,AIB,maintained,variable,maintained,maintained
ASK,AIM,maintained,maintained,maintained,maintained
ASK,AIN,variable,variable,maintained,maintained
ASK,ALA,dauer_increased,dauer_increased,maintained,maintained
ASK,ASE,variable,variable,maintained,maintained
ASK,ASG,variable,variable,maintained,maintained
ASK,ASH,variable,variable,maintained,maintained
ASK,ASI,variable,variable,maintained,maintained
ASK,ASJ,maintained,maintained,maintained,maintained
ASK,ASK,variable,variable,maintained,maintained
ASK,AVD,variable,variable,maintained,maintained
ASK,AVF,variable,variable,maintained,maintained
ASK,AVH,variable,no_synapse,maintained,maintained
ASK,AVJ,dauer_increased,dauer_increased,maintained,maintained
ASK,AWB,variable,variable,maintained,maintained
ASK,AWC,variable,variable,maintained,maintained
ASK,HSN,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
ASK,PVQ,variable,variable,maintained,maintained
ASK,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
ASK,RIF,variable,variable,dauer_decreased,dauer_decreased
ASK,RIP,dauer_increased,dauer_increased,dauer_increased,dauer_increased
ASK,RMG,variable,variable,maintained,maintained
ASK,SIBD,variable,variable,maintained,maintained
ASK,SMDD,variable,variable,maintained,maintained
AUA,ADF,variable,variable,maintained,maintained
AUA,AIB,variable,no_synapse,maintained,maintained
AUA,AIN,variable,variable,maintained,maintained
AUA,AIZ,variable,no_synapse,maintained,maintained
AUA,AQR,variable,no_synapse,maintained,maintained
AUA,AVA,maintained,maintained,maintained,maintained
AUA,AVD,maintained,maintained,maintained,maintained
AUA,AVE,maintained,maintained,maintained,maintained
AUA,BAG,dauer_increased,dauer_increased,maintained,maintained
AUA,DVA,variable,variable,maintained,maintained
AUA,RIA,maintained,maintained,maintained,maintained
AUA,RIB,maintained,maintained,maintained,maintained
AUA,RID,variable,no_synapse,maintained,maintained
AUA,RIG,variable,no_synapse,maintained,maintained
AUA,RIH,variable,no_synapse,maintained,maintained
AUA,RIR,variable,variable,maintained,maintained
AUA,RIV,variable,variable,maintained,maintained
AUA,SAAV,variable,variable,maintained,maintained
AUA,URX,maintained,maintained,maintained,maintained
AUA,URYV,variable,variable,maintained,maintained
AVA,ADE,variable,variable,maintained,maintained
AVA,AIB,variable,dauer_increased,maintained,maintained
AVA,AVA,variable,variable,maintained,maintained
AVA,AVB,variable,variable,maintained,maintained
AVA,AVK,variable,variable,maintained,maintained
AVA,FLP,variable,variable,maintained,maintained
AVA,RIG,variable,variable,maintained,maintained
AVA,RIM,variable,variable,maintained,maintained
AVA,SMDD,variable,variable,maintained,maintained
AVA,SMDV,variable,variable,maintained,maintained
AVB,AIY,variable,no_synapse,maintained,maintained
AVB,AQR,variable,no_synapse,maintained,maintained
AVB,AVA,dauer_increased,dauer_increased,maintained,maintained
AVB,AVJ,variable,variable,maintained,maintained
AVB,PVC,variable,variable,maintained,maintained
AVB,RIG,variable,no_synapse,maintained,maintained
AVB,RIS,variable,variable,maintained,maintained
AVB,RMG,variable,variable,maintained,maintained
AVF,ADA,maintained,dauer_increased,maintained,maintained
AVF,ADE,variable,variable,maintained,maintained
AVF,ADF,variable,variable,maintained,maintained
AVF,ADL,variable,dauer_increased,maintained,maintained
AVF,AIA,variable,maintained,maintained,maintained
AVF,AIM,variable,dauer_increased,maintained,maintained
AVF,AIY,variable,no_synapse,maintained,maintained
AVF,ALA,variable,variable,maintained,maintained
AVF,ALM,variable,variable,dauer_decreased,dauer_decreased
AVF,ALN,variable,variable,maintained,maintained
AVF,AQR,variable,variable,variable,variable
AVF,ASH,variable,variable,maintained,maintained
AVF,ASJ,variable,maintained,maintained,maintained
AVF,ASK,variable,maintained,maintained,maintained
AVF,AVA,variable,variable,maintained,maintained
AVF,AVB,maintained,dauer_decreased,dauer_decreased,dauer_decreased
AVF,AVE,variable,variable,maintained,maintained
AVF,AVF,maintained,maintained,maintained,maintained
AVF,AVH,maintained,maintained,maintained,maintained
AVF,AVJ,maintained,maintained,maintained,maintained
AVF,AVK,variable,variable,variable,variable
AVF,AVM,variable,variable,maintained,maintained
AVF,AWA,variable,variable,maintained,maintained
AVF,AWB,variable,dauer_increased,maintained,maintained
AVF,BAG,variable,no_synapse,NA,NA
AVF,BDU,maintained,maintained,maintained,maintained
AVF,CEPD,variable,dauer_increased,maintained,maintained
AVF,CEPV,variable,dauer_increased,maintained,maintained
AVF,DVA,variable,variable,maintained,maintained
AVF,HSN,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
AVF,IL1D,variable,variable,maintained,maintained
AVF,IL1L/R,variable,variable,maintained,maintained
AVF,IL2D,variable,variable,maintained,maintained
AVF,IL2L/R,variable,dauer_increased,maintained,maintained
AVF,PVQ,maintained,maintained,maintained,maintained
AVF,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
AVF,RIB,variable,no_synapse,NA,NA
AVF,RID,variable,variable,maintained,maintained
AVF,RIF,maintained,maintained,maintained,maintained
AVF,RIP,variable,dauer_increased,dauer_increased,dauer_increased
AVF,RMG,maintained,dauer_increased,maintained,maintained
AVF,SIAV,variable,variable,maintained,maintained
AVF,SIBD,variable,no_synapse,maintained,maintained
AVF,SMBV,maintained,maintained,maintained,maintained
AVF,SMDD,variable,variable,maintained,maintained
AVF,SMDV,variable,variable,dauer_decreased,maintained
AVF,URAD,variable,maintained,maintained,maintained
AVF,URB,variable,variable,maintained,maintained
AVF,URX,variable,variable,maintained,maintained
AVH,ADA,variable,variable,maintained,maintained
AVH,ADF,maintained,dauer_decreased,maintained,maintained
AVH,ADL,dauer_decreased,dauer_decreased,maintained,maintained
AVH,AFD,variable,variable,maintained,maintained
AVH,AIA,variable,variable,dauer_decreased,maintained
AVH,AIB,variable,variable,maintained,maintained
AVH,AIM,maintained,maintained,maintained,maintained
AVH,AIN,variable,variable,maintained,maintained
AVH,AIZ,variable,variable,maintained,maintained
AVH,ALA,dauer_increased,dauer_increased,maintained,maintained
AVH,AQR,maintained,maintained,maintained,maintained
AVH,ASE,variable,variable,dauer_decreased,dauer_decreased
AVH,ASH,maintained,variable,maintained,maintained
AVH,ASJ,variable,dauer_increased,maintained,maintained
AVH,AVA,maintained,dauer_increased,maintained,maintained
AVH,AVB,dauer_increased,dauer_increased,maintained,maintained
AVH,AVD,variable,no_synapse,maintained,maintained
AVH,AVE,variable,variable,maintained,maintained
AVH,AVF,maintained,maintained,maintained,maintained
AVH,AVH,variable,variable,maintained,maintained
AVH,AVJ,dauer_increased,dauer_increased,maintained,maintained
AVH,AVM,variable,variable,maintained,maintained
AVH,AWA,variable,variable,maintained,maintained
AVH,AWB,maintained,maintained,maintained,maintained
AVH,BAG,variable,variable,maintained,maintained
AVH,BDU,variable,variable,maintained,maintained
AVH,CEPD,variable,variable,maintained,maintained
AVH,DVA,maintained,maintained,maintained,maintained
AVH,FLP,variable,variable,maintained,maintained
AVH,IL2D,dauer_increased,dauer_increased,maintained,maintained
AVH,IL2L/R,variable,variable,dauer_increased,dauer_increased
AVH,OLQD,variable,no_synapse,maintained,maintained
AVH,OLQV,variable,variable,maintained,maintained
AVH,PVC,maintained,maintained,maintained,maintained
AVH,PVP,maintained,maintained,maintained,maintained
AVH,RIC,dauer_increased,dauer_increased,maintained,maintained
AVH,RID,variable,no_synapse,maintained,maintained
AVH,RIF,maintained,dauer_increased,maintained,maintained
AVH,RIG,variable,variable,maintained,maintained
AVH,RIM,maintained,dauer_increased,maintained,maintained
AVH,RIP,dauer_increased,dauer_increased,dauer_increased,dauer_increased
AVH,RIR,maintained,maintained,maintained,maintained
AVH,RIV,variable,variable,maintained,maintained
AVH,RMF,variable,variable,variable,variable
AVH,RMG,variable,variable,maintained,maintained
AVH,SAAD,variable,variable,maintained,maintained
AVH,SDQ,variable,variable,maintained,maintained
AVH,SIAV,variable,variable,maintained,maintained
AVH,SIBD,variable,variable,maintained,maintained
AVH,SMBD,dauer_decreased,variable,maintained,maintained
AVH,SMBV,maintained,maintained,maintained,maintained
AVH,SMDD,variable,variable,maintained,maintained
AVH,SMDV,variable,variable,maintained,maintained
AVH,URAD,dauer_increased,dauer_increased,maintained,maintained
AVH,URX,maintained,maintained,maintained,maintained
AVH,URYD,variable,no_synapse,maintained,maintained
AVH,URYV,variable,no_synapse,maintained,maintained
AVJ,ADA,dauer_increased,dauer_increased,maintained,maintained
AVJ,ADE,variable,variable,maintained,maintained
AVJ,ADL,dauer_increased,dauer_increased,maintained,maintained
AVJ,AIM,variable,variable,maintained,maintained
AVJ,AIY,variable,variable,maintained,maintained
AVJ,ALA,variable,no_synapse,maintained,maintained
AVJ,ALM,variable,dauer_increased,maintained,maintained
AVJ,AQR,variable,variable,maintained,maintained
AVJ,ASE,variable,variable,dauer_increased,dauer_increased
AVJ,ASH,variable,variable,maintained,maintained
AVJ,ASK,variable,variable,maintained,maintained
AVJ,AVA,dauer_increased,dauer_increased,maintained,maintained
AVJ,AVB,dauer_increased,dauer_increased,maintained,maintained
AVJ,AVD,dauer_increased,dauer_increased,maintained,maintained
AVJ,AVE,variable,variable,maintained,maintained
AVJ,AVF,variable,no_synapse,maintained,maintained
AVJ,AVH,dauer_increased,dauer_increased,maintained,maintained
AVJ,AVJ,variable,variable,maintained,maintained
AVJ,AVM,maintained,maintained,maintained,maintained
AVJ,AWA,variable,variable,dauer_increased,dauer_increased
AVJ,BDU,variable,variable,maintained,maintained
AVJ,FLP,variable,variable,maintained,maintained
AVJ,IL2D,variable,no_synapse,maintained,maintained
AVJ,PVC,maintained,dauer_increased,maintained,maintained
AVJ,PVP,variable,variable,maintained,maintained
AVJ,PVR,variable,no_synapse,maintained,maintained
AVJ,PVW,late_postembryonic,late_postembryonic,late_postembryonic,late_postembryonic
AVJ,RIC,variable,variable,maintained,maintained
AVJ,RID,variable,variable,maintained,maintained
AVJ,RIF,variable,variable,maintained,maintained
AVJ,RIM,variable,variable,maintained,maintained
AVJ,RIP,dauer_increased,dauer_increased,dauer_increased,dauer_increased
AVJ,RIS,maintained,maintained,maintained,maintained
AVJ,RIV,variable,variable,maintained,maintained
AVJ,SIBV,variable,no_synapse,maintained,maintained
AVJ,SMBV,variable,variable,maintained,maintained
AVJ,URB,variable,variable,maintained,maintained
AVJ,URX,variable,variable,maintained,maintained
AVJ,URYD,variable,variable,maintained,maintained
AVJ,URYV,variable,no_synapse,maintained,maintained
AVK,AIB,maintained,maintained,maintained,maintained
AVK,ALN,variable,variable,maintained,maintained
AVK,AVA,variable,variable,maintained,maintained
AVK,AVB,variable,variable,maintained,maintained
AVK,AVE,maintained,maintained,maintained,maintained
AVK,AVK,maintained,maintained,maintained,maintained
AVK,AVL,dauer_decreased,variable,maintained,maintained
AVK,CEPV,variable,no_synapse,maintained,maintained
AVK,DVA,variable,variable,maintained,maintained
AVK,DVC,variable,dauer_increased,maintained,maintained
AVK,OLL,variable,no_synapse,maintained,maintained
AVK,PVP,variable,variable,maintained,maintained
AVK,PVT,variable,variable,maintained,maintained
AVK,RIC,variable,variable,maintained,maintained
AVK,RIG,maintained,dauer_increased,maintained,maintained
AVK,RIM,maintained,maintained,maintained,maintained
AVK,RIS,maintained,maintained,maintained,maintained
AVK,RIV,maintained,maintained,maintained,maintained
AVK,RMDL/R,maintained,maintained,maintained,maintained
AVK,RMF,maintained,maintained,maintained,maintained
AVK,RMG,variable,variable,maintained,maintained
AVK,SAAD,maintained,maintained,maintained,maintained
AVK,SAAV,maintained,maintained,maintained,maintained
AVK,SDQ,variable,dauer_increased,maintained,maintained
AVK,SIAD,maintained,dauer_increased,maintained,maintained
AVK,SIAV,variable,variable,maintained,maintained
AVK,SIBD,variable,variable,maintained,maintained
AVK,SMBD,variable,variable,maintained,maintained
AVK,SMBV,variable,variable,maintained,maintained
AVK,SMDD,dauer_increased,dauer_increased,maintained,maintained
AVK,SMDV,maintained,maintained,maintained,maintained
AVL,BAG,variable,variable,variable,variable
AVL,OLL,variable,variable,maintained,maintained
AVL,PVT,variable,variable,maintained,maintained
AVL,RIB,variable,variable,maintained,maintained
AVL,RIS,maintained,variable,maintained,maintained
AVL,RMEL/R,maintained,maintained,variable,variable
AVL,URYV,variable,variable,maintained,maintained
AVM,ADA,variable,variable,maintained,maintained
AVM,ADE,variable,variable,dauer_decreased,dauer_decreased
AVM,ALM,variable,variable,maintained,maintained
AVM,ASH,variable,variable,maintained,maintained
AVM,AVB,maintained,dauer_increased,maintained,maintained
AVM,AVD,maintained,maintained,maintained,maintained
