pre,post,L1-1,L1-2,L1-3,L1-4,L2,L3,adult-1,adult-2,dauer-1,dauer-2,dauer-daf2,edge_class
AVH,RIP,0,0,0,0,0,0,0,0,3,4,3,Feed-forward
AVH,RIR,0,0,3,1,3,6,7,13,3,5,4,Feed-forward
AVH,RIV,0,0,0,0,0,0,3,0,0,1,1,Feed-forward
AVH,RMF,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
AVH,RMG,0,0,0,0,0,0,0,0,0,1,0,Recurrent
AVH,SAAD,0,0,0,0,0,0,0,0,1,0,0,Feed-back
AVH,SDQ,0,0,0,0,0,0,0,0,1,0,0,Feed-back
AVH,SIAV,0,0,0,0,1,0,1,0,0,0,0,Feed-forward
AVH,SIBD,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AVH,SMBD,0,0,0,0,1,0,2,3,0,0,0,Feed-forward
AVH,SMBV,0,1,0,3,3,2,4,7,3,3,0,Feed-forward
AVH,SMDD,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
AVH,SMDV,0,0,0,0,0,0,2,1,0,0,0,Feed-forward
AVH,URAD,0,0,0,0,0,0,0,0,1,1,1,Feed-forward
AVH,URX,0,0,1,1,2,5,2,1,5,5,2,Feed-back
AVH,URYD,0,0,0,0,0,0,0,0,0,0,1,Feed-back
AVH,URYV,0,0,0,0,0,0,0,0,0,0,1,Feed-back
AVJ,ADA,0,0,0,0,0,0,1,0,2,3,1,Recurrent
AVJ,ADE,0,0,0,0,0,0,0,0,0,1,0,Feed-back
AVJ,ADL,0,0,0,0,0,0,0,0,2,1,1,Feed-back
AVJ,AIM,0,0,0,0,0,0,0,0,1,0,1,Feed-back
AVJ,AIY,0,1,2,0,0,0,0,1,2,0,0,Recurrent
AVJ,ALA,0,0,0,0,0,0,0,0,0,0,1,Feed-back
AVJ,ALM,0,0,0,0,0,0,0,0,1,1,0,Feed-back
AVJ,AQR,0,0,0,0,0,0,0,1,1,0,0,Feed-back
AVJ,ASE,0,0,0,0,0,0,0,0,1,0,0,Feed-back
AVJ,ASH,0,1,0,0,1,0,0,0,0,1,3,Feed-back
AVJ,ASK,0,0,0,0,0,0,0,1,0,0,0,Feed-back
AVJ,AVA,0,0,0,0,0,0,1,1,8,11,7,Recurrent
AVJ,AVB,1,0,2,4,7,6,11,7,22,19,15,Recurrent
AVJ,AVD,1,0,0,1,0,1,0,1,6,12,5,Recurrent
AVJ,AVE,0,1,0,0,0,0,0,0,1,0,1,Recurrent
AVJ,AVF,0,0,0,0,0,0,0,0,0,0,1,Feed-back
AVJ,AVH,0,1,0,0,0,0,0,0,3,1,3,Feed-back
AVJ,AVJ,0,0,1,0,0,0,0,0,0,0,0,Recurrent
AVJ,AVM,0,0,0,0,0,1,2,2,2,5,0,Feed-back
AVJ,AWA,0,0,0,0,0,0,0,0,2,0,0,Feed-back
AVJ,BDU,0,0,0,1,0,0,0,0,1,0,0,Recurrent
AVJ,FLP,0,0,0,1,0,2,0,0,0,1,0,Feed-back
AVJ,IL2D,0,0,0,0,0,0,0,0,0,0,1,Feed-back
AVJ,PVC,2,1,0,3,4,4,8,4,10,6,1,Recurrent
AVJ,PVP,0,0,0,0,0,0,0,1,0,0,0,Recurrent
AVJ,PVR,0,0,0,0,0,0,0,0,0,0,2,Recurrent
AVJ,PVW,0,0,0,0,0,0,0,1,0,1,1,Recurrent
AVJ,RIC,0,0,0,0,0,0,0,0,1,0,0,Feed-back
AVJ,RID,0,0,0,0,0,0,2,0,0,0,1,Feed-back
AVJ,RIF,0,2,0,2,2,0,0,0,1,0,2,Recurrent
AVJ,RIM,0,0,0,0,0,0,0,1,0,1,0,Recurrent
AVJ,RIP,0,0,0,0,0,0,0,0,4,1,1,Recurrent
AVJ,RIS,0,0,0,0,2,4,1,1,2,2,0,Feed-back
AVJ,RIV,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AVJ,SIBV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
AVJ,SMBV,0,1,1,0,0,0,0,0,0,0,0,Feed-forward
AVJ,URB,0,0,0,0,0,0,0,0,0,1,0,Feed-back
AVJ,URX,0,0,0,0,0,0,0,0,1,0,0,Feed-back
AVJ,URYD,0,0,0,0,0,0,0,0,1,0,0,Feed-back
AVJ,URYV,0,0,0,0,0,0,0,0,0,0,1,Feed-back
AVK,AIB,1,2,0,2,2,0,3,0,5,2,5,Feed-forward
AVK,ALN,0,0,0,0,0,1,0,0,0,1,0,Feed-back
AVK,AVA,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AVK,AVB,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
AVK,AVE,4,3,5,5,7,4,8,7,5,4,2,Feed-forward
AVK,AVK,0,1,0,2,1,0,0,4,4,4,6,Recurrent
AVK,AVL,0,0,0,0,1,0,3,1,0,0,0,Recurrent
AVK,CEPV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
AVK,DVA,0,0,0,0,0,0,0,0,1,0,0,Feed-back
AVK,DVC,1,0,0,0,0,0,2,0,2,1,0,Recurrent
AVK,OLL,0,0,0,0,0,0,0,0,0,0,2,Feed-back
AVK,PVP,1,0,0,0,1,1,0,0,0,0,0,Feed-forward
AVK,PVT,0,0,0,0,1,0,0,0,4,0,0,Feed-forward
AVK,RIC,0,0,0,0,0,1,0,0,5,0,3,Recurrent
AVK,RIG,2,0,1,0,2,1,5,0,3,4,3,Feed-forward
AVK,RIM,5,8,8,7,10,9,14,14,13,7,12,Feed-forward
AVK,RIS,0,0,2,3,2,0,6,11,6,3,2,Recurrent
AVK,RIV,0,1,0,0,0,1,3,3,1,2,2,Feed-forward
AVK,RMDL/R,1,3,3,2,5,3,6,12,13,5,2,Feed-forward
AVK,RMF,0,0,0,0,0,0,2,2,8,2,1,Feed-forward
AVK,RMG,1,2,1,2,2,0,0,0,2,0,0,Recurrent
AVK,SAAD,0,4,2,2,7,2,4,4,4,0,1,Feed-back
AVK,SAAV,1,3,2,1,1,2,3,2,2,0,0,Feed-back
AVK,SDQ,0,0,0,0,0,0,0,0,1,1,0,Feed-back
AVK,SIAD,0,0,0,1,1,0,0,2,3,3,1,Feed-forward
AVK,SIAV,0,0,0,0,0,0,0,0,0,4,0,Feed-forward
AVK,SIBD,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
AVK,SMBD,0,0,0,0,0,0,1,1,0,2,1,Feed-forward
AVK,SMBV,1,0,0,0,0,0,0,0,0,1,0,Feed-forward
AVK,SMDD,0,0,0,0,0,1,2,3,5,4,3,Feed-forward
AVK,SMDV,0,0,1,1,0,2,4,2,5,2,3,Feed-forward
AVL,BAG,0,0,1,0,0,0,0,0,0,0,0,Feed-back
AVL,OLL,0,0,0,0,0,0,0,0,1,0,0,Feed-back
AVL,PVT,0,0,0,0,0,0,1,1,0,1,0,Feed-forward
AVL,RIB,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
AVL,RIS,0,0,1,2,2,0,1,1,0,0,1,Recurrent
AVL,RMEL/R,0,1,2,2,2,0,1,1,1,1,1,Feed-forward
AVL,URYV,0,0,0,0,0,0,0,1,0,0,0,Feed-back
AVM,ADA,0,0,0,0,0,1,0,0,0,0,0,Feed-forward
AVM,ADE,0,0,0,0,1,2,0,0,0,0,0,Feed-forward
AVM,ALM,0,0,0,0,0,0,0,2,2,0,0,Recurrent
AVM,ASH,0,0,0,0,0,0,0,0,1,0,0,Recurrent
AVM,AVB,0,0,0,0,6,10,14,13,17,17,2,Feed-forward
AVM,AVD,0,0,0,0,3,1,3,1,2,4,0,Feed-forward
AVM,AVE,0,0,0,0,0,1,0,0,0,0,0,Feed-forward
AVM,AVH,0,0,0,0,1,0,0,0,0,0,0,Feed-forward
AVM,AVJ,0,0,0,0,1,4,5,6,1,5,1,Feed-forward
AVM,BDU,0,0,0,0,1,2,6,5,0,0,1,Feed-forward
AVM,CEPV,0,0,0,0,0,0,0,0,1,0,1,Feed-forward
AVM,FLP,0,0,0,0,0,0,0,1,1,0,0,Recurrent
AVM,PVC,0,0,0,0,2,6,13,16,19,15,2,Feed-forward
AVM,PVP,0,0,0,0,1,0,0,0,0,1,0,Feed-forward
AVM,PVR,0,0,0,0,3,0,0,0,0,0,0,Feed-forward
AVM,PVW,0,0,0,0,0,0,1,1,2,0,0,Feed-forward
AVM,RIC,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AVM,RID,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AVM,RIF,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AVM,RIM,0,0,0,0,0,0,0,0,2,0,0,Feed-forward
AVM,RIS,0,0,0,0,2,1,0,0,0,0,0,Feed-forward
AVM,SIBV,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AWA,ADA,0,0,0,0,0,0,1,0,1,2,0,Feed-forward
AWA,ADF,2,0,1,0,1,4,3,3,2,2,8,Recurrent
AWA,ADL,3,2,5,3,2,1,1,3,0,3,1,Recurrent
AWA,AFD,0,0,0,1,5,4,9,11,11,8,4,Recurrent
AWA,AIA,3,2,2,2,4,0,4,4,3,3,3,Feed-forward
AWA,AIB,0,0,0,0,0,0,1,0,3,4,5,Feed-forward
AWA,AIM,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
AWA,AIY,2,1,1,2,2,3,7,9,12,8,10,Feed-forward
AWA,AIZ,0,2,4,7,13,12,26,26,17,17,21,Feed-forward
AWA,ASE,2,4,4,6,7,4,10,12,11,11,17,Recurrent
AWA,ASG,0,0,0,0,0,0,0,2,0,0,0,Recurrent
AWA,ASH,0,0,0,0,0,3,3,2,8,6,6,Recurrent
AWA,ASI,0,0,0,0,0,0,0,1,1,0,1,Recurrent
AWA,ASJ,0,0,1,0,0,0,0,0,0,1,0,Recurrent
AWA,ASK,1,0,0,0,0,0,2,0,0,0,1,Recurrent
AWA,AUA,0,0,0,0,1,0,2,0,0,0,0,Recurrent
AWA,AVB,0,0,0,0,0,1,0,0,0,0,1,Feed-forward
AWA,AVH,0,0,1,0,0,0,0,0,0,0,0,Feed-forward
AWA,AVJ,0,0,0,0,0,0,0,0,8,6,6,Feed-forward
AWA,AWA,0,1,0,1,1,0,0,0,1,0,1,Recurrent
AWA,AWB,5,5,8,10,12,9,9,11,8,4,11,Recurrent
AWA,AWC,0,1,0,0,0,0,0,0,1,2,0,Recurrent
AWA,BDU,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AWA,HSN,0,0,0,0,0,0,1,2,0,0,0,Feed-forward
AWA,PVP,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
AWA,PVQ,2,1,0,0,0,0,0,1,2,1,0,Feed-forward
AWA,RIB,0,0,0,0,1,0,0,0,0,0,1,Feed-forward
AWA,RIF,0,0,0,0,0,1,5,1,5,3,2,Feed-forward
AWA,RIG,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
AWA,RIP,0,0,0,0,0,0,0,0,10,9,15,Feed-forward
AWA,RIR,0,0,0,0,0,0,0,0,5,6,5,Feed-forward
AWA,SMBV,0,0,1,0,0,0,0,0,0,0,0,Feed-forward
AWB,ADA,0,0,0,0,0,0,0,0,5,7,3,Feed-forward
AWB,ADF,3,3,6,12,12,17,23,21,2,4,4,Recurrent
AWB,ADL,0,0,0,0,0,0,0,0,2,0,0,Recurrent
AWB,AIA,1,2,0,0,1,0,1,5,2,2,2,Feed-forward
AWB,AIB,0,0,0,0,0,0,0,0,6,3,3,Feed-forward
AWB,AIM,0,0,0,0,0,0,0,1,2,1,2,Feed-forward
AWB,AIY,0,0,0,0,0,1,1,1,5,2,4,Feed-forward
AWB,AIZ,3,4,5,4,12,15,13,14,6,5,7,Feed-forward
AWB,ASE,1,0,0,1,2,0,1,0,4,0,1,Recurrent
AWB,ASH,0,0,0,2,1,1,0,1,2,2,2,Recurrent
AWB,ASI,0,0,0,0,0,0,0,0,0,1,0,Recurrent
AWB,AUA,0,0,0,1,0,1,1,2,2,0,1,Recurrent
AWB,AVF,0,0,0,0,0,0,0,0,0,1,1,Feed-forward
AWB,AVH,2,1,0,4,2,0,0,3,0,0,0,Feed-forward
AWB,AVJ,0,0,0,0,0,0,0,0,1,0,1,Feed-forward
AWB,AWA,0,0,1,0,0,0,2,2,2,0,5,Recurrent
AWB,AWB,0,0,0,0,0,0,0,0,1,0,0,Recurrent
AWB,DVA,0,0,0,0,0,0,0,0,0,0,1,Recurrent
AWB,HSN,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
AWB,RIA,0,0,0,1,1,3,3,2,2,3,0,Feed-forward
AWB,RIB,0,0,0,1,0,0,1,0,2,0,2,Feed-forward
AWB,RIF,0,0,0,0,0,1,0,0,0,0,1,Feed-forward
AWB,RIG,0,0,0,0,1,3,2,4,0,0,0,Feed-forward
AWB,RIP,0,0,0,0,0,0,0,0,1,0,3,Feed-forward
AWB,RIR,0,0,0,3,0,0,0,2,0,1,0,Feed-forward
AWB,RMG,0,0,0,0,0,0,0,0,2,2,0,Feed-forward
AWB,SIAV,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
AWB,SIBD,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
AWB,SMBD,0,0,0,0,1,1,1,0,1,1,0,Feed-forward
AWB,SMBV,0,0,1,2,1,2,2,3,1,2,0,Feed-forward
AWB,URX,0,0,1,2,0,0,0,0,0,0,1,Recurrent
AWC,ADA,0,0,0,0,0,0,0,0,3,1,2,Feed-forward
AWC,ADL,1,0,0,1,2,0,0,0,0,0,1,Recurrent
AWC,AFD,0,0,0,0,0,0,0,2,0,0,0,Recurrent
AWC,AIA,10,7,9,10,15,13,22,22,20,16,7,Feed-forward
AWC,AIB,11,10,15,20,24,22,22,29,26,22,10,Feed-forward
AWC,AIN,0,0,0,2,1,0,0,0,1,0,0,Feed-forward
AWC,AIY,4,11,12,14,20,17,25,34,31,29,20,Feed-forward
AWC,AIZ,0,1,0,0,4,2,2,3,6,4,5,Feed-forward
AWC,ALA,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
AWC,ASE,1,4,4,8,7,3,7,6,5,2,4,Recurrent
AWC,ASG,0,0,1,0,1,1,0,0,2,0,1,Recurrent
AWC,ASI,0,0,0,0,2,1,1,2,3,0,0,Recurrent
AWC,ASK,0,0,0,0,0,0,1,0,0,0,0,Recurrent
AWC,AWA,0,0,0,0,0,0,0,0,1,0,0,Recurrent
AWC,AWC,2,7,5,8,19,14,24,22,8,6,9,Recurrent
AWC,BAG,0,0,1,0,0,0,3,4,0,0,0,Recurrent
AWC,IL1L/R,0,1,0,0,0,0,0,1,0,0,0,Feed-forward
AWC,IL2L/R,0,1,0,0,0,0,1,1,0,0,0,Recurrent
AWC,OLL,0,0,0,0,0,0,1,0,0,0,0,Recurrent
AWC,RIP,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
AWC,RIR,0,0,0,0,0,0,0,0,7,13,7,Feed-forward
AWC,RMF,0,0,0,0,0,0,0,2,0,0,0,Feed-forward
BAG,AFD,0,0,0,0,0,0,0,1,0,0,0,Recurrent
BAG,AIB,0,0,0,0,0,0,3,2,0,0,3,Feed-forward
BAG,AIN,0,0,1,0,1,0,0,0,1,0,2,Feed-forward
BAG,AIY,0,0,0,0,0,0,2,2,0,0,0,Feed-forward
BAG,AIZ,0,0,0,0,0,1,0,0,0,0,0,Feed-forward
BAG,AQR,0,0,0,0,0,0,0,0,0,1,6,Recurrent
BAG,AUA,0,0,0,0,0,0,0,0,0,0,2,Recurrent
BAG,AVA,0,0,0,0,1,2,4,11,4,8,10,Feed-forward
BAG,AVB,0,0,0,0,0,0,0,0,0,0,3,Feed-forward
BAG,AVD,0,0,0,0,0,0,1,0,2,0,6,Feed-forward
BAG,AVE,2,2,0,7,15,13,11,19,4,1,8,Feed-forward
BAG,BAG,0,0,0,0,0,1,0,2,0,2,1,Recurrent
BAG,DVA,0,0,0,0,0,0,0,0,2,0,0,Recurrent
BAG,DVC,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
BAG,IL2V,0,0,0,0,0,0,0,0,0,1,0,Recurrent
BAG,PVP,0,0,0,0,0,0,2,0,0,0,0,Feed-forward
BAG,RIA,4,6,6,7,10,18,26,35,14,13,14,Feed-forward
BAG,RIB,5,6,5,12,21,22,19,37,16,10,22,Feed-forward
BAG,RID,0,0,0,0,0,0,2,0,6,5,4,Feed-forward
BAG,RIG,0,2,2,3,5,5,12,7,11,5,11,Feed-forward
BAG,RIM,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
BAG,RIR,0,0,0,0,0,0,0,1,1,1,2,Feed-forward
BAG,RIV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
BAG,RMEV,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
BAG,RMF,0,0,0,0,0,0,9,6,9,2,4,Feed-forward
BAG,SAAV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
BAG,SIAD,0,0,0,0,0,0,0,0,4,0,0,Feed-forward
BAG,SIAV,0,0,0,0,0,0,0,0,2,1,0,Feed-forward
BAG,SMDV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
BAG,URX,0,0,0,0,0,0,2,0,1,0,0,Recurrent
BDU,ADE,0,0,0,0,0,3,0,2,0,0,0,Feed-back
BDU,AIA,0,0,0,0,0,0,0,0,3,2,0,Recurrent
BDU,AIM,0,0,0,0,0,0,0,0,0,0,1,Feed-back
BDU,ALM,1,1,0,1,4,3,7,4,2,3,0,Feed-back
BDU,AQR,0,0,0,0,0,0,0,0,0,0,1,Feed-back
BDU,ASH,0,0,0,0,0,0,0,0,2,0,0,Feed-back
BDU,ASJ,0,0,0,0,0,0,0,0,0,0,1,Feed-back
BDU,ASK,0,0,0,0,0,0,0,0,0,0,2,Feed-back
BDU,AVA,0,0,0,0,0,0,0,0,0,1,0,Recurrent
BDU,AVB,0,0,2,0,1,1,2,0,5,3,7,Recurrent
BDU,AVD,0,0,0,0,2,1,0,1,0,0,0,Recurrent
BDU,AVF,0,0,0,0,1,1,1,8,5,3,2,Feed-back
BDU,AVH,0,0,1,0,1,1,2,0,4,1,0,Feed-back
BDU,AVJ,1,1,3,1,4,4,8,3,6,6,3,Recurrent
BDU,AVK,0,0,0,0,0,0,0,1,0,0,0,Feed-back
BDU,AVM,0,0,0,0,3,2,1,2,1,0,1,Feed-back
BDU,AWA,0,0,0,0,0,0,0,0,0,1,0,Feed-back
BDU,BDU,1,0,0,0,0,0,0,0,1,2,1,Recurrent
BDU,CEPD,0,0,0,0,0,0,0,0,0,0,1,Feed-back
BDU,CEPV,0,0,0,0,0,0,0,0,0,0,1,Feed-back
BDU,HSN,0,0,0,0,0,0,3,1,0,0,0,Feed-back
BDU,IL1L/R,0,0,0,0,0,1,0,0,0,0,0,Feed-forward
BDU,IL2D,0,0,0,1,0,0,1,1,0,0,0,Feed-back
BDU,PLN,0,0,0,0,0,0,1,0,0,0,0,Feed-back
BDU,PVC,0,2,1,3,3,0,4,1,1,0,0,Recurrent
BDU,PVP,0,0,0,0,0,0,0,0,0,0,1,Recurrent
BDU,PVQ,0,0,0,0,0,0,1,0,3,2,2,Feed-back
BDU,PVR,0,0,3,4,0,0,0,0,0,0,0,Recurrent
BDU,PVW,0,0,0,0,0,0,7,16,4,6,5,Recurrent
BDU,RID,0,0,0,0,0,0,3,1,0,0,0,Feed-back
BDU,RIF,1,0,2,0,2,0,4,0,4,1,3,Recurrent
BDU,RIM,0,0,0,0,0,0,0,0,0,0,2,Recurrent
BDU,RIP,0,0,0,0,0,0,0,0,13,14,4,Recurrent
BDU,RMG,0,1,0,0,1,3,0,0,0,1,0,Feed-back
BDU,SDQ,0,0,0,0,3,2,0,1,0,1,0,Feed-back
BDU,SIBD,0,0,1,0,0,0,0,0,0,0,0,Feed-forward
BDU,SIBV,0,2,0,0,1,0,0,0,0,0,0,Feed-forward
BDU,SMBD,0,0,0,0,1,0,0,0,0,0,0,Feed-forward
BDU,URAD,0,0,1,0,0,2,2,1,0,0,0,Feed-forward
BDU,URB,0,0,0,0,1,0,0,0,0,0,0,Feed-back
CEPD,ADA,1,2,0,1,0,0,0,0,1,3,1,Feed-forward
CEPD,ADE,0,0,0,0,0,0,1,0,0,0,0,Recurrent
CEPD,AIM,0,0,0,0,0,0,0,0,1,0,0,Recurrent
CEPD,ALM,0,0,0,0,0,0,0,1,2,0,0,Feed-back
CEPD,AVA,0,0,0,1,1,0,0,0,0,0,0,Feed-forward
CEPD,AVB,0,0,0,0,0,0,2,0,2,1,1,Feed-forward
CEPD,AVD,0,0,0,0,0,0,1,1,0,0,0,Feed-forward
CEPD,AVE,2,6,8,9,11,8,15,17,12,7,10,Feed-forward
CEPD,AVJ,0,0,0,0,0,0,1,1,0,0,0,Feed-forward
CEPD,CEPV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
CEPD,IL1D,0,1,1,4,5,10,7,12,1,0,1,Feed-forward
CEPD,IL1L/R,0,0,0,1,0,1,0,1,0,1,0,Feed-forward
CEPD,OLL,2,5,9,11,11,7,14,25,14,9,15,Feed-back
CEPD,OLQD,0,3,2,3,9,11,13,11,2,1,2,Feed-back
CEPD,PVR,0,2,1,0,0,0,0,1,0,0,0,Feed-forward
CEPD,RIB,0,0,0,0,2,2,4,2,3,1,0,Feed-forward
CEPD,RIC,5,10,6,8,9,10,15,16,21,12,14,Recurrent
CEPD,RIP,0,0,1,0,2,2,2,1,0,0,0,Feed-forward
CEPD,RIS,0,0,0,0,0,1,2,2,1,0,0,Recurrent
CEPD,RMDD,0,0,0,1,0,1,1,2,2,1,0,Feed-forward
CEPD,RMDL/R,0,0,0,0,0,0,1,0,0,3,1,Feed-forward
CEPD,RMDV,0,2,6,9,11,6,9,16,9,4,8,Feed-forward
CEPD,RMF,0,0,0,0,0,0,0,0,3,5,3,Feed-forward
CEPD,RMG,0,0,0,0,0,0,0,1,1,0,1,Recurrent
CEPD,RMH,0,0,0,0,2,1,9,8,7,14,7,Feed-forward
CEPD,SDQ,0,0,0,0,0,0,1,0,0,0,0,Feed-back
CEPD,SIAD,0,0,0,0,0,1,2,2,2,3,1,Feed-forward
CEPD,SIAV,0,0,0,0,0,0,0,0,1,1,1,Feed-forward
CEPD,SIBV,1,0,0,0,1,0,1,0,0,0,0,Feed-forward
CEPD,SMBD,0,0,0,0,1,0,4,1,6,3,4,Feed-forward
CEPD,SMDD,2,0,0,2,0,0,1,1,1,0,0,Feed-forward
CEPD,URAD,0,2,2,0,3,3,4,2,0,0,0,Feed-forward
CEPD,URB,2,2,1,4,4,2,4,5,8,5,6,Feed-back
CEPD,URX,0,0,0,0,0,0,5,4,1,0,0,Feed-back
CEPD,URYD,1,2,0,2,1,7,6,3,0,0,0,Feed-back
CEPV,ADA,0,0,0,0,0,0,0,0,0,1,1,Feed-forward
CEPV,ADE,0,0,0,0,1,0,0,0,0,0,0,Recurrent
CEPV,ALM,0,0,0,0,0,0,1,0,0,0,0,Feed-back
CEPV,AVB,0,0,0,0,0,0,1,0,3,4,0,Feed-forward
CEPV,AVE,5,6,2,9,9,9,11,13,10,8,13,Feed-forward
CEPV,AVF,0,0,0,0,0,0,0,0,1,0,0,Recurrent
CEPV,CEPD,0,0,0,0,0,0,0,0,0,0,1,Recurrent
CEPV,IL1L/R,0,0,0,0,0,0,1,1,0,0,0,Feed-forward
CEPV,IL1V,0,0,1,3,4,6,7,8,1,0,1,Feed-forward
CEPV,IL2V,0,0,0,1,0,0,0,0,0,1,0,Feed-back
CEPV,OLL,6,8,6,11,11,12,17,20,13,12,15,Feed-back
CEPV,OLQV,1,2,4,6,10,11,11,12,0,2,1,Feed-back
CEPV,PLN,0,0,0,0,0,0,0,1,2,1,1,Feed-back
CEPV,PVQ,0,0,0,0,0,0,0,0,1,0,0,Recurrent
CEPV,PVR,0,0,1,0,2,0,2,2,0,0,0,Feed-forward
CEPV,PVW,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
CEPV,RIA,0,0,0,0,0,0,0,1,0,0,1,Feed-forward
CEPV,RIB,0,0,0,0,0,2,0,2,1,2,1,Feed-forward
CEPV,RIC,6,9,8,7,11,14,17,16,22,14,13,Recurrent
CEPV,RIG,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
CEPV,RIP,0,0,2,3,2,2,2,3,0,0,0,Feed-forward
CEPV,RIS,0,0,0,0,0,0,0,0,1,0,0,Recurrent
CEPV,RMDD,0,2,4,6,7,7,15,15,7,5,5,Feed-forward
CEPV,RMDL/R,0,0,0,0,0,1,1,1,1,0,0,Feed-forward
CEPV,RMF,0,0,0,0,0,0,0,0,1,3,2,Feed-forward
CEPV,RMG,0,0,0,0,0,0,1,0,0,2,0,Recurrent
CEPV,RMH,0,0,0,0,5,7,10,7,5,8,8,Feed-forward
CEPV,SIAV,0,0,0,0,0,1,1,3,1,2,0,Feed-forward
CEPV,SIBD,0,0,0,0,0,0,0,0,1,1,1,Feed-forward
CEPV,SIBV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
CEPV,SMBV,0,0,0,1,1,0,1,2,2,1,1,Feed-forward
CEPV,SMDD,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
CEPV,SMDV,2,4,3,4,0,0,0,4,3,0,2,Feed-forward
CEPV,URAV,0,0,1,1,5,5,7,5,0,0,0,Feed-forward
CEPV,URB,0,0,1,1,0,1,4,7,7,4,1,Feed-back
CEPV,URX,0,0,0,0,0,0,3,2,0,0,0,Feed-back
CEPV,URYV,1,1,2,1,2,1,3,3,0,0,1,Feed-back
DVA,ADA,0,0,1,0,1,1,1,1,1,1,2,Feed-forward
DVA,ADE,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
DVA,AIB,0,0,1,0,0,0,0,0,0,0,1,Feed-forward
DVA,AIY,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
DVA,AIZ,3,4,4,3,5,6,7,4,7,8,6,Feed-forward
DVA,AQR,0,0,0,0,2,4,4,4,3,1,2,Recurrent
DVA,AUA,1,3,0,2,1,0,8,5,2,2,2,Recurrent
DVA,AVA,1,0,1,1,1,5,2,3,2,8,3,Feed-forward
DVA,AVB,1,0,0,0,0,1,1,1,0,0,2,Feed-forward
DVA,AVD,0,0,0,0,0,1,0,1,1,1,0,Feed-forward
DVA,AVE,3,6,5,8,10,11,23,15,16,14,12,Feed-forward
DVA,AVH,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
DVA,AVK,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
DVA,FLP,0,0,0,0,0,1,1,1,0,1,0,Recurrent
DVA,IL2L/R,0,0,0,0,0,0,0,0,0,0,1,Recurrent
DVA,OLQV,0,0,0,0,2,0,0,2,0,0,0,Recurrent
DVA,PVC,0,0,0,0,0,1,0,2,1,2,0,Feed-forward
DVA,PVP,0,0,0,0,2,1,1,0,0,1,2,Feed-forward
DVA,RIA,0,0,0,0,0,0,2,3,2,2,1,Feed-forward
DVA,RIB,0,0,0,0,0,0,0,2,0,0,0,Feed-forward
DVA,RIC,0,1,0,0,0,0,0,0,1,2,0,Feed-forward
DVA,RID,0,0,0,0,0,0,0,0,4,6,2,Feed-forward
DVA,RIF,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
DVA,RIG,0,0,1,0,0,0,0,0,0,1,0,Feed-forward
DVA,RIH,0,0,0,0,0,1,1,1,1,0,2,Feed-forward
DVA,RIM,0,0,0,0,0,1,1,1,2,0,0,Feed-forward
DVA,RIP,0,0,0,0,2,0,0,1,0,0,0,Feed-forward
DVA,RIR,1,3,2,3,3,4,4,2,0,1,2,Feed-forward
DVA,RMEV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
DVA,RMF,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
DVA,RMG,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
