pre,post,L1-1,L1-2,L1-3,L1-4,L2,L3,adult-1,adult-2,dauer-1,dauer-2,dauer-daf2,edge_class
RIM,RMG,0,0,1,0,0,0,0,0,0,0,0,Feed-back
RIM,RMH,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIM,SAAD,2,1,1,2,4,6,10,13,6,5,10,Feed-back
RIM,SAAV,1,5,5,7,10,11,16,19,9,8,8,Feed-back
RIM,SIAD,0,2,0,2,2,2,1,1,2,0,0,Feed-forward
RIM,SIBD,0,0,0,0,0,0,0,1,1,0,0,Feed-forward
RIM,SIBV,0,1,0,0,0,0,0,0,0,0,0,Feed-forward
RIM,SMDD,8,9,9,11,13,18,19,23,17,20,13,Feed-forward
RIM,SMDV,6,11,4,9,12,12,16,16,17,13,16,Feed-forward
RIP,AIA,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIP,AIB,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIP,ASH,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIP,ASK,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIP,IL2D,0,0,1,0,0,0,0,0,0,0,0,Feed-back
RIP,PVP,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIP,RIH,0,0,1,0,0,0,0,0,0,0,0,Recurrent
RIP,RIP,0,0,1,0,0,0,0,0,0,0,0,Recurrent
RIR,ADF,0,0,1,0,0,5,4,3,0,1,0,Feed-back
RIR,AIY,0,0,1,0,0,4,2,2,2,1,0,Recurrent
RIR,AIZ,1,5,6,7,9,14,15,21,3,5,1,Recurrent
RIR,AQR,0,0,0,0,1,0,1,5,3,2,2,Feed-back
RIR,AUA,0,1,1,0,1,1,2,2,1,0,0,Feed-back
RIR,AVA,0,0,1,0,0,0,0,0,0,0,0,Recurrent
RIR,AVD,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIR,AVE,0,2,0,0,2,2,2,2,0,2,0,Recurrent
RIR,AVH,0,0,0,0,0,1,2,1,0,0,0,Feed-back
RIR,BAG,0,2,1,0,0,0,5,0,6,6,8,Feed-back
RIR,DVA,1,2,3,4,3,1,2,5,0,0,1,Feed-back
RIR,IL2L/R,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIR,OLQV,0,0,0,0,0,1,1,0,0,0,0,Feed-back
RIR,PVP,1,0,0,0,0,0,0,3,0,0,0,Recurrent
RIR,RIA,4,5,8,5,13,12,19,16,9,10,9,Recurrent
RIR,RIF,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIR,RIG,0,0,1,0,1,3,2,3,1,0,1,Recurrent
RIR,RIH,0,1,0,0,1,1,0,0,2,0,1,Recurrent
RIR,SMBV,0,0,0,0,0,0,1,2,0,0,0,Feed-forward
RIR,URX,3,5,8,9,10,12,19,14,6,5,8,Feed-back
RIR,URYV,0,0,1,0,0,0,0,0,0,0,0,Feed-back
RIS,AIB,0,0,0,0,0,1,0,1,0,1,0,Feed-forward
RIS,AVE,5,5,7,11,12,12,16,17,17,11,13,Feed-forward
RIS,AVK,0,1,0,5,6,5,17,18,5,6,10,Recurrent
RIS,AVL,0,0,0,0,2,2,3,0,0,0,1,Recurrent
RIS,CEPD,1,2,2,1,3,2,5,4,2,3,3,Recurrent
RIS,CEPV,2,2,2,3,4,5,6,5,5,1,1,Recurrent
RIS,IL1D,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
RIS,OLL,0,0,0,0,1,0,0,0,0,0,0,Feed-back
RIS,OLQD,0,0,0,0,0,0,0,1,1,0,0,Feed-back
RIS,RIB,5,3,8,9,5,7,12,22,19,12,19,Feed-forward
RIS,RIC,0,0,0,1,0,0,3,1,1,0,0,Recurrent
RIS,RIG,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIS,RIM,0,2,2,5,7,13,17,17,5,9,10,Feed-forward
RIS,RIV,0,0,0,0,0,1,0,0,0,0,0,Feed-forward
RIS,RMDD,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIS,RMDL/R,0,1,4,1,4,7,8,3,12,8,10,Feed-forward
RIS,RMDV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIS,RMEL/R,0,0,0,0,0,0,0,0,2,2,3,Feed-forward
RIS,RMEV,0,0,0,0,0,0,0,1,0,0,1,Feed-forward
RIS,RMF,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
RIS,RMG,0,1,0,0,0,0,0,0,0,0,0,Recurrent
RIS,SDQ,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIS,SIBV,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
RIS,SMBV,0,0,0,0,0,0,0,0,0,0,1,Feed-forward
RIS,SMDD,2,1,1,1,2,4,5,4,0,2,4,Feed-forward
RIS,SMDV,0,0,1,0,0,1,2,1,4,2,4,Feed-forward
RIS,URYD,0,0,0,1,0,0,1,4,1,0,0,Feed-back
RIS,URYV,0,0,0,0,0,0,2,2,1,0,2,Feed-back
RIV,AIB,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIV,AVA,0,1,0,0,0,0,0,0,0,0,0,Feed-back
RIV,CEPD,0,0,0,0,0,0,0,0,0,0,1,
RIV,CEPV,0,0,0,0,0,0,0,0,3,1,3,
RIV,RIA,1,5,6,14,8,7,12,12,8,11,8,Feed-back
RIV,RIB,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RIV,RIC,0,0,0,0,0,0,1,0,1,0,1,
RIV,RIH,1,1,1,0,0,1,0,0,0,0,0,Feed-back
RIV,RIM,0,0,0,0,1,0,0,0,0,1,0,Feed-back
RIV,RIR,0,0,0,2,0,0,0,0,0,2,0,Feed-back
RIV,RIS,0,0,0,0,1,0,0,0,0,0,0,
RIV,RIV,0,0,0,0,0,0,0,0,2,1,1,Recurrent
RIV,RMDD,1,2,4,6,4,2,1,4,0,1,0,Recurrent
RIV,RMDL/R,1,0,0,4,1,5,4,3,2,1,2,Recurrent
RIV,RMDV,1,0,1,0,1,3,4,10,2,0,4,Recurrent
RIV,RMEV,0,0,0,0,0,0,0,0,0,3,0,Recurrent
RIV,RMF,0,0,0,0,0,0,0,0,1,4,0,Recurrent
RIV,RMG,0,0,0,0,0,0,0,1,0,0,0,
RIV,RMH,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIV,SAAD,3,3,4,7,7,9,6,6,6,9,2,Feed-back
RIV,SDQ,0,0,0,0,0,1,2,0,0,1,2,Feed-back
RIV,SIAV,0,0,0,3,3,7,12,16,4,3,0,Recurrent
RIV,SIBD,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RIV,SMBV,0,0,0,0,0,0,1,0,1,1,0,Recurrent
RIV,SMDD,1,1,1,3,7,4,2,3,4,8,8,Recurrent
RIV,SMDV,0,2,2,2,2,2,2,3,2,2,2,Recurrent
RMDD,CEPD,0,0,0,0,0,0,0,0,0,0,2,
RMDD,IL1D,0,0,0,0,0,0,3,0,2,0,1,Recurrent
RMDD,IL1L/R,0,0,0,0,1,0,2,0,2,0,1,Recurrent
RMDD,RMDD,0,0,0,0,2,1,3,1,4,0,5,Recurrent
RMDD,RMDL/R,0,0,0,0,0,0,1,0,0,0,0,Recurrent
RMDD,RMDV,8,11,12,8,18,16,22,23,19,13,16,Recurrent
RMDD,RMED,0,0,0,0,0,0,0,2,2,4,0,Recurrent
RMDD,RMEL/R,0,0,0,0,1,0,0,0,0,0,1,Recurrent
RMDD,RMEV,0,0,0,0,0,0,1,4,2,1,3,Recurrent
RMDD,SMBD,0,0,0,0,0,2,2,1,1,0,2,Recurrent
RMDD,SMDV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMDD,URAD,0,0,0,0,0,1,0,1,1,2,4,Recurrent
RMDD,URYD,0,0,0,0,0,1,0,2,0,0,0,Feed-back
RMDL/R,ADE,0,0,0,0,0,0,0,1,0,0,0,
RMDL/R,AVE,0,0,1,2,0,0,0,1,0,0,0,Feed-back
RMDL/R,CEPD,0,0,0,0,0,0,0,0,0,0,1,
RMDL/R,CEPV,0,0,1,0,1,0,1,0,1,1,0,
RMDL/R,IL1L/R,4,5,4,5,3,5,4,4,3,4,1,Recurrent
RMDL/R,IL2L/R,2,2,2,0,2,2,1,0,0,0,0,Feed-back
RMDL/R,OLL,1,1,2,4,0,1,1,0,0,0,0,Feed-back
RMDL/R,RIA,7,9,12,19,26,25,36,44,28,27,21,Feed-back
RMDL/R,RIM,0,0,0,0,0,0,2,1,0,0,0,Feed-back
RMDL/R,RIV,0,0,0,0,0,0,0,1,0,0,1,Recurrent
RMDL/R,RMDD,2,4,5,5,3,6,4,6,7,7,6,Recurrent
RMDL/R,RMDL/R,4,7,12,14,16,15,12,19,13,11,12,Recurrent
RMDL/R,RMDV,4,2,1,5,4,3,4,3,3,6,6,Recurrent
RMDL/R,RMEL/R,0,0,0,0,1,1,2,4,8,3,5,Recurrent
RMDL/R,RMF,0,0,0,0,0,0,0,5,2,3,4,Recurrent
RMDL/R,RMG,0,2,2,0,1,1,1,0,0,0,2,
RMDL/R,RMH,0,0,0,0,2,2,4,4,1,1,7,Recurrent
RMDL/R,SIAV,0,0,0,0,2,0,2,0,1,0,0,Recurrent
RMDL/R,SIBD,0,0,0,0,1,0,0,1,2,1,0,Recurrent
RMDL/R,SIBV,0,0,0,0,0,0,0,0,0,1,1,Recurrent
RMDL/R,SMBV,0,0,0,0,0,0,0,1,0,0,0,Recurrent
RMDL/R,SMDD,0,0,0,0,0,0,0,1,0,0,0,Recurrent
RMDL/R,SMDV,0,0,0,0,1,0,0,2,0,0,0,Recurrent
RMDV,CEPV,0,0,0,0,0,0,0,0,1,0,0,
RMDV,IL1D,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMDV,IL1L/R,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMDV,IL1V,0,0,0,0,0,0,0,1,1,0,0,Recurrent
RMDV,OLQV,0,0,0,0,0,0,0,0,1,0,0,Feed-back
RMDV,RMDD,7,11,11,11,20,20,30,21,19,24,13,Recurrent
RMDV,RMDL/R,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMDV,RMDV,0,0,0,0,3,4,1,4,2,2,4,Recurrent
RMDV,RMED,0,0,0,0,0,2,6,4,0,1,4,Recurrent
RMDV,RMEL/R,0,0,0,0,0,0,0,0,0,1,1,Recurrent
RMDV,RMEV,0,0,0,0,0,0,0,0,2,0,0,Recurrent
RMDV,RMF,0,0,0,0,0,0,0,0,0,1,0,Recurrent
RMDV,RMG,0,0,0,0,0,0,0,0,0,1,0,
RMDV,SIBD,0,0,0,0,0,0,0,1,0,0,0,Recurrent
RMDV,SMBV,0,0,0,0,1,0,4,3,4,0,0,Recurrent
RMDV,SMDD,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMDV,URAV,0,0,0,0,0,0,0,0,1,1,5,Recurrent
RMED,AIB,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RMED,IL2V,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RMED,OLL,0,0,0,0,0,0,0,0,1,0,0,Feed-back
RMED,RIB,0,0,0,0,0,0,0,0,2,3,0,Feed-back
RMED,RIM,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RMED,RMDV,8,8,8,4,4,5,1,1,3,4,7,Recurrent
RMED,RMED,0,0,0,0,0,0,1,0,1,0,0,Recurrent
RMED,RMEL/R,0,0,1,1,0,0,0,0,0,0,0,Recurrent
RMED,RMEV,0,2,2,0,0,0,0,0,1,0,0,Recurrent
RMED,SMDD,2,2,3,4,4,5,4,3,7,8,2,Recurrent
RMED,SMDV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMED,URAV,0,0,0,0,0,0,0,0,3,1,2,Recurrent
RMEL/R,ADE,0,0,0,0,0,0,0,0,0,0,1,
RMEL/R,IL1L/R,0,0,1,0,2,0,1,1,0,0,0,Recurrent
RMEL/R,RMDD,0,0,0,0,0,0,1,0,0,0,1,Recurrent
RMEL/R,RMDL/R,0,0,0,0,0,0,0,0,0,7,7,Recurrent
RMEL/R,RMEL/R,0,0,0,0,0,0,2,0,0,2,0,Recurrent
RMEL/R,URAD,0,0,0,0,1,0,0,0,0,0,1,Recurrent
RMEL/R,URAV,1,1,0,0,0,0,0,0,0,0,1,Recurrent
RMEV,CEPD,0,0,1,0,0,0,0,0,0,0,0,
RMEV,IL1D,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMEV,RIB,0,0,0,0,0,0,0,0,2,0,0,Feed-back
RMEV,RMDD,5,4,3,3,7,1,0,1,7,8,7,Recurrent
RMEV,RMED,1,0,1,1,0,1,0,0,0,0,0,Recurrent
RMEV,RMEL/R,0,0,0,0,1,0,0,0,0,0,2,Recurrent
RMEV,RMEV,0,0,0,0,0,0,0,0,1,2,1,Recurrent
RMEV,SMDD,0,0,0,0,1,0,0,0,1,2,2,Recurrent
RMEV,SMDV,1,2,3,3,1,4,0,3,5,6,4,Recurrent
RMEV,URAD,0,0,0,0,0,0,0,0,1,1,3,Recurrent
RMF,AIB,0,0,0,0,0,0,4,1,0,0,0,Feed-back
RMF,ALN,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RMF,AVE,0,0,0,0,0,0,0,1,0,0,0,Feed-back
RMF,AVK,0,0,0,0,0,16,19,30,10,6,18,
RMF,AVL,0,0,0,0,0,0,0,0,0,0,1,
RMF,AWC,0,0,0,0,0,0,0,1,0,0,0,Feed-back
RMF,BAG,0,0,0,0,0,0,2,3,0,0,0,Feed-back
RMF,CEPD,0,0,0,0,0,0,2,1,0,0,1,
RMF,CEPV,0,0,0,0,0,0,0,1,0,0,3,
RMF,DVC,0,0,0,0,0,1,0,1,0,0,0,
RMF,IL1L/R,0,0,0,0,0,0,1,1,1,0,2,Recurrent
RMF,PLN,0,0,0,0,0,0,0,0,1,0,0,Feed-back
RMF,PVT,0,0,0,0,0,1,2,1,0,0,1,Feed-back
RMF,RIB,0,0,0,0,0,0,1,0,0,0,0,Feed-back
RMF,RIG,0,0,0,0,0,0,0,3,0,0,0,Feed-back
RMF,RIH,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RMF,RIM,0,0,0,0,0,0,2,1,0,0,0,Feed-back
RMF,RIS,0,0,0,0,0,0,0,2,2,0,4,
RMF,RIV,0,0,0,0,0,0,0,1,0,0,0,Recurrent
RMF,RMDD,0,0,0,0,0,0,1,0,0,1,1,Recurrent
RMF,RMDL/R,0,0,0,0,0,11,16,24,24,27,26,Recurrent
RMF,RMDV,0,0,0,0,0,0,0,2,0,1,0,Recurrent
RMF,RMEL/R,0,0,0,0,0,0,0,1,0,0,0,Recurrent
RMF,RMF,0,0,0,0,0,0,3,0,0,0,0,Recurrent
RMF,RMG,0,0,0,0,0,0,1,1,5,7,5,
RMF,RMH,0,0,0,0,0,0,5,11,12,13,13,Recurrent
RMF,SAAD,0,0,0,0,0,0,1,0,0,0,0,Feed-back
RMF,URB,0,0,0,0,0,0,0,0,0,0,2,Feed-back
RMF,URYV,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RMG,ADA,0,0,0,0,1,0,1,0,1,0,0,Feed-forward
RMG,AIB,0,0,0,0,0,0,1,0,0,1,2,Feed-forward
RMG,AIM,0,0,0,0,0,0,1,3,1,0,1,Recurrent
RMG,ALM,0,0,0,0,0,0,1,1,0,0,0,Feed-back
RMG,ALN,0,0,0,0,1,0,0,0,2,2,0,Feed-back
RMG,ASH,0,0,0,0,1,3,2,1,0,0,0,Feed-back
RMG,AVA,0,0,0,0,0,0,1,1,2,0,0,Feed-forward
RMG,AVB,0,0,0,0,3,5,5,3,4,1,2,Feed-forward
RMG,AVD,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
RMG,AVE,0,0,0,1,0,2,3,4,2,1,5,Feed-forward
RMG,AVF,0,0,0,0,0,0,0,2,0,0,2,Recurrent
RMG,AVJ,0,0,0,0,1,2,0,1,2,0,2,Feed-forward
RMG,AVK,0,0,1,0,2,0,0,0,1,0,0,Recurrent
RMG,CEPD,0,0,0,0,0,0,1,0,0,0,0,Recurrent
RMG,DVA,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RMG,HSN,0,0,0,0,0,0,1,0,0,0,0,Recurrent
RMG,IL1L/R,1,0,0,0,0,0,2,0,1,0,0,Feed-forward
RMG,IL2L/R,0,0,0,0,0,0,0,1,0,0,0,Feed-back
RMG,PLN,0,0,0,0,0,0,1,0,0,2,0,Feed-back
RMG,PVC,0,0,0,0,0,2,0,0,2,1,0,Feed-forward
RMG,PVP,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
RMG,PVW,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
RMG,RIA,1,0,1,0,0,0,2,0,0,0,0,Feed-forward
RMG,RIC,0,0,0,0,0,0,0,0,2,0,0,Recurrent
RMG,RID,0,0,0,0,0,0,0,2,2,0,0,Recurrent
RMG,RIF,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
RMG,RIG,0,0,0,0,2,0,0,0,0,0,0,Feed-forward
RMG,RIM,0,0,0,0,0,0,0,0,2,0,0,Feed-forward
RMG,RMDD,1,1,0,0,0,0,5,0,0,0,0,Feed-forward
RMG,RMDL/R,5,12,8,12,17,12,16,18,7,6,6,Feed-forward
RMG,RMDV,4,3,5,2,4,6,9,5,6,4,2,Feed-forward
RMG,RMF,0,0,0,0,0,0,0,0,3,2,3,Feed-forward
RMG,RMG,0,0,0,0,0,0,1,0,0,1,3,Recurrent
RMG,RMH,0,0,0,2,2,1,4,1,1,2,0,Feed-forward
RMG,SAAD,0,0,0,0,3,0,0,2,3,6,3,Feed-back
RMG,SAAV,0,0,0,0,0,0,0,2,0,0,2,Feed-back
RMG,SDQ,0,0,0,0,0,0,2,0,0,0,0,Feed-back
RMG,SIAD,0,0,0,0,0,0,2,1,0,1,0,Feed-forward
RMG,SIAV,0,0,0,0,1,0,2,0,2,1,0,Feed-forward
RMG,SIBD,0,0,0,1,2,0,4,5,0,3,5,Feed-forward
RMG,SIBV,0,1,0,3,1,2,0,3,7,2,4,Feed-forward
RMG,SMBD,0,0,0,0,0,0,2,0,0,2,2,Feed-forward
RMG,SMBV,0,0,0,0,1,2,1,2,1,1,1,Feed-forward
RMG,SMDD,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
RMG,URB,0,0,0,0,0,0,0,0,1,0,0,Feed-back
RMG,URX,0,0,0,0,0,0,2,2,2,0,0,Feed-back
RMH,ADE,0,0,0,0,0,0,0,0,1,0,0,
RMH,AVB,0,0,0,0,0,0,0,0,6,0,0,Feed-back
RMH,AVK,0,0,0,1,0,0,2,3,0,0,0,
RMH,CEPD,0,0,0,1,0,1,3,0,1,1,1,
RMH,CEPV,0,0,0,0,0,0,0,0,1,0,1,
RMH,IL1D,0,0,0,0,0,0,0,0,0,1,0,Recurrent
RMH,IL1L/R,0,0,0,0,0,0,1,0,6,3,2,Recurrent
RMH,IL1V,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMH,OLL,0,0,0,0,0,0,0,0,0,1,0,Feed-back
RMH,OLQD,0,0,0,0,0,0,0,0,1,0,0,Feed-back
RMH,RIC,0,0,0,0,0,0,0,0,11,2,3,
RMH,RIG,0,0,0,1,0,0,1,3,0,0,0,Feed-back
RMH,RMDD,0,0,0,0,1,0,0,0,3,5,1,Recurrent
RMH,RMDL/R,0,0,0,1,5,10,13,12,22,13,16,Recurrent
RMH,RMDV,0,0,0,0,0,0,0,0,5,4,1,Recurrent
RMH,RMEL/R,0,0,0,0,0,0,0,0,7,5,0,Recurrent
RMH,RMF,0,0,0,0,0,0,4,10,13,10,4,Recurrent
RMH,RMG,0,0,0,0,1,2,2,1,1,0,1,
RMH,RMH,0,0,0,0,2,0,0,0,1,0,1,Recurrent
RMH,SAAV,0,0,0,0,0,0,0,0,0,0,1,Feed-back
RMH,SIBD,0,0,0,0,0,0,0,0,0,0,2,Recurrent
RMH,SIBV,0,0,0,0,0,0,0,0,3,0,0,Recurrent
RMH,SMDV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
RMH,URAV,0,0,0,0,0,0,0,0,0,1,0,Recurrent
RMH,URB,0,0,0,0,0,0,0,0,1,0,0,Feed-back
SAAD,AVA,5,3,4,8,11,9,32,21,12,11,13,Feed-forward
SAAD,AVE,0,0,0,0,0,0,0,1,0,1,0,Feed-forward
SAAD,OLL,1,0,0,0,0,1,2,4,1,1,2,Recurrent
SAAD,RID,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
SAAD,RIG,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
SAAD,RIM,9,7,11,16,16,14,34,31,13,14,21,Feed-forward
SAAD,RMDV,0,0,0,0,0,0,0,0,0,1,0,Feed-forward
SAAD,RMF,0,0,0,0,0,2,2,5,1,0,0,Feed-forward
SAAD,RMG,0,0,0,0,0,1,0,1,2,4,2,Feed-forward
SAAD,SAAV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
SAAD,SMBV,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
SAAD,SMDV,0,2,6,5,3,5,5,8,5,2,8,Feed-forward
SAAV,AIB,0,0,0,0,0,0,1,1,0,0,0,Feed-forward
SAAV,AVA,4,9,6,9,24,20,45,40,27,20,20,Feed-forward
SAAV,AVB,0,0,1,0,0,0,0,0,0,0,0,Feed-forward
SAAV,AVH,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
SAAV,IL2D,0,0,0,0,0,0,0,0,1,0,0,Recurrent
SAAV,OLL,0,0,1,0,0,0,1,0,0,0,1,Recurrent
SAAV,RIA,0,0,0,0,1,0,0,0,1,1,1,Feed-forward
SAAV,RIG,0,0,1,0,0,0,0,0,0,0,0,Feed-forward
SAAV,RIM,5,11,9,13,26,16,42,40,26,16,19,Feed-forward
SAAV,RMF,0,0,0,0,0,3,2,2,3,3,4,Feed-forward
SAAV,SAAD,0,0,0,0,2,0,0,0,0,0,0,Recurrent
SAAV,SDQ,0,0,0,0,0,0,0,0,0,1,0,Recurrent
SAAV,SIAD,0,0,0,0,0,0,0,0,1,0,0,Feed-forward
SAAV,SMDD,1,4,2,6,4,13,15,13,10,9,7,Feed-forward
SDQ,ADA,0,0,0,0,0,0,0,0,2,0,0,Feed-forward
SDQ,AIB,0,0,0,0,0,1,1,4,4,6,4,Feed-forward
SDQ,ALM,0,0,0,0,0,0,1,0,0,0,0,Recurrent
SDQ,AVA,0,0,0,0,0,3,4,6,4,2,5,Feed-forward
SDQ,AVB,0,0,0,1,2,6,13,11,12,14,7,Feed-forward
SDQ,AVD,0,0,0,0,0,0,0,0,0,0,2,Feed-forward
SDQ,AVE,0,0,0,0,0,1,0,0,4,5,0,Feed-forward
SDQ,AVK,0,0,0,0,0,0,0,0,3,1,1,Feed-forward
SDQ,BDU,0,0,0,1,0,0,0,0,0,0,0,Feed-forward
SDQ,DVA,0,0,0,1,0,5,3,7,1,3,1,Recurrent
SDQ,FLP,0,0,0,0,0,0,1,1,1,2,0,Recurrent
SDQ,IL1L/R,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
SDQ,PVC,0,0,0,0,0,1,0,0,0,0,0,Feed-forward
SDQ,PVR,0,0,0,1,2,0,0,0,0,0,0,Feed-forward
SDQ,RIA,0,0,0,0,0,0,2,0,1,1,0,Feed-forward
SDQ,RIC,0,0,0,1,1,3,3,1,5,3,3,Feed-forward
SDQ,RIM,0,0,0,0,0,0,1,0,0,3,1,Feed-forward
SDQ,RIS,0,0,0,0,0,0,2,1,0,1,2,Feed-forward
SDQ,RIV,0,0,0,0,0,0,1,0,0,0,0,Feed-forward
SDQ,RMG,0,0,0,0,0,0,2,0,0,0,0,Feed-forward
SDQ,RMH,0,0,0,0,1,0,0,0,0,2,1,Feed-forward
SDQ,SDQ,0,0,0,0,0,1,3,1,2,3,1,Recurrent
SDQ,SIBV,0,0,0,0,2,3,1,1,2,5,3,Feed-forward
SDQ,SMBV,0,0,0,0,0,0,0,1,0,0,0,Feed-forward
SDQ,SMDD,0,0,0,0,0,0,0,2,0,0,0,Feed-forward
SDQ,URYV,0,0,0,0,0,0,1,0,0,0,0,Recurrent
SIAV,PLN,0,0,0,0,0,0,0,0,0,0,1,Feed-back
SIAV,SMBV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
SMBD,ADA,0,0,1,0,3,1,1,4,0,0,1,Feed-back
SMBD,AIZ,0,0,0,0,0,0,0,0,0,0,1,Feed-back
SMBD,ALN,0,0,0,2,0,1,4,5,0,0,0,Feed-back
SMBD,AVA,0,0,0,0,0,1,0,1,0,0,0,Feed-back
SMBD,AVB,0,0,1,0,2,1,0,0,0,0,1,Feed-back
SMBD,CEPD,0,0,0,0,0,0,0,0,0,0,2,
SMBD,IL2D,0,0,0,0,0,0,0,0,0,1,0,Feed-back
SMBD,RMDD,1,0,0,1,1,0,1,2,3,1,3,Recurrent
SMBD,RMDV,0,0,0,0,1,0,0,0,0,0,4,Recurrent
SMBD,RMED,4,5,5,3,3,9,9,9,15,15,4,Recurrent
SMBD,RMG,0,0,0,0,0,0,0,0,0,1,0,
SMBD,RMH,0,0,0,0,0,0,1,0,0,0,0,Recurrent
SMBD,SAAV,3,4,4,9,9,10,12,19,3,6,11,Feed-back
SMBD,SIAD,0,0,0,0,0,0,0,1,0,0,0,Recurrent
SMBD,SIBD,0,0,1,1,1,0,0,2,0,0,0,Recurrent
SMBD,SIBV,0,1,0,0,0,1,0,0,0,0,0,Recurrent
SMBD,SMBD,0,1,0,0,0,0,0,0,0,0,0,Recurrent
SMBD,SMDD,0,1,1,0,0,1,0,0,0,0,0,Recurrent
SMBD,URB,0,0,0,0,0,0,0,0,0,0,1,Feed-back
SMBV,CEPV,0,0,0,1,2,0,0,2,0,1,3,
SMBV,PLN,0,0,0,0,0,0,3,5,3,9,3,Feed-back
SMBV,RIH,0,0,0,0,1,0,0,0,0,0,0,Feed-back
SMBV,RIS,0,0,0,0,0,0,0,0,0,1,0,
SMBV,RMDV,2,4,2,1,0,1,2,3,1,3,3,Recurrent
SMBV,RMEV,3,4,5,3,3,9,10,9,12,12,0,Recurrent
SMBV,RMF,0,0,0,0,1,0,0,0,0,0,0,Recurrent
SMBV,SAAD,6,6,5,11,16,11,14,12,10,11,9,Feed-back
SMBV,SAAV,0,0,0,0,1,0,0,0,0,0,0,Feed-back
SMBV,SIAV,0,0,0,0,1,1,0,0,0,0,0,Recurrent
SMBV,SIBD,0,0,0,0,2,0,0,0,0,1,0,Recurrent
SMBV,SMDV,0,1,0,0,0,0,0,0,0,0,0,Recurrent
SMDD,ALN,0,0,0,0,0,1,0,0,0,0,0,Feed-back
SMDD,CEPD,2,0,1,0,3,0,2,1,0,2,4,
SMDD,IL1D,0,0,0,0,0,0,0,0,1,0,0,Recurrent
SMDD,PVW,0,0,0,0,0,0,0,0,1,0,0,Feed-back
SMDD,RIA,10,9,12,15,15,21,21,28,15,23,24,Feed-back
SMDD,RIM,0,0,0,0,2,2,3,2,0,1,3,Feed-back
SMDD,RIS,0,0,0,0,0,0,0,1,0,0,2,
SMDD,RIV,0,0,0,0,0,0,0,0,0,0,1,Recurrent
SMDD,RMDL/R,1,0,1,1,1,3,3,5,0,3,3,Recurrent
SMDD,RMDV,0,0,1,0,0,0,0,0,1,0,1,Recurrent
SMDD,RMED,0,0,1,0,0,0,0,0,3,2,2,Recurrent
SMDD,RMEV,0,0,1,0,1,1,0,0,1,0,0,Recurrent
SMDD,SAAD,0,0,0,0,0,0,0,0,1,0,0,Feed-back
SMDD,SAAV,0,0,0,0,0,0,0,0,0,1,0,Feed-back
SMDD,SIAD,0,0,0,0,0,1,0,0,0,2,0,Recurrent
SMDD,SMDD,0,0,0,0,0,0,0,0,0,0,3,Recurrent
SMDD,SMDV,3,7,6,5,5,6,13,14,7,9,16,Recurrent
