,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
PLNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190920,0,0,0,0,0,0,0,0,4160,221600,0,0,0,0,0,0,0,0,0,0,0,137880,0,0,0,1572920,0,0,199600,0,0,0,0,0,0,0,0,0,0,0,0,69280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180120,0,0,0,38560,0,0,0,0,0,0,0,43040,0,0,0,0,0,0,668760,0,0,0,129280,0,0,0,0,0,0,0,0,0,0,672000,0,0,0,76920,0,803600,0,0,0,0,0,181440,300880,1469880,0,0,2212400,0,1236320,0,0,436320,0,0,3107680,0,190160,0,0,673920,0,0,0,0,0,0,30720,0,0,157280,142760,0,2000,0,79200,0,0,0,799920,0,0,0,0,0,0,0,0,0,1575760,0,3520,0,2798560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160,0,0,0,74160,0,0,0,0,0,0,0,29800,0
PLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115560,0,0,0,0,0,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,110560,0,0,0,1948800,641280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,230000,0,0,0,0,0,0,0,441320,0,1120,0,0,0,0,0,0,0,0,0,0,236560,0,0,0,209760,0,963560,0,0,0,0,0,600560,220880,1645560,272240,0,0,0,2268160,0,950640,218880,0,0,0,0,2958440,0,140320,726640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233200,11200,0,0,0,0,315280,0,0,0,0,0,55600,0,0,0,1339120,0,3760,0,2454720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9520,0,0,0,0,0,0,0,50640
SAADL,0,0,0,0,0,0,0,204000,387760,218840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307040,0,0,800,0,0,48480,179040,0,0,782720,0,0,0,0,1572920,0,0,1664240,76720,435240,59240,974040,0,348520,0,0,0,0,301040,0,299040,86960,0,0,345680,501360,0,0,0,0,2320,12720,458640,605520,480,0,41640,5600,86240,367680,80,0,0,0,0,28080,0,0,0,364000,513360,0,0,0,0,0,699600,92880,0,3688800,3835440,0,0,3640,0,0,0,168600,3360,0,87040,3222640,344240,0,264240,0,0,557320,0,0,0,0,1155680,2679680,335280,0,592960,1160,0,0,159640,11840,146000,169200,1456280,1600,5197120,119120,3433360,0,0,4336320,0,0,0,0,94680,1088640,0,0,0,0,0,0,10120,0,250320,13680,0,0,0,0,581040,0,0,0,0,0,0,0,188160,9240,0,0,166400,665520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52640,8000,0,0,30800,0,0,0,88560,0,0,0,0,0
SAADR,0,0,0,0,0,0,706400,0,99680,355840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78240,0,0,0,0,121280,0,0,111360,956280,2720,0,0,0,0,0,1948800,1664240,0,719440,16480,697200,0,278640,0,3600,0,0,0,0,348080,90320,157720,0,0,546080,364160,0,0,0,0,80,0,1238880,597360,0,0,0,180440,233720,9680,1840,0,0,0,0,0,0,0,0,16960,0,441600,0,0,0,0,211040,913840,0,3422680,2940560,0,0,26800,0,0,27720,0,0,9520,2905840,0,0,847040,6720,43640,560640,0,0,0,0,0,2221120,2750560,44240,451600,25040,400360,0,0,0,0,130960,450280,6600,1475120,44840,4927120,2000,2257640,4629080,64800,0,0,0,34760,1123720,0,0,0,0,0,0,1840,0,405520,40,0,0,0,0,0,586480,0,0,0,0,333920,0,0,178000,11040,0,845840,626560,79040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13560,0,0,0,27920,0,0,0,136240,0,0,0,0
SAAVL,0,0,52080,0,0,0,0,0,2525280,8880,68640,0,401120,0,98720,0,0,2080,98840,0,97840,0,60000,3880,0,0,0,0,0,0,0,88560,1600,110640,216640,0,0,119760,242400,0,0,0,0,0,84160,0,0,0,0,0,641280,76720,719440,0,1294480,173200,232240,0,0,0,0,113320,23840,0,0,56520,516160,0,0,108000,0,0,58880,0,0,5200,153120,5090400,1322000,2520,57560,0,0,145760,4880,0,0,0,0,0,174880,0,0,0,0,1215200,57880,0,0,0,0,18840,28000,0,2782880,3836640,0,0,0,0,0,7000,0,0,0,972560,217480,0,0,0,0,521440,0,0,0,0,0,0,3159200,0,483480,394240,5520,55440,673480,0,220000,0,0,545120,2641920,0,1144920,684880,6262800,1914000,259600,0,0,0,0,421280,461440,0,0,2160,0,0,0,0,0,62640,0,0,0,0,0,160,0,0,0,0,32880,0,0,0,27400,239080,0,259040,1840,0,0,0,0,0,0,0,0,0,0,0,0,27680,0,0,0,0,0,0,0,26320,0,0,0,0,0,0,0,0,0,0,0
SAAVR,0,0,0,8880,134400,0,0,0,27960,2300400,0,233720,0,158880,0,0,0,119280,10960,161880,0,106280,0,0,0,0,0,0,0,0,24800,2160,2720,154960,223600,0,0,140320,410720,0,0,0,0,0,0,0,0,0,0,199600,0,435240,16480,1294480,0,145360,210560,0,0,0,0,39640,112560,0,0,137160,0,0,0,170160,102200,8440,0,0,0,0,12960,2106560,3918880,10320,0,0,38720,80880,0,0,7480,0,0,0,133920,0,0,0,0,47280,1253920,0,0,0,0,400160,43120,4120,4211360,2880480,0,0,0,0,0,0,0,0,0,187200,619120,0,0,0,6880,0,548160,0,0,0,0,3472440,0,403840,518400,25840,387080,127200,110280,467440,25160,60160,0,3287520,684640,1629200,0,8194200,594880,370040,3659600,0,0,0,0,819440,403160,0,0,4720,40480,86560,0,16800,33760,0,0,0,0,0,0,1040,0,0,0,0,0,33400,0,82640,0,53040,0,61440,239080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61040,0,0,0,0,0,0,0,0,0,0
SDQL,0,0,0,0,0,0,1118320,0,12840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16640,728320,0,0,9200,0,0,0,0,0,0,0,0,0,0,0,59240,697200,173200,145360,0,2093760,0,0,0,0,0,0,0,0,0,0,0,0,1064240,1281600,4640,0,0,0,880,0,136480,701200,120,108400,0,0,124280,0,0,0,395200,0,0,0,0,0,0,234800,119560,0,0,0,0,0,145920,420360,0,693520,0,0,0,0,0,0,204440,0,0,0,238640,76560,0,0,0,0,0,0,0,0,0,0,13200,0,6040,0,0,0,0,0,0,0,0,214720,0,264720,0,0,69360,212920,146720,12600,0,0,0,0,101080,0,0,0,0,0,0,0,0,0,0,28240,0,0,302440,0,0,0,0,459480,40,911200,0,0,157520,0,222480,509520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDQR,0,0,0,0,0,0,0,1461040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149760,671920,724040,0,0,0,24640,0,0,0,0,0,0,0,0,0,0,974040,0,232240,210560,2093760,0,0,0,0,0,0,0,0,0,696920,220960,0,0,245680,31320,0,182480,0,0,0,0,553600,1263840,1340800,1204240,74800,0,0,20000,0,89760,0,277240,0,0,0,0,725840,0,461720,461120,0,0,0,134360,0,0,0,683680,529120,0,85040,0,0,0,0,98640,0,0,2560520,1162800,0,0,0,0,476200,381760,0,0,0,0,886560,277200,1294800,1143400,404200,0,56960,99400,0,0,462400,62240,149080,0,0,0,92880,138400,263360,207520,0,0,0,0,0,199680,0,0,0,0,0,0,537560,0,0,64200,0,0,38480,264240,0,0,0,282320,73040,814080,0,0,1437160,1344200,184560,64960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBL,0,0,0,0,0,0,17440,0,69840,0,0,0,0,0,0,0,0,14040,0,91160,0,0,0,0,0,0,0,0,0,0,0,36480,0,0,3040,0,0,0,0,1865040,0,130400,0,3401680,0,0,0,357280,0,0,0,0,278640,0,0,0,0,0,0,414960,0,0,0,239120,0,245760,0,0,0,0,0,0,10960,0,0,0,0,0,0,537760,0,247840,107040,13680,0,184080,15640,0,0,0,0,0,0,28120,95840,0,0,80,0,0,0,400,0,0,0,0,69200,0,0,904520,0,2576920,0,748640,0,0,0,0,300080,1000240,603360,0,0,8080,722800,156160,0,0,143280,0,1689440,0,122400,107440,0,409920,174200,301440,211520,0,495480,0,0,0,228000,0,0,389520,0,536080,0,1728160,0,188640,0,109600,111800,0,0,0,0,0,47760,1345840,0,475120,0,0,0,0,0,0,74240,0,0,423240,640320,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URBR,0,0,0,257200,0,63440,0,9520,0,49480,0,0,105400,0,0,0,21680,0,43240,0,60720,0,28760,0,0,0,0,0,0,320,6240,0,0,0,5040,0,0,0,0,0,2145840,0,21680,0,3582600,0,0,0,274080,0,0,348520,0,0,0,0,0,0,0,0,116960,0,0,0,260760,0,482560,0,0,0,0,65240,0,0,0,0,0,0,0,0,426880,369720,123360,0,640,14480,184920,0,0,0,204640,0,0,1400,160,0,0,0,242880,0,0,0,1000,0,0,0,0,129440,0,0,571280,0,3089600,0,600320,0,0,219920,160,645520,1153560,3840,0,0,599640,163280,0,562160,2560,1404480,250440,82760,0,0,30160,86560,368480,284960,381280,734680,0,0,245200,121840,0,0,0,0,609680,0,673720,0,1797680,0,291760,110320,46240,96640,0,0,0,0,240,0,769720,0,794240,0,0,0,0,0,0,0,3440,979280,184680,0,0,0,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXL,1406200,0,0,0,794080,0,66240,0,0,0,838160,0,2200,0,0,231600,0,2240,0,207280,0,0,0,4069600,0,0,0,0,5680,0,0,15920,0,36120,120720,0,0,680400,0,2238640,0,47280,0,235520,0,292320,0,121360,0,0,0,0,3600,0,0,0,0,414960,0,0,0,490560,0,101520,0,966920,0,0,0,0,0,166080,176400,93680,0,0,0,142720,0,0,400,23320,0,235920,0,640,46560,0,0,197600,0,1389000,0,0,0,3216520,0,643200,0,8240,0,775200,0,1525040,0,0,346240,0,1544680,10880,0,399200,0,0,0,0,0,0,0,46240,0,0,0,0,0,0,0,0,0,0,0,0,174000,36800,0,0,93720,0,46080,0,0,0,0,0,2680,0,0,12360,0,0,0,32320,0,184200,0,152800,46800,43760,174320,875040,0,0,0,2588920,0,129200,0,129000,0,0,0,2080,0,0,0,775800,296920,0,0,679280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URXR,0,1037760,0,0,0,371040,0,223560,0,0,281440,39840,0,0,0,0,472440,0,0,0,135720,0,0,0,4405600,0,0,0,0,31720,0,0,48160,0,0,0,0,0,691920,0,2272400,0,2480,0,0,0,240,0,175760,0,0,0,0,0,0,0,0,0,116960,0,0,0,326880,0,180280,0,904960,0,5200,0,0,0,0,0,225720,0,18480,0,82560,0,0,0,14320,0,380320,116560,42000,0,0,0,0,0,1255120,0,0,0,2845920,0,668640,0,75400,0,912080,1204360,0,0,0,0,1730480,0,0,0,191120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25840,0,0,0,147840,0,0,0,0,0,0,153400,16360,0,0,0,0,402280,0,0,0,0,0,37920,253040,73920,89160,1014560,176560,0,0,0,0,2307560,0,234960,115920,0,0,0,0,0,0,80,90960,166680,0,14080,0,811560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,0,81040,0,4640,0,67040,0,0,0,0,0,0,12760,27520,0,0,41120,0,0,2221840,0,272560,0,0,0,78000,0,4186080,0,0,0,0,0,0,0,113320,39640,0,0,0,0,490560,0,0,0,0,0,469160,0,0,0,0,33400,40,0,3200,0,85880,0,343440,500480,41680,119520,329000,32680,49240,661120,135120,117880,0,0,0,0,0,0,0,68560,0,0,962360,0,0,0,66000,0,2501760,0,4160,17320,0,0,1740720,0,0,0,0,0,0,16400,0,319320,0,0,1441520,0,266320,195880,0,0,0,70000,0,0,41040,0,0,0,0,70000,0,0,0,0,0,0,7120,521960,0,0,2419200,0,0,0,0,0,59960,0,68000,13280,6080,125920,0,75800,0,83120,310080,0,0,0,499960,0,0,0,0,0,4880,0,186400,57080,0,486160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYDR,0,0,0,61760,0,34480,0,0,0,0,0,29760,14160,0,0,0,7600,0,33360,0,47520,0,53200,0,18920,0,0,3160,0,0,103520,110920,2000,35160,182680,0,0,0,2420720,0,38640,0,0,0,42720,0,3476240,0,0,0,0,0,0,23840,112560,0,0,0,0,0,326880,0,0,0,0,0,86600,0,22720,315200,0,61040,148920,0,0,0,55840,10640,357440,41640,241520,65800,354560,837280,54560,0,48320,0,5200,1040,137160,0,0,111480,118960,0,0,0,979680,0,5600,0,168040,2724040,5760,165680,0,1450080,0,0,2553200,0,0,0,0,29280,73360,349200,0,0,0,0,1727920,585200,0,139200,0,122120,0,0,0,0,0,0,0,121880,0,47000,2640,0,38360,0,0,330840,0,0,240120,0,2379360,0,0,0,0,0,0,41040,67120,0,0,83120,25800,210880,138080,0,226400,0,0,404400,0,0,59600,0,167520,0,760,0,151320,17200,345360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVL,55160,0,200,0,0,0,194720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45200,0,0,0,0,0,0,0,0,0,32000,293760,0,0,0,0,59680,0,1450800,0,11840,240,0,0,1243440,0,0,0,301040,0,0,0,0,0,239120,0,101520,0,0,0,0,0,28400,0,0,0,0,90800,0,81040,0,0,400,0,331520,294160,355480,249520,0,310400,0,944320,0,63600,0,0,0,0,0,0,0,256200,166200,0,835600,0,0,0,439440,0,2466640,7440,0,0,0,230640,0,0,0,0,1679960,0,0,38200,2122440,0,207320,0,0,598720,0,120880,0,351640,0,198080,0,0,106640,0,1120,0,72960,0,74040,219920,81200,0,0,0,0,0,0,213400,0,0,732800,0,0,0,283800,0,0,0,0,0,83560,152800,0,288720,0,0,74080,0,896480,0,0,0,0,17040,0,0,0,278400,56000,443920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,139280,0,106680,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,51040,0,0,0,0,0,0,0,37880,0,188240,0,0,0,0,0,342800,0,837520,0,38640,0,0,0,1448320,0,0,0,348080,0,0,0,0,0,260760,0,180280,0,0,0,0,0,88960,0,0,88360,0,117520,0,0,0,0,7440,565520,0,81840,278320,244720,0,1285600,0,62960,0,0,0,0,0,0,640,800,345800,0,24200,0,1380080,0,0,0,478240,2025920,0,240,0,0,194200,0,0,0,0,0,1645520,0,0,0,2331240,0,0,388120,0,0,0,142800,341920,0,0,0,0,0,169440,0,8400,0,121360,112880,66640,0,81440,0,98720,0,0,397040,0,0,0,0,1218240,0,0,0,151600,0,0,0,59200,0,640,266080,347920,0,0,0,16000,745680,0,0,46800,0,0,0,0,155280,0,0,925600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,203520,0,476200,0,0,0,1586720,0,240,0,171120,5960,0,0,0,3049880,0,0,0,0,0,186720,0,0,0,0,13920,0,370400,0,0,0,0,0,1101600,436880,0,111800,0,72720,0,184240,0,0,0,80,0,47920,0,0,0,299040,90320,56520,137160,0,696920,245760,0,966920,0,469160,0,28400,0,0,132600,1350040,0,488640,0,0,0,0,0,23120,0,1769120,987760,1648960,446880,302800,963920,120800,0,40000,714000,446160,0,86240,0,443280,0,0,0,0,0,0,0,958120,0,160,0,0,3157720,250920,17280,0,0,0,0,0,0,0,0,141280,226800,0,18720,0,0,0,0,0,0,0,0,0,0,1360,0,960,78560,335920,0,412960,150240,550640,102000,1102360,1200,132640,0,14840,47880,0,485040,3400,0,41680,0,1007760,0,213360,0,0,166160,197040,0,841640,0,0,0,363520,0,207640,0,0,0,0,0,0,67040,298080,0,2366480,1696400,10160,0,770320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAR,0,406080,0,583840,0,0,0,1028480,0,720,469680,0,85240,0,0,0,2806800,0,0,0,0,0,131920,6000,0,0,0,53360,0,210600,0,53920,0,0,1351640,0,391840,0,157120,0,119680,0,44080,0,18160,0,0,0,191760,0,0,86960,157720,516160,0,0,220960,0,482560,0,904960,0,86600,0,88960,132600,0,0,1188800,176520,242720,0,0,0,0,4640,160,1108640,1413320,745920,1956880,675920,290400,8400,51120,306160,0,0,160,0,0,0,376880,68560,0,0,195680,0,0,0,761920,0,0,0,0,3790000,0,242160,7240,0,0,0,0,0,16000,232400,114640,7120,0,0,0,0,0,0,0,0,0,0,0,6800,13080,72640,82480,0,111200,0,540160,73840,426960,1160,499840,0,301520,2160,295360,351280,0,0,0,0,70720,0,742720,0,67000,0,0,32480,524320,0,102880,0,0,0,726640,0,38640,100480,0,0,0,0,18640,0,206440,2101320,792240,0,0,0,444800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,401120,0,823400,17040,37680,0,0,0,0,0,0,737280,250320,977680,0,1567840,0,1366520,0,887720,20240,3438160,116360,0,0,0,539440,3800,642240,0,1378160,1626880,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,0,69280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350040,0,0,546640,4300400,0,106920,103920,369840,0,997280,0,0,0,0,4360,0,178800,0,0,10760,0,612080,33120,0,0,0,0,0,0,0,0,0,0,1163480,0,0,0,223880,0,0,1017000,13000,16760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30880,0,0,0,0,95040,0,0,373840,0,0,0,0,0,0,0,0,0,0,0,4198760,0,253240,640,65440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325280,83600,3080,0,149760,0,250880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAR,0,429440,0,713200,0,103720,0,0,0,0,0,198880,1198520,0,1342080,0,2528560,0,1036000,0,775760,20080,2889040,0,0,0,0,766240,3400,664720,476480,2375600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98400,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0,22720,0,0,0,1188800,546640,0,406000,4655360,168240,130400,0,400000,0,1425080,0,0,0,0,246320,30960,0,0,28520,0,0,292600,0,0,0,0,0,0,0,0,0,0,0,1340480,0,0,0,0,68480,161640,1085440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392320,0,0,0,0,0,4800,0,0,0,0,0,4663640,157480,0,126800,14960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220080,0,278800,0,9520,0,167280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBL,0,196960,1328240,0,1479920,0,0,0,0,0,312440,4860760,231760,342760,0,1011720,15600,364560,0,0,0,752480,0,360080,134160,0,273280,229760,221680,191320,4499160,941120,213040,8640,1335600,27160,705720,0,80,0,266400,0,162720,0,339120,0,2120,0,0,0,0,345680,546080,108000,170160,1064240,245680,0,0,0,0,0,315200,0,88360,488640,176520,4300400,406000,0,360480,318880,270400,627480,0,339280,1712080,2816720,26320,1650800,0,68720,668800,901120,673080,0,0,0,0,50640,126520,0,711520,0,525120,0,352320,0,1300800,113280,63440,92560,1504200,52080,240160,4356800,398520,0,166720,0,0,0,76640,0,78400,883360,0,0,0,0,0,0,720,265360,0,0,422600,4720,1020520,0,366240,0,1237520,0,12880,661200,0,27440,108880,0,785600,0,0,0,1394840,70640,322320,0,0,0,133080,0,0,1048560,0,0,0,0,124360,0,1262960,1196440,498840,0,0,0,0,1684600,0,0,0,0,0,6080,0,0,244920,0,895760,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBR,281040,170400,0,1547720,0,1299120,0,0,0,0,18880,553920,4596560,0,3280,0,868480,0,296080,0,0,0,493760,194400,272120,0,0,409440,233360,113160,404920,4026400,240,45360,1690640,281120,201360,57840,0,0,0,166400,0,523520,0,4920,0,0,0,0,0,501360,364160,0,102200,1281600,31320,0,0,0,0,33400,0,90800,0,0,242720,0,4655360,360480,0,290000,304480,51920,380880,2265040,134520,127360,1896640,0,1546720,732480,360360,447840,619040,400,10320,0,0,0,0,1531520,0,0,959440,144960,0,1169600,0,86160,16200,1462160,22320,12560,4959520,321840,0,278800,278320,9840,0,0,0,100120,0,37920,766480,0,0,0,0,0,0,0,0,0,127320,1501200,3680,643560,0,1146680,0,14600,0,149240,184720,86880,422760,94520,0,0,0,1793800,0,420160,0,0,0,136880,0,0,0,0,962400,0,0,0,0,0,123840,1119120,357360,0,0,0,0,2521600,0,0,0,0,0,0,0,275520,0,213680,872080,507120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINL,0,0,11040,0,186800,3584960,22760,0,0,0,0,1563440,4640,175520,0,0,0,9280,378760,16320,0,377880,0,720480,3419600,0,0,0,0,0,1236760,504000,1266800,204040,0,0,0,44480,30080,0,104320,0,0,0,170960,192560,62000,0,480,0,0,0,0,0,8440,4640,0,0,65240,166080,0,40,61040,0,117520,0,0,106920,168240,318880,290000,0,806480,170000,121440,0,54640,0,369200,0,0,332640,114000,0,0,546240,85520,0,0,0,0,0,0,0,0,0,119720,169120,1212560,0,0,5440,50080,123680,0,56880,0,0,2960,71920,79880,0,240,0,0,0,59440,0,0,0,0,0,0,0,0,0,105760,0,987520,0,0,0,51120,0,0,0,2520,0,0,0,0,0,0,0,0,0,25760,56520,0,0,0,60240,0,0,0,160,0,0,523680,0,0,0,0,94600,0,0,217760,0,0,0,0,0,0,0,0,0,0,2940480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AINR,16640,0,0,0,4208560,696320,0,274240,0,3880,0,229200,1778840,0,80800,0,0,177280,461920,0,0,0,298800,3550560,655680,0,0,0,0,0,123000,717440,0,1728400,0,0,0,21280,51360,243040,0,0,0,204800,0,107720,137920,0,0,0,0,0,0,58880,0,0,182480,10960,0,176400,0,0,148920,81040,0,0,0,103920,130400,270400,304480,806480,0,332560,112880,0,0,251760,0,0,0,0,1760,0,0,0,1073480,0,0,0,0,0,0,0,0,108640,0,1848360,162080,0,0,0,0,72800,130600,0,0,0,0,31480,117480,18640,0,0,0,76880,183680,0,0,0,0,0,0,0,0,0,124840,0,0,0,0,240,0,0,0,96240,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,376800,0,0,0,0,0,0,398120,0,0,0,1800,0,146760,0,0,0,0,0,0,0,0,0,0,0,2213600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIYL,682120,0,0,0,6208280,162640,0,0,0,0,360320,2145840,2469680,20160,0,5880,0,385120,0,0,0,0,0,2877480,0,7360,2084480,0,668880,0,2278560,1469200,177360,2293400,1047520,0,0,0,0,435840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93680,0,3200,0,0,0,0,0,369840,0,627480,51920,170000,332560,0,1421760,3833440,4000,0,0,176000,246880,0,1360,2080,103760,0,497120,0,0,16960,0,18040,0,0,0,1853920,0,2604240,0,77040,0,103400,128560,1295200,553840,131320,0,0,1732200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330560,0,0,0,0,0,0,43840,0,472400,3360,0,0,0,0,503920,0,0,0,0,0,0,0,0,0,0,0,180880,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
