,ADFL,ADFR,ADLL,ADLR,AFDL,AFDR,ALML,ALMR,ALNL,ALNR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVM,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,DVA,FLPL,FLPR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2VR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,PLNL,PLNR,SAADL,SAADR,SAAVL,SAAVR,SDQL,SDQR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIAL,AIAR,AIBL,AIBR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVJL,AVJR,BDUL,BDUR,PVCL,PVCR,PVPL,PVPR,PVR,PVT,RIAL,RIAR,RIBL,RIBR,RIFL,RIFR,RIGL,RIGR,RIH,RIML,RIMR,RIPL,RIPR,RIR,IL1DL,IL1DR,IL1L,IL1R,IL1VL,IL1VR,RIVL,RIVR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMHL,RMHR,SIADL,SIADR,SIAVL,SIAVR,SIBDL,SIBDR,SIBVL,SIBVR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,URADL,URADR,URAVL,URAVR,ADEL,ADER,AIML,AIMR,ALA,AVFL,AVFR,AVHL,AVHR,AVKL,AVKR,AVL,CEPDL,CEPDR,CEPVL,CEPVR,DVC,HSNL,HSNR,PVWL_or_R_1,PVWL_or_R_2,PVWL_or_R_3,PVQL,PVQR,RICL,RICR,RID,RIS,RMGL,RMGR,BWM-DL01,BWM-DR01,BWM-VL01,BWM-VR01,BWM-DL02,BWM-DR02,BWM-VL02,BWM-VR02,BWM-DL03,BWM-DR03,BWM-VL03,BWM-VR03,BWM-DL04,BWM-DR04,BWM-VL04,BWM-VR04,BWM-DL05,BWM-DR05,BWM-VL05,BWM-VR05,BWM-DL06,BWM-DR06,BWM-VL06,BWM-VR06,BWM-DL07,BWM-DR07,BWM-VL07,BWM-VR07,BWM-DL08,BWM-DR08,BWM-VL08,BWM-VR08
SMDVR,0,0,0,0,0,0,0,0,530320,349840,12080,8080,0,0,0,0,0,0,0,0,0,0,0,0,309040,0,0,0,0,0,0,0,111440,216000,431440,480,0,44240,15120,0,0,0,0,748400,426200,0,200,0,0,673920,0,4336320,64800,259600,3659600,12600,207520,0,0,0,0,0,240120,213400,0,485040,0,0,0,322320,0,25760,0,0,0,0,33240,630800,2161840,155200,0,0,97440,0,1127040,0,960,2080,0,0,166960,0,0,0,0,4956160,3835080,1373640,161560,0,0,0,4400,1000,2647800,1827560,0,0,0,0,99600,0,650760,343600,0,332080,2742680,601480,3800,111120,609760,0,485440,373600,113120,55920,2797360,25600,0,241880,9200,1599480,1669520,957760,40,186640,231760,240,440,0,126560,462480,0,8249160,178680,2730680,0,0,796240,14320,0,291880,26840,0,0,0,120480,63600,0,845360,1280,887680,289280,0,0,1353840,0,0,0,0,0,0,0,37280,0,1335600,580000,0,2571680,375040,0,39680,82000,48640,25280,0,0,0,0,0,77360,229920,65040,0,0,1440,0,0,0,54200,0,0,0,21600,0,0,0,0,0,0,0,8960,0
URADL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22240,0,2920,0,160,0,0,0,0,0,0,1200,24120,0,0,0,0,0,2544680,0,384520,0,0,0,0,0,1372960,0,0,0,0,0,0,0,0,0,0,0,389520,0,12360,0,2419200,0,0,0,3400,0,0,0,0,0,56520,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57200,0,0,0,0,0,55200,0,0,0,0,0,3440,0,0,0,203360,0,0,1549840,0,0,1179040,0,160800,0,0,0,0,0,188800,769840,0,0,456760,0,941600,1282080,2054080,1294560,0,0,4480,360560,0,0,0,0,0,0,3320,0,0,130120,0,0,0,98160,658040,0,0,0,365840,0,0,0,99840,0,4080,56440,10400,167360,0,0,0,0,1992600,0,0,0,0,0,0,18400,92200,720,0,0,288080,0,0,16400,0,0,2580400,17520,0,0,1194480,0,0,0,313200,18920,0,0,27960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URADR,0,0,0,15040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14880,0,71160,0,18480,0,0,0,0,0,0,0,0,11840,0,11680,0,0,0,0,2828800,0,494920,0,0,0,0,0,251840,0,0,0,0,0,0,0,0,0,0,0,609680,0,402280,0,2379360,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,16200,0,0,0,0,0,0,77600,0,44480,0,0,0,0,104400,0,0,0,0,0,0,89440,0,0,70080,0,0,0,1793440,0,0,2068600,0,195200,0,22240,0,0,1142320,15120,0,0,0,365760,964560,2054760,800480,394760,0,0,606320,80,0,0,0,0,0,0,0,0,17240,0,0,0,74440,0,0,796240,0,0,0,765400,0,0,0,0,146000,55440,7480,0,189040,0,0,0,0,2180440,0,0,0,0,0,115800,0,113560,0,8320,121600,155840,0,0,0,0,0,2846240,0,0,0,942720,0,8800,0,147720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28800,0,0,0,0,257880,0,2168640,0,3840,0,0,0,955160,0,0,0,0,0,0,0,0,0,536080,0,0,0,0,0,732800,0,41680,0,0,0,0,136880,0,0,0,0,0,0,0,400,30080,0,0,0,0,82560,0,0,0,0,0,0,163360,0,171360,100520,0,0,469840,0,0,0,206440,0,448360,0,0,1849440,0,0,258640,0,237200,0,1441080,0,0,31440,903960,0,0,0,17200,1231120,912400,1809600,1832080,1505200,3040,0,0,422880,94120,0,45360,0,66640,0,66240,43040,0,0,169200,0,699600,0,0,14320,365840,0,0,5040,0,0,0,0,0,0,0,0,0,0,0,91200,0,0,853680,0,292920,0,0,0,0,0,0,0,0,162000,0,39240,0,0,0,0,2314400,0,560,0,1411720,0,0,0,43520,7520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41320,0,0,0,0,0,342400,0,2691120,0,158680,0,0,0,733560,0,0,0,34760,0,0,0,0,0,673720,0,0,0,0,0,1218240,0,70720,0,0,133080,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73440,101200,70000,0,0,0,162800,0,0,0,130960,640560,54280,680,0,1763760,0,0,441960,0,268240,0,952640,43720,0,0,626960,0,0,1202560,53280,1377600,1556040,1075120,1695040,0,0,1153000,800,0,105680,0,77200,0,68240,39320,77440,0,0,0,42520,0,684960,139480,0,0,765400,5040,0,0,0,0,0,0,0,0,0,0,41280,16160,72880,0,0,0,803600,187520,0,0,0,0,0,0,0,106240,0,0,170080,0,0,0,0,8760,2681760,0,0,0,1622320,0,0,5440,208160,0,0,0,2120,0,0,0,5520,0,0,0,0,0,0,0,0,0,0,0,0
ADEL,0,0,0,0,0,0,134880,0,562720,0,207680,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165640,590560,1064720,0,0,832720,0,0,0,240,0,0,0,0,0,0,0,94680,1123720,421280,819440,101080,0,1728160,0,32320,0,0,0,0,0,1007760,0,0,0,0,0,60240,0,0,0,0,0,836240,1264480,0,0,0,173840,0,0,20560,0,229600,0,0,0,1600,0,189080,212000,231880,0,0,0,0,0,467920,981360,0,0,0,0,0,0,26880,0,1080160,0,4880,0,622040,362160,0,0,1354240,1942600,0,0,0,117960,1827120,0,240,2914000,0,2268480,0,177600,1240,0,22080,350080,0,360200,0,181520,153840,518920,0,504800,369440,291880,0,0,0,0,0,5669200,0,0,34800,335560,62240,225200,0,631000,190480,672480,129040,0,156440,0,0,0,0,0,0,405680,0,0,1440,1840,0,1340800,175840,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,32200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADER,0,0,0,1520,0,0,0,321400,0,956720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367280,575360,661240,0,0,0,1124880,0,0,0,170720,0,0,0,0,0,0,1088640,0,461440,403160,0,199680,0,1797680,0,0,0,0,0,0,0,742720,0,0,0,0,0,376800,0,0,0,0,1253920,592240,0,0,1440,36520,0,29600,0,26640,12480,28760,0,0,0,0,97840,7760,0,76240,0,0,0,102240,1096240,684200,0,0,36800,0,0,0,0,0,0,1383600,0,0,9040,472400,240,0,314160,719440,0,0,0,2563600,0,0,148960,0,1322080,0,402000,0,0,0,327120,0,62480,27760,508040,56320,46960,23960,1765760,0,505840,26840,0,0,0,0,5669200,0,0,0,108720,266000,124160,0,271040,18280,265360,0,0,5440,0,144400,0,0,0,31520,0,29840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25920,0,0,0,0,0,35720,0,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIML,2977320,0,148960,0,0,0,330960,0,100800,0,0,534920,14400,4269160,0,1220240,0,3840,0,1992240,0,1006880,0,0,0,0,10400,0,1148560,0,29280,139840,0,0,0,0,0,3040,0,156640,0,0,0,12800,0,28400,0,128400,0,30720,0,0,0,0,0,0,0,188640,0,184200,0,59960,0,283800,0,213360,0,4198760,0,1048560,0,0,0,180880,0,719840,0,871840,0,135840,110080,70720,420000,497080,0,192400,604240,288160,0,0,0,0,0,0,0,0,0,0,0,701760,0,0,0,0,0,0,1560,0,19000,41080,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102240,0,0,0,155040,0,73360,0,0,590080,0,0,0,0,0,99840,0,0,0,0,0,0,131760,248520,1023040,645760,97760,417360,0,0,0,15440,0,0,0,0,0,0,0,38240,0,915040,0,134480,0,206320,0,1159280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMR,0,2655360,0,226480,0,0,0,227840,0,0,0,0,640840,0,4440360,0,1330760,0,0,151120,1901200,0,1356760,0,0,0,0,115680,0,970600,0,363680,0,0,0,8400,0,0,0,0,121360,0,0,0,92240,0,0,0,183200,0,0,0,0,0,0,0,0,0,291760,0,37920,0,0,0,151600,0,67000,0,4663640,0,962400,0,0,0,301200,0,870080,0,765360,0,0,252080,222440,0,251800,655280,225200,29040,320080,960,0,0,0,0,0,0,0,0,0,0,820960,0,0,0,0,0,0,134840,32960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63120,0,0,0,188800,0,41520,0,0,0,0,349760,96320,0,0,0,0,0,0,0,0,0,131760,0,119000,939120,523120,681320,82000,0,0,0,0,0,0,0,0,0,0,0,59920,80,0,1043440,0,633480,0,98560,0,1542840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALA,0,0,1165680,1630000,0,0,3760,0,0,43120,0,160,25920,108360,361840,0,0,577840,354560,2346160,2023040,3562960,2739840,0,0,0,0,195760,0,0,0,0,0,0,0,0,0,14200,6280,296920,274800,0,0,88640,53440,29520,41280,0,0,0,0,0,0,2160,4720,0,0,109600,110320,152800,253040,68000,41040,0,0,0,0,253240,157480,0,0,160,0,0,0,0,0,0,72400,0,0,184160,78080,725520,623440,226080,289920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19800,26800,0,54800,23680,104960,238560,0,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92760,0,0,53200,66000,0,0,0,0,20880,0,37360,0,0,0,4080,146000,0,0,34800,108720,248520,119000,0,135560,312120,497720,509840,0,0,0,320,30080,0,0,0,0,0,0,0,80,1439640,1969120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFL,76080,0,2240,0,0,0,0,0,70720,0,0,0,109160,0,0,213360,0,0,0,218600,1112200,2640,61360,0,0,5520,132640,115040,548960,101400,0,0,0,0,0,0,0,0,50880,148880,98080,0,0,168480,21960,65960,85080,0,0,157280,0,0,0,0,40480,0,0,111800,46240,46800,73920,13280,67120,0,0,166160,0,640,0,0,0,0,0,0,0,0,0,0,145760,170960,0,0,214000,0,301760,13520,675640,1379600,107280,0,0,0,0,0,0,0,0,0,0,1143040,115760,0,0,0,31360,0,1808560,404320,0,0,2880,20160,44440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22640,151440,0,11600,94920,0,59760,0,0,468400,0,34800,13160,0,120480,56440,55440,0,0,335560,266000,1023040,939120,135560,0,3537040,41320,116480,0,52680,0,0,65360,156480,135480,0,0,0,421040,1189760,0,194480,1526880,67160,0,111120,0,1570960,700240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVFR,41680,62160,323840,131600,0,0,0,0,0,1080,0,175520,11120,0,0,218320,300200,0,0,834720,117320,154760,0,0,0,0,839520,340040,204280,673400,0,0,0,0,0,0,0,0,14080,130240,97080,0,0,0,110560,59520,14400,0,0,142760,0,0,0,0,86560,0,0,0,96640,43760,89160,6080,0,0,0,197040,32480,65440,126800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28120,14480,133960,796240,808800,0,0,0,0,0,0,0,0,0,0,46240,352160,0,0,0,0,0,1498800,677480,0,0,0,0,24480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81760,0,77280,15680,0,0,0,0,329800,118320,89760,0,0,63600,10400,7480,0,0,62240,124160,645760,523120,312120,3537040,0,0,207280,0,0,0,0,0,41400,0,0,0,0,0,26600,0,3345040,377080,0,0,0,0,2365920,472200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHL,12040,1735440,0,65840,0,0,94600,0,0,0,586400,0,0,0,0,1280,742080,0,0,149280,0,0,0,0,0,257440,0,65520,0,315640,0,0,0,0,1867680,0,80,98640,0,0,10200,0,0,0,0,16520,0,0,48880,0,0,0,1840,0,0,0,0,0,0,174320,1014560,125920,0,0,59200,0,524320,0,14960,124360,0,523680,0,0,0,13040,6800,0,541280,756080,493120,1254480,0,0,0,3736200,97400,275520,57680,438280,1222800,167200,2407320,246280,0,0,0,0,0,182600,1188680,0,47520,0,0,57040,375640,165360,2149160,71040,0,0,0,0,0,168520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10120,0,520040,0,69200,0,142160,0,21560,0,404240,0,1360,0,0,167360,0,0,0,225200,0,97760,681320,497720,41320,0,0,144000,70480,10400,0,136480,0,0,129440,144000,0,0,0,78080,298000,0,0,0,801880,0,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVHR,1206080,2160,262480,44160,0,0,0,444480,0,320,1395760,0,0,0,0,323200,107640,0,0,0,231360,0,0,0,0,114080,332440,0,406080,0,0,0,0,0,805840,249840,0,0,226280,0,0,0,0,0,0,0,76880,53840,0,2000,0,10120,0,0,16800,0,537560,0,0,875040,176560,0,83120,83560,0,841640,0,0,0,0,0,0,398120,640,0,75760,0,517520,151280,1006480,1378080,6000,637920,0,57680,211240,3379400,2800,323480,1532160,118840,2021640,14920,0,0,0,0,0,0,460440,642160,0,0,0,212000,0,61920,323280,1841720,0,1040,0,16560,0,0,0,466080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152840,0,450480,0,244240,0,320,0,3200,0,346320,0,0,0,0,845360,0,189040,0,0,0,271040,417360,82000,509840,116480,207280,144000,0,0,89800,0,0,118320,0,0,0,0,0,11440,3200,1520,0,0,79560,0,41600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKL,0,0,0,0,0,0,0,0,0,181840,328320,0,0,0,0,0,0,0,0,0,0,0,0,0,197200,0,0,0,0,0,0,0,0,0,0,0,73200,0,49640,0,0,0,143200,27840,0,55120,760,278240,2320,0,233200,0,405520,0,33760,0,0,0,0,0,0,75800,25800,152800,640,0,102880,0,0,1262960,123840,0,0,0,0,256080,461240,130480,3800,1144160,0,57000,0,1880240,309920,0,0,0,0,0,60960,146600,165840,0,6842120,0,28720,240,0,0,0,1974120,1605440,5680,2379760,1189120,0,0,0,50320,0,26160,0,32640,68960,457240,280,0,0,3432240,583360,0,0,258320,85840,0,0,1182800,2011000,478240,0,1218640,652720,625360,160,0,0,128320,0,1876160,619120,257640,593360,574800,294280,709120,1280,0,0,0,41280,631000,18280,0,0,0,0,0,70480,0,0,5882240,3855800,160,0,0,0,4276320,0,0,0,0,0,0,0,259960,236400,9440,3153360,0,159280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVKR,0,0,0,0,0,0,0,0,120320,0,310960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16120,18000,0,0,11360,31520,3840,9200,74800,0,0,398480,79200,11200,250320,40,62640,0,0,0,0,0,0,0,0,210880,0,266080,0,0,0,0,1196440,1119120,0,0,0,0,41360,337360,1960,771360,152720,0,0,0,1048560,2002800,0,43200,0,0,0,0,1468400,0,0,7020600,22800,0,0,24760,0,0,2013040,908080,2760,1433760,1348080,0,0,0,27280,1920,0,33200,57120,55520,131920,456800,0,0,1220640,3096080,0,0,54280,0,172400,79240,2905520,1972560,0,523200,516960,1085760,606200,434360,880,0,0,1520,299840,947840,1640,209920,629280,603840,0,887680,0,0,0,16160,190480,265360,0,0,0,52680,0,10400,89800,5882240,0,5549400,0,0,0,0,3492000,0,0,0,0,0,0,0,310280,150320,0,2028720,694480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVL,0,0,0,0,0,0,0,0,0,0,8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116920,83280,0,0,68240,159160,72560,35040,118280,360,100240,167680,0,0,13680,0,0,0,28240,64200,47760,240,0,0,83120,138080,288720,347920,0,0,0,0,498840,357360,0,0,0,0,0,0,41360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3550480,0,0,361200,447720,0,0,137400,1629680,156400,0,66720,0,0,447600,72640,105880,0,0,46760,50520,137120,267800,45440,0,112000,47560,0,0,458240,713920,990480,1190960,228960,936680,0,0,0,1045720,0,23680,0,8800,0,440440,0,730000,0,106920,360640,30160,37200,289280,0,0,91200,72880,672480,0,0,0,0,0,0,0,0,3855800,5549400,0,0,0,0,0,18720,0,0,0,0,0,0,0,0,21440,8240,4469840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,0,0,64000,0,462400,0,65120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329040,0,0,0,0,0,0,0,8880,80,0,0,0,0,1851440,0,0,0,0,0,1236400,0,1210320,0,0,0,0,0,0,0,0,0,0,0,1345840,0,2588920,0,310080,0,0,0,363520,0,0,0,0,0,94600,1800,0,0,0,0,0,0,0,112480,142080,0,0,1049280,83040,0,47520,0,0,0,0,0,1440240,0,1070560,74800,256560,0,6160,0,0,0,699080,0,22040,132560,0,0,828840,0,269840,0,0,0,12720,0,244800,1544920,1175920,244920,1563840,17680,14080,0,0,53840,0,975920,546800,961360,0,189200,0,0,0,0,129280,10200,50480,1930120,0,0,0,1188960,0,0,1992600,0,0,0,129040,0,15440,0,320,0,0,136480,0,160,0,0,0,170720,0,0,0,0,0,0,106240,82120,0,0,796880,692800,0,1542160,1018160,0,720480,0,0,0,15960,0,0,0,605000,1400,0,0,484640,0,300640,0,662240,0,0,0,403360,0,0,0,577760,0,0,0,726560,0,0,0
CEPDR,0,0,0,0,0,21600,0,268000,0,42360,0,0,0,0,0,0,0,0,0,0,46560,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,1816200,0,0,0,0,0,1422160,0,1403560,0,0,0,0,0,0,0,0,0,0,0,769720,0,2307560,0,226400,0,0,0,726640,0,0,0,0,0,0,0,0,0,0,0,60320,12400,131800,0,118480,784080,0,0,72960,0,24040,0,0,0,0,1348840,0,203040,1434080,0,54400,0,111600,0,0,1132960,75400,0,0,203200,0,0,251280,0,318600,0,0,140960,0,1180360,91480,103280,846640,157760,1977840,11960,0,0,0,1005120,0,340440,412880,331840,0,0,47920,62440,0,0,82000,1659520,3840,0,0,1533360,104160,0,0,0,2180440,0,0,0,5440,0,0,30080,65360,0,0,118320,0,0,0,170720,0,0,0,0,0,0,100240,9240,88360,0,0,430080,967920,0,1240800,0,1103760,0,144000,0,0,0,2000,0,0,0,358960,0,0,0,640280,0,0,92880,582640,0,0,0,444880,0,0,458240,596960,0,0,0,679320,0,0
CEPVL,0,0,0,0,0,0,1017280,0,0,0,0,0,0,26240,0,0,0,531760,0,377280,0,760,0,880,0,2600,0,0,0,0,130640,0,0,471840,0,0,0,0,0,0,0,1800280,0,1561240,0,0,0,518280,0,799920,0,0,0,0,0,302440,38480,475120,0,129200,0,0,0,74080,0,207640,0,0,0,0,0,0,146760,0,0,0,0,0,0,62000,250320,0,0,0,1155800,0,0,202000,0,0,0,0,0,2168640,0,1514880,46080,547120,0,97120,0,37760,0,4232160,0,68320,72560,0,0,0,0,3280,0,1980560,0,0,235600,1987800,0,1761920,187680,0,400800,0,0,0,41360,0,471600,599960,128080,0,0,534240,0,150640,0,0,75240,0,0,2259600,0,0,0,0,1353840,0,0,853680,0,156440,0,0,0,0,156480,41400,0,0,0,0,0,0,0,0,1106720,76600,0,0,208520,136640,52200,180880,0,1092920,1176560,0,2050960,257920,0,0,0,1091880,0,0,0,14880,0,0,0,200960,0,0,0,301960,0,0,0,709760,0,0,0,192360,0,0,0,383960,0,0,0,652320,0
CEPVR,0,0,0,0,0,0,0,692240,0,0,0,0,0,0,103320,0,0,0,368480,0,407520,0,320,0,318400,0,0,0,0,0,217040,75720,484480,0,0,0,0,0,0,0,0,0,2109040,0,1249200,0,0,0,555520,0,315280,0,0,0,0,0,264240,0,794240,0,234960,0,0,0,16000,0,38640,0,0,0,0,217760,0,0,0,0,0,0,0,137280,377680,37920,0,1120520,34560,15200,0,0,141240,0,0,0,0,1878560,0,14800,1569600,0,254400,0,97840,0,0,3743280,88320,0,0,404280,0,0,0,0,90160,0,1644960,74640,0,0,1113640,271600,1882520,148320,0,0,40,0,155120,361680,0,221080,810400,0,0,0,488720,0,120760,34560,0,0,0,0,1286240,0,2080,819360,0,0,0,0,803600,0,144400,0,0,0,135480,0,129440,0,0,0,0,0,0,1106720,0,183600,0,0,24160,52400,8200,0,51440,912880,1013320,0,2021680,0,249680,0,0,0,1020000,0,0,0,3920,0,0,0,475440,0,92000,0,1018880,0,0,0,642240,0,0,0,239320,0,0,0,153200,0,0,0,1005480
DVC,0,0,0,0,0,0,0,0,0,0,947920,0,0,0,0,0,0,0,0,0,0,0,0,0,265040,0,0,0,0,0,0,0,684720,438800,43840,71600,8320,429200,564720,476520,621360,1569720,1485440,106680,5400,101160,115120,119000,162080,0,0,581040,586480,160,1040,0,0,0,0,129000,115920,499960,404400,896480,745680,0,100480,0,0,1684600,2521600,0,0,0,0,800400,162520,1023280,1044320,717080,113920,73640,0,49280,127600,0,0,0,0,0,0,476080,435240,0,6326720,109200,121600,2197760,1602880,0,0,4642960,3660320,1242920,453120,120960,0,0,8160,101320,0,0,0,87840,48800,587760,781000,0,0,8880,53520,0,0,360320,229600,259600,0,973360,511200,0,0,0,0,0,0,0,0,0,0,6800,0,50160,0,4600,400,0,0,0,0,292920,187520,0,0,0,0,0,0,0,144000,0,4276320,3492000,18720,0,0,76600,183600,0,0,0,0,0,0,0,0,0,0,473040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVWL_or_R_1,0,0,0,0,0,0,22760,619240,0,0,0,0,0,0,0,0,419200,0,0,0,0,0,0,0,0,1906560,0,0,0,0,0,0,0,0,98560,0,0,17040,92560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459480,282320,0,0,0,0,0,59600,0,46800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350480,177440,0,0,0,0,262400,2100320,2810080,0,0,0,0,229920,0,0,0,0,0,929840,16920,0,0,0,56880,0,0,333440,0,24080,84760,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319360,0,34440,0,0,83680,0,0,0,0,18400,115800,0,0,0,31520,0,0,0,421040,0,0,11440,0,0,0,0,100240,208520,24160,0,0,0,0,3056320,3655040,0,41800,0,1240,106840,0,796200,1444960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
